trialCount,testCommand,testCommandMM,meanForce,stdevForce,meanPos,stdevPos,meanForce1,stdevForce1,meanPos1,stdevPos1,n
1,120.0,15.87,8.206875,0.5257104567868133,14.7375,0.7503707417003942,0.62,0.0,23.051250000000003,0.004841229182759168,20
2,117.0,15.22,7.553333333333332,0.3777418283548817,14.477333333333336,0.6344915724858414,0.6199999999999999,1.1102230246251565e-16,23.040000000000006,0.01825741858350593,19
3,114.0,14.57,7.18,0.46914816422959593,13.945,0.6821565069688919,0.62,0.0,23.036875000000002,0.014882351124738886,20
4,111.0,13.91,5.925714285714285,0.643269708883721,13.832857142857142,0.6910285147251634,0.62,0.0,23.034285714285716,0.017202277969703757,18
5,108.0,13.26,6.076,0.3545287952574046,12.962,0.5313028012975901,0.6199999999999999,1.1102230246251565e-16,23.022,0.007483314773548167,19
6,105.0,12.61,5.472857142857143,0.504316065456526,12.820000000000002,1.0173143916354328,0.62,0.0,23.03,0.0164750894209587,18
7,102.0,11.96,5.196666666666667,0.38006432204153134,12.289999999999997,0.9142063953688653,0.6199999999999999,1.1102230246251565e-16,23.014,0.015405626677721737,19
8,99.0,11.3,4.764666666666667,0.2896634061956892,11.541333333333334,0.8013893491236883,0.6199999999999999,1.1102230246251565e-16,23.013333333333332,0.009428090415820432,19
9,104.0,12.39,5.262,0.4430680910800656,12.676,0.7213394947364707,0.6199999999999999,1.1102230246251565e-16,23.02,0.014142135623731152,19
10,104.0,12.39,5.207333333333334,0.3538260715222791,12.40266666666667,0.6460904649419373,0.6199999999999999,1.1102230246251565e-16,23.019999999999996,3.552713678800501e-15,19
11,101.0,11.74,4.910666666666668,0.31613218051244873,11.921999999999999,0.8151171694916016,0.6199999999999999,1.1102230246251565e-16,23.014666666666663,0.008844332774280879,19
12,101.0,11.74,5.1226666666666665,0.3392829039148435,11.862,0.8021238474616414,0.6199999999999999,1.1102230246251565e-16,23.017999999999997,0.016411378166788254,19
13,98.0,11.09,4.751999999999999,0.20778835386036426,11.201333333333334,0.7929007223830454,0.6199999999999999,1.1102230246251565e-16,23.009333333333334,0.009977753031396966,19
14,98.0,11.09,4.7879999999999985,0.3032314847329236,10.996666666666668,0.8875108763026828,0.6199999999999999,1.1102230246251565e-16,23.009999999999998,0.01591644851508439,19
15,95.0,10.43,5.466666666666667,0.42029619185627765,10.078000000000001,0.7671870697554799,0.6199999999999999,1.1102230246251565e-16,23.002666666666663,0.006798692684790234,19
16,100.0,11.52,5.700666666666667,0.5375557852188202,11.344,0.9718765353685621,0.6199999999999999,1.1102230246251565e-16,23.006666666666664,0.013984117975601723,19
17,100.0,11.52,5.712666666666666,0.4836316320874345,11.228,0.9347955213129054,0.6199999999999999,1.1102230246251565e-16,23.008666666666663,0.01820866704499688,19
18,105.0,12.61,6.440000000000001,0.48757905341937463,12.298000000000002,0.7370228399898247,0.6199999999999999,1.1102230246251565e-16,23.016666666666666,0.01445298892578583,19
19,105.0,12.61,6.574666666666665,0.5669317027257831,12.431333333333333,0.8541183888795641,0.6199999999999999,1.1102230246251565e-16,23.022,0.007483314773548167,19
20,102.0,11.96,5.9813333333333345,0.46705983437766174,11.573333333333332,0.8057349991708744,0.6199999999999999,1.1102230246251565e-16,23.013333333333332,0.011925695879998626,19
21,102.0,11.96,6.114666666666667,0.42361722764254467,11.745999999999999,0.8965028350949777,0.6199999999999999,1.1102230246251565e-16,23.011999999999997,0.009797958971132503,19
22,99.0,11.3,5.666666666666668,0.4271715762495857,10.842666666666668,0.8448152986830251,0.6199999999999999,1.1102230246251565e-16,23.008,0.009797958971132503,19
23,99.0,11.3,5.941333333333334,0.5592598283048369,11.102666666666668,0.928342369794439,0.6199999999999999,1.1102230246251565e-16,23.010666666666665,0.009977753031396964,19
24,104.0,12.39,6.492000000000002,0.4314657189936029,12.072000000000001,0.813463377581724,0.6199999999999999,1.1102230246251565e-16,23.014666666666663,0.008844332774280879,19
25,104.0,12.39,6.391333333333334,0.4406792736471985,11.962666666666669,0.7513850913849405,0.6199999999999999,1.1102230246251565e-16,23.013333333333332,0.009428090415820432,19
26,101.0,11.74,5.922666666666668,0.5081137230537623,11.526000000000003,0.939388453551919,0.6199999999999999,1.1102230246251565e-16,23.019333333333332,0.020805982045769604,19
27,101.0,11.74,5.755714285714286,0.5345854774056825,11.358571428571427,1.0083427502792968,0.62,0.0,23.00785714285714,0.018585159758939554,18
28,98.0,11.09,5.594,0.4874669219547107,11.258000000000001,0.9642904126869665,0.6199999999999999,1.1102230246251565e-16,23.016,0.017813852287849923,19
29,98.0,11.09,5.3966666666666665,0.43219851405986537,11.023333333333333,0.8231700242895685,0.6199999999999999,1.1102230246251565e-16,23.007999999999996,0.012220201853215313,19
30,103.0,12.17,6.034000000000001,0.549943027352228,12.101333333333333,0.8623446075799523,0.6199999999999999,1.1102230246251565e-16,23.021333333333335,0.013097921802925908,19
31,103.0,12.17,5.854,0.35207574942522424,12.131333333333332,0.7120287135283864,0.6199999999999999,1.1102230246251565e-16,23.014666666666663,0.011469767022723258,19
32,100.0,11.52,5.542000000000002,0.5342933027217667,11.661333333333333,1.0068953382662085,0.6199999999999999,1.1102230246251565e-16,23.011999999999997,0.012220201853215313,19
33,100.0,11.52,5.203333333333333,0.3783942682206249,11.115333333333334,0.8031427159740803,0.6199999999999999,1.1102230246251565e-16,23.009333333333334,0.009977753031396966,19
34,97.0,10.87,4.991875,0.37336675585140133,10.765625,0.7593580245016179,0.62,0.0,23.00875,0.009921567416492003,20
35,102.0,11.96,5.395333333333334,0.48236731048260534,11.684666666666667,0.8075713934727723,0.6199999999999999,1.1102230246251565e-16,23.016666666666662,0.012472191289246523,19
36,102.0,11.96,5.922666666666667,0.5290679435468463,11.951333333333334,0.887534913241289,0.6199999999999999,1.1102230246251565e-16,23.011999999999997,0.009797958971132503,19
37,99.0,11.3,5.565333333333334,0.45239903723249564,11.189999999999998,0.8491014858857175,0.6199999999999999,1.1102230246251565e-16,23.009999999999998,0.014142135623730985,19
38,99.0,11.3,5.753333333333333,0.508313114351993,11.338,0.9174399162887998,0.6199999999999999,1.1102230246251565e-16,23.007999999999996,0.012220201853215313,19
39,96.0,10.65,5.260714285714285,0.3616719959480707,10.745714285714286,0.8260725866213862,0.62,0.0,23.005714285714287,0.00903507902905232,18
40,96.0,10.65,5.324666666666665,0.36490851212628933,10.858,0.8366377153025476,0.6199999999999999,1.1102230246251565e-16,23.005999999999997,0.017813852287849846,19
41,101.0,11.74,5.9946666666666655,0.5219050573513241,11.814666666666666,0.9291778923088709,0.6199999999999999,1.1102230246251565e-16,23.009999999999998,0.01825741858350554,19
42,106.0,12.83,6.156666666666666,0.5183906720697132,12.904666666666666,0.7787842376993059,0.6199999999999999,1.1102230246251565e-16,23.024,0.010198039027185956,19
43,106.0,12.83,6.178666666666667,0.4872763304555458,12.970666666666666,0.7998788797200624,0.6199999999999999,1.1102230246251565e-16,23.026000000000003,0.012000000000000455,19
44,111.0,13.91,6.028666666666666,0.25697903070527417,13.681999999999999,0.7996182422464695,0.6199999999999999,1.1102230246251565e-16,23.026666666666667,0.0202210011841377,19
45,111.0,13.91,5.924000000000001,0.41733759316249786,13.879333333333333,0.7225368887161093,0.6199999999999999,1.1102230246251565e-16,23.034000000000002,0.01890326250501086,19
46,108.0,13.26,5.723999999999999,0.4368188030140951,13.397333333333334,0.7165888329827337,0.6199999999999999,1.1102230246251565e-16,23.029333333333337,0.016110727964793174,19
47,108.0,13.26,5.661333333333333,0.39160978310331085,13.494000000000003,0.6644476402747374,0.6199999999999999,1.1102230246251565e-16,23.029333333333334,0.01948218559493695,19
48,105.0,12.61,5.583333333333333,0.43815775951387903,12.724,0.6954595602908913,0.6199999999999999,1.1102230246251565e-16,23.022,0.007483314773548167,19
49,105.0,12.61,5.200666666666666,0.3368177878649258,12.770666666666667,0.691003778732231,0.6199999999999999,1.1102230246251565e-16,23.026000000000003,0.012000000000000455,19
50,102.0,11.96,4.9399999999999995,0.389028092999538,12.36142857142857,0.7215148463263855,0.62,0.0,23.017142857142858,0.006998542122237503,18
