,time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
146,554206.0,180.0,67.0,846.0,266.0,0.0,986.0,248.0,0.0
147,554358.0,180.0,67.0,846.0,266.0,0.0,986.0,250.0,0.0
148,554511.0,180.0,67.0,846.0,266.0,0.0,986.0,248.0,0.0
149,554663.0,180.0,67.0,846.0,266.0,0.0,986.0,248.0,0.0
150,554816.0,180.0,67.0,846.0,266.0,0.0,986.0,248.0,0.0
151,554968.0,180.0,67.0,846.0,266.0,0.0,985.0,251.0,0.0
153,555273.0,180.0,67.0,846.0,266.0,0.0,986.0,248.0,0.0
124,550851.0,180.0,67.0,846.0,269.0,0.0,986.0,248.0,0.0
184,560000.0,180.0,67.0,846.0,267.0,0.0,986.0,247.0,0.0
186,560305.0,180.0,67.0,846.0,268.0,0.0,986.0,248.0,0.0
257,579130.0,180.0,67.0,780.0,278.0,65.0,789.0,291.0,1.0
258,579282.0,180.0,67.0,824.0,269.0,65.0,822.0,276.0,1.0
259,579434.0,180.0,67.0,818.0,270.0,65.0,822.0,277.0,1.0
260,579587.0,180.0,67.0,812.0,269.0,65.0,822.0,276.0,1.0
261,579739.0,180.0,67.0,817.0,269.0,65.0,823.0,274.0,1.0
262,579892.0,180.0,67.0,810.0,269.0,65.0,822.0,277.0,1.0
263,580044.0,180.0,67.0,812.0,268.0,65.0,822.0,276.0,1.0
264,580197.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
265,580349.0,180.0,67.0,809.0,269.0,65.0,821.0,276.0,1.0
266,580502.0,180.0,67.0,809.0,270.0,65.0,823.0,275.0,1.0
267,580654.0,180.0,67.0,809.0,267.0,65.0,822.0,272.0,1.0
268,580806.0,180.0,67.0,809.0,266.0,65.0,822.0,273.0,1.0
269,580959.0,180.0,67.0,809.0,266.0,65.0,821.0,273.0,1.0
270,581111.0,180.0,67.0,809.0,266.0,65.0,822.0,275.0,1.0
271,581264.0,180.0,67.0,809.0,266.0,65.0,821.0,275.0,1.0
272,581416.0,180.0,67.0,809.0,266.0,65.0,822.0,272.0,1.0
273,581569.0,180.0,67.0,809.0,266.0,65.0,821.0,272.0,1.0
274,581721.0,180.0,67.0,808.0,266.0,65.0,821.0,272.0,1.0
275,581873.0,180.0,67.0,809.0,266.0,65.0,822.0,272.0,1.0
276,582026.0,180.0,67.0,809.0,268.0,65.0,822.0,272.0,1.0
277,582178.0,180.0,67.0,810.0,267.0,65.0,822.0,269.0,1.0
278,582331.0,180.0,67.0,809.0,268.0,65.0,821.0,269.0,1.0
279,582483.0,180.0,67.0,809.0,267.0,65.0,822.0,268.0,1.0
280,582636.0,180.0,67.0,810.0,269.0,65.0,821.0,267.0,1.0
281,582788.0,180.0,67.0,809.0,269.0,65.0,818.0,271.0,1.0
282,582941.0,180.0,67.0,809.0,269.0,65.0,815.0,275.0,1.0
283,583093.0,180.0,67.0,809.0,269.0,65.0,819.0,272.0,1.0
256,578977.0,180.0,67.0,618.0,317.0,65.0,693.0,310.0,1.0
185,560153.0,180.0,67.0,846.0,267.0,0.0,986.0,248.0,0.0
255,578825.0,180.0,67.0,424.0,347.0,65.0,638.0,318.0,1.0
233,571470.0,180.0,67.0,791.0,270.0,65.0,827.0,271.0,1.0
187,560458.0,180.0,67.0,846.0,267.0,0.0,986.0,248.0,0.0
188,560610.0,180.0,67.0,846.0,267.0,0.0,986.0,248.0,0.0
189,560763.0,180.0,67.0,846.0,267.0,0.0,986.0,248.0,0.0
190,560915.0,180.0,67.0,847.0,267.0,0.0,986.0,248.0,0.0
191,561068.0,180.0,67.0,847.0,267.0,0.0,986.0,248.0,0.0
192,561220.0,180.0,67.0,847.0,267.0,0.0,986.0,248.0,0.0
193,561373.0,180.0,67.0,846.0,267.0,0.0,986.0,247.0,0.0
194,561525.0,180.0,67.0,846.0,267.0,0.0,986.0,247.0,1.0
214,568574.0,180.0,67.0,635.0,300.0,65.0,654.0,325.0,1.0
215,568726.0,180.0,67.0,648.0,297.0,65.0,654.0,325.0,1.0
216,568879.0,180.0,67.0,732.0,277.0,65.0,669.0,322.0,1.0
217,569031.0,180.0,67.0,781.0,273.0,65.0,777.0,292.0,1.0
218,569184.0,180.0,67.0,790.0,270.0,65.0,822.0,270.0,1.0
219,569336.0,180.0,67.0,789.0,270.0,65.0,828.0,267.0,1.0
220,569489.0,180.0,67.0,790.0,270.0,65.0,826.0,268.0,1.0
221,569641.0,180.0,67.0,790.0,270.0,65.0,827.0,269.0,1.0
222,569793.0,180.0,67.0,790.0,270.0,65.0,827.0,267.0,1.0
223,569946.0,180.0,67.0,790.0,270.0,65.0,826.0,268.0,1.0
224,570098.0,180.0,67.0,790.0,272.0,65.0,826.0,266.0,1.0
225,570251.0,180.0,67.0,790.0,272.0,65.0,827.0,266.0,1.0
226,570403.0,180.0,67.0,790.0,272.0,65.0,827.0,267.0,1.0
227,570556.0,180.0,67.0,790.0,272.0,65.0,828.0,268.0,1.0
228,570708.0,180.0,67.0,790.0,272.0,65.0,827.0,268.0,1.0
229,570861.0,180.0,67.0,790.0,271.0,65.0,827.0,270.0,1.0
230,571013.0,180.0,67.0,790.0,272.0,65.0,827.0,269.0,1.0
231,571165.0,180.0,67.0,790.0,272.0,65.0,827.0,270.0,1.0
232,571318.0,180.0,67.0,790.0,272.0,65.0,827.0,271.0,1.0
254,578672.0,180.0,67.0,424.0,348.0,65.0,639.0,318.0,1.0
284,583245.0,180.0,67.0,809.0,267.0,65.0,821.0,274.0,1.0
123,550699.0,180.0,67.0,846.0,267.0,0.0,985.0,251.0,0.0
121,550394.0,180.0,67.0,846.0,269.0,0.0,986.0,248.0,0.0
32,536824.0,180.0,67.0,846.0,289.0,0.0,985.0,265.0,0.0
33,536976.0,180.0,67.0,848.0,291.0,0.0,986.0,268.0,0.0
34,537129.0,180.0,67.0,846.0,279.0,0.0,987.0,262.0,0.0
35,537281.0,180.0,67.0,846.0,278.0,0.0,986.0,261.0,0.0
36,537434.0,180.0,67.0,846.0,284.0,0.0,986.0,261.0,0.0
37,537586.0,180.0,67.0,847.0,296.0,0.0,985.0,269.0,0.0
38,537739.0,180.0,67.0,847.0,302.0,0.0,986.0,278.0,0.0
39,537891.0,180.0,67.0,846.0,310.0,0.0,986.0,281.0,0.0
40,538043.0,180.0,67.0,846.0,314.0,0.0,986.0,285.0,0.0
41,538196.0,180.0,67.0,847.0,310.0,0.0,987.0,282.0,0.0
42,538348.0,180.0,67.0,846.0,300.0,0.0,986.0,279.0,0.0
43,538501.0,180.0,67.0,846.0,294.0,0.0,985.0,268.0,0.0
44,538653.0,180.0,67.0,847.0,283.0,0.0,986.0,261.0,0.0
45,538806.0,180.0,67.0,847.0,282.0,0.0,986.0,258.0,0.0
46,538958.0,180.0,67.0,846.0,279.0,0.0,986.0,256.0,0.0
47,539111.0,180.0,67.0,846.0,279.0,0.0,986.0,258.0,0.0
48,539263.0,180.0,67.0,846.0,279.0,0.0,986.0,256.0,0.0
49,539416.0,180.0,67.0,846.0,279.0,0.0,986.0,256.0,0.0
50,539568.0,180.0,67.0,846.0,279.0,0.0,984.0,256.0,0.0
51,539721.0,180.0,67.0,846.0,279.0,0.0,986.0,258.0,0.0
52,539873.0,180.0,67.0,845.0,279.0,0.0,986.0,258.0,0.0
53,540025.0,180.0,67.0,845.0,281.0,0.0,986.0,261.0,0.0
54,540178.0,180.0,67.0,844.0,290.0,0.0,986.0,264.0,0.0
55,540330.0,180.0,67.0,843.0,296.0,0.0,985.0,268.0,0.0
56,540483.0,180.0,67.0,845.0,300.0,0.0,986.0,274.0,0.0
57,540635.0,180.0,67.0,845.0,302.0,0.0,986.0,278.0,0.0
58,540788.0,180.0,67.0,845.0,306.0,0.0,986.0,283.0,0.0
31,536671.0,180.0,67.0,846.0,287.0,0.0,986.0,265.0,0.0
59,540940.0,180.0,67.0,845.0,304.0,0.0,986.0,279.0,0.0
30,536519.0,180.0,67.0,846.0,285.0,0.0,985.0,266.0,0.0
28,536214.0,180.0,67.0,845.0,290.0,0.0,986.0,268.0,0.0
1,532097.0,180.0,67.0,844.0,261.0,0.0,985.0,247.0,0.0
2,532249.0,180.0,67.0,844.0,262.0,0.0,986.0,245.0,0.0
3,532402.0,180.0,67.0,844.0,263.0,0.0,986.0,247.0,0.0
4,532554.0,180.0,67.0,843.0,262.0,0.0,986.0,247.0,0.0
5,532707.0,180.0,67.0,844.0,263.0,0.0,985.0,247.0,0.0
6,532859.0,180.0,67.0,844.0,263.0,0.0,985.0,247.0,0.0
7,533012.0,180.0,67.0,844.0,265.0,0.0,986.0,247.0,0.0
8,533164.0,180.0,67.0,844.0,264.0,0.0,985.0,245.0,0.0
9,533317.0,180.0,67.0,844.0,265.0,0.0,986.0,247.0,0.0
10,533469.0,180.0,67.0,844.0,264.0,0.0,985.0,251.0,0.0
11,533622.0,180.0,67.0,845.0,266.0,0.0,986.0,255.0,0.0
12,533774.0,180.0,67.0,845.0,270.0,0.0,986.0,255.0,0.0
13,533927.0,180.0,67.0,844.0,270.0,0.0,986.0,256.0,0.0
14,534079.0,180.0,67.0,844.0,270.0,0.0,985.0,256.0,0.0
15,534232.0,180.0,67.0,844.0,274.0,0.0,986.0,258.0,0.0
16,534384.0,180.0,67.0,844.0,274.0,0.0,986.0,260.0,0.0
17,534537.0,180.0,67.0,845.0,271.0,0.0,986.0,256.0,0.0
18,534689.0,180.0,67.0,845.0,267.0,0.0,985.0,255.0,0.0
19,534841.0,180.0,67.0,844.0,269.0,0.0,986.0,252.0,0.0
20,534994.0,180.0,67.0,844.0,267.0,0.0,985.0,249.0,0.0
21,535146.0,180.0,67.0,844.0,268.0,0.0,986.0,249.0,0.0
22,535299.0,180.0,67.0,844.0,271.0,0.0,986.0,248.0,0.0
23,535451.0,180.0,67.0,844.0,270.0,0.0,986.0,251.0,0.0
24,535604.0,180.0,67.0,845.0,277.0,0.0,986.0,251.0,0.0
25,535756.0,180.0,67.0,844.0,281.0,0.0,986.0,257.0,0.0
26,535909.0,180.0,67.0,845.0,282.0,0.0,985.0,261.0,0.0
27,536061.0,180.0,67.0,845.0,284.0,0.0,985.0,265.0,0.0
29,536366.0,180.0,67.0,846.0,291.0,0.0,986.0,266.0,0.0
122,550546.0,180.0,67.0,847.0,267.0,0.0,986.0,249.0,0.0
60,541093.0,180.0,67.0,846.0,283.0,0.0,986.0,266.0,0.0
62,541398.0,180.0,67.0,846.0,279.0,0.0,986.0,257.0,0.0
94,546277.0,180.0,67.0,846.0,272.0,0.0,986.0,254.0,0.0
95,546429.0,180.0,67.0,846.0,270.0,0.0,986.0,252.0,0.0
96,546582.0,180.0,67.0,847.0,270.0,0.0,986.0,252.0,0.0
97,546734.0,180.0,67.0,847.0,270.0,0.0,986.0,254.0,0.0
98,546887.0,180.0,67.0,847.0,268.0,0.0,986.0,252.0,0.0
99,547039.0,180.0,67.0,847.0,269.0,0.0,986.0,252.0,0.0
100,547192.0,180.0,67.0,847.0,269.0,0.0,986.0,252.0,0.0
101,547344.0,180.0,67.0,846.0,269.0,0.0,986.0,252.0,0.0
102,547497.0,180.0,67.0,847.0,268.0,0.0,986.0,252.0,0.0
103,547649.0,180.0,67.0,846.0,267.0,0.0,986.0,251.0,0.0
104,547802.0,180.0,67.0,846.0,267.0,0.0,986.0,251.0,0.0
105,547954.0,180.0,67.0,847.0,267.0,0.0,986.0,251.0,0.0
106,548107.0,180.0,67.0,846.0,268.0,0.0,986.0,251.0,0.0
107,548259.0,180.0,67.0,846.0,267.0,0.0,986.0,251.0,0.0
108,548411.0,180.0,67.0,846.0,269.0,0.0,986.0,251.0,0.0
109,548564.0,180.0,67.0,846.0,269.0,0.0,986.0,250.0,0.0
110,548716.0,180.0,67.0,847.0,267.0,0.0,986.0,251.0,0.0
111,548869.0,180.0,67.0,846.0,269.0,0.0,986.0,248.0,0.0
112,549021.0,180.0,67.0,846.0,267.0,0.0,986.0,250.0,0.0
113,549174.0,180.0,67.0,846.0,267.0,0.0,986.0,249.0,0.0
114,549326.0,180.0,67.0,846.0,267.0,0.0,986.0,250.0,0.0
115,549479.0,180.0,67.0,846.0,268.0,0.0,986.0,251.0,0.0
116,549631.0,180.0,67.0,846.0,266.0,0.0,986.0,251.0,0.0
117,549784.0,180.0,67.0,847.0,267.0,0.0,986.0,251.0,0.0
118,549936.0,180.0,67.0,846.0,269.0,0.0,986.0,248.0,0.0
119,550089.0,180.0,67.0,846.0,267.0,0.0,986.0,248.0,0.0
120,550241.0,180.0,67.0,846.0,267.0,0.0,987.0,250.0,0.0
93,546124.0,180.0,67.0,846.0,272.0,0.0,986.0,256.0,0.0
61,541245.0,180.0,67.0,846.0,279.0,0.0,986.0,259.0,0.0
92,545972.0,180.0,67.0,846.0,271.0,0.0,986.0,256.0,0.0
90,545667.0,180.0,67.0,846.0,275.0,0.0,986.0,256.0,0.0
63,541550.0,180.0,67.0,846.0,281.0,0.0,986.0,260.0,0.0
64,541703.0,180.0,67.0,846.0,283.0,0.0,986.0,259.0,0.0
65,541855.0,180.0,67.0,846.0,284.0,0.0,986.0,259.0,0.0
66,542008.0,180.0,67.0,846.0,284.0,0.0,986.0,259.0,0.0
67,542160.0,180.0,67.0,846.0,285.0,0.0,986.0,262.0,0.0
68,542313.0,180.0,67.0,845.0,283.0,0.0,986.0,260.0,0.0
69,542465.0,180.0,67.0,846.0,286.0,0.0,986.0,265.0,0.0
70,542617.0,180.0,67.0,846.0,302.0,0.0,986.0,280.0,0.0
71,542770.0,180.0,67.0,846.0,308.0,0.0,986.0,284.0,0.0
72,542922.0,180.0,67.0,847.0,311.0,0.0,986.0,285.0,0.0
73,543075.0,180.0,67.0,847.0,299.0,0.0,986.0,271.0,0.0
74,543227.0,180.0,67.0,846.0,288.0,0.0,986.0,266.0,0.0
75,543380.0,180.0,67.0,846.0,282.0,0.0,986.0,262.0,0.0
76,543532.0,180.0,67.0,846.0,282.0,0.0,986.0,260.0,0.0
77,543685.0,180.0,67.0,846.0,280.0,0.0,986.0,261.0,0.0
78,543837.0,180.0,67.0,846.0,280.0,0.0,986.0,261.0,0.0
79,543990.0,180.0,67.0,846.0,279.0,0.0,986.0,261.0,0.0
80,544142.0,180.0,67.0,846.0,281.0,0.0,986.0,260.0,0.0
81,544295.0,180.0,67.0,846.0,281.0,0.0,986.0,261.0,0.0
82,544447.0,180.0,67.0,846.0,284.0,0.0,986.0,261.0,0.0
83,544600.0,180.0,67.0,847.0,284.0,0.0,986.0,259.0,0.0
84,544752.0,180.0,67.0,847.0,282.0,0.0,986.0,261.0,0.0
85,544905.0,180.0,67.0,847.0,280.0,0.0,986.0,264.0,0.0
86,545057.0,180.0,67.0,847.0,281.0,0.0,986.0,262.0,0.0
87,545209.0,180.0,67.0,847.0,281.0,0.0,986.0,262.0,0.0
88,545362.0,180.0,67.0,847.0,279.0,0.0,986.0,259.0,0.0
89,545514.0,180.0,67.0,846.0,276.0,0.0,986.0,256.0,0.0
91,545819.0,180.0,67.0,847.0,273.0,0.0,986.0,256.0,0.0
285,583398.0,180.0,67.0,809.0,269.0,65.0,821.0,270.0,1.0
286,583550.0,180.0,67.0,809.0,269.0,65.0,821.0,271.0,1.0
287,583703.0,180.0,67.0,809.0,269.0,65.0,821.0,273.0,1.0
524,635837.0,180.0,67.0,800.0,267.0,65.0,848.0,269.0,3.0
525,635990.0,180.0,67.0,800.0,267.0,65.0,849.0,267.0,3.0
526,636142.0,180.0,67.0,800.0,267.0,65.0,848.0,268.0,3.0
527,636295.0,180.0,67.0,801.0,268.0,65.0,849.0,268.0,3.0
528,636447.0,180.0,67.0,800.0,267.0,65.0,849.0,268.0,3.0
529,636600.0,180.0,67.0,800.0,267.0,65.0,849.0,268.0,3.0
530,636752.0,180.0,67.0,800.0,267.0,65.0,849.0,268.0,3.0
531,636905.0,180.0,67.0,800.0,267.0,65.0,849.0,268.0,3.0
532,637057.0,180.0,67.0,800.0,267.0,65.0,849.0,268.0,3.0
533,637210.0,180.0,67.0,801.0,267.0,65.0,847.0,268.0,3.0
554,644411.0,180.0,67.0,464.0,331.0,65.0,637.0,318.0,4.0
555,644564.0,180.0,67.0,566.0,316.0,65.0,634.0,321.0,4.0
556,644716.0,180.0,67.0,764.0,271.0,65.0,691.0,314.0,4.0
557,644869.0,180.0,67.0,823.0,264.0,65.0,800.0,284.0,4.0
558,645021.0,180.0,67.0,817.0,266.0,65.0,843.0,270.0,4.0
559,645174.0,180.0,67.0,810.0,266.0,65.0,842.0,269.0,4.0
560,645326.0,180.0,67.0,811.0,267.0,65.0,842.0,269.0,4.0
561,645479.0,180.0,67.0,809.0,268.0,65.0,842.0,269.0,4.0
562,645631.0,180.0,67.0,809.0,267.0,65.0,842.0,269.0,4.0
563,645784.0,180.0,67.0,809.0,267.0,65.0,842.0,269.0,4.0
564,645936.0,180.0,67.0,809.0,267.0,65.0,842.0,269.0,4.0
565,646089.0,180.0,67.0,809.0,267.0,65.0,842.0,268.0,4.0
566,646241.0,180.0,67.0,809.0,267.0,65.0,842.0,268.0,4.0
567,646393.0,180.0,67.0,809.0,267.0,65.0,842.0,268.0,4.0
568,646546.0,180.0,67.0,809.0,267.0,65.0,842.0,268.0,4.0
569,646698.0,180.0,67.0,809.0,267.0,65.0,842.0,268.0,4.0
570,646851.0,180.0,67.0,809.0,267.0,65.0,842.0,268.0,4.0
523,635684.0,180.0,67.0,801.0,267.0,65.0,849.0,269.0,3.0
571,647003.0,180.0,67.0,809.0,267.0,65.0,842.0,268.0,4.0
522,635532.0,180.0,67.0,800.0,268.0,65.0,848.0,269.0,3.0
520,635227.0,180.0,67.0,800.0,268.0,65.0,848.0,268.0,3.0
473,624061.0,180.0,67.0,787.0,269.0,65.0,837.0,269.0,3.0
474,624214.0,180.0,67.0,787.0,269.0,65.0,836.0,269.0,3.0
475,624366.0,180.0,67.0,787.0,269.0,65.0,836.0,269.0,3.0
476,624519.0,180.0,67.0,787.0,269.0,65.0,837.0,269.0,3.0
477,624671.0,180.0,67.0,787.0,269.0,65.0,836.0,269.0,3.0
478,624824.0,180.0,67.0,787.0,269.0,65.0,837.0,269.0,3.0
479,624976.0,180.0,67.0,787.0,269.0,65.0,836.0,269.0,3.0
480,625129.0,180.0,67.0,787.0,269.0,65.0,836.0,269.0,3.0
481,625281.0,180.0,67.0,787.0,269.0,65.0,836.0,269.0,3.0
482,625433.0,180.0,67.0,787.0,269.0,65.0,836.0,270.0,3.0
483,625586.0,180.0,67.0,787.0,269.0,65.0,837.0,270.0,3.0
504,632787.0,180.0,67.0,457.0,332.0,65.0,591.0,330.0,3.0
505,632940.0,180.0,67.0,457.0,332.0,65.0,619.0,329.0,3.0
506,633092.0,180.0,67.0,696.0,289.0,65.0,769.0,292.0,3.0
507,633244.0,180.0,67.0,825.0,267.0,65.0,855.0,269.0,3.0
508,633397.0,180.0,67.0,843.0,261.0,65.0,862.0,266.0,3.0
509,633549.0,180.0,67.0,829.0,263.0,65.0,851.0,268.0,3.0
510,633702.0,180.0,67.0,818.0,264.0,65.0,849.0,268.0,3.0
511,633854.0,180.0,67.0,809.0,266.0,65.0,848.0,269.0,3.0
512,634007.0,180.0,67.0,804.0,267.0,65.0,848.0,269.0,3.0
513,634159.0,180.0,67.0,802.0,267.0,65.0,849.0,268.0,3.0
514,634312.0,180.0,67.0,801.0,267.0,65.0,849.0,268.0,3.0
515,634464.0,180.0,67.0,801.0,267.0,65.0,848.0,268.0,3.0
516,634617.0,180.0,67.0,800.0,267.0,65.0,848.0,268.0,3.0
517,634769.0,180.0,67.0,800.0,267.0,65.0,848.0,268.0,3.0
518,634922.0,180.0,67.0,801.0,267.0,65.0,849.0,268.0,3.0
519,635074.0,180.0,67.0,800.0,268.0,65.0,848.0,268.0,3.0
521,635379.0,180.0,67.0,800.0,267.0,65.0,849.0,270.0,3.0
472,623909.0,180.0,67.0,787.0,269.0,65.0,837.0,269.0,3.0
572,647156.0,180.0,67.0,809.0,269.0,65.0,842.0,268.0,4.0
594,654510.0,180.0,67.0,617.0,299.0,65.0,647.0,321.0,4.0
626,659389.0,180.0,67.0,792.0,267.0,65.0,839.0,268.0,4.0
627,659541.0,180.0,67.0,792.0,269.0,65.0,839.0,266.0,4.0
628,659694.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
629,659846.0,180.0,67.0,792.0,269.0,65.0,840.0,268.0,4.0
630,659999.0,180.0,67.0,792.0,269.0,65.0,840.0,268.0,4.0
631,660151.0,180.0,67.0,792.0,269.0,65.0,840.0,268.0,4.0
632,660304.0,180.0,67.0,793.0,267.0,65.0,839.0,267.0,4.0
633,660456.0,180.0,67.0,792.0,268.0,65.0,840.0,268.0,4.0
634,660609.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
635,660761.0,180.0,67.0,792.0,269.0,65.0,839.0,268.0,4.0
636,660914.0,180.0,67.0,792.0,267.0,65.0,840.0,266.0,4.0
637,661066.0,180.0,67.0,793.0,269.0,65.0,839.0,268.0,4.0
638,661219.0,180.0,67.0,792.0,269.0,65.0,840.0,267.0,4.0
639,661371.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
640,661523.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
641,661676.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
642,661828.0,180.0,67.0,793.0,267.0,65.0,840.0,268.0,4.0
643,661981.0,180.0,67.0,793.0,267.0,65.0,840.0,267.0,4.0
644,662133.0,180.0,67.0,792.0,268.0,65.0,840.0,268.0,4.0
645,662286.0,180.0,67.0,792.0,269.0,65.0,840.0,267.0,4.0
646,662438.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
647,662591.0,180.0,67.0,792.0,267.0,65.0,840.0,266.0,4.0
648,662743.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
649,662896.0,180.0,67.0,791.0,267.0,65.0,840.0,268.0,4.0
650,663048.0,180.0,67.0,792.0,267.0,65.0,839.0,266.0,4.0
651,663201.0,180.0,67.0,792.0,268.0,65.0,839.0,268.0,4.0
652,663353.0,180.0,67.0,791.0,267.0,65.0,840.0,268.0,4.0
625,659236.0,180.0,67.0,792.0,269.0,65.0,840.0,267.0,4.0
573,647308.0,180.0,67.0,809.0,267.0,65.0,842.0,268.0,4.0
624,659084.0,180.0,67.0,792.0,268.0,65.0,839.0,267.0,4.0
622,658779.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
595,654662.0,180.0,67.0,669.0,289.0,65.0,713.0,305.0,4.0
596,654814.0,180.0,67.0,756.0,276.0,65.0,809.0,279.0,4.0
597,654967.0,180.0,67.0,797.0,270.0,65.0,842.0,269.0,4.0
598,655119.0,180.0,67.0,799.0,269.0,65.0,839.0,269.0,4.0
599,655272.0,180.0,67.0,793.0,267.0,65.0,840.0,269.0,4.0
600,655424.0,180.0,67.0,793.0,267.0,65.0,840.0,269.0,4.0
601,655577.0,180.0,67.0,792.0,268.0,65.0,840.0,269.0,4.0
602,655729.0,180.0,67.0,792.0,269.0,65.0,840.0,269.0,4.0
603,655882.0,180.0,67.0,792.0,268.0,65.0,840.0,267.0,4.0
604,656034.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
605,656187.0,180.0,67.0,792.0,268.0,65.0,840.0,268.0,4.0
606,656339.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
607,656492.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,4.0
608,656644.0,180.0,67.0,793.0,269.0,65.0,840.0,266.0,4.0
609,656797.0,180.0,67.0,792.0,268.0,65.0,839.0,266.0,4.0
610,656949.0,180.0,67.0,792.0,269.0,65.0,839.0,266.0,4.0
611,657102.0,180.0,67.0,793.0,269.0,65.0,840.0,268.0,4.0
612,657254.0,180.0,67.0,792.0,269.0,65.0,839.0,268.0,4.0
613,657407.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
614,657559.0,180.0,67.0,792.0,269.0,65.0,840.0,268.0,4.0
615,657711.0,180.0,67.0,792.0,269.0,65.0,840.0,268.0,4.0
616,657864.0,180.0,67.0,792.0,269.0,65.0,839.0,266.0,4.0
617,658017.0,180.0,67.0,793.0,267.0,65.0,840.0,266.0,4.0
618,658169.0,180.0,67.0,793.0,268.0,65.0,840.0,266.0,4.0
619,658321.0,180.0,67.0,792.0,267.0,65.0,839.0,268.0,4.0
620,658474.0,180.0,67.0,792.0,268.0,65.0,839.0,268.0,4.0
621,658626.0,180.0,67.0,792.0,269.0,65.0,840.0,266.0,4.0
623,658931.0,180.0,67.0,792.0,267.0,65.0,840.0,268.0,4.0
471,623757.0,180.0,67.0,788.0,269.0,65.0,837.0,269.0,3.0
470,623604.0,180.0,67.0,787.0,269.0,65.0,837.0,270.0,3.0
469,623452.0,180.0,67.0,787.0,267.0,65.0,837.0,269.0,3.0
319,588583.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
320,588735.0,180.0,67.0,809.0,267.0,65.0,822.0,276.0,1.0
321,588888.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
322,589040.0,180.0,67.0,809.0,269.0,65.0,821.0,275.0,1.0
323,589193.0,180.0,67.0,809.0,269.0,65.0,821.0,276.0,1.0
324,589345.0,180.0,67.0,809.0,268.0,65.0,821.0,276.0,1.0
325,589498.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
326,589650.0,180.0,67.0,809.0,267.0,65.0,822.0,276.0,1.0
327,589803.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
328,589956.0,180.0,67.0,809.0,267.0,65.0,822.0,277.0,1.0
329,590108.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
330,590261.0,180.0,67.0,809.0,267.0,65.0,821.0,275.0,1.0
331,590413.0,180.0,67.0,809.0,267.0,65.0,821.0,275.0,1.0
332,590566.0,180.0,67.0,809.0,267.0,65.0,822.0,275.0,1.0
333,590718.0,180.0,67.0,809.0,268.0,65.0,821.0,276.0,1.0
334,590871.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
335,591023.0,180.0,67.0,809.0,267.0,65.0,822.0,276.0,1.0
336,591176.0,180.0,67.0,809.0,266.0,65.0,822.0,276.0,1.0
337,591328.0,180.0,67.0,809.0,266.0,65.0,822.0,276.0,1.0
338,591481.0,180.0,67.0,809.0,266.0,65.0,821.0,276.0,1.0
339,591633.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
340,591786.0,180.0,67.0,810.0,267.0,65.0,822.0,276.0,1.0
341,591938.0,180.0,67.0,809.0,266.0,65.0,822.0,276.0,1.0
342,592091.0,180.0,67.0,809.0,266.0,65.0,823.0,278.0,1.0
343,592243.0,180.0,67.0,809.0,266.0,65.0,822.0,277.0,1.0
344,592396.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
345,592548.0,180.0,67.0,809.0,267.0,65.0,821.0,277.0,1.0
318,588430.0,180.0,67.0,809.0,267.0,65.0,821.0,276.0,1.0
346,592701.0,180.0,67.0,809.0,268.0,65.0,821.0,276.0,1.0
317,588278.0,180.0,67.0,809.0,267.0,65.0,821.0,275.0,1.0
315,587973.0,180.0,67.0,809.0,269.0,65.0,821.0,276.0,1.0
288,583855.0,180.0,67.0,809.0,270.0,65.0,820.0,275.0,1.0
289,584008.0,180.0,67.0,809.0,267.0,65.0,821.0,278.0,1.0
290,584160.0,180.0,67.0,809.0,267.0,65.0,821.0,282.0,1.0
291,584313.0,180.0,67.0,809.0,267.0,65.0,821.0,279.0,1.0
292,584465.0,180.0,67.0,809.0,268.0,65.0,822.0,285.0,1.0
293,584617.0,180.0,67.0,809.0,267.0,65.0,822.0,279.0,1.0
