,time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
2634,1101513.0,180.0,67.0,792.0,270.0,65.0,834.0,271.0,21.0
2635,1101665.0,180.0,67.0,793.0,269.0,65.0,834.0,269.0,21.0
2636,1101818.0,180.0,67.0,792.0,269.0,65.0,834.0,271.0,21.0
2637,1101970.0,180.0,67.0,792.0,269.0,65.0,833.0,271.0,21.0
2638,1102123.0,180.0,67.0,792.0,269.0,65.0,833.0,271.0,21.0
2639,1102275.0,180.0,67.0,792.0,269.0,65.0,833.0,271.0,21.0
2640,1102428.0,180.0,67.0,793.0,269.0,65.0,833.0,269.0,21.0
2641,1102580.0,180.0,67.0,792.0,269.0,65.0,833.0,271.0,21.0
2642,1102732.0,180.0,67.0,792.0,267.0,65.0,833.0,271.0,21.0
2643,1102885.0,180.0,67.0,792.0,269.0,65.0,833.0,271.0,21.0
2696,1114964.0,180.0,67.0,794.0,270.0,65.0,837.0,271.0,22.0
2594,1091415.0,180.0,67.0,794.0,270.0,65.0,841.0,268.0,21.0
2697,1115117.0,180.0,67.0,792.0,270.0,65.0,836.0,269.0,22.0
2699,1115422.0,180.0,67.0,792.0,271.0,65.0,836.0,270.0,22.0
2752,1127501.0,180.0,67.0,794.0,270.0,65.0,844.0,268.0,22.0
2753,1127653.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,22.0
2754,1127806.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,22.0
2755,1127958.0,180.0,67.0,794.0,270.0,65.0,844.0,267.0,22.0
2756,1128111.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,22.0
2777,1135312.0,180.0,67.0,548.0,321.0,65.0,628.0,325.0,23.0
2778,1135465.0,180.0,67.0,549.0,321.0,65.0,624.0,325.0,23.0
2779,1135617.0,180.0,67.0,687.0,290.0,65.0,698.0,310.0,23.0
2780,1135769.0,180.0,67.0,810.0,269.0,65.0,807.0,280.0,23.0
2781,1135922.0,180.0,67.0,828.0,267.0,65.0,841.0,270.0,23.0
2782,1136074.0,180.0,67.0,816.0,267.0,65.0,842.0,269.0,23.0
2783,1136227.0,180.0,67.0,810.0,269.0,65.0,841.0,269.0,23.0
2784,1136379.0,180.0,67.0,801.0,269.0,65.0,842.0,269.0,23.0
2751,1127349.0,180.0,67.0,794.0,270.0,65.0,844.0,266.0,22.0
2785,1136532.0,180.0,67.0,796.0,271.0,65.0,842.0,267.0,23.0
2787,1136836.0,180.0,67.0,795.0,270.0,65.0,841.0,267.0,23.0
2788,1136989.0,180.0,67.0,794.0,270.0,65.0,840.0,267.0,23.0
2789,1137141.0,180.0,67.0,794.0,270.0,65.0,842.0,266.0,23.0
2790,1137294.0,180.0,67.0,794.0,270.0,65.0,842.0,267.0,23.0
2791,1137446.0,180.0,67.0,794.0,271.0,65.0,841.0,267.0,23.0
2792,1137599.0,180.0,67.0,794.0,270.0,65.0,842.0,268.0,23.0
2793,1137751.0,180.0,67.0,794.0,270.0,65.0,842.0,268.0,23.0
2794,1137904.0,180.0,67.0,794.0,270.0,65.0,842.0,268.0,23.0
2795,1138056.0,180.0,67.0,794.0,270.0,65.0,842.0,268.0,23.0
2796,1138208.0,180.0,67.0,794.0,270.0,65.0,841.0,268.0,23.0
2817,1145410.0,180.0,67.0,616.0,303.0,65.0,647.0,319.0,23.0
2818,1145563.0,180.0,67.0,673.0,296.0,65.0,731.0,298.0,23.0
2819,1145715.0,180.0,67.0,765.0,279.0,65.0,819.0,274.0,23.0
2786,1136684.0,180.0,67.0,795.0,270.0,65.0,842.0,268.0,23.0
2750,1127196.0,180.0,67.0,794.0,270.0,65.0,844.0,266.0,22.0
2749,1127044.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,22.0
2748,1126891.0,180.0,67.0,794.0,269.0,65.0,844.0,266.0,22.0
2700,1115574.0,180.0,67.0,792.0,270.0,65.0,836.0,269.0,22.0
2701,1115726.0,180.0,67.0,792.0,270.0,65.0,836.0,269.0,22.0
2702,1115879.0,180.0,67.0,791.0,270.0,65.0,836.0,269.0,22.0
2703,1116031.0,180.0,67.0,792.0,270.0,65.0,836.0,269.0,22.0
2704,1116184.0,180.0,67.0,793.0,270.0,65.0,836.0,271.0,22.0
2705,1116336.0,180.0,67.0,792.0,270.0,65.0,836.0,269.0,22.0
2706,1116489.0,180.0,67.0,793.0,270.0,65.0,836.0,269.0,22.0
2707,1116641.0,180.0,67.0,792.0,270.0,65.0,836.0,271.0,22.0
2708,1116794.0,180.0,67.0,792.0,270.0,65.0,836.0,269.0,22.0
2709,1116946.0,180.0,67.0,792.0,270.0,65.0,836.0,269.0,22.0
2710,1117098.0,180.0,67.0,792.0,270.0,65.0,836.0,269.0,22.0
5449,1762650.0,180.0,67.0,789.0,267.0,65.0,836.0,266.0,50.0
2731,1124300.0,180.0,67.0,556.0,320.0,65.0,618.0,329.0,22.0
2732,1124452.0,180.0,67.0,696.0,289.0,65.0,717.0,308.0,22.0
2733,1124605.0,180.0,67.0,822.0,267.0,65.0,817.0,280.0,22.0
2734,1124757.0,180.0,67.0,839.0,264.0,65.0,848.0,269.0,22.0
2735,1124909.0,180.0,67.0,825.0,264.0,65.0,845.0,269.0,22.0
2736,1125062.0,180.0,67.0,815.0,265.0,65.0,848.0,269.0,22.0
2737,1125214.0,180.0,67.0,809.0,266.0,65.0,845.0,269.0,22.0
2738,1125367.0,180.0,67.0,803.0,267.0,65.0,844.0,268.0,22.0
2739,1125519.0,180.0,67.0,798.0,269.0,65.0,844.0,268.0,22.0
2740,1125672.0,180.0,67.0,795.0,269.0,65.0,845.0,268.0,22.0
2741,1125824.0,180.0,67.0,794.0,267.0,65.0,844.0,268.0,22.0
2742,1125977.0,180.0,67.0,793.0,269.0,65.0,845.0,267.0,22.0
2743,1126129.0,180.0,67.0,794.0,269.0,65.0,845.0,266.0,22.0
2744,1126281.0,180.0,67.0,794.0,269.0,65.0,844.0,268.0,22.0
2745,1126434.0,180.0,67.0,794.0,269.0,65.0,844.0,268.0,22.0
2746,1126586.0,180.0,67.0,794.0,269.0,65.0,845.0,266.0,22.0
2747,1126739.0,180.0,67.0,793.0,269.0,65.0,845.0,268.0,22.0
2698,1115269.0,180.0,67.0,792.0,270.0,65.0,836.0,269.0,22.0
2593,1091263.0,180.0,67.0,794.0,270.0,65.0,840.0,268.0,21.0
2592,1091110.0,180.0,67.0,794.0,272.0,65.0,840.0,268.0,21.0
2591,1090958.0,180.0,67.0,794.0,272.0,65.0,840.0,268.0,21.0
2437,1055482.0,180.0,67.0,794.0,267.0,65.0,836.0,267.0,19.0
2438,1055634.0,180.0,67.0,794.0,267.0,65.0,836.0,266.0,19.0
2439,1055787.0,180.0,67.0,794.0,267.0,65.0,836.0,266.0,19.0
2440,1055939.0,180.0,67.0,794.0,269.0,65.0,836.0,267.0,19.0
2461,1063140.0,180.0,67.0,620.0,303.0,65.0,649.0,319.0,20.0
2462,1063293.0,180.0,67.0,653.0,296.0,65.0,649.0,321.0,20.0
2463,1063445.0,180.0,67.0,742.0,272.0,65.0,654.0,321.0,20.0
2464,1063598.0,180.0,67.0,786.0,267.0,65.0,737.0,302.0,20.0
2465,1063750.0,180.0,67.0,791.0,269.0,65.0,819.0,274.0,20.0
2466,1063903.0,180.0,67.0,792.0,269.0,65.0,838.0,269.0,20.0
2467,1064055.0,180.0,67.0,792.0,269.0,65.0,836.0,266.0,20.0
2468,1064208.0,180.0,67.0,792.0,269.0,65.0,838.0,266.0,20.0
2469,1064360.0,180.0,67.0,792.0,269.0,65.0,836.0,266.0,20.0
2436,1055329.0,180.0,67.0,794.0,269.0,65.0,836.0,266.0,19.0
2470,1064512.0,180.0,67.0,792.0,269.0,65.0,836.0,267.0,20.0
2472,1064817.0,180.0,67.0,792.0,269.0,65.0,836.0,266.0,20.0
2473,1064970.0,180.0,67.0,792.0,269.0,65.0,836.0,267.0,20.0
2474,1065122.0,180.0,67.0,792.0,269.0,65.0,836.0,268.0,20.0
2475,1065275.0,180.0,67.0,792.0,269.0,65.0,836.0,268.0,20.0
2476,1065427.0,180.0,67.0,792.0,269.0,65.0,836.0,268.0,20.0
2477,1065580.0,180.0,67.0,792.0,269.0,65.0,836.0,268.0,20.0
2478,1065732.0,180.0,67.0,792.0,269.0,65.0,836.0,269.0,20.0
2479,1065884.0,180.0,67.0,792.0,269.0,65.0,836.0,269.0,20.0
2480,1066037.0,180.0,67.0,792.0,269.0,65.0,836.0,269.0,20.0
2501,1073238.0,180.0,67.0,589.0,314.0,65.0,614.0,332.0,20.0
2502,1073391.0,180.0,67.0,661.0,298.0,65.0,693.0,312.0,20.0
2503,1073543.0,180.0,67.0,767.0,276.0,65.0,805.0,280.0,20.0
2504,1073695.0,180.0,67.0,805.0,270.0,65.0,846.0,269.0,20.0
2471,1064665.0,180.0,67.0,792.0,269.0,65.0,836.0,267.0,20.0
2435,1055177.0,180.0,67.0,794.0,269.0,65.0,836.0,266.0,19.0
2434,1055024.0,180.0,67.0,793.0,269.0,65.0,835.0,268.0,19.0
2433,1054872.0,180.0,67.0,794.0,267.0,65.0,836.0,268.0,19.0
2404,1050451.0,180.0,67.0,794.0,268.0,65.0,836.0,267.0,19.0
2405,1050603.0,180.0,67.0,794.0,269.0,65.0,836.0,266.0,19.0
2406,1050756.0,180.0,67.0,792.0,267.0,65.0,836.0,267.0,19.0
2407,1050908.0,180.0,67.0,794.0,267.0,65.0,836.0,267.0,19.0
2408,1051061.0,180.0,67.0,794.0,269.0,65.0,836.0,267.0,19.0
2409,1051213.0,180.0,67.0,794.0,269.0,65.0,836.0,266.0,19.0
2410,1051365.0,180.0,67.0,794.0,269.0,65.0,836.0,268.0,19.0
2411,1051518.0,180.0,67.0,793.0,269.0,65.0,836.0,266.0,19.0
2412,1051670.0,180.0,67.0,794.0,269.0,65.0,836.0,267.0,19.0
2413,1051823.0,180.0,67.0,794.0,269.0,65.0,836.0,266.0,19.0
2414,1051975.0,180.0,67.0,794.0,267.0,65.0,836.0,266.0,19.0
2415,1052128.0,180.0,67.0,794.0,267.0,65.0,836.0,266.0,19.0
2416,1052280.0,180.0,67.0,793.0,268.0,65.0,836.0,268.0,19.0
2417,1052433.0,180.0,67.0,794.0,267.0,65.0,836.0,267.0,19.0
2418,1052585.0,180.0,67.0,794.0,269.0,65.0,836.0,266.0,19.0
2419,1052738.0,180.0,67.0,794.0,269.0,65.0,836.0,268.0,19.0
2420,1052890.0,180.0,67.0,794.0,267.0,65.0,836.0,266.0,19.0
2421,1053043.0,180.0,67.0,794.0,268.0,65.0,836.0,266.0,19.0
2422,1053195.0,180.0,67.0,794.0,267.0,65.0,836.0,266.0,19.0
2423,1053347.0,180.0,67.0,794.0,268.0,65.0,836.0,266.0,19.0
2424,1053500.0,180.0,67.0,795.0,267.0,65.0,836.0,268.0,19.0
2425,1053652.0,180.0,67.0,794.0,267.0,65.0,836.0,268.0,19.0
2426,1053805.0,180.0,67.0,794.0,268.0,65.0,836.0,267.0,19.0
2427,1053957.0,180.0,67.0,794.0,266.0,65.0,836.0,268.0,19.0
2428,1054110.0,180.0,67.0,794.0,268.0,65.0,836.0,266.0,19.0
2429,1054262.0,180.0,67.0,793.0,267.0,65.0,836.0,266.0,19.0
2430,1054415.0,180.0,67.0,794.0,267.0,65.0,836.0,266.0,19.0
2431,1054567.0,180.0,67.0,794.0,267.0,65.0,837.0,266.0,19.0
2432,1054720.0,180.0,67.0,794.0,267.0,65.0,836.0,266.0,19.0
2505,1073848.0,180.0,67.0,764.0,270.0,65.0,846.0,269.0,20.0
2506,1074000.0,180.0,67.0,795.0,270.0,65.0,845.0,269.0,20.0
2507,1074153.0,180.0,67.0,795.0,270.0,65.0,845.0,267.0,20.0
2508,1074305.0,180.0,67.0,786.0,270.0,65.0,844.0,266.0,20.0
2542,1079488.0,180.0,67.0,794.0,267.0,65.0,845.0,268.0,20.0
2543,1079641.0,180.0,67.0,794.0,269.0,65.0,844.0,268.0,20.0
2544,1079793.0,180.0,67.0,794.0,269.0,65.0,844.0,266.0,20.0
2545,1079945.0,180.0,67.0,794.0,268.0,65.0,845.0,266.0,20.0
2546,1080098.0,180.0,67.0,794.0,269.0,65.0,844.0,268.0,20.0
2547,1080250.0,180.0,67.0,794.0,269.0,65.0,845.0,266.0,20.0
2548,1080403.0,180.0,67.0,794.0,269.0,65.0,845.0,266.0,20.0
2549,1080555.0,180.0,67.0,794.0,269.0,65.0,845.0,266.0,20.0
2550,1080708.0,180.0,67.0,794.0,268.0,65.0,845.0,268.0,20.0
2551,1080860.0,180.0,67.0,794.0,269.0,65.0,844.0,267.0,20.0
2552,1081013.0,180.0,67.0,794.0,268.0,65.0,844.0,267.0,20.0
2553,1081165.0,180.0,67.0,794.0,269.0,65.0,845.0,266.0,20.0
2554,1081317.0,180.0,67.0,794.0,269.0,65.0,844.0,266.0,20.0
2555,1081470.0,180.0,67.0,794.0,269.0,65.0,845.0,266.0,20.0
2556,1081622.0,180.0,67.0,794.0,268.0,65.0,845.0,268.0,20.0
2557,1081775.0,180.0,67.0,794.0,268.0,65.0,845.0,268.0,20.0
2558,1081927.0,180.0,67.0,793.0,268.0,65.0,844.0,268.0,20.0
2559,1082080.0,180.0,67.0,794.0,269.0,65.0,845.0,267.0,20.0
2560,1082232.0,180.0,67.0,794.0,269.0,65.0,844.0,268.0,20.0
2561,1082385.0,180.0,67.0,794.0,269.0,65.0,844.0,266.0,20.0
2582,1089586.0,180.0,67.0,594.0,309.0,65.0,613.0,332.0,21.0
2583,1089738.0,180.0,67.0,638.0,301.0,65.0,641.0,326.0,21.0
2584,1089891.0,180.0,67.0,743.0,280.0,65.0,756.0,299.0,21.0
2585,1090043.0,180.0,67.0,799.0,270.0,65.0,830.0,274.0,21.0
2586,1090196.0,180.0,67.0,802.0,270.0,65.0,841.0,269.0,21.0
2587,1090348.0,180.0,67.0,795.0,271.0,65.0,842.0,269.0,21.0
2588,1090500.0,180.0,67.0,797.0,270.0,65.0,841.0,268.0,21.0
2589,1090653.0,180.0,67.0,794.0,271.0,65.0,840.0,268.0,21.0
2590,1090805.0,180.0,67.0,794.0,270.0,65.0,840.0,268.0,21.0
2541,1079336.0,180.0,67.0,793.0,269.0,65.0,844.0,266.0,20.0
3718,1358764.0,180.0,67.0,793.0,267.0,65.0,836.0,269.0,33.0
2540,1079183.0,180.0,67.0,794.0,270.0,65.0,844.0,268.0,20.0
2538,1078878.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,20.0
2509,1074458.0,180.0,67.0,794.0,271.0,65.0,845.0,266.0,20.0
2510,1074610.0,180.0,67.0,794.0,271.0,65.0,845.0,268.0,20.0
2511,1074762.0,180.0,67.0,794.0,270.0,65.0,845.0,266.0,20.0
2512,1074915.0,180.0,67.0,794.0,270.0,65.0,844.0,268.0,20.0
2513,1075067.0,180.0,67.0,794.0,270.0,65.0,844.0,268.0,20.0
2514,1075220.0,180.0,67.0,794.0,270.0,65.0,845.0,266.0,20.0
2515,1075372.0,180.0,67.0,794.0,270.0,65.0,844.0,266.0,20.0
2516,1075525.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,20.0
2517,1075677.0,180.0,67.0,794.0,270.0,65.0,845.0,266.0,20.0
2518,1075830.0,180.0,67.0,794.0,270.0,65.0,845.0,266.0,20.0
2519,1075982.0,180.0,67.0,793.0,270.0,65.0,845.0,266.0,20.0
2520,1076134.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,20.0
2521,1076287.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,20.0
2522,1076439.0,180.0,67.0,794.0,270.0,65.0,847.0,268.0,20.0
2523,1076592.0,180.0,67.0,794.0,270.0,65.0,844.0,266.0,20.0
2524,1076744.0,180.0,67.0,793.0,270.0,65.0,844.0,268.0,20.0
2525,1076897.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,20.0
2526,1077049.0,180.0,67.0,794.0,270.0,65.0,845.0,267.0,20.0
2527,1077202.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,20.0
2528,1077354.0,180.0,67.0,794.0,270.0,65.0,844.0,268.0,20.0
2529,1077506.0,180.0,67.0,794.0,270.0,65.0,844.0,267.0,20.0
2530,1077659.0,180.0,67.0,794.0,270.0,65.0,845.0,267.0,20.0
2531,1077811.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,20.0
2532,1077964.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,20.0
2533,1078116.0,180.0,67.0,794.0,270.0,65.0,844.0,268.0,20.0
2534,1078269.0,180.0,67.0,794.0,270.0,65.0,845.0,267.0,20.0
2535,1078421.0,180.0,67.0,794.0,270.0,65.0,845.0,268.0,20.0
2536,1078573.0,180.0,67.0,794.0,270.0,65.0,844.0,268.0,20.0
2537,1078726.0,180.0,67.0,795.0,270.0,65.0,844.0,268.0,20.0
2539,1079031.0,180.0,67.0,794.0,270.0,65.0,845.0,266.0,20.0
2083,989515.0,180.0,67.0,792.0,270.0,65.0,833.0,269.0,18.0
3719,1358917.0,180.0,67.0,792.0,269.0,65.0,836.0,269.0,33.0
3721,1359222.0,180.0,67.0,793.0,267.0,65.0,836.0,268.0,33.0
4901,1639112.0,180.0,67.0,791.0,267.0,65.0,836.0,269.0,46.0
4921,1646160.0,180.0,67.0,621.0,300.0,65.0,655.0,319.0,46.0
4922,1646313.0,180.0,67.0,649.0,296.0,65.0,684.0,314.0,46.0
4923,1646465.0,180.0,67.0,745.0,278.0,65.0,790.0,285.0,46.0
4924,1646618.0,180.0,67.0,797.0,270.0,65.0,836.0,269.0,46.0
4925,1646770.0,180.0,67.0,799.0,267.0,65.0,836.0,270.0,46.0
4926,1646923.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,46.0
4927,1647075.0,180.0,67.0,793.0,267.0,65.0,837.0,269.0,46.0
4928,1647228.0,180.0,67.0,792.0,267.0,65.0,836.0,268.0,46.0
4929,1647380.0,180.0,67.0,791.0,267.0,65.0,836.0,268.0,46.0
4930,1647533.0,180.0,67.0,792.0,267.0,65.0,836.0,268.0,46.0
4931,1647685.0,180.0,67.0,792.0,266.0,65.0,836.0,268.0,46.0
4932,1647837.0,180.0,67.0,792.0,266.0,65.0,835.0,270.0,46.0
4900,1638959.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,45.0
4933,1647990.0,180.0,67.0,792.0,267.0,65.0,836.0,270.0,46.0
4935,1648295.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,46.0
4936,1648447.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,46.0
4937,1648600.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,46.0
4938,1648752.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,46.0
4939,1648904.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,46.0
4940,1649057.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,46.0
4961,1656258.0,180.0,67.0,609.0,302.0,65.0,635.0,325.0,46.0
4962,1656411.0,180.0,67.0,650.0,297.0,65.0,671.0,317.0,46.0
4963,1656563.0,180.0,67.0,751.0,277.0,65.0,782.0,286.0,46.0
4964,1656716.0,180.0,67.0,801.0,268.0,65.0,839.0,270.0,46.0
4965,1656868.0,180.0,67.0,821.0,267.0,65.0,841.0,269.0,46.0
4966,1657020.0,180.0,67.0,794.0,269.0,65.0,842.0,269.0,46.0
4967,1657173.0,180.0,67.0,792.0,267.0,65.0,837.0,269.0,46.0
4934,1648142.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,46.0
4899,1638807.0,180.0,67.0,791.0,269.0,65.0,837.0,269.0,45.0
4898,1638654.0,180.0,67.0,791.0,268.0,65.0,836.0,269.0,45.0
4897,1638502.0,180.0,67.0,792.0,267.0,65.0,836.0,269.0,45.0
4848,1627032.0,180.0,67.0,792.0,269.0,65.0,841.0,268.0,45.0
4869,1634233.0,180.0,67.0,620.0,300.0,65.0,647.0,321.0,45.0
4870,1634386.0,180.0,67.0,672.0,287.0,65.0,646.0,321.0,45.0
4871,1634538.0,180.0,67.0,755.0,270.0,65.0,715.0,308.0,45.0
4872,1634691.0,180.0,67.0,794.0,269.0,65.0,810.0,280.0,45.0
4873,1634843.0,180.0,67.0,795.0,268.0,65.0,840.0,269.0,45.0
4874,1634996.0,180.0,67.0,792.0,269.0,65.0,837.0,270.0,45.0
4875,1635148.0,180.0,67.0,791.0,269.0,65.0,837.0,269.0,45.0
4876,1635301.0,180.0,67.0,791.0,269.0,65.0,836.0,269.0,45.0
4877,1635453.0,180.0,67.0,792.0,269.0,65.0,837.0,269.0,45.0
4878,1635606.0,180.0,67.0,791.0,269.0,65.0,835.0,269.0,45.0
4879,1635758.0,180.0,67.0,791.0,269.0,65.0,836.0,269.0,45.0
4880,1635910.0,180.0,67.0,792.0,269.0,65.0,836.0,269.0,45.0
4881,1636063.0,180.0,67.0,791.0,269.0,65.0,836.0,269.0,45.0
4882,1636215.0,180.0,67.0,790.0,269.0,65.0,836.0,269.0,45.0
4883,1636368.0,180.0,67.0,792.0,268.0,65.0,836.0,269.0,45.0
4884,1636520.0,180.0,67.0,791.0,269.0,65.0,836.0,269.0,45.0
4885,1636673.0,180.0,67.0,791.0,267.0,65.0,836.0,269.0,45.0
4886,1636825.0,180.0,67.0,791.0,269.0,65.0,836.0,268.0,45.0
4887,1636978.0,180.0,67.0,792.0,267.0,65.0,836.0,268.0,45.0
4888,1637130.0,180.0,67.0,792.0,269.0,65.0,838.0,268.0,45.0
4889,1637282.0,180.0,67.0,791.0,269.0,65.0,836.0,268.0,45.0
4890,1637435.0,180.0,67.0,792.0,268.0,65.0,836.0,268.0,45.0
4891,1637587.0,180.0,67.0,791.0,269.0,65.0,836.0,268.0,45.0
4892,1637740.0,180.0,67.0,792.0,267.0,65.0,836.0,268.0,45.0
4893,1637892.0,180.0,67.0,791.0,269.0,65.0,837.0,268.0,45.0
4894,1638045.0,180.0,67.0,792.0,269.0,65.0,836.0,268.0,45.0
4895,1638197.0,180.0,67.0,792.0,267.0,65.0,836.0,268.0,45.0
4896,1638349.0,180.0,67.0,791.0,269.0,65.0,836.0,268.0,45.0
4968,1657325.0,180.0,67.0,793.0,268.0,65.0,841.0,268.0,46.0
4847,1626880.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,45.0
4969,1657478.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4971,1657783.0,180.0,67.0,792.0,267.0,65.0,841.0,266.0,46.0
5005,1662966.0,180.0,67.0,792.0,269.0,65.0,841.0,268.0,46.0
5006,1663118.0,180.0,67.0,792.0,267.0,65.0,841.0,266.0,46.0
5007,1663271.0,180.0,67.0,792.0,268.0,65.0,841.0,268.0,46.0
5008,1663423.0,180.0,67.0,792.0,267.0,65.0,841.0,267.0,47.0
5028,1670472.0,180.0,67.0,621.0,300.0,65.0,655.0,318.0,47.0
5029,1670624.0,180.0,67.0,639.0,298.0,65.0,653.0,318.0,47.0
5030,1670777.0,180.0,67.0,730.0,275.0,65.0,684.0,314.0,47.0
5031,1670929.0,180.0,67.0,784.0,267.0,65.0,797.0,284.0,47.0
5032,1671082.0,180.0,67.0,792.0,269.0,65.0,833.0,270.0,47.0
5033,1671234.0,180.0,67.0,791.0,267.0,65.0,834.0,271.0,47.0
5034,1671386.0,180.0,67.0,792.0,269.0,65.0,832.0,270.0,47.0
5035,1671539.0,180.0,67.0,793.0,267.0,65.0,832.0,269.0,47.0
5036,1671691.0,180.0,67.0,792.0,267.0,65.0,832.0,269.0,47.0
5004,1662813.0,180.0,67.0,792.0,269.0,65.0,840.0,266.0,46.0
5037,1671844.0,180.0,67.0,792.0,268.0,65.0,832.0,270.0,47.0
5039,1672149.0,180.0,67.0,792.0,267.0,65.0,832.0,269.0,47.0
5040,1672301.0,180.0,67.0,793.0,269.0,65.0,832.0,269.0,47.0
5041,1672453.0,180.0,67.0,792.0,269.0,65.0,832.0,269.0,47.0
5042,1672606.0,180.0,67.0,792.0,267.0,65.0,832.0,269.0,47.0
5043,1672758.0,180.0,67.0,792.0,267.0,65.0,832.0,269.0,47.0
5044,1672911.0,180.0,67.0,792.0,267.0,65.0,832.0,270.0,47.0
5045,1673063.0,180.0,67.0,792.0,267.0,65.0,832.0,269.0,47.0
5046,1673216.0,180.0,67.0,793.0,267.0,65.0,832.0,269.0,47.0
5047,1673368.0,180.0,67.0,792.0,268.0,65.0,832.0,269.0,47.0
5068,1680569.0,180.0,67.0,627.0,298.0,65.0,659.0,318.0,47.0
5069,1680722.0,180.0,67.0,664.0,292.0,65.0,659.0,318.0,47.0
5070,1680874.0,180.0,67.0,747.0,273.0,65.0,710.0,311.0,47.0
5071,1681027.0,180.0,67.0,793.0,267.0,65.0,803.0,281.0,47.0
5038,1671996.0,180.0,67.0,792.0,267.0,65.0,832.0,269.0,47.0
5003,1662661.0,180.0,67.0,793.0,267.0,65.0,840.0,266.0,46.0
5002,1662508.0,180.0,67.0,792.0,267.0,65.0,841.0,267.0,46.0
5001,1662356.0,180.0,67.0,792.0,267.0,65.0,841.0,267.0,46.0
4972,1657935.0,180.0,67.0,793.0,269.0,65.0,841.0,267.0,46.0
4973,1658088.0,180.0,67.0,793.0,268.0,65.0,841.0,266.0,46.0
4974,1658240.0,180.0,67.0,792.0,267.0,65.0,841.0,266.0,46.0
4975,1658392.0,180.0,67.0,792.0,269.0,65.0,841.0,266.0,46.0
4976,1658545.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4977,1658697.0,180.0,67.0,792.0,269.0,65.0,841.0,268.0,46.0
4978,1658850.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4979,1659002.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4980,1659155.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4981,1659307.0,180.0,67.0,793.0,269.0,65.0,841.0,268.0,46.0
4982,1659459.0,180.0,67.0,792.0,267.0,65.0,841.0,266.0,46.0
4983,1659612.0,180.0,67.0,792.0,267.0,65.0,842.0,267.0,46.0
4984,1659764.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4985,1659917.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4986,1660069.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4987,1660222.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4988,1660374.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4989,1660527.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4990,1660679.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4991,1660832.0,180.0,67.0,792.0,267.0,65.0,841.0,266.0,46.0
4992,1660984.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4993,1661136.0,180.0,67.0,793.0,267.0,65.0,841.0,268.0,46.0
4994,1661289.0,180.0,67.0,793.0,267.0,65.0,841.0,266.0,46.0
4995,1661441.0,180.0,67.0,792.0,267.0,65.0,841.0,267.0,46.0
4996,1661594.0,180.0,67.0,792.0,267.0,65.0,841.0,266.0,46.0
4997,1661746.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
4998,1661899.0,180.0,67.0,793.0,267.0,65.0,841.0,268.0,46.0
4999,1662051.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,46.0
5000,1662203.0,180.0,67.0,792.0,268.0,65.0,842.0,268.0,46.0
4970,1657630.0,180.0,67.0,792.0,268.0,65.0,841.0,267.0,46.0
5072,1681179.0,180.0,67.0,795.0,267.0,65.0,833.0,269.0,47.0
4846,1626727.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,45.0
4844,1626422.0,180.0,67.0,792.0,267.0,65.0,841.0,268.0,45.0
