trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,8.07,10.72,8.07,10.72,3,3,0,1,1,0
1,8.07,10.72,8.07,10.72,3,3,0,1,2,0
2,12.79,10.72,10.72,12.79,3,3,1,3,3,0
3,8.07,10.72,8.07,10.72,3,3,1,1,4,0
4,8.07,10.72,8.07,10.72,3,3,1,1,5,0
5,10.16,10.72,10.16,10.72,3,3,1,1,6,0
6,10.16,10.72,10.72,10.16,1,1,1,1,7,0
7,12.79,10.72,10.72,12.79,3,3,2,3,8,0
8,10.16,10.72,10.72,10.16,1,1,2,1,9,0
9,10.16,10.72,10.16,10.72,3,3,2,1,10,0
10,11.4,10.72,10.72,11.4,3,3,3,3,11,0
11,10.16,10.72,10.72,10.16,1,1,3,1,12,0
12,10.16,10.72,10.72,10.16,1,1,3,1,13,0
13,10.76,10.72,10.76,10.72,1,1,4,3,14,0
14,10.16,10.72,10.16,10.72,3,2,4,2,14,1
15,11.07,10.72,11.07,10.72,1,1,5,3,15,1
16,10.16,10.72,10.16,10.72,3,3,5,1,16,1
17,10.16,10.72,10.72,10.16,1,2,5,2,16,2
18,10.31,10.72,10.72,10.31,1,2,5,2,16,3
19,10.31,10.72,10.31,10.72,3,1,6,3,16,4
20,10.31,10.72,10.31,10.72,3,3,6,1,17,4
