trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,14.29,4.7,14.29,4.7,1,1,0,1,1,0
1,14.29,4.7,14.29,4.7,1,1,0,1,2,0
2,10.59,4.7,4.7,10.59,3,3,0,1,3,0
3,10.59,4.7,4.7,10.59,3,3,0,1,4,0
4,7.85,4.7,4.7,7.85,3,3,0,1,5,0
5,7.85,4.7,4.7,7.85,3,3,0,1,6,0
6,5.82,4.7,4.7,5.82,3,3,0,1,7,0
7,5.82,4.7,5.82,4.7,1,1,0,1,8,0
8,4.31,4.7,4.7,4.31,1,2,0,2,8,1
9,4.31,4.7,4.31,4.7,3,3,1,3,9,1
10,4.31,4.7,4.31,4.7,3,1,1,1,9,2
11,4.31,4.7,4.7,4.31,1,3,1,1,9,3
12,4.31,4.7,4.31,4.7,3,3,2,3,10,3
13,4.31,4.7,4.31,4.7,3,3,3,3,11,3
14,4.31,4.7,4.7,4.31,1,2,3,2,11,4
15,4.18,4.7,4.7,4.18,1,1,4,3,12,4
16,4.31,4.7,4.31,4.7,3,3,5,3,13,4
17,4.18,4.7,4.18,4.7,3,1,5,1,13,5
