time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
442.357,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
442.509,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
442.662,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
442.814,180.0,65.0,845.0,0.62,0.0,988.0,-0.7,0
442.967,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
443.119,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
443.272,180.0,65.0,845.0,0.7,0.0,989.0,-0.7,0
443.424,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
443.577,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
443.729,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
443.882,180.0,65.0,846.0,0.62,0.0,989.0,-0.79,0
444.034,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
444.187,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
444.339,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
444.492,180.0,65.0,846.0,0.53,0.0,989.0,-0.7,0
444.645,180.0,65.0,846.0,0.53,0.0,989.0,-0.7,0
444.797,180.0,65.0,845.0,0.53,0.0,989.0,-0.7,0
444.95,180.0,65.0,846.0,0.62,0.0,989.0,-0.7,0
445.102,180.0,65.0,846.0,0.53,0.0,989.0,-0.7,0
445.255,180.0,65.0,845.0,0.62,0.0,989.0,-0.7,0
445.407,180.0,65.0,846.0,0.53,0.0,989.0,-0.7,0
445.56,180.0,65.0,845.0,0.7,0.0,989.0,-0.7,0
445.712,180.0,65.0,845.0,0.7,0.0,989.0,-0.62,0
445.865,180.0,65.0,845.0,0.7,0.0,989.0,-0.62,0
446.017,180.0,65.0,845.0,0.62,0.0,989.0,-0.62,0
446.17,180.0,65.0,845.0,0.53,0.0,989.0,-0.62,0
446.322,180.0,65.0,845.0,0.7,0.0,989.0,-0.62,0
446.475,180.0,65.0,845.0,0.7,0.0,989.0,-0.62,0
446.627,180.0,65.0,845.0,0.7,0.0,989.0,-0.53,0
446.78,180.0,65.0,845.0,0.7,0.0,989.0,-0.44,0
446.932,180.0,65.0,845.0,0.53,0.0,989.0,-0.62,0
447.085,180.0,65.0,845.0,0.53,0.0,989.0,-0.79,0
447.237,180.0,65.0,845.0,0.62,0.0,989.0,-0.7,0
447.39,180.0,65.0,845.0,0.53,0.0,988.0,-0.7,0
447.542,180.0,65.0,846.0,0.7,0.0,989.0,-0.62,0
447.695,180.0,65.0,845.0,0.53,0.0,988.0,-0.62,0
447.847,180.0,65.0,845.0,0.7,0.0,989.0,-0.62,0
448.0,180.0,65.0,845.0,0.53,0.0,989.0,-0.62,0
448.152,180.0,65.0,846.0,0.7,0.0,989.0,-0.35,0
448.305,180.0,65.0,846.0,0.53,0.0,989.0,-0.35,0
448.457,180.0,65.0,845.0,0.53,0.0,989.0,-0.44,0
