time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
702.246,180.0,65.0,844.0,2.2,0.0,13.0,0.62,0
702.399,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
702.551,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
702.704,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
702.856,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
703.008,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
703.161,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
703.313,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
703.466,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
703.618,180.0,65.0,843.0,2.2,0.0,14.0,0.62,0
703.771,180.0,65.0,843.0,2.37,0.0,14.0,0.62,0
703.923,180.0,65.0,844.0,2.37,0.0,13.0,0.62,0
704.076,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
704.228,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
704.381,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
704.533,180.0,65.0,844.0,2.37,0.0,13.0,0.62,0
704.685,180.0,65.0,843.0,2.29,0.0,13.0,0.62,0
704.838,180.0,65.0,843.0,2.29,0.0,13.0,0.62,0
704.99,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
705.143,180.0,65.0,843.0,2.29,0.0,13.0,0.62,0
705.295,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
705.448,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
705.6,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
705.753,180.0,65.0,843.0,2.29,0.0,13.0,0.62,0
705.905,180.0,65.0,842.0,2.29,0.0,13.0,0.62,0
706.057,180.0,65.0,844.0,2.37,0.0,13.0,0.62,0
706.21,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
706.362,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
706.515,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
706.667,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
706.82,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
706.972,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
707.125,180.0,65.0,843.0,2.29,0.0,13.0,0.62,0
707.277,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
707.429,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
707.582,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
707.734,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
707.887,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
708.039,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
708.192,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
708.344,180.0,65.0,843.0,2.29,0.0,13.0,0.62,0
708.497,180.0,65.0,842.0,2.37,0.0,13.0,0.62,0
708.649,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
708.801,180.0,65.0,843.0,2.29,0.0,13.0,0.62,0
708.954,180.0,65.0,843.0,2.2,0.0,15.0,0.62,0
709.106,180.0,65.0,842.0,2.2,0.0,13.0,0.62,0
709.259,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
709.411,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
709.564,180.0,65.0,842.0,2.2,0.0,13.0,0.62,0
709.716,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
709.869,180.0,65.0,843.0,2.29,0.0,13.0,0.62,0
710.021,180.0,65.0,843.0,2.29,0.0,13.0,0.62,0
710.173,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
710.326,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
710.478,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
710.631,180.0,65.0,842.0,2.2,0.0,13.0,0.62,0
710.783,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
710.936,180.0,65.0,843.0,2.37,0.0,13.0,0.62,0
711.088,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
711.241,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
711.393,180.0,65.0,843.0,2.37,0.0,14.0,0.62,0
711.545,180.0,65.0,843.0,2.2,0.0,13.0,0.62,0
711.698,180.0,65.0,841.0,2.37,0.0,13.0,0.62,0
711.85,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
714.003,180.0,120.0,841.0,2.37,0.0,13.0,0.62,1
714.155,180.0,120.0,633.0,4.31,0.0,12.0,0.62,1
714.308,180.0,120.0,420.0,7.03,0.0,11.0,0.62,1
714.46,180.0,120.0,385.0,7.56,0.0,10.0,0.62,1
714.612,180.0,120.0,386.0,7.56,0.0,10.0,0.62,1
714.765,180.0,120.0,389.0,7.38,0.0,10.0,0.62,1
714.917,180.0,120.0,385.0,7.38,0.0,10.0,0.62,1
715.07,180.0,120.0,385.0,7.38,0.0,10.0,0.62,1
715.222,180.0,120.0,384.0,7.38,0.0,10.0,0.62,1
715.375,180.0,120.0,385.0,7.29,0.0,10.0,0.62,1
715.527,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
715.68,180.0,120.0,384.0,7.29,0.0,11.0,0.62,1
715.832,180.0,120.0,385.0,7.29,0.0,10.0,0.62,1
715.985,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
716.137,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
716.289,180.0,120.0,385.0,7.29,0.0,10.0,0.62,1
716.442,180.0,120.0,385.0,7.29,0.0,10.0,0.62,1
716.594,180.0,120.0,385.0,7.29,0.0,10.0,0.62,1
716.747,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
716.899,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
717.052,180.0,120.0,385.0,7.29,0.0,10.0,0.62,1
717.204,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
717.357,180.0,120.0,385.0,7.21,0.0,10.0,0.62,1
717.509,180.0,120.0,385.0,7.21,0.0,11.0,0.62,1
717.661,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
717.814,180.0,120.0,385.0,7.21,0.0,10.0,0.62,1
717.966,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
718.119,180.0,120.0,385.0,7.21,0.0,11.0,0.62,1
718.271,180.0,120.0,384.0,7.29,0.0,11.0,0.62,1
718.424,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
718.576,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
718.729,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
718.881,180.0,120.0,385.0,7.21,0.0,10.0,0.62,1
719.033,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
719.186,180.0,120.0,384.0,7.21,0.0,11.0,0.62,1
719.338,180.0,120.0,385.0,7.21,0.0,10.0,0.62,1
719.491,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
719.643,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
719.796,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
719.948,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
720.101,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
720.253,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
720.405,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
720.558,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
720.71,180.0,120.0,385.0,7.29,0.0,10.0,0.62,1
720.863,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
721.015,180.0,120.0,384.0,7.21,0.0,11.0,0.62,1
721.168,180.0,120.0,385.0,7.21,0.0,10.0,0.62,1
721.32,180.0,120.0,384.0,7.21,0.0,10.0,0.62,1
721.473,180.0,120.0,386.0,7.21,0.0,10.0,0.62,1
721.625,180.0,120.0,384.0,7.29,0.0,10.0,0.62,1
721.777,180.0,120.0,385.0,7.29,0.0,10.0,0.62,1
723.93,180.0,65.0,385.0,7.12,0.0,10.0,0.62,1
724.082,180.0,65.0,384.0,7.03,0.0,10.0,0.62,1
724.235,180.0,65.0,564.0,5.1,0.0,12.0,0.62,1
724.387,180.0,65.0,774.0,3.25,0.0,13.0,0.62,1
724.54,180.0,65.0,846.0,2.46,0.0,13.0,0.62,1
724.692,180.0,65.0,848.0,2.46,0.0,13.0,0.62,1
724.845,180.0,65.0,844.0,2.46,0.0,13.0,0.62,1
724.997,180.0,65.0,844.0,2.46,0.0,13.0,0.62,1
725.15,180.0,65.0,844.0,2.46,0.0,13.0,0.62,1
725.302,180.0,65.0,843.0,2.46,0.0,13.0,0.62,1
725.454,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
725.607,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
725.759,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
725.912,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
726.064,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
726.217,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
726.369,180.0,65.0,843.0,2.29,0.0,14.0,0.62,1
726.522,180.0,65.0,844.0,2.2,0.0,13.0,0.62,1
726.674,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
726.826,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
726.979,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
727.131,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
727.284,180.0,65.0,843.0,2.2,0.0,13.0,0.62,1
727.436,180.0,65.0,843.0,2.2,0.0,13.0,0.62,1
727.589,180.0,65.0,842.0,2.37,0.0,13.0,0.62,1
727.741,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
727.894,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
728.046,180.0,65.0,843.0,2.2,0.0,13.0,0.62,1
728.199,180.0,65.0,844.0,2.2,0.0,13.0,0.62,1
728.351,180.0,65.0,843.0,2.2,0.0,12.0,0.62,1
728.504,180.0,65.0,843.0,2.2,0.0,12.0,0.62,1
728.656,180.0,65.0,842.0,2.2,0.0,13.0,0.62,1
728.808,180.0,65.0,843.0,2.37,0.0,13.0,0.62,1
728.961,180.0,65.0,843.0,2.2,0.0,13.0,0.62,1
729.113,180.0,65.0,843.0,2.2,0.0,14.0,0.62,1
729.266,180.0,65.0,843.0,2.2,0.0,13.0,0.62,1
729.418,180.0,65.0,844.0,2.2,0.0,13.0,0.62,1
729.571,180.0,65.0,843.0,2.29,0.0,13.0,0.62,1
