time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
702246,180.00,65,844,273,0,13,255,0
702399,180.00,65,843,275,0,13,255,0
702551,180.00,65,843,273,0,13,255,0
702704,180.00,65,843,275,0,13,255,0
702856,180.00,65,843,275,0,13,255,0
703008,180.00,65,843,275,0,13,255,0
703161,180.00,65,843,275,0,13,255,0
703313,180.00,65,843,275,0,13,255,0
703466,180.00,65,843,275,0,13,255,0
703618,180.00,65,843,273,0,14,255,0
703771,180.00,65,843,275,0,14,255,0
703923,180.00,65,844,275,0,13,255,0
704076,180.00,65,843,273,0,13,255,0
704228,180.00,65,843,275,0,13,255,0
704381,180.00,65,843,273,0,13,255,0
704533,180.00,65,844,275,0,13,255,0
704685,180.00,65,843,274,0,13,255,0
704838,180.00,65,843,274,0,13,255,0
704990,180.00,65,843,273,0,13,255,0
705143,180.00,65,843,274,0,13,255,0
705295,180.00,65,843,273,0,13,255,0
705448,180.00,65,843,273,0,13,255,0
705600,180.00,65,843,273,0,13,255,0
705753,180.00,65,843,274,0,13,255,0
705905,180.00,65,842,274,0,13,255,0
706057,180.00,65,844,275,0,13,255,0
706210,180.00,65,843,275,0,13,255,0
706362,180.00,65,843,275,0,13,255,0
706515,180.00,65,843,273,0,13,255,0
706667,180.00,65,843,273,0,13,255,0
706820,180.00,65,843,273,0,13,255,0
706972,180.00,65,843,273,0,13,255,0
707125,180.00,65,843,274,0,13,255,0
707277,180.00,65,843,273,0,13,255,0
707429,180.00,65,843,273,0,13,255,0
707582,180.00,65,843,273,0,13,255,0
707734,180.00,65,843,275,0,13,255,0
707887,180.00,65,843,275,0,13,255,0
708039,180.00,65,843,275,0,13,255,0
708192,180.00,65,843,275,0,13,255,0
708344,180.00,65,843,274,0,13,255,0
708497,180.00,65,842,275,0,13,255,0
708649,180.00,65,843,273,0,13,255,0
708801,180.00,65,843,274,0,13,255,0
708954,180.00,65,843,273,0,15,255,0
709106,180.00,65,842,273,0,13,255,0
709259,180.00,65,843,273,0,13,255,0
709411,180.00,65,843,273,0,13,255,0
709564,180.00,65,842,273,0,13,255,0
709716,180.00,65,843,273,0,13,255,0
709869,180.00,65,843,274,0,13,255,0
710021,180.00,65,843,274,0,13,255,0
710173,180.00,65,843,273,0,13,255,0
710326,180.00,65,843,273,0,13,255,0
710478,180.00,65,843,273,0,13,255,0
710631,180.00,65,842,273,0,13,255,0
710783,180.00,65,843,275,0,13,255,0
710936,180.00,65,843,275,0,13,255,0
711088,180.00,65,843,273,0,13,255,0
711241,180.00,65,843,273,0,13,255,0
711393,180.00,65,843,275,0,14,255,0
711545,180.00,65,843,273,0,13,255,0
711698,180.00,65,841,275,0,13,255,0
711850,180.00,65,843,275,0,13,255,1
714003,180.00,120,841,275,0,13,255,1
714155,180.00,120,633,297,0,12,255,1
714308,180.00,120,420,328,0,11,255,1
714460,180.00,120,385,334,0,10,255,1
714612,180.00,120,386,334,0,10,255,1
