time,flex sensor,"actuator position, command","actuator position, measured",force,"""Trial Number""","""Target Angle"""
2148.265,180.0,4.0,3.9579500657030238,-61.79,0,0
2148.717,180.0,4.0,4.021024967148488,-73.74,0,0
2149.169,180.0,4.0,3.978975032851512,-73.04,0,0
2149.621,180.0,4.0,3.978975032851512,-71.72,0,0
2150.074,180.0,4.0,3.978975032851512,-76.38,0,0
2150.526,180.0,4.0,4.042049934296978,-64.6,0,0
2150.978,180.0,4.0,4.084099868593956,-63.9,0,0
2151.43,180.0,4.0,4.063074901445466,-65.04,0,0
2151.882,180.0,4.0,3.978975032851512,-66.09,0,0
2152.335,180.0,4.0,4.021024967148488,-67.94,0,0
2152.787,180.0,4.0,4.084099868593956,-69.08,0,0
2153.239,180.0,4.0,4.063074901445466,-63.98,0,0
2153.691,177.0,4.213333333333333,4.0,-71.72,0,0
2154.143,175.0,4.426666666666667,4.105124835742444,-78.22,0,0
2154.596,171.0,4.8533333333333335,4.588699080157687,-76.82,0,0
2155.049,171.0,4.8533333333333335,4.3363994743758205,-61.7,0,0
2155.501,171.0,4.8533333333333335,4.588699080157687,-62.4,0,0
2155.953,165.0,5.28,4.840998685939553,-70.75,0,0
2156.406,165.0,5.28,5.219448094612352,-77.78,0,0
2156.858,158.0,5.92,5.639947437582128,-66.53,0,0
2157.31,154.0,6.346666666666667,6.417871222076215,-76.55,0,0
2157.763,149.0,6.773333333333333,6.7752956636005255,-68.03,0,0
2158.215,143.0,7.413333333333334,7.300919842312746,-79.37,0,0
2158.667,138.0,7.84,7.868593955321945,-73.12,0,0
2159.119,132.0,8.48,7.616294349540079,-57.48,0,0
2159.573,127.0,8.906666666666666,8.541392904073588,-74.44,0,0
2160.025,123.0,9.120000000000001,8.730617608409986,-74.0,0,0
2160.477,119.0,9.546666666666667,9.424441524310119,-68.47,0,0
2160.929,112.0,10.186666666666667,10.097240473061762,-67.41,0,0
2161.381,110.0,10.4,10.28646517739816,-66.45,0,0
2161.834,103.0,11.04,11.022339027595269,-78.31,0,0
2162.286,101.0,11.253333333333334,10.938239159001315,-76.2,0,0
2162.739,97.0,11.68,11.421813403416557,-75.85,0,0
2163.191,93.0,11.893333333333334,11.716162943495402,-74.71,0,0
2163.643,90.0,12.32,12.283837056504598,-71.81,0,0
2164.095,90.0,12.32,12.409986859395532,-66.88,0,0
2164.547,91.0,12.106666666666667,12.43101182654402,-74.71,0,0
2165.0,97.0,11.68,11.821287779237846,-72.51,0,0
2165.452,102.0,11.04,11.232588699080157,-66.45,0,0
2165.905,109.0,10.4,10.959264126149803,-73.74,0,0
2166.357,111.0,10.4,10.223390275952694,-63.9,0,0
2166.81,117.0,9.76,9.676741130091985,-60.73,0,0
2167.263,124.0,9.120000000000001,8.961892247043364,-75.23,0,0
2167.715,128.0,8.693333333333333,9.04599211563732,-59.68,0,0
2168.167,133.0,8.266666666666666,8.66754270696452,-66.62,0,0
2168.619,137.0,7.84,8.16294349540079,-60.12,0,0
2169.071,140.0,7.626666666666667,7.700394218134035,-70.66,0,0
2169.524,142.0,7.413333333333334,7.59526938239159,-78.75,0,0
2169.977,147.0,6.986666666666666,7.04862023653088,-63.11,0,0
2170.429,154.0,6.346666666666667,6.6911957950065695,-62.31,0,0
2170.881,158.0,5.92,6.375821287779237,-71.37,0,0
2171.333,165.0,5.28,5.80814717477004,-66.09,0,0
2171.785,169.0,5.066666666666666,5.1143232588699075,-67.41,0,0
2172.238,173.0,4.64,4.35742444152431,-58.1,0,0
2172.69,178.0,4.213333333333333,4.1892247043364,-78.57,0,0
2173.143,180.0,4.0,4.16819973718791,-73.48,0,0
2173.595,180.0,4.0,4.084099868593956,-64.25,0,0
2174.047,180.0,4.0,4.0,-70.66,0,0
2174.5,180.0,4.0,4.0,-67.24,0,0
2174.952,180.0,4.0,3.9579500657030238,-70.49,0,0
2175.404,180.0,4.0,4.021024967148488,-59.5,0,0
2175.857,180.0,4.0,4.084099868593956,-75.32,0,0
2176.31,180.0,4.0,4.0,-78.22,0,0
2176.762,180.0,4.0,4.021024967148488,-79.28,0,0
2177.214,180.0,4.0,3.915900131406044,-63.72,0,0
2177.666,180.0,4.0,4.0,-65.39,0,0
2178.118,180.0,4.0,4.084099868593956,-64.78,0,0
2178.571,180.0,4.0,3.936925098554532,-66.62,0,0
2179.024,180.0,4.0,3.9579500657030238,-61.35,0,0
2179.476,180.0,4.0,4.063074901445466,-69.96,0,0
2179.928,180.0,4.0,4.042049934296978,-67.41,0,0
2180.38,180.0,4.0,4.084099868593956,-70.49,0,0
2180.832,180.0,4.0,3.9579500657030238,-69.26,0,0
2181.285,180.0,4.0,4.042049934296978,-79.01,0,0
2181.737,180.0,4.0,3.978975032851512,-65.13,0,0
2182.19,180.0,4.0,3.9579500657030238,-70.58,0,0
2182.642,180.0,4.0,4.084099868593956,-62.4,0,0
2183.094,180.0,4.0,3.978975032851512,-67.76,0,0
2183.546,180.0,4.0,4.084099868593956,-60.56,0,0
2183.999,180.0,4.0,3.8107752956636,-62.14,0,0
2184.451,180.0,4.0,4.042049934296978,-58.71,0,0
