TRIAL#0_3.14_0.61
TRIAL#1_3.14_0.61
TRIAL#2_3.14_0.61
TRIAL#0_3.14_2.45
TRIAL#1_3.14_2.45
TRIAL#2_3.14_2.45
TRIAL#0_3.14_2.5
TRIAL#1_3.14_2.5
TRIAL#2_3.14_2.5
TRIAL#0_3.14_2.41
TRIAL#1_3.14_2.41
TRIAL#2_3.14_2.41
TRIAL#0_3.14_2.37
TRIAL#1_3.14_2.37
TRIAL#2_3.14_2.37
TRIAL#0_3.14_2.43
TRIAL#1_3.14_2.43
TRIAL#2_3.14_2.43
TRIAL#0_3.14_1.55
TRIAL#1_3.14_1.55
TRIAL#2_3.14_1.55
TRIAL#0_3.14_1.0
TRIAL#1_3.14_1.0
TRIAL#2_3.14_1.0
TRIAL#0_3.14_0.38
TRIAL#1_3.14_0.38
TRIAL#2_3.14_0.38
TRIAL#0_3.14_2.45
TRIAL#1_3.14_2.45
TRIAL#2_3.14_2.45
TRIAL#0_5.98_4.63
TRIAL#1_5.98_4.63
TRIAL#2_5.98_4.63
TRIAL#0_5.98_2.78
TRIAL#1_5.98_2.78
TRIAL#2_5.98_2.78
TRIAL#0_5.98_4.68
TRIAL#1_5.98_4.68
TRIAL#2_5.98_4.68
TRIAL#0_5.98_0.32
TRIAL#1_5.98_0.32
TRIAL#2_5.98_0.32
TRIAL#0_5.98_3.06
TRIAL#1_5.98_3.06
TRIAL#2_5.98_3.06
TRIAL#0_5.98_5.29
TRIAL#1_5.98_5.29
TRIAL#2_5.98_5.29
TRIAL#0_5.98_1.91
TRIAL#1_5.98_1.91
TRIAL#2_5.98_1.91
TRIAL#0_5.98_2.0
TRIAL#1_5.98_2.0
TRIAL#2_5.98_2.0
TRIAL#0_5.98_5.04
TRIAL#1_5.98_5.04
TRIAL#2_5.98_5.04
TRIAL#0_5.98_1.34
TRIAL#1_5.98_1.34
TRIAL#2_5.98_1.34
