time,flex sensor,"actuator position, command","actuator position, measured",force,'Trial Number','Target Angle'
56.406,40.0,9.546666666666667,9.44635761589404,0.0,0,0
56.858,40.0,9.546666666666667,9.467549668874172,0.0,0,0
57.312,40.0,9.546666666666667,9.403973509933774,0.0,0,0
57.765,40.0,9.546666666666667,9.467549668874172,0.0,0,0
58.217,40.0,9.546666666666667,9.403973509933774,0.0,0,0
58.67,40.0,9.546666666666667,9.425165562913907,0.0,0,0
59.122,40.0,9.546666666666667,9.425165562913907,0.0,0,0
59.575,40.0,9.546666666666667,9.509933774834437,0.0,0,0
60.027,40.0,9.546666666666667,9.53112582781457,0.0,0,0
60.48,40.0,9.546666666666667,9.403973509933774,0.0,0,0
60.932,40.0,9.546666666666667,9.44635761589404,0.0,0,0
61.385,40.0,9.546666666666667,9.467549668874172,0.0,0,0
61.837,40.0,9.546666666666667,9.44635761589404,0.0,0,0
62.29,40.0,9.546666666666667,9.44635761589404,0.0,0,0
62.742,40.0,9.546666666666667,9.425165562913907,0.0,0,0
63.196,40.0,9.546666666666667,9.467549668874172,0.0,0,0
63.648,40.0,9.546666666666667,9.44635761589404,0.0,0,0
64.101,40.0,9.546666666666667,9.44635761589404,0.0,0,0
64.553,40.0,9.546666666666667,9.509933774834437,0.0,0,0
65.007,40.0,9.546666666666667,9.44635761589404,0.0,0,0
65.459,40.0,9.546666666666667,9.425165562913907,0.0,0,0
65.912,40.0,9.546666666666667,9.53112582781457,0.0,0,0
66.364,40.0,9.546666666666667,9.488741721854305,0.0,0,0
66.817,40.0,9.546666666666667,9.467549668874172,0.0,0,0
67.269,40.0,9.546666666666667,9.488741721854305,0.0,0,0
67.722,40.0,9.546666666666667,9.382781456953643,0.0,0,0
68.174,40.0,9.546666666666667,9.488741721854305,0.0,0,0
68.627,40.0,9.546666666666667,9.44635761589404,0.0,0,0
69.08,40.0,9.546666666666667,9.425165562913907,0.0,0,0
69.533,40.0,9.546666666666667,9.467549668874172,0.0,0,0
69.985,40.0,9.546666666666667,9.403973509933774,0.0,0,0
