t1,t2,command,measured,position
162067269,162067269,54,289,969
162076945,162076946,54,289,969
162087667,162087668,54,289,970
162097339,162097340,54,289,969
162107011,162107012,54,289,970
162116687,162116688,54,289,968
162126370,162126371,54,289,968
162136390,162136391,54,289,968
162146062,162146063,54,289,967
162155737,162155738,54,289,967
162165404,162165405,54,291,966
162175077,162175078,54,292,967
162184746,162184747,54,292,966
162194411,162194412,54,292,965
162204081,162204082,54,292,965
162214557,162214557,54,292,965
162224223,162224223,54,292,961
162233890,162233890,54,292,962
162243557,162243558,54,292,961
162253224,162253225,54,292,960
162263547,162263548,54,292,958
162273213,162273214,54,294,959
162282885,162282886,54,294,959
162292553,162292553,54,295,957
162302225,162302226,54,295,958
162313010,162313010,54,295,957
162322684,162322685,54,295,958
162332351,162332351,54,295,957
162342022,162342022,54,295,958
162351690,162351691,54,295,958
162361764,162361765,54,295,959
162371429,162371429,54,294,958
162381102,162381102,54,294,959
162390770,162390771,54,295,957
162400444,162400444,54,294,958
162410109,162410109,54,294,958
162419779,162419779,54,293,958
162429445,162429446,54,293,958
162439789,162439790,54,293,958
162449452,162449453,54,293,957
162459121,162459122,54,293,958
162468787,162468787,54,293,957
162478454,162478454,54,293,958
162488784,162488785,54,293,957
162498455,162498455,54,293,958
162508121,162508121,54,293,957
162517793,162517794,54,293,958
162527460,162527461,54,293,958
162537789,162537789,54,293,958
162547456,162547457,54,293,958
162557128,162557128,54,293,957
162566797,162566798,54,293,956
162576469,162576470,54,293,959
162586796,162586796,54,293,958
162596465,162596466,54,293,959
162606132,162606133,54,293,958
162615805,162615806,54,293,958
162625469,162625469,54,293,959
162636099,162636099,54,293,959
162645765,162645766,54,294,959
162655434,162655434,54,294,959
162665101,162665101,54,295,959
162674770,162674771,54,294,956
162685246,162685246,54,294,958
162694916,162694916,54,295,958
162704583,162704584,54,295,958
162714248,162714248,54,294,959
162723915,162723916,54,293,958
162733582,162733582,54,293,958
162743247,162743247,54,293,957
162752915,162752916,54,293,958
162763268,162763269,54,293,956
162772937,162772937,54,294,958
162782607,162782608,54,294,960
162792277,162792278,54,293,958
162801946,162801946,54,293,958
162812336,162812337,54,293,957
162822009,162822009,54,294,958
162831674,162831675,54,294,958
162841342,162841343,54,295,957
162851009,162851010,54,295,958
162861798,162861798,54,295,958
162871464,162871465,54,295,958
162881135,162881136,54,295,958
162890804,162890804,54,294,954
162900470,162900471,54,293,958
162910662,162910662,54,293,956
162920331,162920331,54,293,959
162929998,162929998,54,293,956
162939667,162939667,54,293,959
162949332,162949333,54,293,959
162959001,162959002,54,293,959
162968662,162968662,54,293,957
162978330,162978330,54,293,957
162987997,162987997,54,293,955
162997666,162997666,54,293,957
163007334,163007335,54,293,957
163017007,163017008,54,293,958
163026672,163026673,54,293,958
163037094,163037094,54,293,959
163046759,163046759,54,293,957
163056428,163056429,54,293,958
163066095,163066096,54,293,958
163075768,163075769,54,293,956
163086110,163086111,54,293,959
163095782,163095783,54,293,957
163105448,163105448,54,293,959
163115114,163115115,54,293,957
163124781,163124782,54,293,957
163135108,163135109,54,293,959
163144773,163144773,54,294,958
163154439,163154440,54,294,957
163164104,163164105,54,293,959
163173771,163173771,54,293,957
163184130,163184130,54,294,958
163193799,163193799,54,295,958
163203464,163203465,54,295,958
163213134,163213135,54,294,958
163222803,163222804,54,294,958
163233128,163233128,54,295,957
163242797,163242798,54,295,958
163252461,163252462,54,295,959
163262127,163262128,54,295,958
163271793,163271793,54,295,957
163282582,163282583,54,295,959
163292249,163292250,54,295,959
163301918,163301919,54,295,959
163311585,163311585,54,295,959
163321259,163321260,54,295,958
163331417,163331418,54,295,959
163341091,163341091,54,295,959
163350761,163350762,54,295,960
163360431,163360431,54,295,955
163370099,163370099,54,294,958
163379769,163379770,54,294,958
163389437,163389438,54,295,960
163399110,163399110,54,295,958
163409451,163409452,54,295,958
163419123,163419123,54,294,957
163428788,163428789,54,294,957
163438457,163438457,54,293,958
163448120,163448121,54,293,957
163458537,163458538,54,293,957
163468201,163468201,54,293,957
163477873,163477874,54,293,957
163487539,163487539,54,294,960
163497211,163497211,54,294,958
163507541,163507542,54,293,958
163517212,163517213,54,293,957
163526883,163526884,54,293,960
163536552,163536553,54,293,960
163546217,163546218,54,293,957
163556980,163556980,54,293,959
163566650,163566650,54,293,959
163576321,163576322,54,293,957
163585990,163585991,54,293,958
163595663,163595664,54,293,958
163605775,163605776,54,293,957
163615443,163615443,54,293,957
163625109,163625110,54,293,958
163634776,163634776,54,293,956
163644441,163644441,54,293,958
163654103,163654104,54,293,957
163663768,163663769,54,293,955
163673431,163673432,54,293,958
163683845,163683846,54,293,956
163693508,163693509,54,294,958
163703172,163703172,54,294,958
163712838,163712838,54,293,958
163722507,163722507,54,293,958
163732839,163732840,54,294,958
163742509,163742509,54,295,957
163752176,163752177,54,295,958
163761850,163761850,54,295,957
163771518,163771519,54,295,958
163781856,163781857,54,295,958
163791522,163791523,54,295,958
163801191,163801192,54,295,960
163810859,163810859,54,295,959
163820530,163820530,54,295,959
163830859,163830860,54,295,958
163840529,163840529,54,295,957
163850197,163850198,54,295,958
163859868,163859869,54,295,955
163869533,163869534,54,295,957
163879862,163879864,55,295,958
163889527,163889528,55,295,959
163899199,163899200,55,295,958
163908867,163908867,55,295,957
163918539,163918539,55,295,957
163929256,163929257,55,295,958
163938927,163938928,55,295,957
163948594,163948595,55,295,958
163958266,163958267,55,294,958
163967938,163967938,55,295,958
163978206,163978207,55,295,957
163987874,163987874,55,294,958
163997542,163997543,55,294,956
164007204,164007205,55,293,958
164016892,164016892,55,293,958
164026556,164026556,55,293,956
164036223,164036224,55,293,958
164045890,164045891,55,293,957
164056302,164056302,55,293,956
164065968,164065968,55,293,956
164075638,164075638,55,293,956
164085301,164085301,55,293,957
164094970,164094971,55,293,958
164105291,164105291,55,293,957
164114961,164114962,55,293,959
164124626,164124627,55,293,956
164134292,164134292,55,293,957
164143955,164143956,55,293,956
164154299,164154300,55,293,955
164163965,164163966,55,294,955
164173630,164173631,55,294,955
164183292,164183292,55,293,953
164192959,164192960,55,293,951
164203383,164203383,55,294,948
164213053,164213054,55,295,947
164222722,164222722,55,295,950
164232388,164232389,55,296,947
164242061,164242062,55,296,949
164252410,164252410,55,297,948
164262077,164262078,55,297,948
164271742,164271742,55,297,948
164281411,164281411,55,297,948
164291076,164291076,55,297,949
164301431,164301432,55,297,950
164311099,164311099,55,297,949
164320772,164320773,55,297,949
164330438,164330439,55,296,949
164340107,164340108,55,297,950
164350837,164350837,55,297,947
164360505,164360506,55,297,950
164370173,164370174,55,297,948
164379848,164379848,55,297,949
164389517,164389517,55,297,949
164399587,164399587,55,297,947
164409256,164409256,55,297,947
164418927,164418928,55,297,948
164428596,164428597,55,297,949
164438266,164438266,55,297,949
164447933,164447934,55,297,948
164457602,164457603,55,296,947
164467272,164467273,55,296,950
164477620,164477621,55,296,949
164487286,164487286,55,297,949
164496961,164496961,55,297,949
164506627,164506627,55,297,949
164516297,164516297,55,297,947
164526979,164526979,55,297,949
164536650,164536650,55,297,949
164546321,164546322,55,297,948
164555994,164555994,55,297,949
164565661,164565661,55,297,949
164575766,164575766,55,297,950
164585433,164585434,55,296,951
164595103,164595104,55,296,949
164604776,164604776,55,296,950
164614442,164614442,55,296,949
164624110,164624111,55,296,948
164633779,164633779,55,296,949
164643443,164643444,55,296,949
164653788,164653789,55,296,950
164663455,164663456,55,296,949
164673123,164673124,55,296,949
164682794,164682795,55,296,949
164692461,164692462,55,296,949
164703084,164703085,55,296,949
164712750,164712751,55,297,949
164722419,164722420,55,297,950
164732088,164732089,55,297,950
164741762,164741763,55,297,950
164752099,164752099,55,297,950
164761770,164761771,55,297,950
164771437,164771437,55,297,947
164781112,164781113,55,297,950
164790780,164790781,55,297,948
164800448,164800448,55,297,950
164810114,164810114,55,297,949
164819787,164819788,55,297,949
164830199,164830199,55,297,948
164839868,164839869,55,297,948
164849532,164849533,55,297,949
164859200,164859201,55,297,949
164868868,164868869,55,297,949
164879643,164879643,55,297,949
164889309,164889309,55,297,949
164898980,164898981,55,297,948
164908647,164908647,55,297,949
164918318,164918318,55,297,949
164928322,164928322,55,297,948
164937994,164937995,55,297,949
164947663,164947663,55,297,949
164957334,164957334,55,297,951
164967003,164967003,55,296,948
164976678,164976679,55,296,948
164986344,164986344,55,296,949
164996019,164996020,55,296,948
165006430,165006430,55,296,949
165016101,165016101,55,296,950
165025770,165025770,55,296,949
165035438,165035439,55,296,949
165045103,165045104,55,296,950
165055432,165055433,55,296,951
165065099,165065099,55,296,949
165074766,165074767,55,296,947
165084432,165084433,55,296,949
165094098,165094099,55,296,949
165104428,165104428,55,296,949
165114095,165114096,55,296,949
165123764,165123765,55,296,949
165133431,165133432,55,296,949
165143102,165143103,55,297,950
165153833,165153834,55,297,948
165163500,165163500,55,297,948
165173169,165173170,55,297,949
165182841,165182842,55,296,951
165192509,165192510,55,296,950
165202649,165202649,55,296,950
165212316,165212317,55,297,948
165221988,165221988,55,297,950
165231654,165231654,55,297,948
165241326,165241326,55,297,949
165250991,165250992,55,297,949
165260664,165260664,55,297,949
165270330,165270330,55,297,949
165280675,165280676,55,297,947
165290339,165290340,55,297,949
165300013,165300014,55,297,950
165309682,165309682,55,297,949
165319353,165319353,55,297,948
165330026,165330027,55,297,949
165339699,165339700,55,297,951
165349365,165349366,55,297,948
165359039,165359040,55,297,950
165368712,165368712,55,297,950
165378798,165378798,55,297,949
165388468,165388468,55,297,949
165398141,165398141,55,297,949
165407814,165407815,55,297,949
165417486,165417487,55,296,949
165427156,165427156,55,296,952
165436829,165436829,55,296,949
165446496,165446497,55,296,948
165456883,165456884,55,296,951
165466551,165466552,55,296,949
165476219,165476220,55,296,950
165485888,165485889,55,296,950
165495560,165495560,55,296,949
165506305,165506306,55,296,949
165515977,165515978,55,296,950
165525649,165525649,55,296,949
165535316,165535316,55,296,947
165544983,165544983,55,296,950
165555129,165555129,55,296,948
165564795,165564796,55,297,950
165574464,165574466,55,297,949
165584135,165584136,55,297,948
165593804,165593804,55,296,950
165603468,165603468,55,296,949
165613134,165613134,55,296,949
165622809,165622810,55,296,947
165633256,165633257,55,296,948
165642928,165642928,55,297,949
165652593,165652594,55,297,949
165662261,165662261,55,297,949
165671930,165671931,55,297,949
165682253,165682253,55,297,949
165691921,165691922,55,297,950
165701590,165701590,55,297,950
165711255,165711255,55,297,947
165720927,165720927,55,297,949
165731288,165731289,55,297,949
165740961,165740962,55,297,949
165750632,165750633,55,297,949
165760302,165760302,55,297,948
165769967,165769968,55,297,949
165780294,165780294,55,297,949
165789963,165789963,55,297,948
165799631,165799631,55,297,949
165809295,165809295,55,297,948
165818969,165818969,55,297,951
165829588,165829588,55,297,948
165839256,165839257,56,297,949
165848927,165848928,56,297,947
165858598,165858599,56,297,949
165868264,165868264,56,297,948
165878594,165878594,56,297,950
165888260,165888260,56,297,950
165897930,165897931,56,297,950
165907595,165907595,56,297,950
165917268,165917268,56,297,950
165926939,165926940,56,297,949
165936612,165936612,56,296,950
165946280,165946280,56,296,949
165956682,165956683,56,296,949
165966351,165966352,56,296,947
165976025,165976026,56,296,949
165985696,165985696,56,296,949
165995363,165995364,56,296,949
166006042,166006043,56,296,950
166015717,166015717,56,296,949
166025385,166025386,56,296,950
166035053,166035054,56,296,949
166044718,166044719,56,297,949
166054883,166054883,56,297,948
166064546,166064546,56,296,947
166074209,166074210,56,296,948
166083876,166083877,56,296,947
166093542,166093542,56,297,948
166103208,166103209,56,297,948
166112877,166112877,56,297,948
166122547,166122548,56,297,948
166132980,166132980,56,297,948
166142651,166142652,56,297,949
166152319,166152320,56,297,946
166161992,166161993,56,297,947
166171662,166171663,56,297,946
166181992,166181993,56,297,946
166191661,166191661,56,299,941
166201334,166201335,56,299,942
166211006,166211007,56,300,940
166220678,166220679,56,300,944
166231420,166231421,56,300,939
166241089,166241089,56,300,938
166250758,166250758,56,300,939
166260425,166260425,56,302,938
166270091,166270091,56,303,939
166280230,166280230,56,303,938
166289899,166289900,56,302,939
166299573,166299573,56,302,937
166309240,166309240,56,301,937
166318911,166318912,56,301,937
166328581,166328582,56,301,938
166338254,166338255,56,301,938
166347922,166347923,56,301,938
166358348,166358349,56,301,938
166368015,166368015,56,301,938
166377691,166377692,56,301,939
166387359,166387359,56,301,937
166397032,166397033,56,301,938
166407773,166407774,56,301,938
166417445,166417445,56,301,937
166427113,166427114,56,301,939
166436784,166436785,56,301,938
166446449,166446449,56,301,939
166456440,166456440,56,301,937
166466103,166466103,56,299,939
166475773,166475773,56,299,938
166485439,166485440,56,298,937
166495107,166495107,56,299,939
166504776,166504776,56,299,938
166514441,166514441,56,298,938
166524106,166524107,56,298,937
166534470,166534471,56,299,940
166544136,166544137,56,300,938
166553807,166553807,56,300,938
166563473,166563474,56,300,939
166573138,166573139,56,300,938
166583881,166583881,56,300,937
166593545,166593546,56,300,937
166603211,166603212,56,300,937
166612881,166612881,56,300,940
166622550,166622550,56,300,937
166632854,166632855,56,300,936
166642524,166642525,56,300,938
166652191,166652192,56,300,937
166661864,166661865,56,300,938
166671528,166671528,56,300,939
166681199,166681200,56,300,936
166690867,166690868,56,300,940
166700535,166700535,56,300,940
166711008,166711008,56,300,937
166720677,166720678,56,300,939
166730341,166730341,56,300,936
166740010,166740011,56,300,940
166749677,166749678,56,300,940
166760004,166760004,56,300,938
166769670,166769671,56,300,937
166779343,166779343,56,300,939
166789010,166789010,56,300,936
166798680,166798681,56,300,939
166809417,166809418,56,300,938
166819085,166819085,56,300,938
166828753,166828753,56,300,938
166838420,166838421,56,300,938
166848084,166848085,56,299,939
166858250,166858250,56,299,939
166867916,166867917,56,298,938
166877587,166877588,56,298,939
166887251,166887252,56,298,940
166896921,166896921,56,298,938
166906590,166906590,56,298,937
166916258,166916259,56,298,938
166925925,166925925,56,298,938
166936344,166936345,56,298,938
166946014,166946015,56,298,940
166955686,166955687,56,298,938
166965352,166965353,56,298,940
166975023,166975023,56,298,939
166985762,166985762,56,298,938
166995431,166995431,56,298,939
167005095,167005096,56,298,938
167014762,167014763,56,299,938
167024427,167024427,56,300,939
167034632,167034632,56,300,938
167044298,167044299,56,300,938
167053967,167053968,56,300,939
167063633,167063634,56,299,938
167073297,167073297,56,300,941
167082972,167082972,56,300,938
167092640,167092641,56,300,939
167102306,167102307,56,300,939
167111973,167111974,56,300,938
167121643,167121644,56,300,938
167131312,167131312,56,300,938
167140984,167140984,56,300,936
167150650,167150650,56,300,938
167161127,167161127,56,300,938
167170796,167170796,56,300,938
167180466,167180466,56,300,937
167190131,167190131,56,300,938
167199802,167199802,56,300,939
167210536,167210537,56,300,939
167220206,167220206,56,299,936
167229874,167229875,56,299,939
167239545,167239546,56,298,938
167249209,167249210,56,299,940
167259343,167259343,56,299,938
167269009,167269009,56,298,939
167278673,167278674,56,298,938
167288333,167288334,56,299,938
167298003,167298003,56,298,938
167307668,167307668,56,298,939
167317335,167317336,56,298,939
167327002,167327003,56,298,939
167337344,167337345,56,298,938
167347012,167347013,56,299,939
167356682,167356682,56,299,938
167366347,167366347,56,298,938
167376018,167376019,56,298,937
167386762,167386762,56,298,939
167396433,167396433,56,299,938
167406098,167406099,56,299,938
167415767,167415768,56,300,938
167425475,167425475,56,300,936
167435682,167435682,56,300,939
167445347,167445347,56,300,937
167455014,167455014,56,300,938
167464681,167464682,56,300,937
167474348,167474349,56,300,939
167484016,167484017,56,300,937
167493683,167493684,56,300,938
167503349,167503349,56,300,939
167513800,167513801,56,300,938
167523467,167523467,56,300,939
167533131,167533132,56,300,941
167542800,167542801,56,300,939
167552472,167552472,56,300,938
167562801,167562802,56,300,938
167572469,167572469,56,300,939
167582137,167582138,56,300,938
167591806,167591807,56,300,938
167601476,167601476,56,300,939
167612177,167612178,56,300,939
167621850,167621850,56,300,939
167631516,167631516,56,300,938
167641189,167641190,56,300,937
167650857,167650857,56,300,938
167661025,167661026,56,300,939
167670691,167670692,56,300,937
167680361,167680361,56,300,939
167690025,167690025,56,300,938
167699693,167699694,56,300,938
167709356,167709357,56,300,938
167719025,167719025,56,299,939
167728692,167728692,56,299,938
167739042,167739042,56,300,939
167748711,167748712,56,299,937
167758382,167758383,56,299,940
167768046,167768046,56,300,939
167777723,167777724,56,299,940
167788480,167788480,56,299,937
167798149,167798151,57,298,939
167807818,167807819,57,298,940
167817485,167817486,57,298,938
167827176,167827177,57,299,938
167837398,167837399,57,299,938
167847068,167847069,57,300,939
167856740,167856741,57,300,939
167866405,167866406,57,299,941
167876076,167876077,57,300,938
167885743,167885744,57,300,939
167895412,167895412,57,299,939
167905076,167905077,57,299,936
167915527,167915527,57,300,939
167925190,167925190,57,299,939
167934860,167934861,57,299,938
167944529,167944529,57,300,939
167954196,167954196,57,302,937
167964925,167964926,57,302,939
167974598,167974598,57,301,937
167984263,167984264,57,301,937
167993933,167993934,57,301,940
168003599,168003599,57,301,939
168013719,168013720,57,301,939
168023387,168023387,57,301,938
168033051,168033051,57,301,938
168042723,168042724,57,301,938
168052388,168052388,57,302,938
168062056,168062057,57,302,938
168071723,168071724,57,301,938
168081395,168081395,57,301,938
168091858,168091858,57,301,934
168101527,168101528,57,301,935
168111192,168111192,57,301,933
168120860,168120861,57,301,934
168130523,168130524,57,301,931
168140852,168140853,57,301,930
168150518,168150519,57,302,929
168160191,168160192,57,302,928
168169861,168169861,57,303,926
168179531,168179532,57,302,927
168190271,168190272,57,302,927
168199944,168199945,57,303,928
168209614,168209615,57,303,927
168219284,168219285,57,303,928
168228956,168228957,57,303,928
168239164,168239165,57,303,927
168248836,168248837,57,302,929
168258507,168258507,57,302,928
168268173,168268173,57,303,928
168277845,168277845,57,303,927
168287511,168287511,57,303,928
168297182,168297183,57,303,929
168306853,168306853,57,303,928
168317199,168317199,57,303,928
168326869,168326870,57,303,927
168336540,168336541,57,303,927
168346211,168346212,57,303,929
168355887,168355888,57,305,928
168366579,168366579,57,305,928
168376253,168376254,57,304,927
168385923,168385924,57,304,927
168395601,168395601,57,304,928
168405269,168405269,57,304,929
168415278,168415278,57,304,927
168424949,168424950,57,304,929
168434620,168434620,57,304,928
168445083,168445084,57,304,928
168454757,168454757,57,305,928
168464424,168464424,57,305,928
168474089,168474090,57,304,928
168483761,168483762,57,304,927
168494611,168494612,57,304,929
168504281,168504282,57,305,928
168513953,168513954,57,305,927
168523623,168523624,57,304,928
168533292,168533292,57,304,929
168543166,168543167,57,304,928
168552840,168552840,57,304,929
168562511,168562512,57,304,928
168572952,168572953,57,304,928
168582627,168582628,57,304,930
168592301,168592302,57,304,928
168601978,168601979,57,302,929
168611653,168611654,57,301,928
168622497,168622498,57,301,928
168632169,168632169,57,301,929
168641847,168641848,57,301,928
168651519,168651519,57,301,927
168661204,168661204,57,301,929
168671202,168671202,57,301,929
168680878,168680879,57,302,928
168690549,168690549,57,302,927
168700895,168700896,57,303,928
168710567,168710567,57,303,927
168720244,168720244,57,303,928
168729917,168729917,57,302,928
168739590,168739590,57,303,928
168750278,168750279,57,303,928
168759952,168759952,57,303,928
168769625,168769626,57,303,928
168779299,168779300,57,303,928
168788969,168788970,57,303,927
168799042,168799042,57,303,927
168808715,168808715,57,303,928
168818387,168818388,57,303,929
168828055,168828056,57,303,927
168837733,168837734,57,303,928
168847404,168847405,57,303,930
168857079,168857079,57,303,928
168866749,168866750,57,303,930
168877114,168877114,57,303,930
168886782,168886782,57,303,927
168896460,168896461,57,303,928
168906131,168906131,57,303,928
168915804,168915804,57,303,927
168926511,168926512,57,303,928
168936186,168936186,57,303,928
168945860,168945861,57,303,927
168955530,168955531,57,303,928
168965202,168965202,57,303,928
168975219,168975219,57,303,926
168984891,168984892,57,302,928
168994562,168994562,57,302,930
169004233,169004233,57,303,926
169013905,169013905,57,302,927
169023574,169023575,57,302,928
169033242,169033243,57,303,928
169042918,169042918,57,303,927
169053263,169053264,57,303,928
169062938,169062938,57,303,930
169072609,169072609,57,303,927
169082278,169082279,57,303,928
169091948,169091949,57,303,927
169102739,169102739,57,303,929
169112407,169112408,57,302,928
169122081,169122081,57,302,928
169131753,169131754,57,303,926
169141427,169141427,57,303,928
169151537,169151538,57,303,928
169161212,169161213,57,303,929
169170886,169170886,57,303,926
169180560,169180560,57,303,926
169190230,169190231,57,303,928
169199904,169199905,57,303,928
169209573,169209573,57,303,928
169219249,169219250,57,303,927
169229634,169229634,57,305,928
169239309,169239309,57,304,930
169248981,169248982,57,304,928
169258658,169258659,57,304,927
169268327,169268328,57,305,928
169279004,169279004,57,305,928
169288674,169288675,57,304,927
169298350,169298350,57,304,928
169308020,169308020,57,304,928
169317735,169317735,57,304,928
169327743,169327744,57,304,928
169337416,169337416,57,304,928
169347084,169347085,57,304,930
169356761,169356762,57,304,928
169366433,169366434,57,304,926
169376110,169376111,57,304,928
169385784,169385785,57,304,929
169395457,169395458,57,304,929
169405820,169405821,57,304,928
169415491,169415492,57,304,928
169425160,169425161,57,304,928
169434836,169434837,57,304,929
169444510,169444510,57,304,929
169455226,169455226,57,304,929
169464895,169464895,57,304,927
169474569,169474570,57,304,927
169484239,169484240,57,302,929
169493909,169493909,57,301,927
169504013,169504013,57,301,927
169513682,169513682,57,302,928
169523351,169523352,57,302,927
169533021,169533022,57,303,928
169542695,169542695,57,303,928
169552366,169552367,57,303,929
169562040,169562040,57,303,927
169571713,169571713,57,303,928
169582097,169582097,57,303,930
169591768,169591768,57,303,927
169601443,169601444,57,303,928
169611116,169611117,57,303,928
169620793,169620793,57,303,928
169631415,169631416,57,303,926
169641089,169641090,57,305,928
169650761,169650762,57,305,927
169660434,169660434,57,304,929
169670101,169670102,57,304,928
169680388,169680389,57,304,926
169690055,169690055,57,304,927
169699729,169699729,57,304,928
169709396,169709396,57,302,927
169719066,169719067,57,303,924
169728736,169728736,57,303,928
169738408,169738408,57,303,926
169748080,169748080,57,303,928
169758463,169758464,58,303,929
169768134,169768134,58,303,927
169777811,169777811,58,303,927
169787483,169787484,58,303,928
169797157,169797157,58,303,928
169807832,169807832,58,303,929
169817507,169817508,58,303,928
169827177,169827177,58,303,929
169836852,169836852,58,303,929
169846550,169846550,58,303,929
169856749,169856750,58,303,927
169866418,169866419,58,303,927
169876091,169876092,58,303,929
169885761,169885762,58,302,928
169895432,169895433,58,303,928
169905100,169905101,58,303,928
169914772,169914773,58,303,927
169924437,169924438,58,303,928
169934793,169934793,58,303,929
169944459,169944460,58,303,929
169954129,169954130,58,303,929
169963800,169963800,58,303,929
169973469,169973470,58,303,926
169984157,169984157,58,303,929
169993827,169993828,58,303,927
170003496,170003496,58,303,926
170013166,170013167,58,303,927
170022841,170022842,58,303,927
170032929,170032930,58,303,928
170042604,170042604,58,303,927
170052278,170052279,58,303,927
170062769,170062770,58,305,927
170072441,170072441,58,306,925
170082112,170082113,58,306,925
170091783,170091784,58,306,923
170101456,170101456,58,306,922
170112160,170112160,58,306,921
170121832,170121833,58,307,918
170131505,170131505,58,307,919
170141179,170141179,58,308,918
170150874,170150874,58,308,916
170160899,170160899,58,308,916
170170568,170170568,58,308,917
170180241,170180241,58,308,915
170189908,170189909,58,308,915
170199582,170199583,58,308,916
170209252,170209253,58,308,916
170218931,170218931,58,307,917
170228600,170228601,58,307,917
170239014,170239015,58,307,917
170248685,170248686,58,307,916
170258358,170258359,58,307,916
170268027,170268028,58,307,915
170277705,170277705,58,307,916
170288448,170288449,58,307,916
170298120,170298121,58,307,916
170307792,170307792,58,307,919
170317466,170317466,58,307,917
170327135,170327135,58,307,915
170337224,170337225,58,307,917
170346894,170346895,58,307,916
170356567,170356568,58,307,916
170366237,170366238,58,307,918
170375910,170375911,58,307,915
170385580,170385580,58,307,916
170395250,170395250,58,307,916
170404922,170404922,58,307,917
170415271,170415271,58,307,917
170424942,170424943,58,307,917
170434612,170434612,58,307,916
170444282,170444282,58,308,917
170453953,170453953,58,308,917
170464273,170464274,58,308,917
170473944,170473945,58,308,918
170483611,170483612,58,308,915
170493278,170493279,58,307,916
170502951,170502952,58,308,917
170513689,170513689,58,308,917
170523356,170523356,58,308,916
170533025,170533026,58,308,916
170542698,170542699,58,307,915
170552370,170552370,58,307,915
170562381,170562381,58,307,917
170572052,170572052,58,307,916
170581725,170581725,58,307,917
170591395,170591395,58,308,917
170601070,170601070,58,307,917
170610739,170610740,58,307,915
170620409,170620409,58,307,915
170630075,170630076,58,307,917
170640419,170640420,58,307,917
170650087,170650087,58,307,915
170659759,170659760,58,307,916
170669426,170669426,58,307,916
170679095,170679096,58,307,916
170689827,170689828,58,307,915
170699493,170699494,58,307,916
170709161,170709161,58,307,917
170718834,170718834,58,307,914
170728498,170728499,58,307,916
170738620,170738621,58,307,916
170748287,170748287,58,307,915
170757960,170757960,58,307,916
170767629,170767629,58,307,917
170777302,170777302,58,307,917
170786968,170786968,58,307,918
170796641,170796642,58,305,916
170806311,170806312,58,305,916
170816772,170816773,58,306,916
170826443,170826443,58,306,916
170836112,170836113,58,306,917
170845781,170845782,58,306,916
170855450,170855451,58,306,917
170866077,170866077,58,306,915
170875750,170875750,58,306,915
170885416,170885416,58,306,917
170895085,170895085,58,306,916
170904751,170904751,58,306,917
170915062,170915063,58,306,917
170924730,170924730,58,306,916
170934394,170934395,58,306,914
170944059,170944059,58,306,916
170953727,170953728,58,306,916
170963396,170963397,58,306,917
170973065,170973066,58,306,918
170982739,170982739,58,306,917
170993196,170993196,58,306,916
171002866,171002867,58,306,916
171012537,171012538,58,306,916
171022211,171022211,58,307,916
171031884,171031885,58,307,914
171042212,171042213,58,307,917
171051882,171051883,58,308,916
171061555,171061555,58,308,916
171071222,171071222,58,307,917
171080896,171080897,58,307,915
171091578,171091579,58,307,917
171101250,171101251,58,307,916
171110919,171110920,58,307,916
171120593,171120593,58,307,917
171130259,171130260,58,307,917
171140457,171140457,58,307,917
171150125,171150125,58,307,917
171159799,171159800,58,307,915
171170287,171170288,58,307,916
171179960,171179960,58,305,915
171189630,171189631,58,305,917
171199299,171199300,58,304,917
171208965,171208966,58,304,917
171219292,171219293,58,305,917
171228958,171228959,58,306,916
171238630,171238630,58,306,916
171248297,171248298,58,306,918
171257967,171257967,58,306,915
171268291,171268291,58,306,915
171277962,171277962,58,306,917
171287629,171287629,58,306,915
171297298,171297298,58,306,916
171306966,171306966,58,306,916
171317710,171317710,58,306,915
171327377,171327378,58,306,918
171337050,171337050,58,306,917
171346717,171346717,58,306,917
171356386,171356387,58,306,916
171366583,171366583,58,306,915
171376257,171376258,58,306,917
171385925,171385926,58,306,915
171395595,171395595,58,307,917
171405265,171405266,58,307,917
171414937,171414938,58,307,917
171424607,171424607,58,308,916
171434277,171434277,58,308,916
171444627,171444627,58,307,916
171454296,171454297,58,307,916
171463962,171463962,58,307,917
171473631,171473632,58,307,916
171483298,171483299,58,307,916
171494034,171494035,58,307,916
171503703,171503704,58,307,915
171513373,171513373,58,307,917
171523038,171523039,58,307,917
171532707,171532708,58,307,915
171542872,171542873,58,307,915
171552539,171552540,58,307,918
171562210,171562211,58,307,916
171571883,171571884,58,307,917
171581600,171581600,58,307,915
171591270,171591271,58,307,916
171600951,171600951,58,307,915
171610623,171610624,58,307,917
171621069,171621070,58,307,916
171630742,171630743,58,307,918
171640413,171640414,58,307,916
171650081,171650081,58,307,917
171659758,171659759,58,307,917
171670464,171670465,58,307,916
171680135,171680136,58,307,915
171689803,171689804,58,307,917
171699475,171699475,58,307,915
171709140,171709141,58,307,917
171719214,171719216,59,307,916
171728883,171728884,59,307,916
171738552,171738553,59,307,917
171748218,171748218,59,307,917
171757896,171757897,59,307,917
171767568,171767569,59,307,916
171777247,171777247,59,307,916
171786920,171786920,59,307,917
171797274,171797275,59,307,916
171806946,171806946,59,307,914
171816620,171816620,59,307,917
171826288,171826289,59,307,916
171835963,171835964,59,308,916
171846708,171846709,59,308,915
