trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,1.01,2.3,1.01,2.3,3,3,0,1,1,0
1,1.6,2.3,1.6,2.3,3,3,0,1,2,0
2,2.54,2.3,2.3,2.54,3,3,1,3,3,0
3,1.6,2.3,2.3,1.6,1,1,1,1,4,0
4,2.01,2.3,2.01,2.3,3,3,1,1,5,0
5,2.53,2.3,2.3,2.53,3,3,2,3,6,0
6,2.01,2.3,2.3,2.01,1,1,2,1,7,0
7,2.26,2.3,2.26,2.3,3,3,2,1,8,0
8,2.54,2.3,2.3,2.54,3,2,2,2,8,1
9,2.54,2.3,2.3,2.54,3,2,2,2,8,2
10,2.85,2.3,2.85,2.3,1,2,2,2,8,3
11,2.85,2.3,2.85,2.3,1,2,2,2,8,4
12,3.2,2.3,3.2,2.3,1,1,3,3,9,4
13,2.85,2.3,2.3,2.85,3,3,3,3,10,4
