246,0.06
259,0.39
256,1.32
259,3.17
260,6.15
259,10.38
259,15.93
260,22.78
259,30.90
259,40.18
256,50.51
257,61.75
259,73.74
259,86.31
258,99.31
259,112.55
259,125.90
259,139.20
256,152.30
259,165.09
259,177.44
258,189.27
259,200.48
257,211.01
259,220.81
259,229.84
256,238.07
259,245.49
256,252.10
256,257.90
259,262.92
259,267.18
259,270.71
259,273.57
261,275.80
259,277.44
260,278.55
257,279.19
259,279.41
256,279.25
256,278.77
256,278.00
254,277.00
256,275.81
256,274.46
256,272.99
256,271.44
256,269.84
259,268.23
259,266.62
259,265.06
255,263.56
253,262.13
255,260.79
256,259.54
254,258.39
253,257.34
255,256.40
255,255.55
255,254.80
255,254.15
257,253.60
254,253.14
255,252.78
256,252.49
257,252.29
256,252.15
254,252.09
256,252.08
256,252.13
256,252.23
256,252.36
256,252.53
252,252.73
255,252.95
258,253.17
257,253.40
259,253.64
259,253.89
256,254.14
255,254.40
257,254.66
259,254.91
256,255.15
259,255.39
255,255.62
255,255.84
256,256.04
256,256.23
253,256.39
255,256.53
257,256.65
256,256.74
255,256.81
256,256.85
256,256.88
256,256.88
255,256.88
259,256.85
259,256.82
258,256.78
259,256.75
259,256.72
259,256.70
258,256.69
258,256.69
259,256.71
257,256.74
259,256.78
259,256.83
259,256.89
258,256.96
258,257.04
258,257.12
259,257.21
256,257.30
260,257.40
259,257.49
261,257.58
260,257.67
260,257.77
260,257.87
260,257.98
259,258.09
259,258.20
256,258.32
259,258.43
259,258.53
259,258.62
259,258.71
256,258.78
259,258.85
259,258.90
262,258.95
261,258.98
260,259.02
260,259.05
258,259.09
259,259.12
259,259.15
260,259.18
259,259.21
259,259.23
260,259.26
256,259.27
259,259.29
257,259.30
43239,2.00,0.03,259.30,17,0
43349,2.00,0.03,259.29,26,8
43459,2.00,0.03,259.32,35,20
43569,2.00,0.04,259.43,44,34
43680,2.00,0.06,259.64,53,42
43790,2.00,0.08,259.95,61,48
43900,2.00,0.12,260.34,70,58
44011,2.00,0.16,260.84,78,66
44121,2.00,0.22,261.49,86,72
44231,2.00,0.29,262.34,93,82
44341,2.00,0.39,263.46,100,89
44452,2.00,0.51,264.85,106,94
44562,2.00,0.66,266.46,111,100
44673,2.00,0.81,268.26,116,108
44783,2.00,0.98,270.19,119,107
44893,2.00,1.16,272.19,122,118
45004,2.00,1.34,274.20,124,118
45114,2.00,1.51,276.14,126,118
45225,2.00,1.67,277.97,126,120
45335,2.00,1.81,279.63,126,122
45446,2.00,1.94,281.09,126,122
45556,2.00,2.05,282.33,125,122
45666,2.00,2.14,283.31,124,122
45777,2.00,2.20,284.03,123,122
45887,2.00,2.24,284.51,121,122
45998,2.00,2.27,284.79,120,122
46108,2.00,2.27,284.87,119,122
46219,2.00,2.27,284.77,118,122
46329,2.00,2.24,284.53,117,122
46439,2.00,2.21,284.17,116,122
46550,2.00,2.17,283.73,115,122
46660,2.00,2.13,283.23,115,122
46771,2.00,2.09,282.73,115,122
46881,2.00,2.04,282.27,115,122
46992,2.00,2.01,281.84,115,122
47102,2.00,1.98,281.48,115,122
47212,2.00,1.95,281.21,116,122
47323,2.00,1.93,281.00,116,121
47433,2.00,1.92,280.87,116,122
47544,2.00,1.92,280.79,117,122
47654,2.00,1.91,280.76,117,122
47764,2.00,1.91,280.77,118,122
47875,2.00,1.92,280.80,118,122
47985,2.00,1.92,280.86,118,122
48096,2.00,1.93,280.93,119,122
48206,2.00,1.93,280.99,119,122
48317,2.00,1.93,281.01,119,122
48427,2.00,1.93,281.00,119,122
48537,2.00,1.93,280.94,120,122
48648,2.00,1.92,280.83,120,122
48758,2.00,1.90,280.67,121,122
48869,2.00,1.89,280.48,121,122
48979,2.00,1.87,280.26,122,122
49090,2.00,1.85,280.04,123,122
49200,2.00,1.83,279.81,124,122
49310,2.00,1.81,279.59,125,122
49421,2.00,1.79,279.39,126,122
49531,2.00,1.77,279.19,127,122
49642,2.00,1.76,279.01,128,122
49752,2.00,1.74,278.84,129,122
49863,2.00,1.73,278.68,131,122
49973,2.00,1.72,278.53,132,129
50083,2.00,1.70,278.37,133,129
