time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
1888838,180.00,65,833,272,0,13,255,0
1888990,180.00,65,833,272,0,13,255,0
1889143,180.00,65,833,272,0,13,255,0
1889295,180.00,65,833,272,0,13,255,0
1889448,180.00,65,833,272,0,13,255,0
1889600,180.00,65,834,272,0,13,255,0
1889752,180.00,65,833,272,0,13,255,0
1889905,180.00,65,833,272,0,14,255,0
1890057,180.00,65,833,272,0,13,255,0
1890210,180.00,65,834,272,0,13,255,0
1890362,180.00,65,833,272,0,13,255,0
1890515,180.00,65,833,274,0,13,255,0
1890667,180.00,65,833,273,0,13,255,0
1890820,180.00,65,833,273,0,13,255,0
1890972,180.00,65,833,273,0,13,255,0
1891124,180.00,65,834,273,0,13,255,0
1891277,180.00,65,833,273,0,13,255,0
1891429,180.00,65,833,273,0,13,255,0
1891582,180.00,65,833,272,0,13,255,0
1891734,180.00,65,833,272,0,13,255,0
1891887,180.00,65,833,272,0,13,255,0
1892039,180.00,65,833,272,0,13,255,0
1892192,180.00,65,833,272,0,13,255,0
1892344,180.00,65,834,272,0,13,255,0
1892497,180.00,65,833,272,0,13,255,0
1892649,180.00,65,833,272,0,13,255,0
1892801,180.00,65,833,272,0,13,255,0
1892954,180.00,65,833,273,0,14,255,0
1893106,180.00,65,834,273,0,13,255,0
1893259,180.00,65,833,273,0,13,255,0
1893411,180.00,65,833,273,0,12,255,0
1893564,180.00,65,833,273,0,13,255,0
1893716,180.00,65,833,273,0,13,255,0
1893868,180.00,65,833,273,0,14,255,0
1894021,180.00,65,834,273,0,13,255,0
1894173,180.00,65,833,273,0,13,255,0
1894326,180.00,65,833,273,0,13,255,0
1894478,180.00,65,833,273,0,13,255,0
1894631,180.00,65,833,273,0,13,255,0
1894783,180.00,65,834,274,0,13,255,0
1894935,180.00,65,833,273,0,13,255,0
1895088,180.00,65,833,273,0,13,255,0
1895240,180.00,65,834,273,0,13,255,0
1895393,180.00,65,834,273,0,13,255,0
1895545,180.00,65,833,272,0,12,255,0
1895698,180.00,65,834,272,0,13,255,0
1895850,180.00,65,833,272,0,13,255,0
1896003,180.00,65,833,270,0,13,255,0
1896155,180.00,65,833,272,0,13,255,0
1896308,180.00,65,833,272,0,13,255,0
1896460,180.00,65,833,272,0,13,255,0
1896613,180.00,65,833,272,0,13,255,0
1896765,180.00,65,833,272,0,13,255,0
1896917,180.00,65,833,272,0,13,255,0
1897070,180.00,65,833,272,0,13,255,0
1897222,180.00,65,833,272,0,13,255,0
1897375,180.00,65,833,272,0,13,255,0
1897527,180.00,65,833,272,0,13,255,0
1897680,180.00,65,832,272,0,13,255,0
1897832,180.00,65,834,272,0,13,255,0
1897985,180.00,65,833,272,0,13,255,0
1898137,180.00,65,833,272,0,13,255,0
1898289,180.00,65,833,272,0,13,255,0
1898442,180.00,65,833,272,0,13,255,0
1898594,180.00,65,834,273,0,13,255,0
1898747,180.00,65,832,273,0,13,255,0
1898899,180.00,65,833,273,0,13,255,0
1899052,180.00,65,833,273,0,13,255,0
1899204,180.00,65,834,273,0,13,255,0
1899357,180.00,65,833,273,0,13,255,0
1899509,180.00,65,833,273,0,13,255,0
1899661,180.00,65,833,273,0,13,255,0
1899814,180.00,65,833,273,0,13,255,0
1899966,180.00,65,833,273,0,13,255,0
1900119,180.00,65,834,273,0,13,255,0
1900271,180.00,65,833,273,0,14,255,0
1900424,180.00,65,834,273,0,13,255,0
1900576,180.00,65,833,273,0,13,255,0
1900729,180.00,65,833,272,0,13,255,0
1900881,180.00,65,834,272,0,13,255,0
1901034,180.00,65,834,272,0,13,255,0
1901186,180.00,65,833,272,0,13,255,0
1901338,180.00,65,833,272,0,13,255,0
