277912,180.00,58,881,253,0,13,255
277989,180.00,58,881,252,0,14,255
278066,180.00,58,882,252,0,14,255
278143,180.00,58,881,252,0,13,255
278221,180.00,58,881,252,0,13,255
278298,180.00,58,882,252,0,13,255
278375,180.00,58,881,255,0,13,255
278452,180.00,58,881,253,0,13,255
278530,180.00,58,881,252,0,13,255
278607,180.00,58,881,252,0,13,255
278684,180.00,58,881,253,0,13,255
278761,180.00,58,882,252,0,13,255
278839,180.00,58,881,253,0,13,255
278916,180.00,58,882,254,0,13,255
278993,180.00,58,881,252,0,13,255
279070,180.00,58,881,252,0,13,255
279148,180.00,58,881,255,0,13,255
279225,180.00,58,881,252,0,13,255
279302,180.00,58,882,254,0,13,255
279379,180.00,58,881,254,0,13,255
279457,180.00,58,881,253,0,13,255
279534,180.00,58,881,254,0,13,255
279611,180.00,58,882,252,0,13,255
279688,180.00,58,881,252,0,13,255
279766,180.00,58,881,252,0,13,255
279843,180.00,58,882,252,0,13,255
279920,180.00,58,881,252,0,13,255
279997,180.00,58,883,252,0,13,255
280075,180.00,58,881,252,0,13,255
280152,180.00,58,881,252,0,13,255
280229,180.00,58,881,252,0,13,255
280306,180.00,58,881,252,0,13,255
280383,180.00,58,882,252,0,13,255
280461,180.00,58,881,252,0,13,255
280538,180.00,58,881,254,0,13,255
280615,180.00,58,881,252,0,13,255
280692,180.00,58,881,252,0,13,255
280770,180.00,58,881,252,0,13,255
280847,180.00,58,881,252,0,13,255
280924,180.00,58,881,252,0,13,255
281002,180.00,58,881,252,0,13,255
281079,180.00,58,881,252,0,13,255
281156,180.00,58,881,253,0,13,255
281233,180.00,58,882,253,0,14,255
281310,180.00,58,882,252,0,13,255
281388,180.00,58,882,252,0,13,255
281465,180.00,58,881,252,0,13,255
281542,180.00,58,881,252,0,13,255
281619,180.00,58,881,252,0,13,255
281697,180.00,58,881,251,0,13,255
281774,180.00,58,882,254,0,13,255
281851,180.00,58,882,252,0,13,255
281928,180.00,58,881,252,0,13,255
282006,180.00,58,881,252,0,13,255
282083,180.00,58,881,252,0,13,255
282160,180.00,58,881,252,0,13,255
282237,180.00,58,881,252,0,13,255
282315,180.00,58,882,252,0,13,255
282392,180.00,58,881,252,0,13,255
282469,180.00,58,881,252,0,13,255
282546,180.00,58,881,252,0,13,255
282624,180.00,58,881,252,0,14,255
282701,180.00,58,881,252,0,13,255
282778,180.00,58,881,252,0,14,255
282855,180.00,58,881,252,0,13,255
282933,180.00,58,881,253,0,13,255
283010,180.00,58,881,254,0,13,255
283087,180.00,58,881,252,0,13,255
283164,180.00,58,881,252,0,12,255
283242,180.00,58,881,250,0,13,255
283319,180.00,58,881,251,0,13,255
283396,180.00,58,882,251,0,13,255
283473,180.00,58,881,251,0,13,255
283551,180.00,58,881,251,0,13,255
283628,180.00,58,881,251,0,13,255
283705,180.00,58,881,251,0,13,255
283782,180.00,58,881,251,0,12,255
283859,180.00,58,881,251,0,13,255
283937,180.00,58,881,251,0,13,255
284014,180.00,58,880,255,0,13,255
284091,180.00,58,881,252,0,13,255
284168,180.00,58,881,252,0,13,255
284246,180.00,58,881,252,0,13,255
284323,180.00,58,882,252,0,13,255
284400,180.00,58,881,252,0,13,255
284477,180.00,58,881,252,0,14,255
284555,180.00,58,881,252,0,13,255
284632,180.00,58,882,252,0,13,255
284709,180.00,58,882,252,0,14,255
284786,180.00,58,881,252,0,13,255
284864,180.00,58,881,252,0,13,255
284941,180.00,58,881,252,0,13,255
285018,180.00,58,880,254,0,13,255
285095,180.00,58,881,252,0,13,255
285173,180.00,58,882,252,0,13,255
285250,180.00,58,881,255,0,13,255
285327,180.00,58,881,254,0,13,255
285404,180.00,58,881,252,0,13,255
285481,180.00,58,881,252,0,13,255
285559,180.00,58,882,252,0,13,255
285636,180.00,58,881,252,0,13,255
285713,180.00,58,881,252,0,13,255
285791,180.00,58,881,251,0,14,255
285868,180.00,58,881,251,0,13,255
285945,180.00,58,882,252,0,13,255
286022,180.00,58,881,254,0,13,255
286099,180.00,58,881,252,0,13,255
286177,180.00,58,881,252,0,14,255
286254,180.00,58,881,254,0,13,255
286331,180.00,58,882,252,0,13,255
286408,180.00,58,881,252,0,13,255
286486,180.00,58,882,252,0,13,255
286563,180.00,58,881,252,0,13,255
286640,180.00,58,881,252,0,13,255
286718,180.00,58,881,252,0,13,255
286795,180.00,58,881,252,0,13,255
286872,180.00,58,881,252,0,13,255
286949,180.00,58,881,252,0,13,255
287026,180.00,58,881,252,0,13,255
287104,180.00,58,882,252,0,13,255
287181,180.00,58,881,252,0,14,255
287258,180.00,58,882,252,0,13,255
287335,180.00,58,881,252,0,13,255
287413,180.00,58,882,252,0,13,255
287490,180.00,58,881,250,0,13,255
287567,180.00,58,881,251,0,13,255
287644,180.00,58,882,251,0,13,255
287722,180.00,58,881,251,0,14,255
287799,180.00,58,881,251,0,13,255
287876,180.00,58,882,251,0,13,255
287953,180.00,58,881,251,0,13,255
288031,180.00,58,881,251,0,13,255
288108,180.00,58,881,251,0,13,255
288185,180.00,58,882,251,0,13,255
288262,180.00,58,882,251,0,13,255
288340,180.00,58,880,252,0,13,255
288417,180.00,58,881,252,0,13,255
288494,180.00,58,881,252,0,14,255
288571,180.00,58,882,252,0,13,255
288649,180.00,58,882,252,0,13,255
288726,180.00,58,881,252,0,14,255
288803,180.00,58,880,252,0,14,255
288880,180.00,58,881,252,0,13,255
288958,180.00,58,881,251,0,13,255
289035,180.00,58,881,251,0,13,255
289112,180.00,58,881,252,0,13,255
289189,180.00,58,881,252,0,13,255
289267,180.00,58,881,252,0,13,255
289344,180.00,58,881,254,0,13,255
289421,180.00,58,881,252,0,13,255
289498,180.00,58,881,252,0,13,255
289576,180.00,58,882,252,0,14,255
289653,180.00,58,882,252,0,13,255
289730,180.00,58,882,252,0,13,255
289807,180.00,58,881,252,0,13,255
289885,180.00,58,881,252,0,13,255
289962,180.00,58,881,252,0,13,255
290039,180.00,58,882,252,0,13,255
290116,180.00,58,881,252,0,13,255
290193,180.00,58,882,252,0,13,255
290271,180.00,58,881,252,0,13,255
290348,180.00,58,881,251,0,14,255
290425,180.00,58,881,252,0,13,255
290502,180.00,58,882,252,0,13,255
290580,180.00,58,881,251,0,13,255
290657,180.00,58,882,251,0,13,255
290734,180.00,58,881,252,0,13,255
290811,180.00,58,881,252,0,13,255
290889,180.00,58,881,252,0,13,255
290966,180.00,58,881,252,0,13,255
291043,180.00,58,881,252,0,14,255
291120,180.00,58,881,252,0,13,255
291198,180.00,58,882,252,0,13,255
291275,180.00,58,882,252,0,13,255
291352,180.00,58,881,252,0,13,255
291429,180.00,58,882,252,0,13,255
291507,180.00,58,881,252,0,13,255
291584,180.00,58,881,252,0,13,255
291661,180.00,58,881,252,0,13,255
291738,180.00,58,881,252,0,13,255
291816,180.00,58,881,252,0,13,255
291893,180.00,58,881,252,0,13,255
