time,flex sensor,"actuator position, command","actuator position, measured",force,"""Trial Number""","""Target Angle"""
104.139,180.0,4.0,3.9154557463672397,-23.2,0,0
104.592,180.0,4.0,3.8309114927344794,-23.2,0,0
105.045,180.0,4.0,3.8731836195508578,-23.12,0,0
105.497,180.0,4.0,3.936591809775429,-23.03,0,0
105.95,180.0,4.0,3.936591809775429,-23.2,0,0
106.403,180.0,4.0,3.8097754293262867,-22.94,0,0
106.856,180.0,4.0,3.8943196829590505,-23.12,0,0
107.308,180.0,4.0,3.8097754293262867,-23.2,0,0
107.762,180.0,4.0,3.9154557463672397,-23.2,0,0
108.215,180.0,4.0,3.936591809775429,-23.2,0,0
108.667,180.0,4.0,3.8309114927344794,-23.29,0,0
109.12,180.0,4.0,3.957727873183618,-23.29,0,0
109.573,180.0,4.0,3.8943196829590505,-23.2,0,0
110.025,180.0,4.0,3.7886393659180975,-23.12,0,0
110.478,180.0,4.0,3.957727873183618,-23.2,0,0
110.931,180.0,4.0,3.9154557463672397,-23.2,0,0
111.383,180.0,4.0,4.0,-23.2,0,0
111.836,180.0,4.0,3.8520475561426686,-23.2,0,0
112.289,180.0,4.0,3.957727873183618,-22.94,0,0
112.742,180.0,4.0,3.8520475561426686,-23.2,0,0
113.194,180.0,4.0,3.9154557463672397,-23.2,0,0
113.647,180.0,4.0,3.8731836195508578,-23.2,0,0
114.1,180.0,4.0,3.8943196829590505,-23.2,0,0
114.553,180.0,4.0,3.8943196829590505,-23.2,0,0
115.005,180.0,4.0,6.980184940554821,-26.72,0,0
115.459,180.0,4.0,12.644649933949802,-45.09,0,180
115.915,180.0,4.0,15.582562747688243,-45.09,0,180
116.37,180.0,4.0,19.873183619550858,-45.09,0,180
116.825,180.0,4.0,20.88771466314399,-45.09,0,180
117.28,180.0,4.0,20.88771466314399,-45.09,0,180
117.735,180.0,4.0,20.88771466314399,-45.09,0,180
118.19,180.0,4.0,20.88771466314399,-45.09,0,180
118.645,180.0,4.0,20.88771466314399,-45.09,0,180
119.1,180.0,4.0,20.88771466314399,-45.09,0,180
119.555,180.0,4.0,20.88771466314399,-45.09,0,180
120.01,180.0,4.0,20.88771466314399,-45.09,0,180
120.465,180.0,4.0,20.88771466314399,-45.09,0,180
120.92,180.0,4.0,20.88771466314399,-45.09,0,180
121.375,180.0,4.0,20.88771466314399,-45.09,0,180
121.83,180.0,4.0,20.88771466314399,-45.09,0,180
122.285,180.0,4.0,20.88771466314399,-45.09,0,180
122.74,180.0,4.0,20.88771466314399,-45.09,0,180
123.195,180.0,4.0,20.88771466314399,-45.09,0,180
123.65,180.0,4.0,20.88771466314399,-45.09,0,180
124.105,180.0,4.0,20.88771466314399,-45.09,0,180
124.56,180.0,4.0,20.88771466314399,-45.09,0,180
125.015,180.0,4.0,20.88771466314399,-45.09,0,180
125.47,180.0,4.0,20.88771466314399,-45.09,0,180
125.925,180.0,4.0,20.88771466314399,-45.09,0,180
126.38,180.0,4.0,20.88771466314399,-45.09,0,180
126.835,180.0,4.0,20.88771466314399,-45.09,0,180
127.29,180.0,4.0,20.88771466314399,-45.09,0,180
127.745,180.0,4.0,20.88771466314399,-45.09,0,180
128.2,180.0,4.0,20.88771466314399,-45.09,0,180
