time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
3229116,180.00,47,979,256,0,991,248,0
3229268,180.00,47,979,256,0,991,247,0
3229421,180.00,47,979,256,0,991,247,0
3229573,180.00,47,979,256,0,991,247,0
3229726,180.00,47,978,256,0,991,247,0
3229879,180.00,47,978,257,0,991,247,0
3230031,180.00,47,979,256,0,991,247,0
3230184,180.00,47,978,256,0,991,247,0
3230336,180.00,47,979,256,0,991,247,0
3230489,180.00,47,979,257,0,991,247,0
3230641,180.00,47,979,257,0,991,245,0
3230794,180.00,47,979,257,0,991,244,0
3230946,180.00,47,978,257,0,991,247,0
3231099,180.00,47,979,257,0,990,247,0
3231251,180.00,47,979,257,0,991,245,0
3231404,180.00,47,979,257,0,991,247,0
3231556,180.00,47,979,257,0,991,247,0
3233709,180.00,139,978,256,0,990,245,1
3233861,180.00,139,926,259,0,990,247,1
3234014,180.00,139,706,287,0,991,244,1
3234166,180.00,139,497,323,0,991,244,1
3234318,180.00,139,354,355,0,991,242,1
3234471,180.00,139,258,377,0,991,240,1
3234623,180.00,139,230,380,0,990,242,1
3234776,180.00,139,226,381,0,990,240,1
3234928,180.00,139,222,380,0,992,240,1
3235081,180.00,139,228,380,0,990,240,1
3235233,180.00,139,222,380,0,991,243,1
3235386,180.00,139,223,380,0,991,240,1
3235538,180.00,139,222,380,0,991,243,1
3235690,180.00,139,222,380,0,991,243,1
3235843,180.00,139,222,380,0,991,242,1
3235995,180.00,139,223,380,0,991,240,1
3236148,180.00,139,222,380,0,991,240,1
3236300,180.00,139,222,379,0,991,240,1
3236453,180.00,139,223,379,0,991,240,1
3236605,180.00,139,223,378,0,991,240,1
3236758,180.00,139,222,379,0,991,240,1
3236910,180.00,139,221,377,0,991,240,1
3237062,180.00,139,222,378,0,991,240,1
3237215,180.00,139,223,377,0,991,240,1
3237367,180.00,139,222,377,0,991,240,1
3237520,180.00,139,223,376,0,991,240,1
3237672,180.00,139,222,376,0,990,240,1
3237825,180.00,139,222,376,0,991,240,1
3237977,180.00,139,222,376,0,991,240,1
3238130,180.00,139,222,376,0,990,240,1
3238282,180.00,139,222,376,0,990,240,1
3238434,180.00,139,223,374,0,991,241,1
3238587,180.00,139,222,376,0,991,240,1
3238739,180.00,139,222,376,0,991,240,1
3238892,180.00,139,222,376,0,991,240,1
3239044,180.00,139,222,376,0,991,240,1
3239197,180.00,139,222,376,0,991,240,1
3239349,180.00,139,222,376,0,992,240,1
3239502,180.00,139,222,376,0,991,240,1
3239654,180.00,139,222,376,0,991,240,1
3239806,180.00,139,222,376,0,991,240,1
3239959,180.00,139,222,376,0,991,243,1
3240111,180.00,139,222,376,0,991,241,1
3240264,180.00,139,222,376,0,990,240,1
3240416,180.00,139,222,376,0,991,240,1
3240569,180.00,139,222,376,0,991,240,1
3240721,180.00,139,222,376,0,991,242,1
3240873,180.00,139,222,376,0,991,240,1
3241026,180.00,139,222,376,0,991,243,1
3241178,180.00,139,222,375,0,991,240,1
3241331,180.00,139,222,376,0,990,240,1
3241483,180.00,139,222,376,0,991,240,1
3241636,180.00,139,222,376,0,991,240,1
3243788,180.00,47,236,375,0,991,240,1
3243941,180.00,47,487,313,0,991,241,1
3244093,180.00,47,761,275,0,991,243,1
3244245,180.00,47,954,261,0,991,246,1
3244398,180.00,47,979,260,0,992,244,1
3244550,180.00,47,980,258,0,991,244,1
3244703,180.00,47,979,258,0,991,244,1
3244855,180.00,47,980,257,0,991,247,1
3245008,180.00,47,979,257,0,991,244,1
3245160,180.00,47,979,257,0,991,244,1
3245313,180.00,47,979,257,0,991,247,1
3245465,180.00,47,979,257,0,991,247,1
3245618,180.00,47,978,256,0,991,246,1
3245770,180.00,47,979,256,0,991,246,1
3245923,180.00,47,979,257,0,991,247,1
3246075,180.00,47,979,257,0,991,247,1
3246227,180.00,47,979,257,0,990,247,1
3246380,180.00,47,979,256,0,990,247,1
3246533,180.00,47,979,256,0,991,246,1
3246685,180.00,47,979,256,0,991,246,1
3246837,180.00,47,979,257,0,991,245,1
3246990,180.00,47,979,256,0,991,247,1
3247142,180.00,47,979,257,0,991,247,1
3247295,180.00,47,978,255,0,991,247,1
3247447,180.00,47,979,256,0,991,247,1
3247600,180.00,47,979,256,0,991,244,1
3247752,180.00,47,979,256,0,991,247,1
3247905,180.00,47,979,256,0,991,244,1
3248057,180.00,47,978,256,0,991,244,1
3248210,180.00,47,979,256,0,990,247,1
3248362,180.00,47,978,256,0,991,247,1
3248515,180.00,47,979,256,0,990,247,1
3248667,180.00,47,979,256,0,991,245,1
3248820,180.00,47,978,256,0,990,245,1
3248972,180.00,47,979,256,0,991,244,1
3249125,180.00,47,979,256,0,991,247,1
3249277,180.00,47,979,257,0,991,244,1
3249429,180.00,47,978,256,0,991,246,1
3249582,180.00,47,979,257,0,991,247,1
3249734,180.00,47,978,256,0,990,247,1
3249887,180.00,47,979,256,0,991,247,1
3250039,180.00,47,979,256,0,991,247,1
3250192,180.00,47,978,256,0,990,247,1
3250344,180.00,47,979,256,0,991,247,1
3250497,180.00,47,979,256,0,991,244,1
3250649,180.00,47,979,256,0,991,247,1
3250802,180.00,47,979,256,0,991,247,1
3250954,180.00,47,979,256,0,991,244,1
3251107,180.00,47,979,257,0,991,245,1
3251259,180.00,47,978,256,0,991,244,1
