t1,t2,command,measured
544054544,544054545,47,274
544063158,544063159,47,274
544071777,544071778,47,274
544080393,544080394,47,275
544089010,544089011,47,275
544097625,544097626,47,274
544106236,544106237,47,274
544116021,544116021,47,274
544124636,544124637,47,274
544133253,544133253,47,274
544141868,544141868,47,274
544150486,544150486,47,274
544159100,544159100,47,274
544167720,544167720,47,274
544176332,544176333,47,274
544184949,544184950,47,274
544193568,544193569,47,274
544202184,544202184,47,274
544211556,544211557,47,274
544220203,544220203,47,275
544229207,544229207,47,275
544237821,544237822,47,274
544246435,544246436,47,274
544255054,544255054,47,274
544263672,544263673,47,274
544272290,544272291,47,274
544280904,544280904,47,274
544289520,544289521,47,274
544298132,544298133,47,274
544306748,544306748,47,274
544315362,544315363,47,274
544325222,544325222,47,274
544333841,544333842,47,274
544342453,544342454,47,274
544351069,544351070,47,274
544359685,544359686,47,274
544368302,544368302,47,274
544376914,544376914,47,274
544385528,544385529,47,274
544394150,544394150,47,274
544402766,544402767,47,274
544411385,544411386,47,274
544420756,544420757,48,274
544429405,544429405,48,274
544438452,544438452,48,274
544447067,544447067,48,274
544455687,544455687,48,274
544464303,544464303,48,274
544472921,544472921,48,274
544481535,544481536,48,274
544490154,544490155,48,274
544498771,544498772,48,274
544507385,544507386,48,274
544515998,544515999,48,274
544524616,544524617,48,274
544534060,544534060,48,274
544542704,544542705,48,274
544551768,544551769,48,274
544560383,544560384,48,274
544569003,544569003,48,274
544577617,544577618,48,273
544586232,544586232,48,273
544594849,544594850,48,273
544603463,544603464,48,273
544612082,544612082,48,273
544620698,544620699,48,273
544629316,544629317,48,273
544637930,544637931,48,273
544647721,544647722,48,273
544656336,544656336,48,273
544664951,544664952,48,273
544673571,544673571,48,273
544682184,544682185,48,273
544690804,544690805,48,273
544699418,544699418,48,273
544708033,544708034,48,273
544716646,544716647,48,273
544725261,544725262,48,275
544733879,544733880,48,275
544743329,544743330,48,274
544751976,544751976,48,274
544761011,544761012,48,274
544769631,544769632,48,275
544778244,544778245,48,275
544786857,544786858,48,274
544795476,544795476,48,274
544804091,544804092,48,274
544812712,544812712,48,274
544821326,544821327,48,274
544829946,544829947,48,274
544838562,544838563,48,274
544847179,544847179,48,274
544857026,544857026,48,274
544865643,544865644,48,274
544874264,544874264,48,274
544882877,544882877,48,274
544891494,544891495,48,274
544900108,544900109,48,274
544908729,544908729,48,274
544917343,544917343,48,274
544925956,544925956,48,274
544934574,544934574,48,274
544943187,544943188,48,274
544952555,544952555,48,273
544961199,544961199,48,273
544970217,544970218,48,273
544978831,544978832,48,272
544987448,544987448,48,272
