,time,flex sensor,"actuator position, command","actuator position, measured",force,"Trial Number","Target Angle",newForce
1383,731.7439999999999,45.0,11.466666666666667,4.063408190224571,-22.85,0.0,180.0,-0.4378906250000014
1384,732.198,45.0,11.466666666666667,3.91545574636724,-22.59,0.0,180.0,-0.17789062499999986
1385,732.65,45.0,11.466666666666667,3.8943196829590505,-22.85,0.0,180.0,-0.4378906250000014
1386,733.1030000000001,45.0,11.466666666666667,3.8520475561426686,-22.59,0.0,180.0,-0.17789062499999986
1387,733.556,45.0,11.466666666666667,3.936591809775429,-22.76,0.0,180.0,-0.34789062500000156
1388,734.0089999999999,45.0,11.466666666666667,4.021136063408191,-22.85,0.0,180.0,-0.4378906250000014
1389,734.461,45.0,11.466666666666667,3.9788639365918113,-22.85,0.0,180.0,-0.4378906250000014
1390,734.914,45.0,11.466666666666667,4.021136063408191,-22.85,0.0,180.0,-0.4378906250000014
1391,735.3660000000001,45.0,11.466666666666667,4.0,-23.03,0.0,180.0,-0.6178906250000011
1392,735.819,45.0,11.466666666666667,3.91545574636724,-22.94,0.0,180.0,-0.5278906250000013
1393,736.2710000000001,45.0,11.466666666666667,4.0,-22.94,0.0,180.0,-0.5278906250000013
1394,736.7239999999999,45.0,11.466666666666667,3.9788639365918113,-22.94,0.0,180.0,-0.5278906250000013
1395,737.177,45.0,11.466666666666667,4.105680317040951,-22.94,0.0,180.0,-0.5278906250000013
1396,737.6289999999999,45.0,11.466666666666667,4.021136063408191,-22.94,0.0,180.0,-0.5278906250000013
1397,738.082,45.0,11.466666666666667,3.9788639365918113,-22.85,0.0,180.0,-0.4378906250000014
1398,738.534,45.0,11.466666666666667,3.91545574636724,-22.85,0.0,180.0,-0.4378906250000014
1399,738.987,45.0,11.466666666666667,3.91545574636724,-22.85,0.0,180.0,-0.4378906250000014
1400,739.439,45.0,11.466666666666667,3.9788639365918113,-22.85,0.0,180.0,-0.4378906250000014
1401,739.8919999999999,45.0,11.466666666666667,4.0,-22.85,0.0,180.0,-0.4378906250000014
1402,740.345,45.0,11.466666666666667,4.0,-22.94,0.0,180.0,-0.5278906250000013
1403,740.797,45.0,11.466666666666667,3.9788639365918113,-22.94,0.0,180.0,-0.5278906250000013
1404,741.25,45.0,11.466666666666667,3.9788639365918113,-22.94,0.0,180.0,-0.5278906250000013
1405,741.703,45.0,11.466666666666667,4.126816380449142,-22.85,0.0,180.0,-0.4378906250000014
1406,742.155,45.0,11.466666666666667,4.0,-22.76,0.0,180.0,-0.34789062500000156
1407,742.6080000000001,45.0,11.466666666666667,4.021136063408191,-22.59,0.0,180.0,-0.17789062499999986
1408,743.06,45.0,11.466666666666667,3.936591809775429,-22.85,0.0,180.0,-0.4378906250000014
1409,743.5139999999999,45.0,11.466666666666667,3.957727873183618,-22.59,0.0,180.0,-0.17789062499999986
1410,743.966,45.0,11.466666666666667,3.9788639365918113,-22.59,0.0,180.0,-0.17789062499999986
1411,744.419,45.0,11.466666666666667,4.04227212681638,-22.59,0.0,180.0,-0.17789062499999986
1412,744.8710000000001,45.0,11.466666666666667,3.957727873183618,-22.59,0.0,180.0,-0.17789062499999986
1413,745.325,45.0,11.466666666666667,3.957727873183618,-22.59,0.0,180.0,-0.17789062499999986
1414,745.7769999999999,45.0,11.466666666666667,3.957727873183618,-22.68,0.0,180.0,-0.2678906249999997
1415,746.23,45.0,11.466666666666667,3.9788639365918113,-22.68,0.0,180.0,-0.2678906249999997
1416,746.683,45.0,11.466666666666667,3.957727873183618,-22.59,0.0,180.0,-0.17789062499999986
1417,747.1360000000001,45.0,11.466666666666667,3.8943196829590505,-22.59,0.0,180.0,-0.17789062499999986
1418,747.5880000000001,45.0,11.466666666666667,3.957727873183618,-22.59,0.0,180.0,-0.17789062499999986
1419,748.041,45.0,11.466666666666667,4.105680317040951,-22.59,0.0,180.0,-0.17789062499999986
1420,748.4939999999999,45.0,11.466666666666667,3.9788639365918113,-22.59,0.0,180.0,-0.17789062499999986
1421,748.946,45.0,11.466666666666667,4.04227212681638,-22.59,0.0,180.0,-0.17789062499999986
1422,749.3989999999999,45.0,11.466666666666667,3.91545574636724,-22.5,0.0,180.0,-0.087890625
1423,749.852,45.0,11.466666666666667,3.91545574636724,-22.59,0.0,180.0,-0.17789062499999986
1424,750.305,45.0,11.466666666666667,3.957727873183618,-22.76,0.0,180.0,-0.34789062500000156
1425,750.757,45.0,11.466666666666667,3.9788639365918113,-22.76,0.0,180.0,-0.34789062500000156
1426,751.21,45.0,11.466666666666667,4.0,-22.85,0.0,180.0,-0.4378906250000014
1427,751.663,45.0,11.466666666666667,3.936591809775429,-22.85,0.0,180.0,-0.4378906250000014
1428,752.1160000000001,45.0,11.466666666666667,3.91545574636724,-22.76,0.0,180.0,-0.34789062500000156
1429,752.568,45.0,11.466666666666667,3.9788639365918113,-22.68,0.0,180.0,-0.2678906249999997
1430,753.0210000000001,45.0,11.466666666666667,3.9788639365918113,-22.5,0.0,180.0,-0.087890625
1431,753.475,45.0,11.466666666666667,4.021136063408191,-22.5,0.0,180.0,-0.087890625
1432,753.928,45.0,11.466666666666667,3.9788639365918113,-22.5,0.0,180.0,-0.087890625
1433,754.38,45.0,11.466666666666667,4.021136063408191,-22.59,0.0,180.0,-0.17789062499999986
1434,754.8330000000001,45.0,11.466666666666667,3.9788639365918113,-22.85,0.0,180.0,-0.4378906250000014
1435,755.2860000000001,45.0,11.466666666666667,4.021136063408191,-22.59,0.0,180.0,-0.17789062499999986
1436,755.7389999999999,45.0,11.466666666666667,4.021136063408191,-22.68,0.0,180.0,-0.2678906249999997
1437,756.191,45.0,11.466666666666667,3.936591809775429,-22.85,0.0,180.0,-0.4378906250000014
