time,flex sensor,"actuator position, command","actuator position, measured",force,Trial Number,Target Angle
284.497,113.921875,3.3333333333333335,0.023696682464454,-1.3248140900195695,0,175
284.702,114.890625,3.0952380952380953,0.023696682464454,-1.3248140900195695,0,175
284.909,114.46875,3.3333333333333335,0.023696682464454,-1.412876712328767,0,175
285.115,113.15625,3.5714285714285716,0.023696682464454,-1.412876712328767,0,175
285.322,113.296875,3.5714285714285716,0.04739336492891155,-1.412876712328767,0,175
285.527,113.5,3.5714285714285716,0.04739336492891155,-1.412876712328767,0,175
285.734,116.96875,2.619047619047619,-0.023696682464454,-1.5890019569471623,0,175
285.94,120.375,1.9047619047619047,0.023696682464454,-1.412876712328767,0,175
286.147,124.75,0.9523809523809523,0.023696682464454,-1.412876712328767,0,175
286.353,125.859375,0.7142857142857143,0.04739336492891155,-1.2367514677103717,0,175
286.559,125.5,0.7142857142857143,0.04739336492891155,-1.2367514677103717,0,175
286.765,124.75,0.9523809523809523,0.023696682464454,-1.3248140900195695,0,175
286.972,124.75,0.9523809523809523,0.023696682464454,-1.3248140900195695,0,175
287.178,123.765625,1.1904761904761905,0.023696682464454,-1.5890019569471623,0,175
287.384,123.84375,0.9523809523809523,0.0,-1.67706457925636,0,175
287.59,123.5,1.1904761904761905,-0.04739336492891155,-1.412876712328767,0,175
287.797,121.96875,1.4285714285714286,0.023696682464454,-1.412876712328767,0,175
288.003,124.1875,0.9523809523809523,0.0,-1.412876712328767,0,175
288.209,126.890625,0.47619047619047616,0.04739336492891155,-1.5890019569471623,0,175
288.416,126.484375,0.47619047619047616,0.04739336492891155,-1.67706457925636,0,175
288.622,125.15625,0.7142857142857143,-0.023696682464454,-1.5009393346379647,0,175
288.829,125.015625,0.7142857142857143,0.023696682464454,-1.67706457925636,0,175
289.035,124.46875,0.9523809523809523,-0.023696682464454,-1.412876712328767,0,175
289.241,124.125,0.9523809523809523,0.023696682464454,-1.412876712328767,0,175
289.447,124.328125,0.9523809523809523,0.04739336492891155,-1.412876712328767,0,175
289.653,123.984375,0.9523809523809523,0.0,-1.3248140900195695,0,175
289.858,124.125,0.9523809523809523,0.04739336492891155,-1.412876712328767,0,175
290.063,124.046875,0.9523809523809523,0.09478672985781955,-1.412876712328767,0,175
290.27,123.90625,0.9523809523809523,-0.023696682464454,-1.5890019569471623,0,175
290.475,125.5,0.7142857142857143,0.0,-1.67706457925636,0,175
290.681,124.046875,0.9523809523809523,-0.04739336492891155,-1.412876712328767,0,175
290.887,123.84375,0.9523809523809523,0.0,-1.412876712328767,0,175
291.094,124.46875,0.9523809523809523,0.023696682464454,-1.412876712328767,0,175
291.299,124.328125,0.9523809523809523,0.0,-1.412876712328767,0,175
291.506,123.703125,1.1904761904761905,0.023696682464454,-1.412876712328767,0,175
291.711,123.765625,1.1904761904761905,0.023696682464454,-1.412876712328767,0,175
291.917,123.84375,0.9523809523809523,0.04739336492891155,-1.412876712328767,0,175
292.125,123.84375,0.9523809523809523,0.023696682464454,-1.412876712328767,0,175
292.331,123.640625,1.1904761904761905,0.04739336492891155,-1.412876712328767,0,175
292.537,124.1875,0.9523809523809523,0.0,-1.2367514677103717,0,175
292.743,123.5,1.1904761904761905,0.0,-1.412876712328767,0,175
292.95,123.703125,1.1904761904761905,0.023696682464454,-1.3248140900195695,0,175
293.156,123.640625,1.1904761904761905,0.04739336492891155,-1.412876712328767,0,175
293.362,123.90625,0.9523809523809523,0.023696682464454,-1.412876712328767,0,175
293.568,123.5625,1.1904761904761905,-0.023696682464454,-1.3248140900195695,0,175
293.774,124.25,0.9523809523809523,0.07109004739336555,-1.148688845401174,0,175
293.98,123.640625,1.1904761904761905,0.0,-1.2367514677103717,0,175
294.186,123.5,1.1904761904761905,0.0,-1.5890019569471623,0,175
294.392,123.640625,1.1904761904761905,0.0,-1.5009393346379647,0,175
294.598,122.734375,1.4285714285714286,0.04739336492891155,-1.5009393346379647,0,175
294.803,122.796875,1.4285714285714286,0.023696682464454,-1.3248140900195695,0,175
295.01,123.640625,1.1904761904761905,0.023696682464454,-1.3248140900195695,0,175
295.215,123.421875,1.1904761904761905,0.023696682464454,-1.67706457925636,0,175
295.422,123.640625,1.1904761904761905,0.023696682464454,-1.412876712328767,0,175
295.628,123.765625,1.1904761904761905,0.023696682464454,-1.412876712328767,0,175
295.834,123.078125,1.1904761904761905,0.04739336492891155,-1.412876712328767,0,175
296.04,122.875,1.1904761904761905,0.023696682464454,-1.412876712328767,0,175
296.247,122.3125,1.4285714285714286,0.0,-1.412876712328767,0,175
296.452,120.296875,1.9047619047619047,0.023696682464454,-1.3248140900195695,0,175
296.658,120.859375,1.6666666666666667,0.0,-1.412876712328767,0,175
296.865,120.859375,1.6666666666666667,0.023696682464454,-1.412876712328767,0,175
297.07,120.578125,1.9047619047619047,0.023696682464454,-1.0606262230919765,0,175
297.277,120.4375,1.9047619047619047,0.07109004739336555,-1.3248140900195695,0,175
297.483,120.015625,1.9047619047619047,0.023696682464454,-1.3248140900195695,0,175
297.689,119.890625,1.9047619047619047,0.023696682464454,-1.412876712328767,0,175
297.895,120.15625,1.9047619047619047,0.023696682464454,-1.67706457925636,0,175
298.1,120.09375,1.9047619047619047,0.0,-1.67706457925636,0,175
298.307,119.75,1.9047619047619047,-0.023696682464454,-1.5009393346379647,0,175
298.512,119.53125,2.142857142857143,0.023696682464454,-1.412876712328767,0,175
298.719,118.421875,2.380952380952381,0.09478672985781955,-1.67706457925636,0,175
298.924,120.859375,1.6666666666666667,-0.023696682464454,-1.412876712328767,0,175
