t1,t2,command,measured,zero
898057759,898057759,136,259,0
898071439,898071440,136,258,0
898085121,898085121,136,258,0
898098799,898098800,136,258,0
898112476,898112476,136,259,0
898126157,898126158,136,258,0
898141022,898141022,136,258,0
898155400,898155400,136,258,0
898169078,898169078,136,258,0
898182760,898182761,136,258,0
898196439,898196439,136,258,0
898210074,898210074,136,259,0
898223755,898223756,136,260,0
898237435,898237436,136,260,0
898252299,898252299,136,260,0
898266711,898266711,136,259,0
898280396,898280396,136,260,0
898294063,898294064,136,259,0
898307744,898307744,136,258,0
898321381,898321381,136,258,0
898335057,898335058,136,258,0
898348736,898348736,136,258,0
898363438,898363438,136,258,0
898377893,898377893,136,259,0
898391573,898391574,136,258,0
898405258,898405259,136,258,0
898418937,898418938,136,258,0
898432615,898432616,136,258,0
898446297,898446298,136,258,0
898459956,898459957,136,259,0
898474649,898474649,136,259,0
898489031,898489032,136,258,0
898502710,898502711,136,259,0
898516378,898516378,136,260,0
898530057,898530058,136,260,0
898543737,898543737,136,260,0
898557335,898557336,136,260,0
898571012,898571013,136,260,0
898585808,898585808,136,260,0
898600241,898600241,136,260,0
898613910,898613911,136,260,0
898627582,898627582,136,260,0
898641266,898641266,136,259,0
898654935,898654936,136,258,0
898668619,898668619,136,258,0
898682300,898682300,136,258,0
898696999,898696999,136,258,0
898711482,898711482,136,258,0
898725163,898725163,136,258,0
898738843,898738843,136,258,0
898752557,898752557,136,258,0
898766201,898766201,136,258,0
898779882,898779883,136,259,0
898793562,898793562,136,260,0
898808265,898808265,136,260,0
898822727,898822728,136,260,0
898836405,898836405,136,260,0
898850084,898850084,136,260,0
898863771,898863772,136,262,0
898877451,898877451,136,263,0
898891077,898891078,136,264,0
898904756,898904757,136,265,0
898919570,898919570,136,265,0
898933934,898933935,136,265,0
898947613,898947614,136,265,0
898961294,898961295,136,265,0
898975008,898975008,136,265,0
898988687,898988688,136,265,0
899002369,899002370,136,265,0
899016008,899016009,136,265,0
899030709,899030710,136,265,0
899044380,899044380,136,265,0
899058057,899058057,136,265,0
899071723,899071724,136,265,0
899085405,899085406,136,265,0
899099084,899099085,136,265,0
899112759,899112759,136,265,0
899126680,899126680,136,265,0
899141047,899141048,136,265,0
899154726,899154726,136,265,0
899168408,899168409,136,264,0
899182090,899182090,136,264,0
899195768,899195768,136,265,0
899209440,899209441,136,265,0
899223110,899223110,136,265,0
899237847,899237847,136,265,0
899252270,899252271,136,265,0
899265949,899265949,136,265,0
899279631,899279631,136,265,0
899293309,899293310,136,265,0
899306986,899306987,136,265,0
899320667,899320668,136,265,0
899334334,899334334,136,265,0
899349127,899349127,136,265,0
899363448,899363449,136,264,0
899377126,899377126,136,265,0
899390761,899390761,136,265,0
899404446,899404447,136,264,0
899418125,899418125,136,265,0
899431803,899431804,136,265,0
899445490,899445490,136,265,0
899460337,899460337,136,265,0
899474751,899474752,136,264,0
899488433,899488433,136,265,0
899502101,899502102,136,264,0
899515732,899515732,136,264,0
899529364,899529364,136,265,0
899543044,899543045,136,264,0
899556719,899556719,136,265,0
899571554,899571555,136,265,0
899586011,899586011,136,264,0
899599633,899599633,136,265,0
899613312,899613312,136,265,0
899626992,899626993,136,264,0
899640620,899640621,136,265,0
899654298,899654298,136,265,0
899667977,899667978,136,264,0
899682717,899682717,136,264,0
899697106,899697107,136,265,0
899710785,899710785,136,265,0
899724466,899724467,135,265,0
899738145,899738146,135,265,0
899751821,899751821,135,265,0
899765505,899765505,135,264,0
899779186,899779187,135,264,0
899794030,899794031,135,264,0
899808470,899808471,135,265,0
899822152,899822153,135,264,0
899835822,899835823,135,265,0
899849505,899849506,135,265,0
899863152,899863153,135,265,0
899876785,899876786,135,265,0
899890457,899890458,135,265,0
899905285,899905286,135,265,0
899919710,899919711,135,265,0
899933344,899933345,135,265,0
899947023,899947024,135,265,0
899960700,899960701,135,265,0
899974368,899974368,135,265,0
899988049,899988049,135,265,0
900001723,900001724,135,265,0
900016545,900016546,135,265,0
900030940,900030940,135,265,0
900044621,900044621,135,265,0
900058302,900058303,135,265,0
900071980,900071981,135,265,0
900085617,900085617,135,265,0
900099262,900099262,135,265,0
900112929,900112929,135,265,0
900127609,900127609,135,265,0
900142043,900142043,135,265,0
900155723,900155723,135,265,0
900169403,900169403,135,265,0
900183085,900183085,135,265,0
900196762,900196763,135,265,0
900210388,900210389,135,264,0
900224072,900224073,135,265,0
900238773,900238773,135,265,0
900253231,900253231,135,264,0
900266916,900266916,135,264,0
900280597,900280598,135,265,0
900294281,900294281,135,265,0
900307961,900307962,135,265,0
900321642,900321642,135,265,0
900335323,900335323,135,265,0
900350020,900350020,135,265,0
900364469,900364469,135,265,0
900378149,900378149,135,265,0
900391827,900391827,135,265,0
900405505,900405505,135,265,0
900419185,900419186,135,265,0
900432862,900432862,135,264,0
900446545,900446546,135,264,0
900461328,900461328,135,264,0
900475764,900475765,135,265,0
900489447,900489448,135,265,0
900503093,900503094,135,265,0
900516768,900516768,135,265,0
900530449,900530449,135,265,0
900544129,900544129,135,265,0
900557780,900557781,135,265,0
900572516,900572517,135,265,0
900586967,900586968,135,265,0
900600603,900600604,135,265,0
900614283,900614283,135,265,0
900627962,900627963,135,265,0
900641643,900641644,135,265,0
900655318,900655318,135,265,0
900668998,900668999,135,265,0
900683794,900683794,135,265,0
900698280,900698280,135,265,0
900711902,900711902,135,265,0
900725585,900725586,135,267,0
900739268,900739268,135,268,0
900752944,900752945,135,270,0
900766615,900766616,135,271,0
900780265,900780265,135,271,0
900794633,900794634,135,271,0
900808317,900808317,135,271,0
900821999,900821999,135,271,0
900835678,900835678,135,271,0
900849361,900849361,135,271,0
900863041,900863042,135,271,0
900876720,900876720,135,271,0
900891453,900891454,135,271,0
900905834,900905835,135,271,0
900919518,900919519,135,271,0
900933197,900933198,135,270,0
900946877,900946877,135,271,0
900960528,900960529,135,271,0
