t1,t2,command,measured
646901058,646901058,126,314
646902942,646902942,126,314
646904831,646904831,126,314
646906713,646906714,126,314
646908641,646908642,126,314
646910526,646910527,126,314
646912418,646912418,126,314
646914304,646914304,126,314
646916186,646916186,126,313
646918900,646918900,126,313
646920782,646920783,126,313
646922671,646922672,126,313
646924556,646924557,126,313
646926479,646926480,126,313
646928363,646928363,126,313
646930252,646930252,126,313
646932133,646932133,126,313
646934022,646934022,126,314
646936701,646936701,126,314
646938590,646938590,126,314
646940473,646940473,126,314
646942362,646942362,126,314
646944244,646944245,126,314
646946131,646946131,126,314
646948014,646948015,126,314
646949895,646949895,126,314
646951783,646951784,126,314
646954377,646954378,126,314
646956266,646956267,126,314
646958148,646958148,126,314
646960035,646960035,126,314
646961917,646961918,126,314
646963805,646963806,126,314
646965688,646965689,126,314
646967579,646967580,126,314
646969466,646969467,126,314
646972319,646972319,126,314
646974200,646974201,126,314
646976089,646976090,126,314
646977970,646977971,126,314
646979852,646979853,126,314
646981740,646981741,126,314
646983624,646983625,126,314
646985514,646985515,126,314
646987396,646987397,126,314
646990419,646990420,126,314
646992301,646992302,126,314
646994188,646994189,126,314
646996071,646996072,126,314
646997987,646997988,126,314
646999869,646999870,126,314
647001756,647001756,126,314
647003640,647003641,126,314
647005529,647005530,126,314
647008157,647008157,126,314
647010044,647010044,126,314
647011929,647011930,126,314
647013814,647013814,126,314
647015704,647015705,126,314
647017589,647017590,126,314
647019482,647019482,126,314
647021367,647021368,126,314
647023259,647023259,126,314
647026292,647026293,126,314
647028183,647028184,126,314
647030067,647030067,126,314
647031957,647031957,126,314
647033878,647033879,126,314
647035769,647035770,126,314
647037654,647037655,126,314
647039547,647039548,126,314
647041432,647041433,126,314
647044029,647044030,126,314
647045920,647045921,126,314
647047807,647047807,126,314
647049698,647049698,126,314
647051584,647051584,126,314
647053473,647053474,126,314
647055360,647055360,126,314
647057252,647057252,126,314
647059134,647059134,126,314
647061772,647061772,126,314
647063657,647063657,126,314
647065548,647065548,126,314
647067433,647067434,126,314
647069328,647069329,126,314
647071212,647071212,126,314
647073101,647073102,126,314
647074986,647074986,126,314
647076869,647076870,126,314
647079993,647079993,126,314
647081876,647081877,126,314
647083766,647083766,126,314
647085650,647085650,126,314
647087543,647087543,126,314
647089433,647089433,126,314
647091323,647091323,126,314
647093206,647093206,126,314
647095097,647095097,126,314
647098153,647098154,126,314
647100044,647100044,126,314
647101926,647101926,126,314
647103815,647103816,126,314
647105699,647105699,126,314
647107586,647107586,126,314
647109481,647109482,126,314
647111367,647111367,126,314
647113260,647113261,126,314
647116300,647116300,126,314
647118188,647118189,126,314
647120068,647120069,126,314
647121956,647121956,126,314
647123838,647123839,126,314
647125727,647125727,126,314
647127611,647127612,126,314
647129504,647129504,126,314
647131387,647131388,126,314
647134092,647134093,126,314
647135974,647135975,126,314
647137861,647137862,126,314
647139746,647139747,126,314
647141667,647141668,126,314
647143557,647143557,126,314
647145440,647145441,126,314
647147330,647147330,126,314
647149212,647149212,126,314
647152154,647152154,126,314
647154035,647154035,126,314
647155923,647155923,126,314
647157803,647157804,126,314
647159719,647159720,126,314
647161603,647161603,126,314
647163492,647163492,126,314
647165373,647165374,126,314
647167264,647167264,126,314
647169849,647169849,126,314
647171731,647171731,126,314
647173621,647173621,126,314
647175504,647175505,126,314
647177393,647177393,126,314
647179276,647179276,126,314
647181164,647181165,126,314
647183046,647183047,126,314
647184936,647184936,126,314
647187610,647187610,126,314
647189502,647189503,126,314
647191388,647191388,126,314
647193277,647193277,126,314
647195172,647195172,126,314
647197059,647197059,126,314
647198940,647198940,126,314
647200826,647200827,126,314
647202710,647202710,126,313
647205393,647205394,126,313
647207283,647207283,126,313
647209165,647209165,126,313
647211054,647211054,126,313
647212978,647212978,126,313
647214867,647214867,126,313
647216748,647216748,126,313
647218639,647218639,126,313
647221362,647221363,126,312
647223253,647223254,126,312
647225138,647225138,126,312
647227029,647227029,126,312
647228912,647228912,126,312
647230824,647230825,126,312
647232708,647232709,126,312
647234594,647234595,126,312
647236486,647236486,126,312
647238371,647238371,126,312
647240975,647240975,126,312
647242858,647242859,126,312
647244748,647244749,126,312
647246633,647246634,126,312
647248524,647248524,126,312
647250408,647250408,126,312
647252300,647252300,126,312
647254183,647254183,126,312
647256072,647256073,126,313
647258946,647258947,126,313
647260836,647260837,126,313
647262719,647262720,126,313
647264611,647264612,126,313
647266531,647266531,126,313
647268417,647268417,126,313
647270308,647270308,126,313
647272192,647272192,126,313
647274081,647274082,126,314
647276674,647276675,126,314
647278566,647278566,126,314
647280451,647280451,126,314
647282342,647282342,126,314
647284265,647284265,126,314
647286155,647286155,126,314
647288039,647288039,126,314
647289928,647289928,126,314
647291812,647291813,126,314
647294520,647294521,126,314
647296406,647296406,126,314
647298291,647298292,126,314
647300179,647300180,126,314
647302092,647302093,126,314
647303982,647303983,126,314
647305864,647305865,126,314
647307756,647307757,126,314
647309644,647309645,126,314
647312356,647312356,126,314
647314239,647314240,126,314
647316127,647316128,126,314
647318008,647318009,126,314
647319896,647319897,126,314
647321779,647321780,126,314
647323668,647323669,126,314
647325551,647325552,126,314
647327440,647327440,126,314
647330247,647330247,126,314
647332128,647332129,126,314
647334016,647334016,126,314
647335898,647335899,126,314
647337786,647337786,126,314
647339671,647339671,126,314
647341559,647341560,126,314
647343442,647343443,126,314
647345331,647345332,126,314
647348020,647348021,126,314
647349909,647349909,126,314
647351790,647351791,126,314
647353680,647353680,126,314
647355562,647355563,126,314
647357451,647357452,126,314
647359338,647359338,126,314
647361221,647361221,126,314
647363109,647363110,126,314
647366066,647366067,126,314
647367955,647367956,126,314
647369836,647369837,126,314
647371724,647371724,126,314
647373608,647373609,126,314
647375497,647375498,126,314
647377381,647377382,126,314
647379271,647379271,126,314
647381153,647381153,126,314
647383939,647383940,126,314
647385821,647385822,126,314
647387711,647387711,126,314
647389599,647389600,126,314
647391486,647391487,126,314
647393372,647393373,126,314
647395256,647395256,126,314
647397142,647397143,126,314
647399023,647399023,126,314
647401661,647401662,126,314
647403543,647403544,126,314
647405434,647405435,126,314
647407318,647407318,126,314
647409205,647409206,126,314
647411090,647411091,126,314
647412979,647412980,126,314
647414861,647414862,126,314
647416750,647416750,126,314
647419874,647419874,126,314
647421762,647421762,126,314
647423648,647423648,126,314
647425533,647425533,126,314
647427423,647427424,126,314
647429312,647429313,126,314
647431202,647431202,126,314
647433085,647433086,126,314
647434975,647434975,126,314
647438041,647438041,126,314
647439930,647439930,126,314
647441815,647441815,126,314
647443705,647443705,126,314
647445590,647445590,126,314
647447481,647447482,126,314
647449370,647449371,126,314
647451263,647451263,126,314
647453147,647453147,126,314
647456274,647456275,126,314
647458158,647458159,126,314
647460043,647460043,126,314
647461932,647461932,126,314
647463815,647463816,126,314
647465703,647465704,126,314
647467590,647467591,126,314
647469484,647469484,126,314
647471370,647471370,126,314
647474447,647474448,126,314
647476332,647476333,126,314
647478223,647478224,126,314
647480107,647480107,126,314
647481995,647481996,126,314
647483879,647483880,126,314
647485768,647485769,126,314
647487657,647487658,126,314
647489545,647489545,126,314
647492619,647492620,126,314
647494505,647494506,126,314
647496397,647496397,126,314
647498281,647498281,126,314
647500169,647500169,126,314
647502053,647502053,126,314
647503942,647503943,126,314
647505824,647505825,126,314
647507717,647507718,126,314
647510777,647510777,126,314
647512667,647512667,126,314
647514551,647514552,126,314
647516441,647516442,126,314
647518324,647518325,126,314
647520214,647520214,126,314
647522098,647522098,126,314
647523978,647523979,126,314
647525866,647525867,126,314
647529000,647529001,126,314
647530888,647530888,126,314
647532769,647532770,126,314
647534660,647534661,126,314
647536543,647536543,126,314
647538434,647538435,126,314
647540318,647540318,126,314
647542205,647542205,126,314
647544087,647544088,126,314
647547202,647547203,126,314
647549086,647549086,126,314
647550974,647550975,126,314
647552855,647552855,126,314
647554737,647554738,126,314
647556627,647556628,126,314
647558511,647558511,126,314
647560401,647560402,126,314
647562285,647562286,126,314
647565304,647565305,126,314
647567185,647567186,126,314
647569072,647569072,126,314
647570953,647570953,126,314
647572840,647572840,126,314
647574723,647574724,126,314
647576613,647576613,126,314
647578497,647578497,126,314
647580386,647580387,126,314
647583064,647583065,126,314
647584951,647584951,126,314
647586834,647586834,126,314
647588715,647588716,126,314
647590605,647590606,126,314
647592489,647592489,126,314
647594379,647594380,126,314
647596263,647596264,126,314
647598151,647598151,126,314
647600852,647600853,126,314
647602740,647602741,126,314
647604626,647604627,126,314
647606515,647606515,126,314
647608411,647608412,126,314
647610300,647610301,126,314
647612182,647612182,126,314
647614070,647614071,126,314
647615953,647615953,126,314
647618624,647618624,126,314
647620515,647620515,126,314
647622400,647622401,126,314
647624293,647624294,126,314
647626219,647626220,126,314
647628109,647628110,126,314
647629993,647629994,126,314
647631882,647631883,126,314
647634519,647634520,126,314
647636410,647636411,126,314
647638296,647638296,126,314
647640186,647640186,126,314
647642069,647642070,126,314
647643958,647643959,126,314
647645841,647645841,126,314
647647731,647647732,126,314
647649621,647649621,126,314
647652332,647652333,126,314
647654222,647654223,126,314
647656105,647656106,126,314
647657993,647657994,126,314
647659878,647659878,126,314
647661802,647661802,126,314
647663684,647663685,126,314
647665577,647665577,126,314
647667463,647667463,126,314
647670102,647670103,126,314
647671986,647671986,126,314
647673875,647673876,126,314
647675759,647675759,126,314
647677651,647677652,126,314
647679575,647679576,126,314
647681461,647681461,126,314
647683352,647683353,126,314
647685238,647685238,126,314
647687128,647687128,126,314
647689722,647689722,126,314
647691613,647691614,126,314
647693497,647693497,126,314
647695388,647695389,126,314
647697273,647697274,126,314
647699162,647699162,126,314
647701046,647701046,126,314
647702936,647702936,126,314
647704820,647704820,126,314
647707462,647707463,126,314
647709352,647709352,126,314
647711241,647711242,126,314
647713127,647713127,126,314
647715013,647715013,126,314
647716902,647716903,126,314
647718785,647718786,126,314
647720677,647720678,126,314
647722561,647722562,126,314
647725471,647725472,126,314
647727354,647727355,126,314
647729243,647729244,126,314
647731126,647731127,126,314
647733015,647733015,126,314
647734896,647734896,126,314
647736783,647736784,126,314
647738666,647738667,126,314
647740555,647740556,126,314
647743179,647743180,126,314
647745061,647745061,126,314
647746948,647746949,126,314
647748830,647748831,126,314
647750718,647750719,126,314
647752601,647752602,126,314
647754492,647754492,126,314
647756374,647756374,126,314
647758263,647758263,126,314
647761292,647761292,126,314
647763180,647763180,126,314
647765062,647765063,126,314
647766949,647766950,126,314
647768860,647768860,126,314
647770747,647770747,126,314
647772629,647772629,126,314
647774517,647774518,126,314
647776403,647776403,126,314
647778994,647778995,126,314
647780883,647780883,126,314
647782765,647782765,126,314
647784657,647784657,126,314
647786575,647786575,126,314
647788465,647788465,126,314
647790348,647790349,126,314
647792239,647792239,126,314
647794870,647794870,126,314
647796757,647796757,126,314
647798642,647798643,126,314
647800531,647800532,126,314
647802414,647802415,126,314
647804339,647804340,126,314
647806222,647806223,126,314
647808104,647808105,126,314
647809992,647809992,126,314
647811873,647811874,126,314
647814481,647814481,126,314
647816367,647816368,126,314
647818258,647818258,126,314
647820141,647820142,126,314
647822031,647822032,126,314
647823914,647823915,126,314
647825802,647825803,126,314
647827688,647827688,126,314
647829582,647829583,126,314
647832166,647832166,126,314
647834056,647834057,126,314
647835939,647835940,126,314
647837827,647837827,126,314
647839712,647839713,126,314
647841597,647841598,126,314
647843491,647843491,126,314
647845377,647845377,126,314
647848105,647848106,126,314
647849989,647849989,126,314
647851879,647851879,126,314
647853761,647853762,126,314
647855654,647855655,126,314
647857579,647857579,126,314
647859470,647859471,126,314
647861355,647861356,126,314
647863247,647863247,126,314
647865879,647865880,126,314
647867769,647867770,126,314
647869657,647869658,126,314
647871542,647871543,126,314
647873433,647873434,126,314
647875319,647875320,126,314
647877211,647877211,126,314
647879093,647879094,126,314
647880983,647880983,126,314
647882866,647882867,126,313
647885475,647885476,126,313
647887360,647887361,126,313
647889252,647889253,126,313
647891136,647891137,126,313
647893026,647893026,126,313
647894909,647894909,126,313
647896798,647896798,126,313
647898680,647898681,126,313
647900570,647900570,126,314
647903161,647903162,126,314
647905046,647905046,126,314
647906935,647906935,126,314
647908818,647908818,126,314
647910709,647910710,126,314
647912595,647912595,126,314
647914486,647914487,126,314
647916372,647916373,126,314
647918264,647918264,126,314
647920939,647920939,126,314
647922826,647922827,126,314
647924708,647924708,126,314
647926597,647926597,126,314
647928523,647928524,126,314
647930412,647930412,126,314
647932296,647932297,126,314
647934178,647934179,126,314
647936895,647936896,126,314
647938776,647938777,126,314
647940666,647940667,126,314
647942550,647942550,126,314
647944440,647944440,126,314
647946362,647946362,126,314
647948252,647948252,126,314
647950134,647950134,126,314
647952022,647952023,126,314
647954667,647954668,126,314
647956555,647956556,126,314
647958439,647958439,126,314
647960327,647960327,126,314
647962210,647962211,126,314
647964097,647964098,126,314
647965980,647965981,126,314
647967863,647967863,126,314
647969754,647969754,126,314
647971637,647971638,126,314
647974239,647974239,126,314
647976119,647976120,126,314
647978007,647978008,126,314
647979888,647979889,126,314
647981775,647981776,126,314
647983658,647983658,126,314
647985547,647985547,126,314
647987431,647987431,126,314
647989323,647989323,126,314
647991909,647991910,126,314
647993798,647993798,126,314
647995678,647995679,126,314
647997561,647997562,126,314
647999486,647999487,126,314
648001370,648001371,126,314
648003261,648003261,126,314
648005143,648005143,126,314
648007783,648007783,126,314
648009670,648009670,126,314
648011558,648011559,126,314
648013444,648013445,126,314
648015333,648015334,126,314
648017250,648017250,126,314
648019139,648019139,126,314
648021022,648021022,126,314
648022908,648022909,126,314
648025621,648025622,126,314
648027512,648027513,126,314
648029401,648029401,126,314
648031286,648031286,126,314
648033174,648033175,126,314
648035058,648035059,126,314
648036946,648036947,126,314
648038832,648038832,126,314
648040722,648040723,126,314
648042607,648042608,126,314
648045208,648045209,126,314
648047091,648047092,126,314
648048981,648048982,126,314
648050865,648050866,126,314
648052782,648052783,126,314
648054670,648054670,126,314
648056561,648056561,126,314
648058444,648058445,126,314
648060330,648060330,126,314
648062932,648062933,126,314
648064815,648064815,126,314
648066704,648066705,126,314
648068589,648068590,126,314
648070480,648070480,126,314
648072365,648072366,126,314
648074258,648074259,126,314
648076142,648076142,126,314
648078867,648078868,126,314
648080753,648080753,126,314
648082645,648082646,126,314
648084532,648084533,126,314
648086424,648086424,126,314
648088321,648088322,126,314
648090211,648090212,126,314
648092097,648092098,126,314
648093980,648093981,126,314
648095870,648095870,126,314
648098563,648098563,126,314
648100453,648100453,126,314
648102336,648102337,126,314
648104228,648104229,126,314
648106125,648106126,126,314
648108014,648108014,126,314
648109898,648109898,126,314
648111787,648111788,126,314
648113670,648113671,126,314
648116272,648116273,126,314
648118154,648118155,126,314
648120041,648120042,126,314
648121924,648121925,126,314
648123804,648123805,126,314
648125692,648125693,126,314
648127579,648127580,126,314
648129471,648129471,126,314
648131353,648131354,126,314
648133954,648133955,126,314
648135836,648135837,126,314
648137724,648137725,126,314
648139610,648139610,126,314
648141499,648141499,126,314
648143383,648143384,126,314
648145273,648145274,126,314
648147156,648147156,126,314
648149885,648149886,126,313
648151768,648151768,126,313
648153656,648153657,126,313
648155540,648155541,126,313
648157424,648157425,126,313
648159316,648159317,126,313
648161200,648161201,126,313
648163087,648163088,126,313
648164970,648164971,126,313
648166859,648166859,126,314
648169453,648169453,126,314
648171342,648171343,126,314
648173226,648173227,126,314
648175115,648175115,126,314
648176996,648176997,126,314
648178884,648178885,126,314
648180766,648180767,126,314
648182654,648182655,126,314
648185365,648185366,126,314
648187251,648187252,126,314
648189139,648189139,126,314
648191021,648191022,126,314
648192909,648192909,126,314
648194810,648194811,126,314
648196702,648196702,126,314
648198589,648198589,126,314
648200480,648200481,126,314
648203203,648203204,126,314
648205093,648205094,126,314
648206976,648206977,126,314
648208865,648208866,126,314
648210749,648210750,126,314
648212639,648212640,126,314
648214525,648214526,126,314
648216417,648216418,126,314
648218304,648218304,126,314
648221021,648221022,126,314
648222911,648222911,126,314
648224796,648224797,126,314
648226687,648226688,126,314
648228574,648228575,126,314
648230467,648230468,126,314
648232355,648232355,126,314
648234248,648234248,126,314
648236132,648236133,126,314
648238023,648238024,126,314
648240618,648240619,126,314
648242510,648242511,126,314
648244399,648244400,126,314
648246290,648246291,126,314
648248174,648248174,126,314
648250059,648250060,126,314
648251950,648251951,126,314
648253835,648253835,126,314
648255727,648255728,126,314
648258319,648258319,126,314
648260211,648260212,126,314
648262096,648262097,126,314
648263988,648263988,126,314
648265897,648265898,126,314
648267790,648267791,126,314
648269679,648269679,126,314
648271571,648271571,126,314
648273457,648273458,126,313
648276148,648276149,126,313
648278035,648278036,126,313
648279926,648279926,126,313
648281811,648281812,126,313
648283726,648283727,126,313
648285619,648285619,126,313
648287505,648287506,126,313
648289401,648289401,126,313
648292055,648292055,126,312
648293946,648293946,126,312
648295830,648295831,126,312
648297721,648297721,126,312
648299608,648299608,126,312
648301501,648301502,126,312
648303390,648303390,126,312
648305282,648305283,126,312
648307168,648307168,126,312
648309059,648309059,126,313
648311656,648311656,126,313
648313541,648313542,126,313
648315434,648315435,126,313
648317320,648317321,126,313
648319213,648319213,126,313
648321098,648321099,126,313
648322990,648322991,126,313
648324876,648324877,126,313
648327596,648327597,126,314
648329484,648329485,126,314
648331375,648331376,126,314
648333261,648333262,126,314
648335150,648335150,126,314
