"35186,1000,976,253"
"35687,1001,975,255"
"36188,1002,976,252"
"36689,1003,975,252"
"37190,1004,976,252"
"37691,1005,975,252"
"38192,1006,975,254"
"38693,1007,975,255"
"39194,1008,976,253"
"39695,1009,976,252"
"40196,1010,976,254"
"40697,1011,976,252"
"41198,1012,976,252"
"41699,1013,975,252"
"42200,1014,976,255"
"42701,1015,976,252"
"43202,1016,975,254"
"43703,1017,976,252"
"44205,1018,975,254"
"44706,1019,975,255"
"45207,1020,975,255"
"45708,1021,976,252"
"46209,1022,975,254"
"46710,1023,975,253"
"47211,1024,975,253"
"47712,1025,976,255"
"48213,1026,976,254"
"48714,1027,975,255"
"49215,1028,975,255"
"49716,1029,975,255"
"50217,1030,975,255"
"50718,1031,976,254"
"51219,1032,975,252"
"51720,1033,975,254"
"52221,1034,975,252"
"52722,1035,975,253"
"53224,1036,976,252"
"53725,1037,975,252"
"54226,1038,975,252"
"54727,1039,976,252"
"55228,1040,976,254"
"55729,1041,976,252"
"56230,1042,975,252"
"56731,1043,975,254"
"57232,1044,976,255"
"57733,1045,975,252"
"58234,1046,976,253"
"58735,1047,976,252"
"59236,1048,976,252"
"59737,1049,976,252"
"60238,1050,976,255"
"60739,1051,975,252"
"61240,1052,972,252"
"61742,1053,973,255"
"62243,1054,972,254"
"62744,1055,972,252"
"63245,1056,968,255"
"63746,1057,968,254"
"64247,1058,968,252"
"64748,1059,967,252"
"65249,1060,968,255"
"65750,1061,964,252"
"66251,1062,964,252"
"66752,1063,964,255"
"67253,1064,961,253"
"67754,1065,961,253"
"68255,1066,957,252"
"68756,1067,957,252"
"69257,1068,957,252"
"69758,1069,957,254"
"70259,1070,957,252"
"70760,1071,958,252"
"71262,1072,958,254"
"71763,1073,957,255"
"72264,1074,959,252"
"72765,1075,957,252"
"73266,1076,958,253"
"73767,1077,957,252"
"74268,1078,957,252"
"74769,1079,958,252"
"75270,1080,958,252"
"75771,1081,958,252"
"76272,1082,958,255"
"76773,1083,957,252"
"77274,1084,957,252"
"77775,1085,957,255"
"78276,1086,957,254"
"78777,1087,957,254"
"79278,1088,957,252"
"79779,1089,957,254"
"80281,1090,957,255"
"80782,1091,958,255"
"81283,1092,957,252"
"81784,1093,958,252"
"82285,1094,958,254"
"82786,1095,957,252"
"83287,1096,957,253"
"83788,1097,957,252"
"84289,1098,957,252"
"84790,1099,958,252"
"85291,1100,924,255"
"85792,1101,923,252"
"86293,1102,924,252"
"86794,1103,922,252"
"87295,1104,922,252"
"87796,1105,918,252"
"88297,1106,918,252"
"88799,1107,918,254"
"89300,1108,916,252"
"89801,1109,916,252"
"90302,1110,913,255"
"90803,1111,913,253"
"91304,1112,913,252"
"91805,1113,913,252"
"92306,1114,911,255"
"92807,1115,911,255"
"93308,1116,908,255"
"93809,1117,908,255"
"94310,1118,907,255"
"94811,1119,904,252"
"95312,1120,904,255"
"95813,1121,904,255"
"96314,1122,904,255"
"96815,1123,903,255"
"97316,1124,903,252"
"97817,1125,903,255"
"98319,1126,903,253"
"98820,1127,903,252"
"99321,1128,903,254"
"99822,1129,903,254"
"100323,1130,903,253"
"100824,1131,904,255"
"101325,1132,904,255"
"101826,1133,904,255"
"102327,1134,903,255"
"102828,1135,904,255"
"103329,1136,903,252"
"103830,1137,903,252"
"104331,1138,903,254"
"104832,1139,903,252"
"105333,1140,904,252"
"105834,1141,903,255"
"106335,1142,903,252"
"106837,1143,904,255"
"107338,1144,904,255"
"107839,1145,904,254"
"108340,1146,903,255"
"108841,1147,903,255"
"109342,1148,904,252"
"109843,1149,903,252"
"110344,1150,904,255"
"110845,1151,903,255"
"111346,1152,903,252"
"111847,1153,903,252"
"112348,1154,870,253"
"112849,1155,867,255"
"113350,1156,867,254"
"113851,1157,867,255"
"114352,1158,867,252"
"114853,1159,865,252"
"115355,1160,865,253"
"115856,1161,865,252"
"116357,1162,862,252"
"116858,1163,862,255"
"117359,1164,859,255"
"117860,1165,859,255"
"118361,1166,858,255"
"118862,1167,855,252"
"119363,1168,855,252"
"119864,1169,855,252"
"120365,1170,855,252"
"120866,1171,851,253"
"121367,1172,851,255"
"121868,1173,851,255"
"122369,1174,851,252"
"122870,1175,848,254"
"123371,1176,848,252"
"123872,1177,848,255"
"124373,1178,846,252"
"124875,1179,845,252"
"125376,1180,845,254"
"125877,1181,845,252"
"126378,1182,845,252"
"126879,1183,846,252"
"127380,1184,845,252"
"127881,1185,846,252"
"128382,1186,846,254"
"128883,1187,845,252"
"129384,1188,845,252"
"129885,1189,845,252"
"130386,1190,846,252"
"130887,1191,846,252"
"131388,1192,846,254"
"131889,1193,846,252"
"132390,1194,846,251"
"132891,1195,845,251"
"133393,1196,846,251"
"133894,1197,846,252"
"134395,1198,845,252"
"134896,1199,845,252"
"135397,1200,846,254"
"135898,1201,845,254"
"136399,1202,845,255"
"136900,1203,845,255"
"137401,1204,845,255"
"137902,1205,845,252"
"138403,1206,845,252"
"138904,1207,846,255"
"139405,1208,846,252"
"139906,1209,845,255"
"140407,1210,818,255"
"140908,1211,812,252"
"141409,1212,812,252"
"141910,1213,810,252"
"142412,1214,810,252"
"142913,1215,808,252"
"143414,1216,807,252"
