time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter
48474,0.00,0.05,252.61,0,0,0
48530,0.00,0.05,252.61,0,0,0
48586,0.00,0.05,252.61,0,0,0
48642,0.00,0.05,252.61,0,0,0
48698,0.00,0.05,252.61,0,0,0
48754,0.00,0.05,252.59,0,0,0
48809,0.00,0.05,252.57,0,0,0
48865,0.00,0.05,252.53,0,0,0
48921,0.00,0.04,252.50,0,0,0
48977,0.00,0.04,252.47,0,0,0
49033,0.00,0.04,252.44,0,0,0
49088,0.00,0.04,252.41,0,0,0
49144,0.00,0.03,252.38,0,0,0
49200,0.00,0.03,252.35,0,0,0
49256,0.00,0.03,252.33,0,0,0
49312,0.00,0.03,252.30,0,0,0
49368,0.00,0.02,252.27,0,0,0
49423,0.00,0.02,252.24,0,0,0
49479,0.00,0.02,252.21,0,0,0
49535,0.00,0.02,252.19,0,0,0
49591,0.00,0.01,252.17,0,0,0
49647,0.00,0.01,252.14,0,0,0
49702,0.00,0.01,252.11,0,0,0
49758,0.00,0.00,252.08,0,0,0
49814,0.00,0.00,252.05,0,0,0
49870,0.00,0.00,252.02,0,0,0
49926,0.00,-0.00,251.99,0,0,0
49982,0.00,-0.00,251.97,0,0,0
50037,0.00,-0.00,251.95,0,0,0
50093,0.00,-0.00,251.93,0,0,0
50149,0.00,-0.00,251.91,0,0,0
50205,0.00,-0.00,251.91,0,0,0
50261,0.00,-0.00,251.90,0,0,0
50317,0.00,-0.00,251.90,0,0,0
50373,0.00,-0.00,251.91,0,0,0
50429,0.00,-0.00,251.92,0,0,0
50484,0.00,-0.00,251.94,0,0,0
50540,0.00,-0.00,251.96,0,0,0
50596,0.00,-0.00,251.99,0,0,0
50652,0.00,0.00,252.05,0,0,0
50708,0.00,0.01,252.13,0,0,0
50764,0.00,0.02,252.23,0,0,0
50819,0.00,0.03,252.37,0,0,0
50875,0.00,0.05,252.52,0,0,0
50931,0.00,0.06,252.71,0,0,0
50987,0.00,0.08,252.92,0,0,0
51043,0.00,0.10,253.16,0,0,0
51099,0.00,0.12,253.42,0,0,0
51154,0.00,0.15,253.69,0,0,0
51210,0.00,0.17,253.97,0,0,0
51266,0.00,0.20,254.25,0,0,0
51322,0.00,0.22,254.53,0,0,0
51378,0.00,0.25,254.81,0,0,0
51434,0.00,0.27,255.07,0,0,0
51489,0.00,0.29,255.32,0,0,0
51545,0.00,0.31,255.54,0,0,0
51601,0.00,0.33,255.72,0,0,0
51657,0.00,0.34,255.87,0,0,0
51713,0.00,0.35,255.99,0,0,0
51768,0.00,0.36,256.07,0,0,0
51824,0.00,0.36,256.11,0,0,0
51880,0.00,0.36,256.11,0,0,0
51936,0.00,0.36,256.07,0,0,0
51992,0.00,0.35,256.00,0,0,0
52048,0.00,0.34,255.89,0,0,0
52103,0.00,0.33,255.76,0,0,0
52159,0.00,0.32,255.61,0,0,0
52215,0.00,0.30,255.44,0,0,0
52271,0.00,0.29,255.28,0,0,0
52327,0.00,0.27,255.11,0,0,0
52382,0.00,0.26,254.96,0,0,0
52438,0.00,0.25,254.82,0,0,0
52494,0.00,0.24,254.70,0,0,0
52550,0.00,0.23,254.60,0,0,0
52606,0.00,0.22,254.53,0,0,0
52662,0.00,0.22,254.48,0,0,0
52717,0.00,0.22,254.45,0,0,0
52773,0.00,0.21,254.43,0,0,0
52829,0.00,0.21,254.41,0,0,0
52885,0.00,0.21,254.40,0,0,0
52941,0.00,0.21,254.39,0,0,0
52996,0.00,0.21,254.39,0,0,0
53052,0.00,0.21,254.39,0,0,0
53108,0.00,0.21,254.41,0,0,0
53164,0.00,0.21,254.43,0,0,0
53220,0.00,0.22,254.48,0,0,0
53276,0.00,0.22,254.55,0,0,0
53331,0.00,0.23,254.65,0,0,0
53387,0.00,0.24,254.77,0,0,0
53443,0.00,0.26,254.93,0,0,0
53499,0.00,0.27,255.13,0,0,0
53555,0.00,0.29,255.35,0,0,0
53610,0.00,0.32,255.59,0,0,0
53666,0.00,0.34,255.86,0,0,0
53722,0.00,0.36,256.15,0,0,0
53778,0.00,0.39,256.46,0,0,0
53834,0.00,0.42,256.77,0,0,0
53889,0.00,0.45,257.09,0,0,0
53945,0.00,0.48,257.41,0,0,0
54001,0.00,0.50,257.72,0,0,0
54057,0.00,0.53,258.01,0,0,0
54113,0.00,0.55,258.30,0,1,0
54169,0.00,0.58,258.57,0,0,0
54224,0.00,0.60,258.82,0,0,0
54280,0.00,0.62,259.07,0,0,0
54336,0.00,0.64,259.31,0,0,0
54392,0.00,0.66,259.53,0,0,0
54448,0.00,0.68,259.74,0,0,0
54503,0.00,0.70,259.93,0,0,0
54559,0.00,0.71,260.11,0,0,0
54615,0.00,0.72,260.24,0,0,0
54671,0.00,0.73,260.35,0,0,0
54727,0.00,0.74,260.40,0,0,0
54783,0.00,0.74,260.42,0,0,0
54838,0.00,0.74,260.38,0,0,0
54894,0.00,0.73,260.31,0,0,0
54950,0.00,0.72,260.19,0,0,0
55006,0.00,0.71,260.04,0,0,0
55062,0.00,0.69,259.86,0,0,0
55117,0.00,0.67,259.66,0,0,0
55173,0.00,0.65,259.43,0,0,0
55229,0.00,0.63,259.19,0,0,0
55285,0.00,0.61,258.92,0,0,0
55341,0.00,0.58,258.65,0,0,0
55397,0.00,0.56,258.37,0,0,0
55452,0.00,0.53,258.09,0,0,0
55508,0.00,0.51,257.80,0,0,0
55564,0.00,0.48,257.51,0,0,0
55620,0.00,0.46,257.22,0,0,0
55676,0.00,0.43,256.94,0,0,0
55731,0.00,0.41,256.67,0,0,0
55787,0.00,0.39,256.41,0,0,0
55843,0.00,0.37,256.16,0,0,0
55899,0.00,0.34,255.92,0,0,0
55955,0.00,0.33,255.71,0,0,0
56011,0.00,0.31,255.51,0,0,0
56066,0.00,0.29,255.32,0,0,0
56122,0.00,0.28,255.16,0,0,0
56178,0.00,0.26,255.01,0,0,0
56234,0.00,0.25,254.89,0,0,0
56290,0.00,0.25,254.79,0,0,0
56345,0.00,0.24,254.71,0,0,0
56401,0.00,0.23,254.65,0,0,0
56457,0.00,0.23,254.60,0,0,0
56513,0.00,0.23,254.56,0,0,0
56569,0.00,0.22,254.53,0,0,0
56625,0.00,0.22,254.51,0,0,0
56680,0.00,0.22,254.48,0,0,0
56736,0.00,0.22,254.47,0,0,0
56792,0.00,0.22,254.45,0,0,0
56848,0.00,0.21,254.44,0,0,0
56904,0.00,0.21,254.43,0,0,0
56959,0.00,0.21,254.42,0,0,0
57015,0.00,0.21,254.41,0,0,0
57071,0.00,0.21,254.39,0,0,0
57127,0.00,0.21,254.37,0,0,0
57183,0.00,0.21,254.36,0,0,0
57239,0.00,0.21,254.35,0,0,0
57294,0.00,0.21,254.34,0,0,0
57350,0.00,0.21,254.34,0,0,0
57406,0.00,0.21,254.33,0,0,0
57462,0.00,0.20,254.33,0,0,0
57518,0.00,0.20,254.33,0,0,0
57573,0.00,0.20,254.33,0,0,0
57629,0.00,0.20,254.32,0,0,0
57685,0.00,0.20,254.32,0,0,0
57741,0.00,0.20,254.31,0,0,0
57797,0.00,0.20,254.30,0,0,0
57853,0.00,0.20,254.30,0,0,0
57908,0.00,0.20,254.29,0,0,0
57964,0.00,0.20,254.29,0,0,0
58020,0.00,0.20,254.29,0,0,0
58076,0.00,0.20,254.30,0,0,0
58132,0.00,0.20,254.30,0,0,0
58187,0.00,0.20,254.31,0,0,0
58243,0.00,0.20,254.32,0,0,0
