time,flex sensor,"actuator position, command","actuator position, measured",force
23.715,88.09375,10.2,8.619447779111646,-6.252446183953033
23.922,74.203125,11.52,11.020408163265307,-3.9628180039138945
24.128,64.96875,12.18,11.692677070828331,-3.3463796477495107
24.333,59.5625,12.620000000000001,12.388955582232892,-2.3776908023483365
24.541,52.828125,13.280000000000001,13.03721488595438,-1.4970645792563602
24.746,50.75,13.5,13.637454981992796,-0.8806262230919765
24.953,42.0,14.16,14.18967587034814,-0.3522504892367906
25.159,37.96875,14.600000000000001,14.525810324129651,0.08806262230919765
25.366,33.328125,15.04,14.717887154861945,0.08806262230919765
25.571,31.375,15.260000000000002,15.10204081632653,0.6164383561643836
25.778,30.0625,15.260000000000002,15.582232893157263,1.5851272015655578
25.984,28.59375,15.48,15.582232893157263,1.4970645792563602
26.191,26.59375,15.7,15.630252100840337,1.2328767123287672
26.397,25.34375,15.7,16.278511404561826,2.4657534246575343
26.604,25.46875,15.7,16.23049219687875,2.3776908023483365
26.81,26.234375,15.7,16.206482593037215,2.025440313111546
27.016,32.28125,15.04,16.254501800720288,2.5538160469667317
27.224,42.421875,14.16,15.966386554621849,2.3776908023483365
27.43,53.875,13.280000000000001,15.558223289315727,1.761252446183953
27.637,61.015625,12.620000000000001,14.741896758703481,0.6164383561643836
27.843,73.234375,11.52,13.9015606242497,-0.26418786692759294
28.049,90.109375,9.98,13.82953181272509,-0.26418786692759294
28.255,109.125,8.440000000000001,12.55702280912365,-1.761252446183953
28.461,118.84375,7.560000000000002,9.051620648259304,-5.5479452054794525
28.668,128.90625,6.68,9.003601440576231,-5.988258317025441
28.872,132.515625,6.240000000000002,8.907563025210084,-5.371819960861057
29.078,133.625,6.240000000000002,8.37935174069628,-5.900195694716243
29.285,131.484375,6.460000000000001,7.707082833133253,-6.164383561643835
29.491,124.390625,7.120000000000001,7.65906362545018,-6.076320939334638
29.698,111.0625,8.220000000000002,7.6830732292917165,-6.428571428571429
29.904,99.890625,9.100000000000001,7.851140456182472,-6.252446183953033
30.11,89.125,10.2,9.579831932773109,-4.843444227005871
30.316,80.734375,10.86,10.34813925570228,-4.4911937377690805
30.523,71.921875,11.52,11.06842737094838,-3.6105675146771037
30.728,65.25,12.18,11.908763505402161,-2.3776908023483365
30.935,58.59375,12.84,12.41296518607443,-0.8806262230919765
31.141,52.625,13.280000000000001,13.205282112845138,-0.3522504892367906
31.348,45.125,13.940000000000001,13.805522208883554,0.26418786692759294
31.554,39.15625,14.600000000000001,14.477791116446578,0.9686888454011742
31.761,37.140625,14.600000000000001,14.645858343337334,0.7925636007827789
31.967,35.8125,14.82,14.645858343337334,0.3522504892367906
32.174,35.0625,14.82,15.294117647058822,1.0567514677103718
32.38,33.59375,15.04,15.534213685474189,1.6731898238747553
32.587,32.625,15.04,15.510204081632654,1.6731898238747553
32.793,32.078125,15.04,15.46218487394958,1.9373776908023483
33.0,32.0,15.04,15.774309723889555,1.9373776908023483
33.205,31.234375,15.260000000000002,15.870348139255702,2.2015655577299413
33.412,36.578125,14.82,15.894357743097238,2.289628180039139
33.617,37.765625,14.600000000000001,15.894357743097238,2.7299412915851273
33.824,50.53125,13.5,15.702280912364946,2.5538160469667317
34.03,53.25,13.280000000000001,14.357743097238895,0.44031311154598823
34.236,59.21875,12.84,14.357743097238895,0.44031311154598823
34.442,64.140625,12.400000000000002,14.381752701080433,0.6164383561643836
34.649,73.578125,11.52,14.333733493397359,0.7045009784735812
34.854,84.96875,10.420000000000002,14.333733493397359,0.9686888454011742
35.061,98.5,9.32,11.380552220888354,-3.522504892367906
35.267,106.625,8.66,10.684273709483794,-4.4911937377690805
35.474,112.734375,8.0,10.684273709483794,-4.579256360078278
35.679,115.78125,7.780000000000001,9.891956782713086,-5.107632093933463
35.886,121.6875,7.34,9.411764705882353,-5.371819960861057
36.091,121.265625,7.34,8.93157262905162,-5.900195694716243
36.298,121.6875,7.34,8.883553421368548,-5.724070450097847
36.503,105.9375,8.66,8.93157262905162,-5.724070450097847
36.709,89.125,10.2,8.93157262905162,-5.724070450097847
36.915,74.203125,11.52,10.084033613445378,-5.107632093933463
37.12,62.125,12.400000000000002,12.34093637454982,-2.2015655577299413
37.327,49.359375,13.5,13.253301320528212,-0.5283757338551859
37.532,40.890625,14.380000000000003,14.021608643457384,-0.1761252446183953
37.737,34.5625,14.82,14.693877551020408,0.8806262230919765
37.944,30.6875,15.260000000000002,14.837935174069628,0.7925636007827789
38.15,27.765625,15.48,14.8859543817527,0.08806262230919765
38.357,25.890625,15.7,15.750300120048019,1.6731898238747553
38.562,25.546875,15.7,15.702280912364946,1.2328767123287672
38.768,27.484375,15.48,15.798319327731093,1.4090019569471623
38.974,36.375,14.82,15.774309723889555,1.5851272015655578
39.181,45.125,13.940000000000001,15.702280912364946,1.6731898238747553
39.386,53.734375,13.280000000000001,15.270108043217288,1.5851272015655578
39.593,59.5625,12.620000000000001,14.357743097238895,0.7045009784735812
39.798,73.65625,11.52,13.97358943577431,0.26418786692759294
40.005,91.078125,9.98,14.045618247298918,0.0
40.21,99.96875,9.100000000000001,12.77310924369748,-1.4970645792563602
40.416,108.15625,8.440000000000001,9.819927971188475,-5.636007827788649
40.623,122.734375,7.120000000000001,9.771908763505403,-5.459882583170255
40.829,125.640625,6.900000000000002,9.819927971188475,-5.0195694716242665
41.035,131.125,6.460000000000001,8.451380552220888,-6.076320939334638
41.241,127.03125,6.900000000000002,7.947178871548619,-6.516634050880627
41.448,118.84375,7.560000000000002,8.043217286914766,-6.076320939334638
