,oldTime,flex sensor,"actuator position, command","actuator position, measured",force,'Trial Number','Target Angle','Bookmark',time
0,427603.0,180.0,64.0,815.0,258.0,0.0,0.0,0.0,427603.0
1,428055.0,180.0,64.0,809.0,258.0,0.0,0.0,0.0,428055.0
2,428508.0,180.0,64.0,806.0,260.0,0.0,0.0,0.0,428508.0
3,428961.0,180.0,64.0,814.0,260.0,0.0,0.0,0.0,428961.0
4,429413.0,180.0,64.0,813.0,260.0,0.0,0.0,0.0,429413.0
5,429865.0,180.0,64.0,810.0,260.0,0.0,0.0,0.0,429865.0
6,430317.0,180.0,64.0,813.0,260.0,0.0,0.0,0.0,430317.0
7,430770.0,180.0,64.0,811.0,260.0,0.0,0.0,0.0,430770.0
8,431222.0,180.0,64.0,803.0,259.0,0.0,0.0,0.0,431222.0
9,431675.0,180.0,64.0,812.0,259.0,0.0,0.0,0.0,431675.0
10,432128.0,180.0,64.0,816.0,260.0,0.0,0.0,0.0,432128.0
11,432580.0,180.0,64.0,812.0,260.0,0.0,0.0,0.0,432580.0
12,433032.0,180.0,64.0,813.0,257.0,0.0,0.0,0.0,433032.0
13,433486.0,180.0,64.0,810.0,257.0,0.0,0.0,0.0,433486.0
14,433938.0,180.0,64.0,806.0,254.0,0.0,0.0,0.0,433938.0
15,434390.0,180.0,64.0,811.0,255.0,0.0,0.0,0.0,434390.0
16,434842.0,180.0,64.0,812.0,256.0,0.0,0.0,0.0,434842.0
17,435294.0,180.0,64.0,810.0,256.0,0.0,0.0,0.0,435294.0
18,435748.0,180.0,64.0,811.0,259.0,0.0,0.0,0.0,435748.0
19,436200.0,180.0,64.0,811.0,258.0,0.0,0.0,0.0,436200.0
20,436652.0,180.0,64.0,813.0,257.0,0.0,0.0,0.0,436652.0
21,437105.0,180.0,64.0,816.0,256.0,0.0,0.0,0.0,437105.0
22,437557.0,180.0,64.0,810.0,256.0,0.0,0.0,0.0,437557.0
23,438010.0,180.0,64.0,803.0,257.0,0.0,0.0,0.0,438010.0
24,438462.0,180.0,64.0,810.0,259.0,0.0,0.0,0.0,438462.0
25,438914.0,180.0,64.0,812.0,257.0,0.0,0.0,0.0,438914.0
26,439367.0,180.0,64.0,808.0,257.0,0.0,0.0,0.0,439367.0
27,439819.0,180.0,64.0,810.0,256.0,0.0,0.0,0.0,439819.0
28,440272.0,180.0,64.0,808.0,257.0,0.0,0.0,0.0,440272.0
29,440725.0,180.0,64.0,812.0,257.0,0.0,0.0,0.0,440725.0
30,441177.0,180.0,64.0,810.0,257.0,0.0,0.0,0.0,441177.0
31,441629.0,180.0,64.0,810.0,256.0,0.0,0.0,0.0,441629.0
32,442083.0,180.0,64.0,812.0,257.0,0.0,0.0,0.0,442083.0
33,442535.0,180.0,64.0,809.0,256.0,0.0,0.0,0.0,442535.0
34,442987.0,180.0,64.0,808.0,258.0,0.0,0.0,0.0,442987.0
35,443440.0,180.0,64.0,806.0,256.0,0.0,0.0,0.0,443440.0
36,443892.0,180.0,64.0,808.0,257.0,0.0,0.0,0.0,443892.0
37,444344.0,180.0,64.0,814.0,256.0,0.0,0.0,0.0,444344.0
38,444797.0,180.0,64.0,813.0,257.0,0.0,0.0,0.0,444797.0
39,445249.0,180.0,64.0,809.0,256.0,0.0,0.0,0.0,445249.0
40,445702.0,180.0,64.0,810.0,257.0,0.0,0.0,0.0,445702.0
41,446154.0,180.0,64.0,814.0,258.0,0.0,0.0,0.0,446154.0
42,446606.0,180.0,64.0,814.0,257.0,0.0,0.0,0.0,446606.0
43,447060.0,180.0,64.0,812.0,257.0,0.0,0.0,0.0,447060.0
44,447512.0,180.0,64.0,808.0,256.0,0.0,0.0,0.0,447512.0
45,447964.0,180.0,64.0,808.0,257.0,0.0,0.0,0.0,447964.0
46,448417.0,180.0,64.0,809.0,256.0,0.0,0.0,0.0,448417.0
47,448870.0,180.0,64.0,809.0,256.0,0.0,0.0,0.0,448870.0
48,449322.0,180.0,64.0,810.0,256.0,0.0,0.0,0.0,449322.0
49,449775.0,180.0,64.0,812.0,252.0,0.0,0.0,0.0,449775.0
50,450227.0,180.0,64.0,808.0,257.0,0.0,0.0,0.0,450227.0
51,450679.0,180.0,64.0,805.0,256.0,0.0,0.0,0.0,450679.0
52,451131.0,180.0,64.0,807.0,257.0,0.0,0.0,0.0,451131.0
53,451584.0,180.0,64.0,807.0,256.0,0.0,0.0,0.0,451584.0
54,452037.0,180.0,64.0,811.0,257.0,0.0,0.0,0.0,452037.0
55,452489.0,180.0,64.0,817.0,259.0,0.0,0.0,0.0,452489.0
56,452941.0,180.0,64.0,810.0,258.0,0.0,0.0,0.0,452941.0
57,453395.0,180.0,64.0,809.0,258.0,0.0,0.0,0.0,453395.0
58,453847.0,180.0,64.0,810.0,258.0,0.0,0.0,0.0,453847.0
59,454299.0,180.0,64.0,814.0,260.0,0.0,0.0,0.0,454299.0
60,454752.0,177.0,65.0,796.0,261.0,0.0,0.0,0.0,454752.0
