t1,t2,command,measured
22419,32222419,48,250
32225130,32225131,48,249
32227006,32227006,48,249
32228890,32228890,48,249
32230765,32230766,48,249
32232647,32232647,48,249
32234555,32234555,48,249
32236431,32236432,48,249
32238315,32238315,48,249
32240189,32240190,48,249
32242823,32242823,48,250
32244699,32244700,48,250
32246581,32246582,48,250
32248459,32248459,48,250
32250336,32250336,48,250
32252216,32252216,48,250
32254091,32254092,48,250
32255973,32255973,48,250
32257848,32257849,48,250
32260548,32260549,48,251
32262429,32262429,48,251
32264304,32264304,48,251
32266181,32266182,48,251
32268055,32268056,48,251
32269975,32269975,48,251
32271847,32271848,48,251
32273722,32273723,48,251
32275602,32275603,48,251
32278313,32278314,48,251
32280192,32280192,48,251
32282064,32282064,48,251
32283945,32283946,48,251
32285819,32285820,48,251
32287740,32287740,48,251
32289618,32289619,48,251
32291494,32291494,48,251
32293374,32293375,48,251
32296001,32296001,48,249
32297874,32297875,48,249
32299756,32299757,48,249
32301629,32301630,48,249
32303512,32303513,48,249
32305386,32305386,48,249
32307263,32307264,48,249
32309136,32309136,48,249
32311007,32311007,48,249
32313725,32313725,48,248
32315598,32315599,48,248
32317477,32317478,48,248
32319353,32319353,48,248
32321231,32321232,48,248
32323148,32323149,48,248
32325022,32325023,48,248
32326899,32326900,48,248
32328777,32328778,48,248
32331488,32331489,48,248
32333361,32333362,48,248
32335238,32335238,48,248
32337113,32337113,48,248
32338986,32338986,48,248
32340865,32340865,48,248
32342740,32342740,48,248
32344620,32344621,48,248
32346496,32346496,48,248
32349191,32349192,48,250
32351071,32351072,48,250
32352944,32352945,48,250
32354824,32354824,48,250
32356698,32356699,48,250
32358616,32358617,48,250
32360492,32360493,48,250
32362367,32362368,48,250
32364245,32364245,48,250
32366950,32366951,48,251
32368833,32368833,48,251
32370706,32370706,48,251
32372586,32372587,48,251
32374460,32374460,48,251
32376333,32376334,48,251
32378211,32378211,48,251
32380083,32380083,48,251
32381963,32381963,48,251
32384679,32384679,48,251
32386553,32386553,48,251
32388432,32388433,48,251
32390306,32390307,48,251
32392186,32392186,48,251
32394059,32394059,48,251
32395937,32395938,48,251
32397810,32397811,48,251
32399684,32399685,48,251
32402400,32402400,48,249
32404272,32404272,48,249
32406152,32406152,48,249
32408024,32408025,48,249
32409900,32409900,48,249
32411772,32411772,48,249
32413647,32413647,48,249
32415529,32415529,48,249
32417404,32417404,48,249
32420121,32420122,48,250
32421994,32421994,48,250
32423866,32423867,48,250
32425746,32425747,48,250
32427623,32427624,48,250
32429543,32429544,48,250
32431418,32431419,48,250
32433298,32433298,48,250
32435169,32435170,48,250
32437795,32437795,48,249
32439676,32439676,48,249
32441550,32441551,48,249
32443431,32443432,48,249
32445308,32445308,48,249
32447223,32447223,48,249
32449097,32449097,48,249
32450970,32450970,48,249
32452850,32452850,48,249
32455556,32455557,48,250
32457435,32457435,48,250
32459307,32459307,48,250
32461183,32461183,48,250
32463058,32463058,48,250
32464963,32464963,48,250
32466839,32466840,48,250
32468717,32468717,48,250
32470596,32470596,48,250
32473304,32473305,48,251
32475175,32475176,48,251
32477052,32477053,48,251
32478926,32478926,48,251
32480801,32480802,48,251
32482713,32482714,48,251
32484592,32484592,48,251
32486464,32486465,48,251
32488337,32488337,48,251
32490968,32490969,48,249
32492839,32492839,48,249
32494718,32494718,48,249
32496589,32496589,48,249
32498467,32498468,48,249
32500339,32500339,48,249
32502212,32502212,48,249
32504090,32504091,48,249
32505963,32505964,48,249
32508687,32508688,48,250
32510560,32510561,48,250
32512432,32512433,48,250
32514311,32514311,48,250
32516182,32516182,48,250
32518090,32518090,48,250
32519960,32519960,48,250
32521838,32521839,48,250
32523713,32523714,48,250
32526425,32526425,48,251
32528303,32528304,48,251
32530175,32530176,48,251
32532051,32532052,48,251
32533923,32533923,48,251
32535837,32535838,48,251
32537711,32537711,48,251
32539585,32539585,48,251
32541463,32541464,48,251
32544088,32544088,48,251
32545966,32545967,48,251
32547839,32547840,48,251
32549712,32549712,48,251
32551591,32551591,48,251
32553504,32553504,48,251
32555384,32555384,48,251
32557254,32557255,48,251
32559132,32559133,48,251
32561836,32561836,48,251
32563711,32563711,48,251
32565590,32565590,48,251
32567468,32567468,48,251
32569349,32569350,48,251
32571264,32571264,48,251
32573142,32573142,48,251
32575016,32575017,48,251
32576888,32576888,48,251
32579611,32579611,48,249
32581485,32581485,48,249
32583364,32583365,48,249
32585237,32585238,48,249
32587114,32587115,48,249
32588987,32588988,48,249
32590861,32590861,48,249
32592743,32592744,48,249
32594619,32594619,48,249
32597338,32597339,48,250
32599209,32599210,48,250
32601082,32601082,48,250
32602959,32602959,48,250
32604830,32604831,48,250
32606748,32606748,48,250
32608624,32608624,48,250
32610503,32610504,48,250
32612377,32612377,48,250
32615092,32615093,48,251
32616973,32616973,48,251
32618846,32618846,48,251
32620726,32620727,48,251
32622601,32622602,48,251
32624481,32624482,48,251
32626357,32626358,48,251
32628229,32628230,48,251
32630111,32630111,48,251
32631983,32631984,48,251
32634595,32634595,48,251
32636468,32636469,48,251
32638343,32638344,48,251
32640221,32640222,48,251
32642093,32642094,48,251
32643972,32643972,48,251
32645845,32645845,48,251
32647728,32647729,48,251
32650439,32650439,48,251
32652313,32652313,48,251
32654190,32654191,48,251
32656064,32656064,48,251
32657943,32657944,48,251
32659844,32659845,48,251
32661723,32661723,48,251
32663599,32663599,48,251
32665471,32665472,48,251
32668189,32668189,48,251
32670059,32670059,48,251
32671936,32671937,48,251
32673810,32673810,48,251
32675682,32675683,48,251
32677605,32677605,48,251
32679476,32679476,48,251
32681354,32681355,48,251
32683224,32683225,48,251
32685944,32685944,48,249
32687817,32687818,48,249
32689688,32689689,48,249
32691567,32691567,48,249
32693441,32693441,48,249
32695319,32695319,48,249
32697190,32697190,48,249
32699067,32699067,48,249
32700940,32700941,48,249
32702812,32702813,48,250
32705415,32705416,48,250
32707287,32707288,48,250
32709166,32709166,48,250
32711036,32711036,48,250
32712952,32712953,48,250
32714824,32714824,48,250
32716696,32716696,48,250
32718574,32718575,48,250
32721283,32721284,48,251
32723162,32723162,48,251
32725033,32725034,48,251
32726904,32726905,48,251
32728783,32728783,48,251
32730679,32730679,48,251
32732558,32732559,48,251
32734432,32734433,48,251
32736311,32736311,48,251
32738935,32738935,48,251
32740808,32740808,48,251
32742687,32742688,48,251
32744561,32744562,48,251
32746440,32746440,48,251
32748348,32748349,48,251
32750228,32750228,48,251
32752100,32752101,48,251
32753971,32753971,48,251
32756692,32756692,48,251
32758569,32758569,48,251
32760448,32760449,48,251
32762322,32762323,48,251
32764195,32764195,48,251
32766114,32766114,48,251
32767986,32767987,48,251
32769865,32769866,48,251
32771741,32771742,48,251
32774452,32774452,48,251
32776326,32776327,48,251
32778199,32778199,48,251
32780077,32780077,48,251
32781950,32781951,48,251
32783870,32783871,48,251
32785745,32785746,48,251
32787629,32787629,48,251
32789502,32789502,48,251
32792207,32792207,48,251
32794084,32794085,48,251
32795957,32795957,48,251
32797836,32797837,48,251
32799710,32799711,48,251
32801621,32801622,48,251
32803502,32803503,48,251
32805376,32805376,48,251
32807255,32807255,48,251
32809880,32809881,48,251
32811758,32811758,48,251
32813631,32813632,48,251
32815506,32815507,48,251
32817387,32817387,48,251
32819295,32819296,48,251
32821173,32821173,48,251
32823046,32823047,48,251
32824924,32824925,48,251
32827556,32827557,48,249
32829430,32829430,48,249
32831309,32831310,48,249
32833180,32833181,48,249
32835058,32835059,48,249
32836957,32836958,48,249
32838835,32838836,48,249
32840711,32840711,48,249
32842583,32842583,48,249
32845296,32845296,48,250
32847169,32847169,48,250
32849047,32849047,48,250
32850919,32850920,48,250
32852791,32852792,48,250
32854709,32854709,48,250
32856583,32856584,48,250
32858463,32858464,48,250
32860337,32860338,48,250
32862971,32862972,48,251
32864841,32864842,48,251
32866713,32866714,48,251
32868594,32868595,48,251
32870467,32870468,48,251
32872366,32872367,48,251
32874238,32874238,48,251
32876117,32876118,48,251
32877989,32877989,48,251
32880701,32880701,48,251
32882579,32882579,48,251
32884453,32884453,48,251
32886331,32886331,48,251
32888202,32888202,48,251
32890107,32890107,48,251
32891985,32891986,48,251
32893856,32893857,48,251
32895735,32895736,48,251
32898436,32898437,48,249
32900314,32900314,48,249
32902184,32902185,48,249
32904056,32904057,48,249
32905933,32905934,48,249
32907805,32907806,48,249
32909684,32909684,48,249
32911557,32911558,48,249
32913435,32913436,48,249
32916138,32916139,48,250
32918010,32918011,48,250
32919886,32919886,48,250
32921755,32921755,48,250
32923636,32923637,48,250
32925547,32925547,48,250
32927420,32927421,48,250
32929299,32929300,48,250
32931171,32931171,48,250
32933803,32933803,48,251
32935675,32935676,48,251
32937553,32937554,48,251
32939427,32939427,48,251
32941298,32941299,48,251
32943209,32943210,48,251
32945079,32945080,48,251
32946957,32946958,48,251
32948832,32948833,48,251
32951553,32951553,48,251
32953424,32953425,48,251
32955298,32955299,48,251
32957177,32957177,48,251
32959048,32959048,48,251
32960926,32960926,48,251
32962797,32962798,48,251
32964673,32964673,48,251
32966545,32966545,48,251
32969241,32969242,48,251
32971120,32971121,48,251
32972993,32972994,48,251
32974874,32974874,48,251
32976747,32976748,48,251
32978666,32978667,48,251
32980547,32980548,48,251
32982422,32982423,48,251
32984302,32984302,48,251
32986928,32986929,48,251
32988809,32988810,48,251
32990682,32990683,48,251
32992556,32992557,48,251
32994438,32994439,48,251
32996351,32996351,48,251
32998229,32998229,48,251
33000103,33000104,48,251
33001983,33001983,48,251
33004614,33004615,48,251
33006490,33006490,48,251
33008370,33008371,48,251
33010242,33010243,48,251
33012120,33012120,48,251
33013992,33013992,48,251
33015866,33015866,48,251
33017745,33017746,48,251
33019620,33019620,48,251
33022338,33022339,48,251
33024210,33024211,48,251
33026091,33026091,48,251
33027962,33027963,48,251
33029836,33029836,48,251
33031744,33031745,48,251
33033619,33033620,48,251
33035500,33035501,48,251
33037373,33037374,48,251
33040007,33040007,48,251
33041879,33041880,48,251
33043753,33043754,48,251
33045634,33045634,48,251
33047509,33047510,48,251
33049392,33049392,48,251
33051264,33051265,48,251
33053136,33053137,48,251
33055014,33055015,48,251
33057711,33057711,48,251
33059588,33059589,48,251
33061460,33061461,48,251
33063337,33063338,48,251
33065207,33065208,48,251
33067119,33067120,48,251
33068995,33068996,48,251
33070866,33070867,48,251
33072745,33072746,48,251
33075448,33075449,48,251
33077327,33077327,48,251
33079197,33079197,48,251
33081067,33081067,48,251
33082945,33082946,48,251
33084852,33084853,48,251
33086731,33086732,48,251
33088607,33088608,48,251
33090484,33090484,48,251
33093110,33093111,48,251
33094981,33094982,48,251
33096859,33096859,48,251
33098734,33098735,48,251
33100612,33100613,48,251
33102513,33102514,48,251
33104385,33104385,48,251
33106262,33106262,48,251
33108135,33108135,48,251
33110843,33110843,48,251
33112715,33112716,48,251
33114595,33114595,48,251
33116468,33116468,48,251
33118341,33118341,48,251
33120257,33120258,48,251
33122127,33122127,48,251
33124005,33124005,48,251
33125875,33125875,48,251
33128511,33128511,48,251
33130384,33130385,48,251
33132256,33132257,48,251
33134132,33134133,48,251
33136006,33136006,48,251
33137911,33137912,48,251
33139784,33139784,48,251
33141656,33141656,48,251
33143535,33143535,48,251
33146239,33146239,48,251
33148115,33148116,48,251
33149987,33149988,48,251
33151866,33151866,48,251
33153741,33153741,48,251
33155652,33155652,48,251
33157529,33157529,48,251
33159404,33159404,48,251
33161283,33161284,48,251
33163909,33163909,48,251
33165785,33165785,48,251
33167661,33167662,48,251
33169536,33169536,48,251
33171416,33171416,48,251
33173332,33173333,48,251
33175213,33175214,48,251
33177087,33177087,48,251
33178959,33178960,48,251
33181656,33181657,48,251
33183532,33183533,48,251
33185414,33185415,48,251
33187287,33187288,48,251
33189165,33189166,48,251
33191037,33191038,48,251
33192911,33192911,48,251
33194790,33194790,48,251
33196664,33196665,48,251
33199369,33199370,48,251
33201239,33201240,48,251
33203118,33203119,48,251
33204991,33204992,48,251
33206865,33206865,48,251
33208779,33208779,48,251
33210655,33210655,48,251
33212536,33212537,48,251
33214408,33214409,48,251
33217112,33217112,48,251
33218987,33218988,48,251
33220861,33220862,48,251
33222741,33222742,48,251
33224615,33224616,48,251
33226535,33226536,48,251
33228410,33228410,48,251
33230285,33230285,48,251
33232163,33232164,48,251
33234867,33234867,48,251
33236746,33236747,48,251
33238623,33238623,48,251
33240504,33240505,48,251
33242378,33242379,48,251
33244286,33244286,48,251
33246166,33246166,48,251
33248039,33248039,48,251
33249918,33249918,48,251
33252616,33252617,48,251
33254495,33254495,48,251
33256368,33256368,48,251
33258240,33258240,48,251
33260117,33260118,48,251
33262031,33262031,48,251
33263911,33263912,48,251
33265784,33265785,48,251
33267661,33267661,48,251
33270296,33270296,48,251
33272168,33272169,48,251
33274045,33274046,48,251
33275917,33275917,48,251
33277792,33277793,48,251
33279705,33279705,48,251
33281576,33281577,48,251
33283456,33283456,48,251
33285330,33285330,48,251
33287961,33287961,48,251
33289832,33289833,48,251
33291710,33291711,48,251
33293584,33293585,48,251
33295456,33295456,48,251
33297369,33297369,48,251
33299240,33299241,48,251
33301119,33301120,48,251
33302990,33302991,48,251
33305621,33305621,48,251
33307501,33307501,48,251
33309373,33309373,48,251
33311249,33311249,48,251
33313120,33313121,48,251
33315041,33315042,48,251
33316912,33316912,48,251
33318785,33318786,48,251
33320664,33320664,48,251
33323352,33323353,48,249
33325230,33325230,48,249
33327103,33327103,48,249
33328983,33328984,48,249
33330855,33330856,48,249
33332729,33332730,48,249
33334608,33334608,48,249
33336484,33336484,48,249
33338363,33338363,48,249
33340234,33340235,48,248
33342838,33342838,48,248
33344713,33344714,48,248
33346586,33346587,48,248
33348468,33348469,48,248
33350381,33350382,48,248
33352260,33352260,48,248
33354132,33354132,48,248
33356004,33356005,48,248
33358712,33358713,48,250
33360588,33360588,48,250
33362470,33362471,48,250
33364346,33364347,48,250
33366227,33366227,48,250
33368101,33368102,48,250
33369978,33369978,48,250
33371859,33371859,48,250
33373738,33373738,48,250
33376438,33376439,48,249
33378314,33378314,48,249
33380195,33380196,48,249
33382069,33382069,48,249
33383943,33383943,48,249
33385859,33385860,48,249
33387738,33387738,48,249
33389620,33389620,48,249
33391494,33391495,48,249
33394210,33394210,48,248
33396090,33396091,48,248
33397964,33397964,48,248
33399845,33399845,48,248
33401719,33401720,48,248
33403645,33403645,48,248
33405522,33405523,48,248
33407397,33407398,48,248
33409279,33409279,48,248
33411990,33411990,48,250
33413871,33413872,48,250
