time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter

0,0.09

1,0.18

2,0.18

3,0.18

4,0.00

5,0.09

6,0.18

7,0.18

8,0.18

9,0.18

10,0.18

11,0.18,0

12,0.00

13,0.18

14,0.18

15,0.18

16,0.18

17,0.18

18,0.18,0

19,0.18

20,0.18

21,0.18

22,0.18

23,0.09

24,0.18

25,0.18,0

26,0.18

27,0.18

28,0.18

29,0.09

30,0.18

31,0.18

32,0.18,0

33,0.18

34,0.00

35,-0.26

36,-0.18

37,-0.18,0

38,-0.18

39,-0.09

40,-0.09

41,-0.09

42,-0.09

43,-0.09

44,-0.09

45,-0.09,0
46,0.00

47,-0.09

48,-0.09

49,0.09

50,0.18

51,0.18

52,0.18,0

53,0.00

54,-0.26

55,-0.35

56,0.00

57,0.18,0

58,0.18

59,0.00

60,-0.09

61,-0.09

62,0.09,0
63,0.18

64,0.00,0

65,0.00

66,-0.09

67,-0.35

68,0.09

69,0.00,0

70,-0.09

71,-0.09

72,0.18

73,0.18

74,0.00,0
75,-0.09

76,-0.09

77,-0.09

78,-0.09

79,-0.18,0

80,-0.18

81,-0.18

82,-0.18,0
83,-0.18

84,-0.18

85,-0.18

86,-0.18

87,-0.18,0

88,-0.44

89,-0.44

90,-0.35

91,-0.44

92,-0.26

93,-0.26

94,-0.18

95,-0.18,0

96,-0.09

97,-0.09

98,0.09

99,-0.09

100,-0.09

101,-0.09

102,-0.09

103,-0.18

104,0.00

105,-0.09

106,-0.09

107,-0.09

108,0.09

109,-0.09,0

110,-0.18

111,-0.18

112,-0.18,0

113,-0.18

114,-0.18

115,-0.18,0

116,-0.35

117,-0.35

118,-0.26

119,0.00

120,0.09

121,0.00,0
122,-0.09

123,-0.09

124,-0.09,0
125,-0.09

126,-0.09

127,0.09

128,-0.09

129,0.09

130,0.00

131,-0.09

132,-0.09

133,-0.09

134,-0.09

135,-0.09

136,-0.26

137,-0.44

138,-0.44

139,-0.18

140,-0.35

141,0.00

142,-0.09

143,-0.09

144,0.18

145,0.00

146,-0.09

147,0.09,0

148,0.00

149,-0.09

150,-0.09,0

151,-0.18

152,-0.18

153,-0.18,0

154,-0.18

155,-0.18

156,-0.18,0

157,-0.18

158,-0.09

159,-0.09

160,-0.09

161,0.00

162,0.09,0

163,0.09

164,0.00

165,0.09

166,-0.09

167,-0.09

168,-0.09

169,-0.09

170,-0.09

171,-0.09

172,-0.09

173,-0.09

174,0.00

175,0.00

176,-0.09

177,0.09

178,0.09

179,0.18,0

180,0.18

181,0.00

182,-0.09,0
183,-0.26

184,-0.44

185,-0.44,0
186,-0.44

187,-0.26

188,-0.18,0
189,-0.44

190,-0.26

191,-0.18,0

192,-0.18

193,-0.35

194,-0.44,0

195,-0.44

196,-0.44

197,-0.44,0

198,-0.62

199,-0.53

200,-0.53,0

201,-0.35

202,-0.26

203,-0.18,0

204,-0.44

205,-0.44

