47899,180.00,47,970,256,0,0,1
48351,180.00,47,970,256,0,0,1
48804,180.00,47,968,256,0,0,1
49257,180.00,47,970,256,0,0,1
49709,180.00,47,969,256,0,0,1
50161,180.00,47,969,256,0,0,1
50614,180.00,47,969,256,0,0,1
51067,180.00,47,970,256,0,0,1
51519,180.00,47,969,256,0,0,1
51971,180.00,47,970,256,0,0,1
52423,180.00,47,970,256,0,0,1
52875,179.00,48,970,256,0,0,1
53328,179.00,48,970,256,0,0,1
53780,172.00,52,972,256,0,0,1
54232,166.00,56,969,256,0,0,1
54684,163.00,58,901,256,0,0,1
55137,159.00,61,809,256,0,0,1
55589,150.00,67,741,256,0,0,1
56042,144.00,71,745,256,0,0,1
56494,140.00,73,743,256,0,0,1
56947,133.00,78,739,256,0,0,1
57399,129.00,81,714,256,0,0,1
57852,124.00,84,636,256,0,0,1
58304,121.00,86,577,256,0,0,1
58757,121.00,86,559,256,0,0,1
59209,121.00,86,549,256,0,0,1
59662,121.00,86,549,256,0,0,1
60114,120.00,86,548,256,0,0,1
60566,116.00,89,523,256,0,0,1
61018,111.00,92,497,256,0,0,1
61471,107.00,95,517,256,0,0,1
61923,107.00,95,516,256,0,0,1
62375,100.00,100,495,256,0,0,1
62827,96.00,102,452,256,0,0,1
63280,87.00,108,359,256,0,0,1
63732,85.00,109,305,256,0,0,1
64184,83.00,111,284,256,0,0,1
64637,83.00,111,282,256,0,0,1
65090,83.00,111,298,256,0,0,1
65542,83.00,111,328,256,0,0,1
65994,82.00,111,351,256,0,0,1
66447,76.00,115,350,256,0,0,1
66899,71.00,119,285,256,0,0,1
67351,70.00,119,267,256,0,0,1
67804,68.00,121,231,256,0,0,1
68256,67.00,121,168,256,0,0,1
68708,63.00,124,162,256,0,0,1
69160,59.00,127,112,256,0,0,1
69613,52.00,131,122,256,0,0,1
70065,48.00,134,154,256,0,0,1
70517,44.00,136,119,256,0,0,1
70970,40.00,139,75,256,0,0,1
71423,40.00,139,58,256,0,0,1
71875,40.00,139,56,256,0,0,1
72327,40.00,139,58,256,0,0,1
72779,41.00,138,62,256,0,0,1
73233,44.00,136,87,256,0,0,1
73685,46.00,135,19,256,0,0,1
74137,51.00,132,17,256,0,0,1
74589,56.00,128,111,256,0,0,1
75043,60.00,126,169,256,0,0,1
75495,64.00,123,227,256,0,0,1
75947,71.00,119,253,256,0,0,1
76399,75.00,116,259,256,0,0,1
76853,82.00,111,221,256,0,0,1
77305,88.00,107,293,256,0,0,1
77757,92.00,105,319,256,0,0,1
78209,93.00,104,364,256,0,0,1
78663,93.00,104,401,256,0,0,1
79115,96.00,102,426,256,0,0,1
79567,99.00,100,447,256,0,0,1
80019,106.00,96,492,256,0,0,1
80472,113.00,91,540,256,0,0,1
80924,117.00,88,551,256,0,0,1
81377,124.00,84,579,256,0,0,1
81829,129.00,81,577,256,0,0,1
82281,133.00,78,589,256,0,0,1
82733,140.00,73,651,256,0,0,1
83186,142.00,72,706,256,0,0,1
83638,146.00,69,747,256,0,0,1
84090,153.00,65,825,256,0,0,1
84543,159.00,61,867,256,0,0,1
84995,162.00,59,884,256,0,0,1
85448,166.00,56,813,256,0,0,1
85900,170.00,54,818,256,0,0,1
86353,173.00,52,898,256,0,0,1
86805,175.00,50,948,256,0,0,1
87258,179.00,48,961,256,0,0,1
87710,180.00,47,974,256,0,0,1
88163,180.00,47,971,256,0,0,1
88615,180.00,47,970,256,0,0,1
89068,180.00,47,971,256,0,0,1
89520,180.00,47,970,256,0,0,1
89972,180.00,47,970,256,0,0,1
90424,180.00,47,970,256,0,0,1
90877,180.00,47,971,256,0,0,1
91329,180.00,47,968,256,0,0,1
91781,180.00,47,970,256,0,0,1
92234,180.00,47,970,256,0,0,1
92686,180.00,47,971,256,0,0,1
93138,180.00,47,970,256,0,0,1
93590,180.00,47,970,256,0,0,1
94044,180.00,47,1,-1,0,0,1
94500,180.00,47,1,-1,0,0,1
94955,180.00,47,1,-1,0,0,1
95410,180.00,47,1,-1,0,0,1
95865,180.00,47,1,-1,0,0,1
96320,180.00,47,1,-1,0,0,1
