time,force
5124.589,-22.5
5124.695,-22.5
5124.801,-22.5
5124.907,-22.5
5125.013,-22.5
5125.119,-22.5
5125.225,-22.5
5125.331,-22.5
5125.437,-22.5
5125.543,-22.5
5125.649,-22.5
5125.755,-22.5
5125.861,-22.5
5125.967,-22.5
5126.073,-22.5
5126.179,-22.5
5126.285,-22.5
5126.391,-22.5
5126.497,-22.5
5126.603,-22.5
5126.709,-22.5
5126.815,-22.5
5126.921,-22.5
5127.027,-22.5
5127.133,-22.5
5127.239,-22.5
5127.345,-22.5
5127.451,-22.5
5127.557,-22.5
5127.663,-22.5
5127.769,-22.5
5127.875,-22.5
5127.981,-22.5
5128.087,-22.5
5128.193,-22.5
5128.299,-22.5
5128.405,-22.5
5128.511,-22.5
5128.617,-22.5
5128.723,-22.5
5128.829,-22.5
5128.935,-22.5
5129.041,-22.5
5129.147,-22.5
5129.253,-22.5
5129.359,-22.5
5129.465,-22.5
5129.571,-22.5
5129.677,-22.5
5129.783,-22.5
5129.889,-22.5
5129.995,-22.5
5130.101,-22.5
5130.207,-22.5
5130.313,-22.5
5130.419,-22.5
5130.525,-22.5
5130.631,-22.5
5130.737,-22.5
5130.843,-22.5
5130.949,-22.5
5131.055,-22.5
5131.161,-22.5
5131.267,-22.5
5131.373,-22.5
5131.479,-22.5
5131.585,-22.5
5131.691,-22.5
5131.797,-22.5
5131.903,-22.5
5132.009,-22.5
5132.115,-22.5
5132.221,-22.5
5132.327,-22.5
5132.433,-22.5
5132.539,-22.5
5132.645,-22.5
5132.751,-22.5
5132.857,-22.5
5132.963,-22.5
5133.069,-22.5
5133.175,-22.5
5133.281,-22.5
5133.387,-22.5
5133.493,-22.5
5133.599,-22.5
5133.705,-22.5
5133.811,-22.5
5133.917,-22.5
5134.023,-22.5
5134.129,-22.5
5134.235,-22.5
5134.341,-22.5
5134.447,-22.5
5134.553,-22.5
