t1,t2,command,force,position
94898712,94898712,69,-1,772
94906712,94906713,69,-1,769
94914712,94914713,69,-1,771
94922710,94922711,69,-1,773
94930716,94930717,69,-1,772
94938712,94938712,69,-1,772
94946712,94946713,69,-1,772
94954712,94954713,69,-1,771
94962710,94962711,69,-1,771
94970716,94970718,70,-1,770
94978712,94978712,70,-1,770
94986712,94986712,70,-1,768
94994712,94994712,70,-1,773
95002710,95002711,70,-1,773
95010716,95010716,70,-1,773
95018710,95018711,70,-1,771
95026712,95026713,70,-1,772
95034712,95034712,70,-1,772
95042711,95042711,70,-1,779
95050716,95050716,70,-1,771
95058710,95058711,70,-1,772
95066712,95066712,70,-1,771
95074712,95074712,70,-1,771
95082710,95082711,70,-1,769
95090716,95090716,70,-1,769
95098710,95098711,70,-1,766
95106712,95106713,70,-1,772
95114712,95114712,70,-1,773
95122710,95122711,70,-1,777
95130716,95130716,70,-1,772
95138711,95138711,70,-1,770
95146712,95146713,70,-1,769
95154712,95154712,70,-1,767
95162711,95162711,70,-1,771
95170716,95170716,70,-1,766
95178710,95178711,70,-1,767
95186712,95186712,70,-1,766
95194712,95194712,70,-1,761
95202710,95202711,70,-1,766
95210716,95210716,70,-1,771
95218710,95218711,70,-1,767
95226712,95226712,70,-1,762
95234712,95234712,70,-1,766
95242711,95242711,70,-1,763
95250716,95250717,70,-1,764
95258710,95258711,70,-1,764
95266712,95266712,70,-1,762
95274712,95274712,70,-1,763
95282710,95282711,70,-1,761
95290716,95290717,70,-1,761
95298711,95298711,70,-1,764
95306712,95306712,70,-1,765
95314712,95314712,70,-1,770
95322710,95322711,70,-1,762
95330716,95330717,70,-1,759
95338711,95338711,70,-1,764
95346712,95346713,70,-1,765
95354712,95354712,70,-1,761
95362711,95362711,70,-1,762
95370716,95370716,70,-1,763
95378711,95378711,70,-1,762
95386712,95386712,70,-1,759
95394712,95394712,70,-1,763
95402710,95402711,70,-1,763
95410716,95410716,70,-1,763
95418710,95418711,70,-1,763
95426712,95426713,70,-1,762
95434712,95434712,70,-1,763
95442711,95442711,70,-1,762
95450716,95450716,70,-1,762
95458711,95458711,70,-1,755
95466712,95466712,70,-1,763
95474712,95474712,70,-1,763
95482710,95482711,70,-1,753
95490716,95490716,70,-1,763
95498710,95498711,70,-1,763
95506712,95506712,70,-1,763
95514712,95514712,70,-1,762
95522711,95522711,70,-1,762
95530716,95530717,70,-1,761
95538711,95538711,70,-1,764
95546712,95546712,70,-1,763
95554712,95554712,70,-1,765
95562710,95562711,70,-1,761
95570716,95570716,70,-1,767
95578710,95578711,70,-1,760
95586712,95586713,70,-1,763
95594712,95594712,70,-1,763
95602710,95602711,70,-1,765
95610716,95610717,70,-1,762
95618710,95618711,70,-1,764
95626712,95626712,70,-1,762
95634712,95634712,70,-1,768
95642711,95642711,70,-1,766
95650716,95650717,70,-1,763
95658711,95658711,70,-1,766
95666712,95666713,70,-1,762
95674712,95674712,70,-1,765
95682711,95682711,70,-1,764
95690716,95690716,70,-1,761
95698710,95698711,70,-1,764
95706712,95706712,70,-1,762
95714712,95714712,70,-1,760
95722710,95722711,70,-1,764
95730716,95730716,70,-1,763
95738711,95738711,70,-1,762
95746712,95746713,70,-1,761
95754712,95754712,70,-1,762
95762711,95762711,70,-1,762
95770716,95770716,70,-1,765
95778710,95778711,70,-1,764
95786712,95786713,70,-1,765
95794712,95794712,70,-1,764
95802710,95802711,70,-1,762
95810716,95810716,70,-1,761
95818710,95818711,70,-1,764
95826712,95826712,70,-1,760
95834712,95834712,70,-1,764
95842711,95842711,70,-1,761
95850716,95850717,70,-1,762
95858710,95858711,70,-1,762
95866712,95866712,70,-1,761
95874712,95874713,70,-1,765
95882710,95882711,70,-1,766
95890716,95890716,70,-1,762
95898710,95898711,70,-1,763
95906712,95906713,70,-1,760
95914712,95914712,70,-1,762
95922711,95922711,70,-1,761
95930716,95930716,70,-1,762
95938710,95938711,70,-1,763
95946712,95946713,70,-1,761
95954712,95954712,70,-1,762
95962711,95962711,70,-1,762
95970716,95970717,70,-1,763
95978710,95978711,70,-1,764
95986712,95986713,70,-1,763
95994712,95994712,70,-1,762
96002710,96002711,70,-1,761
96010716,96010716,70,-1,764
96018710,96018711,70,-1,763
96026712,96026712,70,-1,762
96034712,96034712,70,-1,763
96042711,96042711,70,-1,765
96050716,96050717,70,-1,761
96058711,96058711,70,-1,762
96066712,96066713,70,-1,762
96074712,96074712,70,-1,763
96082710,96082711,70,-1,763
96090716,96090716,70,-1,765
96098710,96098711,70,-1,762
96106712,96106713,70,-1,763
96114712,96114712,70,-1,765
96122711,96122711,70,-1,764
96130716,96130717,70,-1,765
96138710,96138711,70,-1,765
96146712,96146713,70,-1,763
96154712,96154712,70,-1,770
96162711,96162711,70,-1,763
96170716,96170716,70,-1,762
96178711,96178711,70,-1,767
96186712,96186712,70,-1,763
96194712,96194712,70,-1,759
96202710,96202711,70,-1,764
96210716,96210717,70,-1,764
96218711,96218711,70,-1,760
96226712,96226713,70,-1,761
96234712,96234712,70,-1,770
96242711,96242712,70,-1,762
96250716,96250716,70,-1,764
96258710,96258711,70,-1,764
96266712,96266713,70,-1,766
96274712,96274713,70,-1,761
96282711,96282711,70,-1,764
96290716,96290716,70,-1,764
96298710,96298711,70,-1,763
96306712,96306712,70,-1,760
96314712,96314713,70,-1,763
96322711,96322711,70,-1,762
96330716,96330717,70,-1,764
96338710,96338711,70,-1,763
96346712,96346712,70,-1,764
96354712,96354712,70,-1,762
96362710,96362711,70,-1,762
96370716,96370716,70,-1,762
96378711,96378711,70,-1,762
96386712,96386713,70,-1,760
96394712,96394713,70,-1,762
96402710,96402711,70,-1,765
96410716,96410717,70,-1,763
96418710,96418711,70,-1,763
96426712,96426712,70,-1,764
96434712,96434712,70,-1,762
96442710,96442711,70,-1,763
96450716,96450717,70,-1,762
96458711,96458711,70,-1,763
96466712,96466713,70,-1,762
96474712,96474712,70,-1,762
96482710,96482711,70,-1,763
96490716,96490716,70,-1,758
96498711,96498711,70,-1,764
96506712,96506713,70,-1,762
96514712,96514712,70,-1,763
96522711,96522711,70,-1,765
96530716,96530717,70,-1,761
96538710,96538711,70,-1,760
96546712,96546712,70,-1,761
96554712,96554712,70,-1,761
96562710,96562711,70,-1,756
96570716,96570716,70,-1,760
96578710,96578711,70,-1,765
96586712,96586713,70,-1,762
96594712,96594712,70,-1,761
96602710,96602711,70,-1,760
96610716,96610716,70,-1,764
96618711,96618711,70,-1,763
96626712,96626712,70,-1,763
96634712,96634712,70,-1,765
96642710,96642711,70,-1,760
96650716,96650717,70,-1,767
96658710,96658711,70,-1,765
96666712,96666712,70,-1,762
96674712,96674712,70,-1,764
96682710,96682711,70,-1,761
96690716,96690716,70,-1,764
96698710,96698711,70,-1,760
96706712,96706713,70,-1,763
96714712,96714712,70,-1,763
96722711,96722711,70,-1,763
96730716,96730716,70,-1,766
96738710,96738711,70,-1,759
96746712,96746712,70,-1,760
96754712,96754712,70,-1,763
96762710,96762711,70,-1,762
96770716,96770717,70,-1,763
96778710,96778711,70,-1,763
96786712,96786713,70,-1,761
96794712,96794712,70,-1,764
96802710,96802711,70,-1,763
96810716,96810716,70,-1,762
96818710,96818711,70,-1,765
96826712,96826712,70,-1,762
96834712,96834713,70,-1,764
96842711,96842711,70,-1,762
96850716,96850717,70,-1,763
96858710,96858711,70,-1,763
96866712,96866713,70,-1,764
96874712,96874712,70,-1,762
96882711,96882711,70,-1,763
96890716,96890716,70,-1,763
96898710,96898711,70,-1,762
96906712,96906712,70,-1,761
96914712,96914712,70,-1,764
96922711,96922711,70,-1,763
96930716,96930716,70,-1,762
96938710,96938711,70,-1,763
96946712,96946712,70,-1,762
96954712,96954712,70,-1,759
96962710,96962711,70,-1,764
96970716,96970717,70,-1,763
96978711,96978711,70,-1,761
96986712,96986713,70,-1,762
96994712,96994712,70,-1,763
97002711,97002711,70,-1,762
97010716,97010716,70,-1,759
97018710,97018711,70,-1,763
97026712,97026712,70,-1,764
97034712,97034712,70,-1,762
97042711,97042711,70,-1,762
97050716,97050716,70,-1,763
97058710,97058711,70,-1,764
97066712,97066712,70,-1,764
97074712,97074712,70,-1,764
97082711,97082711,70,-1,762
97090716,97090717,70,-1,767
97098711,97098711,70,-1,760
97106712,97106713,70,-1,763
97114712,97114713,70,-1,762
97122710,97122711,70,-1,763
97130716,97130717,70,-1,765
97138710,97138711,70,-1,766
97146712,97146712,70,-1,763
97154712,97154713,70,-1,759
97162710,97162711,70,-1,767
97170716,97170717,70,-1,763
97178710,97178711,70,-1,761
97186712,97186713,70,-1,763
97194712,97194712,70,-1,765
97202711,97202711,70,-1,764
97210716,97210716,70,-1,760
97218710,97218711,70,-1,762
97226712,97226712,70,-1,763
97234712,97234712,70,-1,764
97242711,97242711,70,-1,762
97250716,97250717,70,-1,765
97258711,97258711,70,-1,768
97266712,97266713,70,-1,763
97274712,97274712,70,-1,761
97282710,97282711,70,-1,761
97290716,97290717,70,-1,761
97298711,97298711,70,-1,762
97306712,97306713,70,-1,769
97314712,97314712,70,-1,764
97322710,97322711,70,-1,763
97330716,97330716,70,-1,763
97338711,97338711,70,-1,764
97346712,97346712,70,-1,765
97354712,97354712,70,-1,766
97362711,97362711,70,-1,763
97370716,97370717,70,-1,764
97378710,97378711,70,-1,763
97386712,97386713,70,-1,762
97394712,97394713,70,-1,764
97402711,97402711,70,-1,762
97410716,97410716,70,-1,764
97418711,97418711,70,-1,762
97426712,97426713,70,-1,757
97434712,97434712,70,-1,761
97442710,97442711,70,-1,763
97450716,97450717,70,-1,762
97458710,97458711,70,-1,764
97466712,97466712,70,-1,761
97474712,97474712,70,-1,762
97482710,97482711,70,-1,763
97490716,97490717,70,-1,762
97498711,97498711,70,-1,763
97506712,97506712,70,-1,766
97514712,97514713,70,-1,763
97522711,97522711,70,-1,762
97530716,97530716,70,-1,763
97538710,97538711,70,-1,763
97546712,97546712,70,-1,765
97554712,97554712,70,-1,762
97562710,97562711,70,-1,762
97570716,97570716,70,-1,763
97578710,97578711,70,-1,763
97586712,97586712,70,-1,760
97594712,97594712,70,-1,762
97602711,97602711,70,-1,764
97610716,97610716,70,-1,762
97618711,97618711,70,-1,759
97626712,97626713,70,-1,767
97634712,97634713,70,-1,763
97642711,97642711,70,-1,761
97650716,97650717,70,-1,763
97658711,97658711,70,-1,763
97666712,97666713,70,-1,766
97674712,97674712,70,-1,763
97682711,97682711,70,-1,763
97690716,97690716,70,-1,763
97698711,97698711,70,-1,770
97706712,97706712,70,-1,763
97714712,97714712,70,-1,762
97722711,97722711,70,-1,765
97730716,97730716,70,-1,765
97738710,97738711,70,-1,762
97746712,97746712,70,-1,762
97754712,97754712,70,-1,763
97762710,97762711,70,-1,761
97770716,97770716,70,-1,760
97778710,97778711,70,-1,761
97786712,97786712,70,-1,760
97794712,97794713,70,-1,760
97802711,97802711,70,-1,763
97810716,97810716,70,-1,761
97818711,97818711,70,-1,765
97826712,97826713,70,-1,762
97834712,97834712,70,-1,762
97842710,97842711,70,-1,763
97850716,97850716,70,-1,765
97858711,97858711,70,-1,761
97866712,97866713,70,-1,762
97874712,97874712,70,-1,767
97882711,97882711,70,-1,763
97890716,97890716,70,-1,760
97898711,97898711,70,-1,766
97906712,97906713,70,-1,762
97914712,97914712,70,-1,764
97922710,97922711,70,-1,764
97930716,97930716,70,-1,759
97938710,97938711,70,-1,765
97946712,97946713,70,-1,762
97954712,97954712,70,-1,760
97962710,97962711,70,-1,763
97970716,97970716,70,-1,765
97978710,97978711,70,-1,763
97986712,97986712,70,-1,762
97994712,97994713,70,-1,762
98002710,98002711,70,-1,760
98010716,98010716,70,-1,766
98018710,98018711,70,-1,768
98026712,98026713,70,-1,763
98034712,98034712,70,-1,764
98042710,98042711,70,-1,763
98050716,98050716,70,-1,764
98058711,98058711,70,-1,761
98066712,98066713,70,-1,761
98074712,98074712,70,-1,764
98082711,98082711,70,-1,763
98090716,98090717,70,-1,762
98098711,98098711,70,-1,763
98106712,98106713,70,-1,766
98114712,98114713,70,-1,766
98122711,98122711,70,-1,763
98130716,98130717,70,-1,761
98138710,98138711,70,-1,762
98146712,98146712,70,-1,760
98154712,98154712,70,-1,762
98162711,98162711,70,-1,763
98170716,98170717,71,-1,762
98178711,98178711,71,-1,761
98186712,98186712,71,-1,764
98194712,98194712,71,-1,766
98202711,98202711,71,-1,763
98210716,98210716,71,-1,761
98218711,98218711,71,-1,763
98226712,98226712,71,-1,769
98234712,98234712,71,-1,764
98242710,98242711,71,-1,763
98250716,98250716,71,-1,762
98258711,98258711,71,-1,763
98266712,98266712,71,-1,766
98274712,98274712,71,-1,761
98282710,98282711,71,-1,763
98290716,98290716,71,-1,763
98298711,98298711,71,-1,766
98306712,98306712,71,-1,763
98314712,98314713,71,-1,762
98322711,98322711,71,-1,761
98330716,98330716,71,-1,759
98338711,98338711,71,-1,757
98346712,98346712,71,-1,759
98354712,98354712,71,-1,757
98362711,98362711,71,-1,757
98370716,98370717,71,-1,755
98378711,98378711,71,-1,750
98386711,98386712,71,-1,761
98394712,98394712,71,-1,755
98402711,98402711,71,-1,753
98410716,98410717,71,-1,753
98418710,98418711,71,-1,754
98426712,98426712,71,-1,753
98434712,98434712,71,-1,752
98442711,98442711,71,-1,753
98450716,98450717,71,-1,753
98458710,98458711,71,-1,754
98466712,98466712,71,-1,759
98474712,98474713,71,-1,754
98482710,98482711,71,-1,755
98490716,98490716,71,-1,753
98498711,98498711,71,-1,754
98506712,98506713,71,-1,752
98514712,98514712,71,-1,754
98522710,98522711,71,-1,751
98530716,98530716,71,-1,753
98538710,98538711,71,-1,753
98546712,98546713,71,-1,756
98554712,98554712,71,-1,754
98562711,98562711,71,-1,756
98570716,98570716,71,-1,760
98578711,98578711,71,-1,754
98586712,98586712,71,-1,755
98594712,98594712,71,-1,753
98602711,98602711,71,-1,756
98610716,98610717,71,-1,754
98618711,98618711,71,-1,757
98626712,98626712,71,-1,756
98634712,98634712,71,-1,754
98642711,98642711,71,-1,752
98650716,98650716,71,-1,752
98658710,98658711,71,-1,754
98666712,98666712,71,-1,754
98674712,98674713,71,-1,757
98682710,98682711,71,-1,757
98690716,98690716,71,-1,755
98698711,98698711,71,-1,751
98706712,98706713,71,-1,757
98714712,98714712,71,-1,752
98722711,98722711,71,-1,752
98730716,98730717,71,-1,754
98738711,98738711,71,-1,750
98746712,98746713,71,-1,753
98754712,98754712,71,-1,753
98762711,98762711,71,-1,763
98770716,98770716,71,-1,754
98778710,98778711,71,-1,750
98786712,98786712,71,-1,757
98794712,98794713,71,-1,758
98802710,98802711,71,-1,741
98810716,98810717,71,-1,751
98818710,98818711,71,-1,751
98826712,98826712,71,-1,753
98834712,98834712,71,-1,756
98842710,98842711,71,-1,751
98850716,98850716,71,-1,750
98858710,98858711,71,-1,752
98866712,98866712,71,-1,753
98874712,98874712,71,-1,754
98882710,98882711,71,-1,753
98890716,98890716,71,-1,753
98898710,98898711,71,-1,752
98906712,98906712,71,-1,753
98914712,98914712,71,-1,754
98922711,98922711,71,-1,752
98930716,98930717,71,-1,756
98938710,98938711,71,-1,752
98946712,98946713,71,-1,753
98954712,98954712,71,-1,751
98962710,98962711,71,-1,755
98970716,98970716,71,-1,750
98978710,98978711,71,-1,753
98986712,98986712,71,-1,746
98994712,98994712,71,-1,753
99002710,99002711,71,-1,752
99010716,99010716,71,-1,754
99018710,99018711,71,-1,748
99026712,99026712,71,-1,753
99034712,99034713,71,-1,752
99042710,99042711,71,-1,754
99050716,99050716,71,-1,752
99058711,99058711,71,-1,752
99066712,99066713,71,-1,755
99074712,99074712,71,-1,753
99082710,99082711,71,-1,753
99090716,99090716,71,-1,752
99098710,99098711,71,-1,752
99106712,99106713,71,-1,755
99114712,99114712,71,-1,760
99122711,99122711,71,-1,754
99130716,99130717,71,-1,752
99138710,99138711,71,-1,752
99146712,99146712,71,-1,751
99154712,99154713,71,-1,755
99162711,99162711,71,-1,753
99170716,99170717,71,-1,753
99178710,99178711,71,-1,755
99186712,99186713,71,-1,752
99194712,99194712,71,-1,758
99202710,99202711,71,-1,753
99210716,99210716,71,-1,754
99218711,99218711,71,-1,753
99226712,99226712,71,-1,750
99234712,99234713,71,-1,755
99242711,99242711,71,-1,754
99250716,99250716,71,-1,754
99258710,99258711,71,-1,754
99266712,99266713,71,-1,752
99274711,99274712,71,-1,754
99282710,99282711,71,-1,755
99290716,99290717,71,-1,754
99298711,99298711,71,-1,754
99306712,99306712,71,-1,754
99314712,99314713,71,-1,752
99322710,99322711,71,-1,753
99330716,99330717,71,-1,754
99338711,99338711,71,-1,753
99346712,99346712,71,-1,756
99354712,99354713,71,-1,753
99362710,99362711,71,-1,753
99370716,99370717,71,-1,754
99378711,99378711,71,-1,753
99386712,99386712,71,-1,755
99394711,99394712,71,-1,754
99402710,99402711,71,-1,754
99410716,99410717,71,-1,754
99418711,99418711,71,-1,753
99426712,99426713,71,-1,753
99434712,99434712,71,-1,754
99442711,99442711,71,-1,751
99450716,99450716,71,-1,753
99458711,99458711,71,-1,752
99466712,99466713,71,-1,753
99474712,99474712,71,-1,752
99482711,99482711,71,-1,753
99490716,99490717,71,-1,755
99498710,99498711,71,-1,753
99506712,99506713,71,-1,753
99514712,99514712,71,-1,753
99522710,99522711,71,-1,751
99530715,99530716,71,-1,752
99538710,99538711,71,-1,753
99546712,99546712,71,-1,752
99554712,99554712,71,-1,754
99562711,99562711,71,-1,755
99570716,99570716,71,-1,753
99578711,99578711,71,-1,753
99586712,99586712,71,-1,751
99594712,99594712,71,-1,754
99602711,99602711,71,-1,757
99610716,99610717,71,-1,753
99618710,99618711,71,-1,752
99626712,99626712,71,-1,752
99634712,99634712,71,-1,754
99642711,99642711,71,-1,755
99650716,99650717,71,-1,751
99658710,99658711,71,-1,753
99666712,99666712,71,-1,751
99674712,99674712,71,-1,753
99682710,99682711,71,-1,751
99690716,99690717,71,-1,752
99698710,99698711,71,-1,751
99706712,99706712,71,-1,751
99714712,99714712,71,-1,754
99722710,99722711,71,-1,749
99730716,99730716,71,-1,755
99738711,99738711,71,-1,747
99746712,99746712,71,-1,754
99754712,99754712,71,-1,753
99762711,99762711,71,-1,750
99770716,99770716,71,-1,754
99778710,99778711,71,-1,755
99786712,99786713,71,-1,753
99794712,99794712,71,-1,753
99802711,99802711,71,-1,757
99810716,99810717,71,-1,756
99818710,99818711,71,-1,751
99826712,99826712,71,-1,752
99834712,99834712,71,-1,755
99842710,99842711,71,-1,755
99850716,99850716,71,-1,753
99858711,99858711,71,-1,756
99866712,99866712,71,-1,753
99874712,99874712,71,-1,754
99882710,99882711,71,-1,754
99890716,99890717,71,-1,752
99898711,99898711,71,-1,749
99906712,99906712,71,-1,752
99914712,99914712,71,-1,755
99922710,99922711,71,-1,750
99930716,99930716,71,-1,754
99938710,99938711,71,-1,753
99946712,99946713,71,-1,752
99954712,99954713,71,-1,753
99962711,99962711,71,-1,754
99970716,99970716,71,-1,756
99978710,99978711,71,-1,752
99986712,99986713,71,-1,752
99994712,99994712,71,-1,752
100002711,100002711,71,-1,748
100010716,100010717,71,-1,751
100018711,100018711,71,-1,750
100026712,100026713,71,-1,752
100034713,100034713,71,-1,754
100042711,100042711,71,-1,752
100050716,100050717,71,-1,749
100058711,100058711,71,-1,751
100066713,100066713,71,-1,753
100074712,100074713,71,-1,752
100082711,100082711,71,-1,751
100090717,100090717,71,-1,755
100098711,100098711,71,-1,749
100106712,100106713,71,-1,753
100114712,100114713,71,-1,754
100122711,100122711,71,-1,759
100130716,100130717,71,-1,754
100138711,100138711,71,-1,751
100146712,100146713,71,-1,753
100154712,100154713,71,-1,756
100162711,100162711,71,-1,752
100170716,100170717,71,-1,751
100178711,100178712,71,-1,755
100186712,100186713,71,-1,752
100194712,100194713,71,-1,753
100202711,100202711,71,-1,754
100210716,100210717,71,-1,753
100218710,100218711,71,-1,752
100226712,100226713,71,-1,753
100234712,100234712,71,-1,750
100242711,100242711,71,-1,753
100250716,100250717,71,-1,751
100258711,100258712,71,-1,753
100266712,100266713,71,-1,753
100274712,100274713,71,-1,753
100282711,100282712,71,-1,753
100290717,100290717,71,-1,754
100298711,100298711,71,-1,751
100306712,100306713,71,-1,763
100314712,100314712,71,-1,751
100322711,100322711,71,-1,753
100330716,100330717,71,-1,754
100338710,100338711,71,-1,753
100346712,100346713,71,-1,751
100354712,100354713,71,-1,756
100362711,100362711,71,-1,753
100370716,100370717,71,-1,753
100378711,100378711,71,-1,754
100386712,100386713,71,-1,751
100394712,100394713,71,-1,751
100402711,100402711,71,-1,753
100410716,100410717,71,-1,753
100418711,100418712,71,-1,754
100426712,100426713,71,-1,754
100434712,100434713,71,-1,755
100442711,100442712,71,-1,753
100450716,100450717,71,-1,751
100458711,100458712,71,-1,754
100466712,100466713,71,-1,752
100474712,100474713,71,-1,755
100482711,100482711,71,-1,753
100490716,100490716,71,-1,754
100498711,100498711,71,-1,754
100506712,100506713,71,-1,754
100514712,100514713,71,-1,751
100522711,100522711,71,-1,753
100530717,100530718,71,-1,754
100538711,100538711,71,-1,753
100546712,100546713,71,-1,755
100554712,100554713,71,-1,752
100562711,100562712,71,-1,753
100570716,100570717,71,-1,753
100578711,100578711,71,-1,752
100586712,100586713,71,-1,757
100594712,100594713,71,-1,752
100602711,100602711,71,-1,753
100610717,100610717,71,-1,753
100618711,100618712,71,-1,754
100626712,100626713,71,-1,755
100634712,100634713,71,-1,755
100642711,100642711,71,-1,753
100650716,100650717,71,-1,753
100658711,100658712,71,-1,754
100666712,100666713,71,-1,751
100674712,100674713,71,-1,754
100682711,100682712,71,-1,753
100690717,100690717,71,-1,753
100698711,100698711,71,-1,752
100706712,100706713,71,-1,752
100714712,100714712,71,-1,752
100722711,100722711,71,-1,753
100730717,100730717,71,-1,752
100738711,100738711,71,-1,753
100746712,100746713,71,-1,756
100754712,100754713,71,-1,752
100762711,100762711,71,-1,752
100770716,100770717,71,-1,753
100778711,100778711,71,-1,753
100786712,100786713,71,-1,756
100794712,100794713,71,-1,752
100802711,100802711,71,-1,758
100810716,100810717,71,-1,752
100818711,100818711,71,-1,748
100826712,100826713,71,-1,752
100834712,100834713,71,-1,754
100842711,100842712,71,-1,756
100850716,100850717,71,-1,753
100858711,100858711,71,-1,753
100866712,100866713,71,-1,754
100874712,100874713,71,-1,751
100882711,100882711,71,-1,750
100890717,100890717,71,-1,753
100898711,100898711,71,-1,753
100906712,100906713,71,-1,753
100914712,100914713,71,-1,752
100922711,100922711,71,-1,755
100930716,100930716,71,-1,753
100938711,100938712,71,-1,754
100946712,100946713,71,-1,754
100954712,100954713,71,-1,753
100962711,100962711,71,-1,756
100970716,100970717,71,-1,753
100978711,100978711,71,-1,753
100986712,100986713,71,-1,755
100994712,100994713,71,-1,753
101002711,101002712,71,-1,754
101010716,101010716,71,-1,753
101018711,101018711,71,-1,753
101026712,101026713,71,-1,752
101034712,101034713,71,-1,753
101042711,101042711,71,-1,752
101050716,101050717,71,-1,752
101058711,101058711,71,-1,754
101066712,101066713,71,-1,754
101074713,101074713,71,-1,753
101082711,101082711,71,-1,751
101090716,101090717,71,-1,753
101098711,101098711,71,-1,753
101106712,101106713,71,-1,757
101114712,101114713,71,-1,753
101122710,101122711,71,-1,755
101130716,101130717,71,-1,753
101138710,101138711,71,-1,753
101146712,101146713,71,-1,754
101154712,101154713,71,-1,753
101162711,101162712,71,-1,754
101170717,101170717,71,-1,755
101178711,101178711,71,-1,753
101186713,101186713,71,-1,755
101194712,101194713,71,-1,752
101202711,101202712,71,-1,751
101210717,101210717,71,-1,755
101218710,101218711,71,-1,753
101226712,101226713,71,-1,751
101234712,101234713,71,-1,753
101242711,101242711,71,-1,752
101250717,101250717,71,-1,754
101258711,101258711,71,-1,753
101266712,101266713,71,-1,758
101274712,101274713,71,-1,753
101282711,101282711,71,-1,751
101290716,101290717,71,-1,752
101298711,101298711,71,-1,752
101306712,101306713,71,-1,753
101314712,101314713,71,-1,753
101322711,101322711,71,-1,755
101330716,101330717,71,-1,750
101338711,101338711,71,-1,750
101346712,101346713,71,-1,755
101354712,101354713,71,-1,754
101362711,101362712,71,-1,751
101370716,101370718,72,-1,752
101378711,101378711,72,-1,757
101386712,101386713,72,-1,755
101394712,101394713,72,-1,740
101402711,101402711,72,-1,751
101410717,101410717,72,-1,753
101418711,101418712,72,-1,751
101426712,101426713,72,-1,753
101434712,101434713,72,-1,753
101442711,101442711,72,-1,753
101450717,101450717,72,-1,751
101458711,101458711,72,-1,753
101466712,101466713,72,-1,752
101474712,101474713,72,-1,757
101482711,101482711,72,-1,753
101490716,101490717,72,-1,753
101498711,101498711,72,-1,752
101506712,101506713,72,-1,752
101514712,101514713,72,-1,749
101522711,101522711,72,-1,751
101530716,101530717,72,-1,749
101538711,101538711,72,-1,748
101546712,101546713,72,-1,750
101554712,101554713,72,-1,751
101562711,101562712,72,-1,743
101570716,101570717,72,-1,745
101578711,101578711,72,-1,745
101586713,101586713,72,-1,746
101594712,101594713,72,-1,744
101602711,101602711,72,-1,744
101610716,101610717,72,-1,743
101618711,101618712,72,-1,744
101626712,101626713,72,-1,742
101634712,101634713,72,-1,743
101642711,101642712,72,-1,744
101650716,101650717,72,-1,744
101658711,101658712,72,-1,744
101666712,101666713,72,-1,744
101674712,101674713,72,-1,743
101682711,101682711,72,-1,746
101690716,101690717,72,-1,743
101698711,101698712,72,-1,743
101706712,101706713,72,-1,745
101714712,101714713,72,-1,743
101722711,101722711,72,-1,749
101730716,101730717,72,-1,744
101738711,101738711,72,-1,744
101746712,101746713,72,-1,738
101754712,101754713,72,-1,744
101762711,101762712,72,-1,747
101770716,101770717,72,-1,743
101778711,101778711,72,-1,743
101786712,101786713,72,-1,744
101794713,101794713,72,-1,744
101802711,101802711,72,-1,745
101810717,101810717,72,-1,744
101818711,101818711,72,-1,744
101826712,101826713,72,-1,739
101834712,101834713,72,-1,743
101842711,101842711,72,-1,745
101850716,101850717,72,-1,743
101858711,101858712,72,-1,743
101866712,101866713,72,-1,746
101874712,101874713,72,-1,743
101882711,101882711,72,-1,745
101890716,101890717,72,-1,744
101898711,101898711,72,-1,745
101906712,101906713,72,-1,743
101914712,101914713,72,-1,744
101922711,101922711,72,-1,742
101930716,101930717,72,-1,738
101938711,101938711,72,-1,743
101946712,101946713,72,-1,746
101954712,101954713,72,-1,743
101962711,101962711,72,-1,749
101970717,101970717,72,-1,742
101978711,101978712,72,-1,743
101986712,101986713,72,-1,744
101994712,101994713,72,-1,758
102002711,102002712,72,-1,746
102010716,102010717,72,-1,743
102018711,102018712,72,-1,743
102026712,102026713,72,-1,740
102034712,102034713,72,-1,741
102042711,102042712,72,-1,747
102050716,102050717,72,-1,755
102058711,102058711,72,-1,743
102066712,102066713,72,-1,746
102074712,102074713,72,-1,743
102082711,102082712,72,-1,747
102090716,102090717,72,-1,743
102098711,102098711,72,-1,744
102106713,102106713,72,-1,741
102114712,102114713,72,-1,741
102122711,102122712,72,-1,748
102130717,102130717,72,-1,747
102138710,102138711,72,-1,743
102146712,102146713,72,-1,742
102154712,102154712,72,-1,742
102162711,102162711,72,-1,743
102170717,102170717,72,-1,742
102178711,102178711,72,-1,744
102186712,102186713,72,-1,745
102194712,102194713,72,-1,742
102202711,102202712,72,-1,741
102210716,102210717,72,-1,742
102218711,102218711,72,-1,742
102226712,102226713,72,-1,745
102234712,102234713,72,-1,741
102242710,102242711,72,-1,743
102250717,102250717,72,-1,742
102258711,102258711,72,-1,742
102266712,102266713,72,-1,741
102274712,102274713,72,-1,743
102282711,102282711,72,-1,743
102290716,102290717,72,-1,742
102298711,102298711,72,-1,742
102306712,102306713,72,-1,740
102314712,102314713,72,-1,744
102322711,102322711,72,-1,742
102330716,102330717,72,-1,743
102338711,102338711,72,-1,743
102346712,102346713,72,-1,747
