t1,t2,command,measured
67,"
"
222052084,222052085,72,267
222053963,222053963,72,267
222055840,222055840,72,267
222057721,222057721,72,267
222059597,222059598,72,267
222061481,222061481,72,268
222064206,222064207,72,268
222066091,222066092,72,268
222067968,222067969,72,268
222069849,222069850,72,268
222071750,222071751,72,268
222073634,222073634,72,268
222075510,222075510,72,268
222077387,222077388,72,268
222079271,222079271,72,268
222081892,222081892,72,268
222083776,222083777,72,268
222085652,222085653,72,268
222087538,222087538,72,268
222089415,222089415,72,268
222091300,222091300,72,268
222093177,222093178,72,268
222095062,222095063,72,268
222096940,222096941,72,267
222099957,222099958,72,267
222101839,222101840,72,267
222103715,222103716,72,267
222105598,222105599,72,267
222107476,222107477,72,267
222109362,222109363,72,267
222111240,222111240,72,267
222113125,222113125,72,267
222115003,222115004,72,268
222117879,222117879,72,268
222119755,222119755,72,268
222121630,222121631,72,268
222123513,222123513,72,268
222125433,222125434,72,268
222127316,222127317,72,268
222129197,222129197,72,268
222131080,222131081,72,268
222132959,222132959,72,267
222135557,222135558,72,267
222137434,222137434,72,267
222139319,222139320,72,267
222141199,222141199,72,267
222143115,222143115,72,267
222144997,222144997,72,267
222146873,222146874,72,267
222148758,222148758,72,267
222150635,222150636,72,266
222153270,222153270,72,266
222155147,222155148,72,266
222157031,222157031,72,266
222158907,222158908,72,266
222160786,222160786,72,266
222162659,222162660,72,266
222164535,222164536,72,266
222166416,222166417,72,266
222168292,222168293,72,266
222171373,222171374,72,266
222173251,222173251,72,266
222175134,222175134,72,266
222177012,222177012,72,266
222178896,222178897,72,266
222180772,222180773,72,266
222182646,222182647,72,266
222184528,222184528,72,266
222186404,222186405,72,267
222189470,222189471,72,267
222191348,222191348,72,267
222193230,222193230,72,267
222195105,222195105,72,267
222196985,222196986,72,267
222198860,222198861,72,267
222200740,222200741,72,267
222202615,222202615,72,267
222204489,222204490,72,268
222207495,222207495,72,268
222209371,222209371,72,268
222211253,222211253,72,268
222213130,222213131,72,268
222215047,222215048,72,268
222216925,222216925,72,268
222218807,222218807,72,268
222220681,222220682,72,268
222222563,222222563,72,268
222225189,222225189,72,268
222227066,222227066,72,268
222228952,222228952,72,268
222230826,222230826,72,268
222232746,222232747,72,268
222234622,222234622,72,268
222236503,222236503,72,268
222238376,222238377,72,268
222240258,222240259,72,268
222243138,222243138,72,268
222245020,222245021,72,268
222246897,222246897,72,268
222248774,222248774,72,268
222250685,222250685,72,268
222252561,222252562,72,268
222254441,222254442,72,268
222256317,222256318,72,268
222259037,222259038,72,268
222260914,222260914,72,268
222262796,222262797,72,268
222264673,222264674,72,268
222266556,222266556,72,268
222268470,222268470,72,268
222270348,222270349,72,268
222272233,222272233,72,268
222274111,222274112,72,268
222275995,222275996,72,268
222278665,222278665,72,268
222280546,222280547,72,268
222282423,222282424,72,268
222284308,222284309,72,268
222286186,222286186,72,268
222288068,222288068,72,268
222289949,222289949,72,268
222291824,222291825,72,268
222293706,222293706,72,268
222296335,222296336,72,268
222298219,222298219,72,268
222300096,222300097,72,268
222301980,222301980,72,268
222303858,222303859,72,268
222305739,222305739,72,268
222307617,222307617,72,268
222309493,222309493,72,268
222311376,222311377,72,268
222314053,222314054,72,268
222315935,222315936,72,268
222317811,222317812,72,268
222319694,222319695,72,268
222321604,222321605,72,268
222323487,222323488,72,268
222325364,222325365,72,268
222327248,222327248,72,268
222329130,222329130,72,268
222331754,222331754,72,268
222333636,222333636,72,268
222335512,222335513,72,268
222337395,222337396,72,268
222339273,222339274,72,268
222341157,222341158,72,268
222343034,222343035,72,268
222344919,222344920,72,268
222346797,222346797,72,268
222349813,222349814,72,268
222351688,222351688,72,268
222353564,222353565,72,268
222355448,222355448,72,268
222357354,222357355,72,268
222359236,222359237,72,268
222361112,222361113,72,268
222362994,222362995,72,268
222364870,222364870,72,268
222367471,222367472,72,268
222369346,222369346,72,268
222371227,222371228,72,268
222373103,222373103,72,268
222375020,222375020,72,268
222376901,222376902,72,268
222378778,222378779,72,268
222380658,222380659,72,268
222383298,222383298,72,268
222385179,222385179,72,268
222387056,222387056,72,268
222388942,222388943,72,268
222390815,222390816,72,268
222392695,222392695,72,268
222394569,222394569,72,268
222396446,222396446,72,268
222398328,222398329,72,268
222400206,222400206,72,267
222402805,222402805,72,267
222404678,222404679,72,267
222406558,222406559,72,267
222408434,222408435,72,267
222410317,222410318,72,267
222412193,222412194,72,267
222414075,222414075,72,267
222415952,222415953,72,267
222417827,222417827,72,268
222420459,222420460,72,268
222422335,222422336,72,268
222424216,222424216,72,268
222426093,222426094,72,268
222428010,222428010,72,268
222429884,222429884,72,268
222431765,222431766,72,268
222433640,222433640,72,268
222435515,222435515,72,268
222438114,222438115,72,268
222439991,222439991,72,268
222441873,222441873,72,268
222443749,222443749,72,268
222445628,222445628,72,268
222447503,222447503,72,268
222449386,222449387,72,268
222451263,222451264,72,268
222453979,222453979,72,268
222455855,222455855,72,268
222457732,222457732,72,268
222459616,222459616,72,268
222461493,222461493,72,268
222463416,222463416,72,268
222465295,222465295,72,268
222467179,222467179,72,268
222469061,222469062,72,268
222471695,222471696,72,268
222473573,222473573,72,268
222475455,222475456,72,268
222477335,222477335,72,268
222479213,222479214,72,268
222481097,222481098,72,268
222482976,222482977,72,268
222484859,222484859,72,268
222486735,222486736,72,268
222488618,222488619,72,268
222491206,222491207,72,268
222493090,222493090,72,268
222494967,222494968,72,268
222496848,222496849,72,268
222498725,222498725,72,268
222500602,222500603,72,268
222502484,222502484,72,268
222504362,222504362,72,268
222506247,222506247,72,268
222508871,222508871,72,268
222510753,222510754,72,268
222512629,222512630,72,268
222514510,222514511,72,268
222516386,222516387,72,268
222518269,222518270,72,268
222520148,222520148,72,268
222522025,222522025,72,268
222523909,222523910,72,268
222526805,222526806,72,268
222528686,222528686,72,268
222530563,222530563,72,268
222532447,222532447,72,268
222534353,222534353,72,268
222536237,222536237,72,268
222538115,222538116,72,268
222539997,222539997,72,268
222541873,222541874,72,268
222544470,222544471,72,268
222546355,222546355,72,268
222548233,222548233,72,268
222550116,222550117,72,268
222552024,222552025,72,268
222553911,222553911,72,268
222555788,222555789,72,268
222557671,222557671,72,268
222560301,222560302,72,268
222562179,222562179,72,268
222564064,222564064,72,268
222565942,222565943,72,268
222567824,222567825,72,268
222569699,222569699,72,268
222571580,222571580,72,268
222573458,222573458,72,268
222575340,222575341,72,268
222577216,222577216,72,268
222579807,222579808,72,268
222581682,222581682,72,268
222583558,222583558,72,268
222585437,222585438,72,268
222587314,222587314,72,268
222589200,222589201,72,268
222591078,222591079,72,268
222592959,222592959,72,268
222594835,222594836,72,268
222597700,222597702,73,268
222599576,222599576,73,268
222601456,222601457,73,268
222603333,222603333,73,268
222605243,222605244,73,268
222607126,222607126,73,268
222609005,222609005,73,268
222610886,222610887,73,268
222613586,222613587,73,268
222615468,222615469,73,268
222617345,222617346,73,268
222619229,222619229,73,268
222621105,222621105,73,268
222623021,222623022,73,268
222624899,222624899,73,268
222626774,222626775,73,268
222628655,222628655,73,268
222630529,222630530,73,268
222633132,222633132,73,268
222635009,222635009,73,268
222636892,222636893,73,268
222638768,222638768,73,268
222640690,222640691,73,268
222642564,222642564,73,268
222644446,222644447,73,268
222646324,222646324,73,268
222648951,222648952,73,268
222650834,222650835,73,268
222652711,222652712,73,268
222654594,222654594,73,268
222656468,222656469,73,268
222658352,222658353,73,268
222660230,222660231,73,268
222662114,222662114,73,268
222663994,222663995,73,268
222665875,222665876,73,268
222668463,222668464,73,268
222670341,222670342,73,268
222672225,222672225,73,268
222674104,222674104,73,268
222675987,222675988,73,268
222677862,222677862,73,268
222679746,222679746,73,268
222681622,222681623,73,268
222683505,222683505,73,268
222686095,222686095,73,268
222687971,222687972,73,268
222689853,222689853,73,268
222691729,222691730,73,268
222693646,222693647,73,268
222695524,222695525,73,268
222697408,222697409,73,268
222699287,222699288,73,268
222701920,222701921,73,268
222703796,222703797,73,268
222705679,222705680,73,268
222707559,222707559,73,268
222709436,222709436,73,268
222711319,222711320,73,268
222713197,222713198,73,268
222715082,222715082,73,268
222716960,222716961,73,268
222718843,222718843,73,268
222721486,222721487,73,268
222723370,222723371,73,268
222725249,222725249,73,268
222727133,222727133,73,268
222729052,222729053,73,268
222730930,222730930,73,268
