trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,13.83,5.41,13.83,5.41,1,1,0,1,1,0
1,13.83,5.41,5.41,13.83,3,3,0,1,2,0
2,10.25,5.41,10.25,5.41,1,1,0,1,3,0
3,10.25,5.41,10.25,5.41,1,1,0,1,4,0
4,7.6,5.41,5.41,7.6,3,3,0,1,5,0
5,7.6,5.41,5.41,7.6,3,3,0,1,6,0
6,5.63,5.41,5.63,5.41,1,1,0,1,7,0
7,5.63,5.41,5.63,5.41,1,1,0,1,8,0
8,4.17,5.41,4.17,5.41,3,3,1,3,9,0
9,5.63,5.41,5.63,5.41,1,1,1,1,10,0
10,5.63,5.41,5.41,5.63,3,2,1,2,10,1
11,4.94,5.41,5.41,4.94,1,1,2,3,11,1
12,5.63,5.41,5.41,5.63,3,2,2,2,11,2
13,4.65,5.41,4.65,5.41,3,3,3,3,12,2
14,5.63,5.41,5.63,5.41,1,3,4,3,12,3
