time,flex sensor,"actuator position, command","actuator position, measured",force,'Trial Number','Target Angle','Bookmark'
1401.467,180.0,4.3478260869565215,0.0647249190938517,0.53,0,0,1
1401.92,180.0,4.3478260869565215,0.08629989212513323,0.44,0,0,1
1402.372,180.0,4.3478260869565215,0.021574973031285083,0.53,0,0,1
1402.826,180.0,4.3478260869565215,0.0647249190938517,0.62,0,0,1
1403.278,180.0,4.3478260869565215,0.0,0.7,0,0,1
1403.73,180.0,4.3478260869565215,0.0,0.53,0,0,1
1404.182,180.0,4.3478260869565215,0.021574973031285083,0.7,0,0,1
1404.634,180.0,4.3478260869565215,0.021574973031285083,0.53,0,0,1
1405.087,180.0,4.3478260869565215,0.10787486515641831,0.53,0,0,1
1405.539,180.0,4.3478260869565215,-0.021574973031285083,0.7,0,0,1
1405.992,180.0,4.3478260869565215,-0.04314994606256661,0.53,0,0,1
1406.444,180.0,4.3478260869565215,0.10787486515641831,0.62,0,0,1
1406.896,180.0,4.3478260869565215,0.08629989212513323,0.7,0,0,1
1407.349,180.0,4.3478260869565215,0.021574973031285083,0.79,0,0,1
1407.801,180.0,4.3478260869565215,-0.0647249190938517,0.79,0,0,1
1408.253,180.0,4.3478260869565215,-0.08629989212513323,0.7,0,0,1
1408.705,180.0,4.3478260869565215,-0.021574973031285083,0.62,0,0,1
1409.157,180.0,4.3478260869565215,0.0,0.7,0,0,1
1409.61,180.0,4.3478260869565215,-0.021574973031285083,0.79,0,0,1
1410.063,180.0,4.3478260869565215,0.0,0.53,0,0,1
1410.515,180.0,4.3478260869565215,-0.04314994606256661,0.79,0,0,1
1410.967,180.0,4.3478260869565215,0.08629989212513323,0.97,0,0,1
1411.42,180.0,4.3478260869565215,0.04314994606256661,0.88,0,0,1
1411.872,180.0,4.3478260869565215,0.08629989212513323,0.79,0,0,1
1412.324,180.0,4.3478260869565215,0.021574973031285083,0.62,0,0,1
1412.776,180.0,4.3478260869565215,0.021574973031285083,0.44,0,0,1
1413.229,180.0,4.3478260869565215,0.04314994606256661,0.62,0,0,1
1413.681,180.0,4.3478260869565215,-0.0647249190938517,0.35,0,0,1
1414.135,180.0,4.3478260869565215,-0.0647249190938517,0.44,0,0,1
1414.587,180.0,4.3478260869565215,-0.08629989212513323,0.35,0,0,1
1415.039,180.0,4.3478260869565215,0.0,0.35,0,0,1
1415.491,180.0,4.3478260869565215,0.08629989212513323,0.62,0,0,1
1415.943,180.0,4.3478260869565215,0.0647249190938517,0.7,0,0,1
1416.396,180.0,4.3478260869565215,0.10787486515641831,0.62,0,0,1
1416.848,180.0,4.3478260869565215,-0.0647249190938517,0.62,0,0,1
1417.301,180.0,4.3478260869565215,0.08629989212513323,0.35,0,0,1
1417.753,180.0,4.3478260869565215,0.04314994606256661,0.79,0,0,1
1418.206,180.0,4.3478260869565215,0.08629989212513323,0.53,0,0,1
1418.658,180.0,4.3478260869565215,-0.021574973031285083,0.53,0,0,1
1419.111,180.0,4.3478260869565215,0.10787486515641831,0.18,0,0,1
1419.563,180.0,4.3478260869565215,0.1294498381877034,0.35,0,0,1
1420.015,180.0,4.3478260869565215,0.021574973031285083,0.09,0,0,1
1420.467,180.0,4.3478260869565215,-0.04314994606256661,0.26,0,0,1
1420.919,180.0,4.3478260869565215,0.0,0.18,0,0,1
1421.372,180.0,4.3478260869565215,0.021574973031285083,0.26,0,0,1
1421.825,180.0,4.3478260869565215,-0.08629989212513323,0.26,0,0,1
1422.278,180.0,4.3478260869565215,-0.0647249190938517,0.53,0,0,1
1422.73,180.0,4.3478260869565215,0.0,0.7,0,0,1
1423.182,180.0,4.3478260869565215,0.0647249190938517,0.09,0,0,1
1423.634,180.0,4.3478260869565215,-0.021574973031285083,0.35,0,0,1
1424.087,180.0,4.3478260869565215,0.0,0.44,0,0,1
