time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter
78298,0.00,0.00,252.05,0,0,0
78354,0.00,-0.00,251.97,1,2,0
78410,0.00,-0.01,251.87,2,2,0
78465,0.00,-0.02,251.77,2,2,0
78521,0.00,-0.03,251.66,3,2,0
78577,0.00,-0.04,251.55,3,2,0
78633,0.00,-0.05,251.43,3,2,0
78689,0.00,-0.06,251.31,4,2,0
78745,0.00,-0.07,251.19,4,2,0
78801,0.00,-0.08,251.07,5,2,0
78856,0.00,-0.09,250.96,6,2,0
78912,0.00,-0.10,250.85,6,2,0
78968,0.00,-0.11,250.74,7,2,0
79024,0.00,-0.12,250.65,7,2,0
79080,0.00,-0.13,250.56,8,2,0
79136,0.00,-0.13,250.49,8,2,0
79192,0.00,-0.14,250.43,9,2,0
79247,0.00,-0.14,250.38,9,2,0
79303,0.00,-0.15,250.33,10,2,0
79359,0.00,-0.15,250.29,10,2,0
79415,0.00,-0.15,250.25,11,2,0
79471,0.00,-0.16,250.22,12,6,0
79527,0.00,-0.16,250.19,12,6,0
79583,0.00,-0.16,250.17,13,6,0
79639,0.00,-0.16,250.16,13,9,0
79695,0.00,-0.16,250.15,14,9,0
79751,0.00,-0.16,250.14,15,10,0
79806,0.00,-0.16,250.14,15,10,0
79862,0.00,-0.16,250.13,16,10,0
79918,0.00,-0.16,250.13,17,10,0
79974,0.00,-0.16,250.12,17,10,0
80030,0.00,-0.17,250.12,18,16,0
80086,0.00,-0.17,250.11,19,16,0
80142,0.00,-0.17,250.11,20,16,0
80198,0.00,-0.17,250.11,20,16,0
80254,0.00,-0.17,250.12,21,16,0
80310,0.00,-0.17,250.12,21,16,0
80366,0.00,-0.16,250.13,22,16,0
80422,0.00,-0.16,250.15,23,16,0
80478,0.00,-0.16,250.16,23,16,0
80534,0.00,-0.16,250.19,24,16,0
80590,0.00,-0.16,250.22,24,16,0
80646,0.00,-0.15,250.25,25,19,0
80702,0.00,-0.15,250.28,25,21,0
80758,0.00,-0.15,250.32,26,20,0
80814,0.00,-0.14,250.37,26,20,0
80870,0.00,-0.14,250.41,27,20,0
80926,0.00,-0.14,250.45,27,20,0
80982,0.00,-0.13,250.50,28,20,0
81037,0.00,-0.13,250.55,28,20,0
81093,0.00,-0.12,250.59,29,21,0
81149,0.00,-0.12,250.64,29,26,0
81205,0.00,-0.12,250.69,29,26,0
81261,0.00,-0.11,250.74,30,26,0
81317,0.00,-0.11,250.80,30,26,0
81373,0.00,-0.10,250.87,30,26,0
81429,0.00,-0.09,250.95,30,26,0
81485,0.00,-0.08,251.05,30,26,0
81541,0.00,-0.07,251.16,30,26,0
81597,0.00,-0.06,251.28,30,26,0
81653,0.00,-0.05,251.42,29,26,0
81709,0.00,-0.04,251.57,29,24,0
81765,0.00,-0.02,251.73,29,26,0
81821,0.00,-0.00,251.90,28,26,0
81877,0.00,0.00,252.08,28,26,0
81933,0.00,0.02,252.26,27,26,0
81989,0.00,0.04,252.45,27,26,0
82045,0.00,0.06,252.63,26,26,0
82100,0.00,0.07,252.82,25,26,0
82156,0.00,0.09,253.01,25,26,0
82212,0.00,0.11,253.21,24,26,0
82268,0.00,0.12,253.40,23,26,0
82324,0.00,0.14,253.58,22,26,0
82380,0.00,0.15,253.75,21,26,0
82436,0.00,0.17,253.91,21,26,0
82492,0.00,0.18,254.06,20,26,0
82548,0.00,0.19,254.19,19,26,0
82604,0.00,0.20,254.31,18,26,0
82659,0.00,0.21,254.42,17,26,0
82715,0.00,0.22,254.52,16,21,0
82771,0.00,0.23,254.62,15,21,0
82827,0.00,0.24,254.70,14,22,0
82883,0.00,0.24,254.77,13,17,0
82939,0.00,0.25,254.84,12,17,0
82995,0.00,0.25,254.89,11,17,0
83051,0.00,0.26,254.95,10,17,0
83107,0.00,0.26,254.99,9,16,0
83163,0.00,0.27,255.03,8,17,0
83218,0.00,0.27,255.05,7,14,0
83274,0.00,0.27,255.05,7,13,0
83330,0.00,0.27,255.03,6,13,0
83386,0.00,0.26,254.99,5,13,0
83442,0.00,0.26,254.93,5,14,0
83498,0.00,0.25,254.84,4,10,0
83554,0.00,0.24,254.74,4,10,0
83609,0.00,0.23,254.62,3,3,0
83665,0.00,0.22,254.49,3,3,0
83721,0.00,0.21,254.35,2,3,0
83777,0.00,0.19,254.21,2,3,0
83833,0.00,0.18,254.05,2,3,0
83888,0.00,0.16,253.88,1,4,0
83944,0.00,0.15,253.69,1,3,0
84000,0.00,0.13,253.49,2,4,0
84056,0.00,0.11,253.27,2,3,0
84112,0.00,0.09,253.04,2,3,0
84168,0.00,0.07,252.79,2,3,0
84223,0.00,0.05,252.54,3,3,0
84279,0.00,0.03,252.29,3,4,0
84335,0.00,0.00,252.04,4,3,0
84391,0.00,-0.02,251.80,4,3,0
84447,0.00,-0.04,251.57,4,3,0
84503,0.00,-0.06,251.35,5,3,0
84558,0.00,-0.07,251.16,5,3,0
84614,0.00,-0.09,250.98,5,3,0
84670,0.00,-0.10,250.84,5,3,0
84726,0.00,-0.11,250.72,5,3,0
84782,0.00,-0.12,250.63,6,3,0
84838,0.00,-0.13,250.57,6,4,0
84894,0.00,-0.13,250.54,6,4,0
84950,0.00,-0.13,250.54,5,3,0
85005,0.00,-0.12,250.59,5,3,0
85061,0.00,-0.12,250.66,5,3,0
85117,0.00,-0.11,250.78,4,3,0
85173,0.00,-0.09,250.93,4,3,0
85229,0.00,-0.08,251.11,3,3,0
85285,0.00,-0.06,251.31,3,3,0
85341,0.00,-0.04,251.54,2,3,0
85396,0.00,-0.02,251.79,1,3,0
85452,0.00,0.00,252.05,0,3,0
85508,0.00,0.03,252.33,0,3,0
85564,0.00,0.05,252.60,0,3,0
85620,0.00,0.08,252.88,0,3,0
85676,0.00,0.10,253.15,0,3,0
85731,0.00,0.12,253.41,0,3,0
85787,0.00,0.14,253.64,0,3,0
85843,0.00,0.16,253.86,0,3,0
85899,0.00,0.18,254.06,0,3,0
85955,0.00,0.20,254.23,0,3,0
