t1,t2,command,measured,zero
309296935,309296936,64,250,0
309303101,309303101,64,250,0
309309925,309309926,64,251,0
309316081,309316081,64,251,0
309322233,309322233,64,251,0
309329409,309329410,64,251,0
309335566,309335567,64,251,0
309341721,309341721,64,249,0
309347878,309347879,64,249,0
309354712,309354712,64,248,0
309360866,309360867,64,248,0
309367024,309367024,64,248,0
309374197,309374197,64,248,0
309380355,309380355,64,250,0
309386511,309386511,64,249,0
309392667,309392667,64,249,0
309399496,309399496,64,248,0
309405651,309405651,64,248,0
309411806,309411806,64,248,0
309418975,309418976,64,248,0
309425127,309425128,64,248,0
309431285,309431285,64,248,0
309437440,309437441,64,248,0
309444355,309444356,64,248,0
309450510,309450511,64,248,0
309456670,309456671,64,248,0
309463851,309463852,64,248,0
309470003,309470003,64,248,0
309476161,309476161,64,248,0
309482316,309482316,64,248,0
309489252,309489252,64,248,0
309495408,309495409,64,248,0
309501561,309501562,64,250,0
309508766,309508767,64,250,0
309514922,309514923,64,249,0
309521075,309521076,64,250,0
309527225,309527226,64,250,0
309534061,309534061,64,249,0
309540214,309540214,64,248,0
309546366,309546367,64,250,0
309553555,309553555,64,250,0
309559712,309559713,64,249,0
309565868,309565868,64,248,0
309572016,309572017,64,248,0
309578951,309578951,64,248,0
309585106,309585107,64,250,0
309591260,309591261,64,249,0
309598485,309598486,64,249,0
309604640,309604640,64,250,0
309610791,309610791,64,249,0
309616944,309616944,64,249,0
309623772,309623772,64,250,0
309629924,309629925,64,249,0
309636079,309636080,64,248,0
309643323,309643324,64,248,0
309649478,309649478,64,248,0
309655635,309655635,64,248,0
309661790,309661790,64,248,0
309668626,309668627,64,248,0
309674781,309674782,64,248,0
309680935,309680936,64,250,0
309688198,309688198,64,250,0
309694353,309694354,64,251,0
309700504,309700505,64,249,0
309706661,309706661,64,249,0
309713520,309713520,64,248,0
309719676,309719676,64,248,0
309725829,309725829,64,248,0
309733001,309733001,64,248,0
309739150,309739151,64,248,0
309745308,309745309,64,250,0
309751460,309751460,64,250,0
309758328,309758329,64,251,0
309764483,309764483,64,249,0
309770640,309770641,64,248,0
309777824,309777825,64,248,0
309783980,309783981,64,248,0
309790136,309790137,64,248,0
309796297,309796298,64,248,0
309803122,309803123,64,248,0
309809278,309809279,64,248,0
309815439,309815439,64,250,0
309822610,309822610,64,250,0
309828762,309828763,64,249,0
309834920,309834920,64,246,0
309841073,309841074,64,246,0
309847999,309847999,64,245,0
309854157,309854157,64,246,0
309860310,309860311,64,247,0
309867582,309867582,64,247,0
309873738,309873738,64,247,0
309879891,309879892,64,247,0
309886047,309886047,64,247,0
309892971,309892972,64,249,0
309899121,309899121,64,250,0
309905277,309905278,64,249,0
309912463,309912463,64,249,0
309918619,309918620,64,248,0
309924774,309924774,64,246,0
309930925,309930925,64,246,0
309937788,309937788,64,245,0
309943941,309943942,64,244,0
309950092,309950093,64,244,0
309957288,309957289,64,244,0
309963440,309963440,64,246,0
309969596,309969596,64,247,0
309975752,309975753,64,247,0
309982621,309982621,64,247,0
309988775,309988776,64,247,0
309994938,309994938,64,245,0
310002110,310002110,64,245,0
310008262,310008262,64,246,0
310014418,310014418,64,247,0
310020573,310020573,64,247,0
310027401,310027401,64,247,0
310033558,310033559,64,247,0
310039713,310039714,64,247,0
310046887,310046888,64,247,0
310053045,310053046,64,245,0
310059200,310059201,64,246,0
310065356,310065356,64,246,0
310072194,310072194,64,245,0
310078345,310078345,64,246,0
310084496,310084496,64,247,0
310091672,310091673,64,247,0
310097826,310097827,64,247,0
310103976,310103977,64,247,0
310110131,310110132,64,247,0
310116958,310116959,64,245,0
310123105,310123106,64,246,0
310129257,310129257,64,247,0
310136431,310136432,64,247,0
310142586,310142586,64,245,0
310148737,310148737,64,246,0
310154894,310154895,64,246,0
310161815,310161816,64,245,0
310167967,310167967,64,244,0
310174119,310174120,64,246,0
310181311,310181311,64,246,0
310187463,310187464,64,247,0
310193623,310193623,64,247,0
310199778,310199778,64,247,0
310206726,310206727,64,247,0
310212887,310212887,64,247,0
310219037,310219038,64,247,0
310226355,310226355,64,247,0
310232512,310232513,64,247,0
310238666,310238667,64,247,0
310244821,310244821,64,247,0
310251649,310251649,64,249,0
310257809,310257809,64,248,0
310263961,310263961,64,248,0
310271211,310271212,64,248,0
310277366,310277366,64,248,0
310283518,310283518,64,248,0
310289671,310289671,64,248,0
310296501,310296501,64,248,0
310302652,310302653,64,248,0
310308803,310308803,64,250,0
310315981,310315981,64,250,0
310322139,310322140,64,251,0
310328292,310328293,64,249,0
310334447,310334448,64,249,0
310341275,310341275,64,248,0
310347430,310347430,64,248,0
310353592,310353592,64,248,0
310360803,310360803,64,248,0
310366957,310366957,64,248,0
310373113,310373114,64,248,0
310379272,310379272,64,248,0
310386234,310386235,64,248,0
310392391,310392392,64,248,0
310398550,310398550,64,248,0
310405723,310405723,64,248,0
310411880,310411880,64,248,0
310418038,310418039,64,248,0
310424192,310424192,64,248,0
310431125,310431126,64,248,0
310437284,310437284,64,248,0
310443439,310443439,64,248,0
310450759,310450759,64,248,0
310456915,310456916,64,248,0
310463068,310463069,64,248,0
310469222,310469222,64,248,0
310476104,310476105,64,248,0
310482261,310482261,64,248,0
310488416,310488417,64,248,0
310495594,310495595,64,248,0
310501747,310501748,64,248,0
310507901,310507901,64,244,0
310514057,310514058,64,244,0
310520999,310521000,64,240,0
310527153,310527153,64,242,0
310533305,310533306,64,245,0
310540650,310540650,64,245,0
310546804,310546805,64,246,0
310552959,310552960,64,247,0
310559111,310559112,64,247,0
310566047,310566047,64,247,0
310572207,310572207,64,245,0
310578361,310578362,64,244,0
310585663,310585664,64,244,0
310591818,310591819,64,246,0
310597973,310597974,64,247,0
310604128,310604129,64,247,0
310611010,310611010,64,247,0
310617168,310617169,64,247,0
310623323,310623323,64,247,0
310630634,310630634,64,247,0
310636791,310636792,64,247,0
310642949,310642949,64,247,0
310649101,310649102,64,247,0
310655973,310655973,64,247,0
310662128,310662129,64,247,0
310668281,310668282,64,247,0
310675612,310675612,64,247,0
310681767,310681768,64,249,0
310687920,310687921,64,248,0
310694076,310694076,64,248,0
310700987,310700987,64,248,0
310707139,310707140,64,248,0
310713296,310713297,64,248,0
310720510,310720511,64,248,0
310726662,310726663,64,248,0
310732819,310732820,64,248,0
310738969,310738969,64,248,0
310745799,310745800,64,250,0
310751954,310751954,64,251,0
310758104,310758105,64,251,0
310765313,310765314,64,251,0
310771472,310771472,64,249,0
310777627,310777629,65,250,0
310783782,310783782,65,250,0
310790626,310790627,65,249,0
310796783,310796783,65,248,0
310802935,310802936,65,250,0
310810156,310810157,65,250,0
310816310,310816310,65,251,0
310822462,310822463,65,251,0
310828616,310828616,65,251,0
310835477,310835478,65,249,0
310841633,310841633,65,248,0
310847787,310847788,65,248,0
310854978,310854979,65,248,0
310861138,310861139,65,248,0
310867294,310867294,65,248,0
310873455,310873455,65,248,0
310880280,310880281,65,248,0
310886439,310886439,65,248,0
310892597,310892597,65,246,0
310899770,310899770,65,246,0
310905922,310905923,65,247,0
310912077,310912077,65,247,0
310918230,310918231,65,247,0
310925098,310925099,65,247,0
310931253,310931254,65,249,0
310937410,310937411,65,250,0
310944642,310944642,65,250,0
310950800,310950800,65,251,0
310956955,310956956,65,251,0
310963107,310963107,65,251,0
310970046,310970046,65,249,0
310976203,310976203,65,250,0
310982359,310982360,65,251,0
