,time,flex sensor,"actuator position, command","actuator position, measured",force,"""Trial Number""","""Target Angle""",newForce
684,1652.509,180.0,4.0,3.9788639365918113,-23.29,0.0,150.0,-0.8778906249999991
685,1652.9620000000002,180.0,4.0,3.91545574636724,-23.47,0.0,150.0,-1.0578906249999989
686,1653.415,180.0,4.0,3.91545574636724,-23.47,0.0,150.0,-1.0578906249999989
687,1653.868,180.0,4.0,3.936591809775429,-23.12,0.0,150.0,-0.707890625000001
688,1654.32,180.0,4.0,4.021136063408191,-23.2,0.0,150.0,-0.7878906249999993
689,1654.773,180.0,4.0,3.91545574636724,-23.2,0.0,150.0,-0.7878906249999993
690,1655.226,180.0,4.0,3.8731836195508578,-23.2,0.0,150.0,-0.7878906249999993
691,1655.6779999999999,180.0,4.0,3.957727873183618,-22.94,0.0,150.0,-0.5278906250000013
692,1656.131,180.0,4.0,4.021136063408191,-22.94,0.0,150.0,-0.5278906250000013
693,1656.5839999999998,180.0,4.0,3.957727873183618,-22.94,0.0,150.0,-0.5278906250000013
694,1657.037,180.0,4.0,3.957727873183618,-22.85,0.0,150.0,-0.4378906250000014
695,1657.489,180.0,4.0,3.957727873183618,-23.2,0.0,150.0,-0.7878906249999993
696,1657.943,180.0,4.0,4.0,-22.94,0.0,150.0,-0.5278906250000013
697,1658.395,180.0,4.0,4.021136063408191,-22.94,0.0,150.0,-0.5278906250000013
698,1658.848,180.0,4.0,4.04227212681638,-1919.88,0.0,150.0,-1897.467890625
699,1659.3010000000002,180.0,4.0,3.8943196829590505,-22.94,0.0,150.0,-0.5278906250000013
700,1659.753,180.0,4.0,3.8943196829590505,-22.94,0.0,150.0,-0.5278906250000013
701,1660.2060000000001,180.0,4.0,3.936591809775429,-22.94,0.0,150.0,-0.5278906250000013
702,1660.658,180.0,4.0,4.021136063408191,-22.94,0.0,150.0,-0.5278906250000013
703,1661.111,180.0,4.0,4.0,-22.94,0.0,150.0,-0.5278906250000013
704,1661.5629999999999,180.0,4.0,3.957727873183618,-22.94,0.0,150.0,-0.5278906250000013
705,1662.016,180.0,4.0,3.957727873183618,-23.2,0.0,150.0,-0.7878906249999993
706,1662.469,180.0,4.0,3.91545574636724,-23.2,0.0,150.0,-0.7878906249999993
707,1662.922,180.0,4.0,3.957727873183618,-23.2,0.0,150.0,-0.7878906249999993
708,1663.374,180.0,4.0,3.957727873183618,-23.2,0.0,150.0,-0.7878906249999993
709,1663.828,180.0,4.0,3.936591809775429,-23.2,0.0,150.0,-0.7878906249999993
710,1664.28,180.0,4.0,4.0,-23.2,0.0,150.0,-0.7878906249999993
711,1664.733,180.0,4.0,3.9788639365918113,-23.2,0.0,150.0,-0.7878906249999993
712,1665.1860000000001,180.0,4.0,4.063408190224571,-23.2,0.0,150.0,-0.7878906249999993
713,1665.639,180.0,4.0,4.0,-23.2,0.0,150.0,-0.7878906249999993
714,1666.0910000000001,180.0,4.0,4.0,-23.12,0.0,150.0,-0.707890625000001
715,1666.5439999999999,180.0,4.0,3.957727873183618,-23.2,0.0,150.0,-0.7878906249999993
716,1666.9979999999998,180.0,4.0,3.957727873183618,-23.2,0.0,150.0,-0.7878906249999993
717,1667.45,180.0,4.0,3.957727873183618,-23.2,0.0,150.0,-0.7878906249999993
718,1667.9029999999998,180.0,4.0,3.9788639365918113,-23.2,0.0,150.0,-0.7878906249999993
719,1668.355,180.0,4.0,3.9788639365918113,-23.2,0.0,150.0,-0.7878906249999993
720,1668.809,180.0,4.0,3.91545574636724,-23.47,0.0,150.0,-1.0578906249999989
721,1669.261,180.0,4.0,3.8943196829590505,-23.47,0.0,150.0,-1.0578906249999989
722,1669.714,180.0,4.0,4.021136063408191,-23.55,0.0,150.0,-1.1378906250000007
723,1670.1670000000001,180.0,4.0,4.0,-23.29,0.0,150.0,-0.8778906249999991
724,1670.619,180.0,4.0,4.0,-23.47,0.0,150.0,-1.0578906249999989
725,1671.0720000000001,180.0,4.0,3.936591809775429,-23.29,0.0,150.0,-0.8778906249999991
726,1671.525,180.0,4.0,3.957727873183618,-23.55,0.0,150.0,-1.1378906250000007
727,1671.9779999999998,180.0,4.0,3.936591809775429,-23.29,0.0,150.0,-0.8778906249999991
728,1672.43,180.0,4.0,3.957727873183618,-23.2,0.0,150.0,-0.7878906249999993
729,1672.8829999999998,180.0,4.0,3.936591809775429,-23.29,0.0,150.0,-0.8778906249999991
730,1673.336,180.0,4.0,4.021136063408191,-23.29,0.0,150.0,-0.8778906249999991
