time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter
64090,0.00,0.06,256.66,0,0,0
64146,0.00,0.07,256.77,0,1,0
64202,0.00,0.08,256.85,0,1,0
64258,0.00,0.08,256.92,0,1,0
64314,0.00,0.08,256.95,0,1,0
64369,0.00,0.08,256.96,0,1,0
64425,0.00,0.08,256.95,0,1,0
64481,0.00,0.08,256.91,0,1,0
64537,0.00,0.07,256.85,0,1,0
64593,0.00,0.07,256.76,0,1,0
64648,0.00,0.06,256.65,0,1,0
64704,0.00,0.05,256.52,0,1,0
64760,0.00,0.03,256.38,0,1,0
64816,0.00,0.02,256.21,0,1,0
64872,0.00,0.00,256.03,0,1,0
64928,0.00,-0.02,255.83,0,1,0
64983,0.00,-0.03,255.61,1,1,0
65039,0.00,-0.05,255.38,2,1,0
65095,0.00,-0.08,255.13,3,1,0
65151,0.00,-0.10,254.88,4,1,0
65207,0.00,-0.12,254.63,5,1,0
65263,0.00,-0.14,254.38,6,1,0
65319,0.00,-0.16,254.13,7,1,0
65374,0.00,-0.19,253.89,8,1,0
65430,0.00,-0.21,253.65,9,1,0
65486,0.00,-0.23,253.42,10,1,0
65542,0.00,-0.25,253.20,12,1,0
65598,0.00,-0.26,252.99,13,7,0
65654,0.00,-0.28,252.80,14,6,0
65710,0.00,-0.30,252.63,15,10,0
65766,0.00,-0.31,252.48,16,11,0
65822,0.00,-0.32,252.35,18,11,0
65878,0.00,-0.33,252.25,19,11,0
65934,0.00,-0.34,252.18,20,16,0
65990,0.00,-0.34,252.13,21,16,0
66046,0.00,-0.34,252.10,22,16,0
66101,0.00,-0.34,252.10,23,16,0
66157,0.00,-0.34,252.12,24,16,0
66213,0.00,-0.34,252.17,25,16,0
66269,0.00,-0.33,252.24,25,20,0
66325,0.00,-0.32,252.32,26,20,0
66381,0.00,-0.31,252.42,27,20,0
66437,0.00,-0.31,252.53,28,20,0
66493,0.00,-0.29,252.64,29,19,0
66549,0.00,-0.28,252.77,30,23,0
66605,0.00,-0.27,252.90,31,27,0
66661,0.00,-0.26,253.04,31,27,0
66717,0.00,-0.25,253.19,32,27,0
