47,976,-0.97
48,976,-0.26
49,979,-0.26
50,997,0.00
51,954,-0.26
52,942,-0.35
53,929,-0.18
54,926,-0.26
55,910,-0.53
56,902,-0.44
57,892,-0.18
58,884,-0.26
59,872,-0.18
60,864,-0.26
61,854,0.09
62,840,0.09
63,834,0.53
64,816,0.53
65,807,0.97
66,809,1.14
67,793,1.32
68,778,1.49
69,776,1.41
70,759,2.02
71,757,1.85
72,742,2.55
73,777,2.46
74,723,2.90
75,715,3.25
76,705,2.99
77,716,3.60
78,675,3.87
79,680,3.87
80,668,4.22
81,646,4.04
82,668,4.48
83,638,4.75
84,620,4.92
85,606,5.01
86,618,5.01
87,587,5.19
88,586,5.10
244
ZERO_FORCE = 244
262
USER_MIN_FORCE_DATA = 262
313
USER_MAX_FORCE_DATA = 313
62
USER_MIN_ACTUATOR_COMMAND = 62
86
USER_MAX_ACTUATOR_COMMAND = 86
62
USER_MIN_ACTUATOR_AVG = 62
86
USER_MAX_ACTUATOR_AVG = 86
47,975,0.00
48,977,0.18
49,1011,0.00
50,956,0.00
51,955,0.09
52,944,0.09
53,960,0.09
54,920,0.09
55,909,0.18
56,900,0.00
57,885,-0.09
58,885,0.00
59,878,0.09
60,863,0.26
61,857,0.44
62,837,0.35
63,833,0.35
64,819,0.70
65,812,0.79
66,804,1.05
67,789,1.23
68,811,1.23
69,770,1.76
70,760,1.93
71,755,2.02
72,738,2.55
73,773,2.37
74,725,2.90
75,746,3.16
76,698,3.43
255
ZERO_FORCE = 255
261
USER_MIN_FORCE_DATA = 261
294
USER_MAX_FORCE_DATA = 294
61
USER_MIN_ACTUATOR_COMMAND = 61
74
USER_MAX_ACTUATOR_COMMAND = 74
61
USER_MIN_ACTUATOR_AVG = 61
80
USER_MAX_ACTUATOR_AVG = 80
47,978,0.09
48,976,0.00
49,975,0.09
50,957,0.09
51,961,0.18
52,941,0.09
53,935,0.18
54,921,0.18
55,914,0.09
56,899,0.18
57,895,0.18
58,886,0.09
59,873,0.09
60,860,0.18
61,856,0.35
62,841,0.26
63,863,0.26
64,819,0.62
65,815,0.70
66,801,0.88
67,788,0.97
68,779,0.97
69,772,1.49
70,760,1.85
71,754,1.85
72,745,2.11
73,778,2.37
74,718,2.90
75,744,3.08
76,699,3.43
77,691,3.69
256
ZERO_FORCE = 256
259
USER_MIN_FORCE_DATA = 259
297
USER_MAX_FORCE_DATA = 297
61
USER_MIN_ACTUATOR_COMMAND = 61
75
USER_MAX_ACTUATOR_COMMAND = 75
61
USER_MIN_ACTUATOR_AVG = 61
78
USER_MAX_ACTUATOR_AVG = 78
47,977,0.18
48,981,0.09
49,976,0.09
50,961,0.09
51,955,0.09
52,937,0.18
53,935,0.09
54,917,0.09
55,916,0.09
56,897,0.18
57,900,0.09
58,879,0.09
59,937,0.18
60,859,0.09
61,879,0.09
62,840,0.18
63,837,0.18
64,819,0.44
65,808,0.26
66,796,0.88
67,792,0.97
68,775,1.32
69,776,1.23
70,756,1.85
71,759,1.93
72,740,2.29
73,738,2.20
74,719,2.64
75,716,2.99
76,720,3.43
256
ZERO_FORCE = 256
256
USER_MIN_FORCE_DATA = 256
294
USER_MAX_FORCE_DATA = 294
61
USER_MIN_ACTUATOR_COMMAND = 61
74
USER_MAX_ACTUATOR_COMMAND = 74
61
USER_MIN_ACTUATOR_AVG = 61
77
USER_MAX_ACTUATOR_AVG = 77
