117.0,102.0,115.0,125.0,135.0,142.0,122.0,138.0,140.0,169.0
134.0,118.0,109.0,140.0,135.0,155.0,150.0,168.0,172.0,180.0
95.0,100.0,119.0,114.0,121.0,131.0,148.0,163.0,157.0,180.0
101.0,126.0,119.0,145.0,143.0,136.0,152.0,160.0,174.0,180.0
102.0,110.0,116.0,119.0,124.0,122.0,137.0,166.0,147.0,152.0
75.0,103.0,110.0,122.0,134.0,129.0,137.0,150.0,153.0,180.0
76.0,79.0,90.0,141.0,124.0,146.0,153.0,151.0,177.0,180.0
111.0,113.0,133.0,143.0,127.0,123.0,159.0,139.0,171.0,131.0
57.0,95.0,65.0,125.0,93.0,109.0,132.0,130.0,148.0,180.0
40.0,46.0,86.0,40.0,58.0,90.0,92.0,121.0,144.0,157.0
40.0,85.0,65.0,40.0,85.0,114.0,131.0,73.0,161.0,180.0
45.0,59.0,63.0,111.0,93.0,109.0,121.0,145.0,147.0,173.0
71.0,83.0,94.0,91.0,138.0,102.0,156.0,151.0,164.0,177.0
99.0,132.0,117.0,137.0,131.0,142.0,162.0,167.0,161.0,180.0
