0.002109374999999858,-0.2678906249999997,0.002109374999999858,-0.2678906249999997,-0.3478906250000016,-0.2678906249999997,-0.17789062499999986,-0.17789062499999986,0.002109374999999858,0.002109374999999858
0.0,0.0,-0.18,0.0,0.09,0.09,0.0,0.09,0.0,0.0
-2.9,-2.72,-2.9,-2.99,-2.9,-2.64,-2.9,-2.72,-2.72,-2.55
-0.79,-0.18,-0.53,-0.53,-0.44,-0.44,-0.44,-0.18,-0.18,-0.53
0.26,0.26,0.44,0.18,0.62,0.35,0.35,0.53,0.44,0.53
-0.26,-0.26,-0.18,-0.18,-0.35,0.18,-0.18,-0.35,-0.26,-0.35
-1.49,-1.67,-1.58,-1.76,-1.67,-1.58,-2.02,-1.32,-1.58,-1.67
0.18,-0.09,0.18,-0.09,0.26,0.09,0.26,0.35,0.26,0.09
0.09,0.09,-0.35,-0.09,-0.18,-0.09,0.0,0.0,-0.09,-0.35
0.18,0.18,0.09,0.18,0.0,0.09,0.18,0.18,0.09,0.26
0.09,0.09,0.35,0.35,0.0,0.18,0.26,0.35,0.09,0.09
0.0,0.0,-0.09,-0.09,-0.18,0.18,0.0,0.18,0.09,0.18
0.7,3.25,2.55,1.93,0.44,1.85,0.97,0.62,3.6,2.29
0.62,0.7,2.55,1.85,0.44,1.93,3.6,3.25,0.97,2.29
