t1,t2,command,measured
80559569,80559569,49,255
80569056,80569056,49,255
80578541,80578542,49,255
80588062,80588062,49,253
80598075,80598076,49,253
80607565,80607566,49,252
80617051,80617051,49,252
80626541,80626542,49,254
80636024,80636024,49,253
80646119,80646120,49,253
80655604,80655604,49,254
80665086,80665087,49,254
80674573,80674574,49,255
80684054,80684055,49,253
80694140,80694141,49,253
80703624,80703625,49,254
80713109,80713110,49,254
80722594,80722595,49,253
80732084,80732085,49,254
80742198,80742198,49,254
80751686,80751686,49,255
80761173,80761173,49,255
80770660,80770660,49,255
80780144,80780145,49,255
80790222,80790222,49,255
80799705,80799706,49,255
80809194,80809194,49,255
80818677,80818678,49,253
80828165,80828165,49,252
80838291,80838292,49,252
80847780,80847781,49,252
80857263,80857263,49,252
80866747,80866748,49,252
80876229,80876229,49,252
80886328,80886329,49,252
80895811,80895811,49,254
80905293,80905293,49,254
80914775,80914776,49,255
80924290,80924290,49,253
80934307,80934307,49,253
80943788,80943789,49,252
80953271,80953271,49,252
80962757,80962758,49,254
80972247,80972247,49,255
80982339,80982340,49,255
80991826,80991827,49,255
81001307,81001307,49,255
81010789,81010790,49,253
81020274,81020274,49,252
81030380,81030381,49,252
81039864,81039864,49,252
81049350,81049350,49,252
81058834,81058835,49,252
81068321,81068321,49,252
81078417,81078418,49,252
81087905,81087905,49,252
81097387,81097387,49,252
81106875,81106875,49,254
81116355,81116356,49,253
81126394,81126394,49,253
81135877,81135878,49,252
81145364,81145365,49,252
81154848,81154849,49,254
81164342,81164343,49,255
81174370,81174370,49,255
81183851,81183852,49,253
81193340,81193341,49,253
81202826,81202827,49,254
81212315,81212316,49,255
81222296,81222297,49,255
81231786,81231787,49,255
81241273,81241274,49,255
81250761,81250762,49,253
81260244,81260244,49,254
81270211,81270211,49,254
81279693,81279694,49,253
81289180,81289180,49,253
81298667,81298668,49,254
81308156,81308156,49,253
81318170,81318171,49,253
81327657,81327657,49,252
81337141,81337141,49,252
81346628,81346628,49,252
81356111,81356112,49,252
81366205,81366206,49,252
81375687,81375687,49,252
81385169,81385169,49,252
81394649,81394650,49,254
81404165,81404165,49,255
81414186,81414187,49,255
81423673,81423673,49,253
81433160,81433160,49,253
81442643,81442645,50,252
81452128,81452129,50,254
81462208,81462209,50,254
81471694,81471695,50,255
81481175,81481176,50,255
81490663,81490664,50,255
81500172,81500172,50,255
81510180,81510181,50,255
81519661,81519662,50,253
81529146,81529147,50,253
81538633,81538633,50,254
81548151,81548152,50,253
81558189,81558190,50,253
81567680,81567681,50,252
81577164,81577165,50,252
81586651,81586652,50,252
81596135,81596136,50,254
81606164,81606165,50,254
81615648,81615648,50,255
81625135,81625136,50,255
81634619,81634620,50,253
81644100,81644101,50,254
81654186,81654186,50,254
81663669,81663669,50,253
81673153,81673154,50,253
81682635,81682636,50,252
81692124,81692125,50,252
81702224,81702224,50,252
81711708,81711708,50,254
81721191,81721191,50,254
81730677,81730678,50,255
81740159,81740159,50,255
81750134,81750135,50,255
