time,setpoint,set-err,filteredRawForce,commandedActuatorPos,measuredActuatorPos,TrialCounter
108470,0.00,0.08,250.86,0,0,0
108526,0.00,0.08,250.94,0,1,0
108581,0.00,0.09,251.02,0,0,0
108637,0.00,0.10,251.10,0,1,0
108693,0.00,0.10,251.17,0,1,0
108749,0.00,0.11,251.23,0,1,0
108805,0.00,0.11,251.28,0,1,0
108861,0.00,0.12,251.33,0,1,0
108917,0.00,0.12,251.37,0,1,0
108973,0.00,0.12,251.40,0,1,0
109028,0.00,0.12,251.42,0,1,0
109084,0.00,0.13,251.42,0,1,0
109140,0.00,0.12,251.42,0,0,0
109196,0.00,0.12,251.40,0,1,0
109252,0.00,0.12,251.37,0,1,0
109308,0.00,0.12,251.33,0,1,0
109364,0.00,0.11,251.28,0,1,0
109419,0.00,0.11,251.22,0,1,0
109475,0.00,0.10,251.17,0,0,0
109531,0.00,0.10,251.12,0,1,0
109587,0.00,0.10,251.08,0,1,0
109643,0.00,0.09,251.06,0,1,0
109699,0.00,0.09,251.04,0,1,0
109755,0.00,0.09,251.05,0,0,0
109810,0.00,0.09,251.06,0,1,0
109866,0.00,0.10,251.10,0,1,0
109922,0.00,0.10,251.15,0,1,0
109978,0.00,0.11,251.20,0,1,0
110034,0.00,0.11,251.27,0,0,0
110090,0.00,0.12,251.32,0,0,0
110146,0.00,0.12,251.37,0,1,0
110201,0.00,0.12,251.41,0,0,0
110257,0.00,0.13,251.44,0,1,0
110313,0.00,0.13,251.45,0,1,0
110369,0.00,0.13,251.45,0,1,0
110425,0.00,0.13,251.44,0,1,0
110481,0.00,0.13,251.43,0,1,0
110537,0.00,0.12,251.40,0,1,0
110592,0.00,0.12,251.38,0,1,0
110648,0.00,0.12,251.34,0,1,0
110704,0.00,0.11,251.30,0,1,0
110760,0.00,0.11,251.26,0,0,0
110816,0.00,0.11,251.22,0,1,0
110872,0.00,0.10,251.18,0,1,0
110927,0.00,0.10,251.15,0,0,0
110983,0.00,0.10,251.12,0,1,0
111039,0.00,0.10,251.11,0,1,0
111095,0.00,0.10,251.10,0,1,0
111151,0.00,0.10,251.10,0,1,0
111207,0.00,0.10,251.10,0,1,0
111263,0.00,0.10,251.10,0,1,0
111319,0.00,0.10,251.10,0,1,0
111374,0.00,0.10,251.10,0,1,0
111430,0.00,0.10,251.10,0,1,0
111486,0.00,0.10,251.10,0,1,0
111542,0.00,0.10,251.09,0,1,0
111598,0.00,0.10,251.09,0,1,0
111654,0.00,0.10,251.09,0,1,0
111710,0.00,0.10,251.08,0,1,0
111766,0.00,0.09,251.08,0,0,0
111822,0.00,0.09,251.07,0,1,0
111877,0.00,0.09,251.08,0,1,0
111933,0.00,0.10,251.08,0,1,0
111989,0.00,0.10,251.09,0,1,0
112045,0.00,0.10,251.10,0,1,0
112101,0.00,0.10,251.11,0,1,0
112157,0.00,0.10,251.12,0,1,0
112213,0.00,0.10,251.14,0,1,0
112268,0.00,0.10,251.16,0,0,0
112324,0.00,0.10,251.19,0,1,0
112380,0.00,0.11,251.23,0,1,0
112436,0.00,0.11,251.27,0,1,0
112492,0.00,0.12,251.31,0,1,0
112548,0.00,0.12,251.35,0,1,0
112604,0.00,0.12,251.39,0,1,0
112659,0.00,0.12,251.42,0,1,0
112715,0.00,0.13,251.45,0,1,0
112771,0.00,0.13,251.48,0,1,0
112827,0.00,0.13,251.49,0,1,0
112883,0.00,0.13,251.51,0,1,0
112939,0.00,0.13,251.51,0,1,0
112995,0.00,0.13,251.50,0,1,0
113050,0.00,0.13,251.49,0,1,0
113106,0.00,0.13,251.47,0,1,0
113162,0.00,0.13,251.45,0,1,0
113218,0.00,0.13,251.43,0,1,0
113274,0.00,0.12,251.40,0,1,0
113330,0.00,0.12,251.37,0,1,0
113386,0.00,0.12,251.35,0,1,0
113441,0.00,0.12,251.33,0,1,0
113497,0.00,0.11,251.31,0,1,0
113553,0.00,0.11,251.29,0,1,0
113609,0.00,0.11,251.27,0,1,0
113665,0.00,0.11,251.25,0,1,0
113721,0.00,0.11,251.23,0,1,0
113777,0.00,0.11,251.21,0,1,0
113832,0.00,0.11,251.20,0,1,0
113888,0.00,0.10,251.18,0,1,0
113944,0.00,0.10,251.17,0,1,0
114000,0.00,0.10,251.16,0,1,0
114056,0.00,0.10,251.15,0,1,0
114112,0.00,0.10,251.14,0,1,0
114168,0.00,0.10,251.13,0,1,0
114223,0.00,0.10,251.12,0,1,0
114279,0.00,0.10,251.11,0,1,0
114335,0.00,0.10,251.10,0,0,0
114391,0.00,0.09,251.08,0,1,0
114447,0.00,0.09,251.05,0,1,0
114503,0.00,0.09,251.03,0,1,0
114559,0.00,0.09,251.00,0,0,0
114614,0.00,0.09,250.98,0,0,0
114670,0.00,0.08,250.96,0,1,0
114726,0.00,0.08,250.94,0,1,0
114782,0.00,0.08,250.94,0,1,0
114838,0.00,0.08,250.96,0,1,0
114894,0.00,0.09,250.99,0,1,0
114950,0.00,0.09,251.03,0,1,0
115006,0.00,0.09,251.08,0,1,0
115061,0.00,0.10,251.14,0,0,0
115117,0.00,0.11,251.21,0,1,0
115173,0.00,0.11,251.28,0,1,0
115229,0.00,0.12,251.35,0,1,0
115285,0.00,0.12,251.42,0,1,0
115341,0.00,0.13,251.48,0,1,0
115397,0.00,0.13,251.53,0,1,0
115452,0.00,0.14,251.57,0,0,0
115508,0.00,0.14,251.60,0,0,0
115564,0.00,0.14,251.62,0,1,0
115620,0.00,0.14,251.63,0,1,0
115676,0.00,0.14,251.64,0,1,0
115732,0.00,0.14,251.63,0,1,0
115788,0.00,0.14,251.63,0,0,0
115843,0.00,0.14,251.64,0,1,0
115899,0.00,0.15,251.67,0,1,0
115955,0.00,0.15,251.70,0,1,0
116011,0.00,0.16,251.77,0,1,0
116067,0.00,0.16,251.85,0,0,0
116123,0.00,0.17,251.96,0,0,0
116178,0.00,0.18,252.10,0,1,0
116234,0.00,0.20,252.26,0,0,0
116290,0.00,0.22,252.45,0,0,0
116346,0.00,0.23,252.66,0,1,0
116402,0.00,0.25,252.88,0,1,0
116458,0.00,0.27,253.11,0,1,0
116514,0.00,0.29,253.35,0,1,0
116569,0.00,0.32,253.59,0,1,0
116625,0.00,0.34,253.82,0,1,0
116681,0.00,0.35,254.03,0,1,0
116737,0.00,0.37,254.23,0,0,0
116793,0.00,0.39,254.41,0,0,0
116849,0.00,0.40,254.56,0,0,0
116905,0.00,0.41,254.68,0,1,0
116960,0.00,0.42,254.78,0,1,0
117016,0.00,0.42,254.83,0,0,0
117072,0.00,0.43,254.86,0,1,0
117128,0.00,0.43,254.86,0,1,0
117184,0.00,0.42,254.83,0,0,0
117240,0.00,0.42,254.77,0,1,0
117296,0.00,0.41,254.69,0,1,0
117351,0.00,0.40,254.58,0,1,0
117407,0.00,0.39,254.45,0,1,0
117463,0.00,0.38,254.30,0,1,0
117519,0.00,0.36,254.13,0,1,0
117575,0.00,0.35,253.94,0,0,0
117631,0.00,0.33,253.73,0,1,0
117687,0.00,0.31,253.52,0,1,0
117742,0.00,0.29,253.30,0,1,0
117798,0.00,0.27,253.08,0,1,0
117854,0.00,0.25,252.87,0,1,0
117910,0.00,0.24,252.67,0,1,0
117966,0.00,0.22,252.51,0,1,0
118022,0.00,0.21,252.38,0,1,0
118078,0.00,0.20,252.28,0,1,0
118133,0.00,0.20,252.22,0,1,0
118189,0.00,0.19,252.20,0,1,0
118245,0.00,0.19,252.21,0,0,0
118301,0.00,0.20,252.26,0,1,0
118357,0.00,0.21,252.35,0,1,0
118413,0.00,0.22,252.49,0,1,0
118469,0.00,0.24,252.68,0,0,0
118524,0.00,0.26,252.92,0,1,0
118580,0.00,0.28,253.22,0,0,0
118636,0.00,0.31,253.56,0,0,0
118692,0.00,0.35,253.94,0,0,0
118748,0.00,0.38,254.37,0,1,0
118804,0.00,0.42,254.83,0,1,0
118859,0.00,0.47,255.32,0,1,0
118915,0.00,0.51,255.83,0,1,0
118971,0.00,0.56,256.35,0,1,0
119027,0.00,0.60,256.87,0,1,0
119083,0.00,0.65,257.39,0,0,0
119139,0.00,0.69,257.90,0,0,0
119195,0.00,0.74,258.40,0,0,0
119250,0.00,0.78,258.89,0,0,0
119306,0.00,0.82,259.36,0,1,0
119362,0.00,0.86,259.82,0,0,0
119418,0.00,0.90,260.26,0,0,0
119474,0.00,0.94,260.67,0,1,0
119530,0.00,0.97,261.05,0,0,0
119586,0.00,1.00,261.39,0,0,0
119641,0.00,1.03,261.68,0,1,0
119697,0.00,1.05,261.90,0,0,0
119753,0.00,1.06,262.07,0,1,0
119809,0.00,1.07,262.17,0,0,0
119865,0.00,1.07,262.20,0,0,0
119921,0.00,1.07,262.16,0,0,0
119977,0.00,1.06,262.06,0,1,0
120032,0.00,1.05,261.91,0,1,0
120088,0.00,1.03,261.70,0,0,0
120144,0.00,1.01,261.45,0,0,0
120200,0.00,0.98,261.15,0,0,0
120256,0.00,0.95,260.81,0,0,0
120312,0.00,0.92,260.45,0,0,0
120368,0.00,0.88,260.06,0,0,0
120423,0.00,0.85,259.65,0,1,0
120479,0.00,0.81,259.23,0,0,0
120535,0.00,0.77,258.81,0,1,0
120591,0.00,0.74,258.38,0,1,0
120647,0.00,0.70,257.96,0,0,0
120703,0.00,0.66,257.54,0,1,0
120759,0.00,0.63,257.12,0,1,0
120814,0.00,0.59,256.73,0,0,0
120870,0.00,0.56,256.35,0,1,0
120926,0.00,0.53,255.99,0,0,0
120982,0.00,0.50,255.66,0,0,0
121038,0.00,0.47,255.36,0,0,0
121094,0.00,0.45,255.08,0,0,0
121150,0.00,0.42,254.83,0,0,0
121205,0.00,0.41,254.61,0,1,0
121261,0.00,0.39,254.42,0,0,0
121317,0.00,0.37,254.25,0,1,0
121373,0.00,0.36,254.11,0,0,0
121429,0.00,0.35,254.00,0,1,0
121485,0.00,0.34,253.90,0,1,0
121540,0.00,0.34,253.82,0,1,0
121596,0.00,0.33,253.76,0,0,0
121652,0.00,0.33,253.71,0,1,0
121708,0.00,0.32,253.66,0,1,0
121764,0.00,0.32,253.63,0,1,0
121820,0.00,0.32,253.61,0,1,0
121876,0.00,0.32,253.60,0,0,0
121931,0.00,0.32,253.59,0,1,0
121987,0.00,0.32,253.58,0,1,0
122043,0.00,0.31,253.58,0,1,0
122099,0.00,0.32,253.58,0,1,0
122155,0.00,0.32,253.59,0,1,0
122211,0.00,0.32,253.60,0,0,0
122267,0.00,0.32,253.61,0,0,0
122322,0.00,0.32,253.62,0,1,0
122378,0.00,0.32,253.63,0,0,0
122434,0.00,0.32,253.65,0,1,0
122490,0.00,0.32,253.67,0,1,0
122546,0.00,0.32,253.69,0,0,0
122602,0.00,0.33,253.72,0,1,0
122658,0.00,0.33,253.75,0,0,0
122713,0.00,0.33,253.78,0,1,0
122769,0.00,0.34,253.81,0,1,0
122825,0.00,0.34,253.85,0,1,0
122881,0.00,0.34,253.88,0,1,0
122937,0.00,0.34,253.91,0,0,0
122993,0.00,0.35,253.94,0,1,0
123049,0.00,0.35,253.97,0,1,0
123104,0.00,0.35,254.00,0,0,0
123160,0.00,0.35,254.03,0,1,0
123216,0.00,0.36,254.07,0,1,0
123272,0.00,0.36,254.11,0,0,0
123328,0.00,0.37,254.16,0,0,0
123384,0.00,0.37,254.21,0,1,0
123440,0.00,0.37,254.26,0,1,0
123495,0.00,0.38,254.31,0,1,0
123551,0.00,0.38,254.36,0,1,0
123607,0.00,0.39,254.40,0,0,0
123663,0.00,0.39,254.45,0,0,0
123719,0.00,0.39,254.49,0,1,0
123775,0.00,0.40,254.53,0,1,0
123831,0.00,0.40,254.56,0,1,0
123886,0.00,0.40,254.58,0,1,0
123942,0.00,0.40,254.60,0,1,0
123998,0.00,0.41,254.61,0,1,0
124054,0.00,0.41,254.61,0,0,0
124110,0.00,0.41,254.61,0,0,0
124166,0.00,0.40,254.61,0,1,0
124222,0.00,0.40,254.60,0,1,0
124277,0.00,0.40,254.59,0,1,0
124333,0.00,0.40,254.59,0,1,0
124389,0.00,0.40,254.58,0,1,0
124445,0.00,0.40,254.57,0,1,0
124501,0.00,0.40,254.56,0,1,0
124557,0.00,0.40,254.55,0,0,0
124613,0.00,0.40,254.53,0,1,0
124668,0.00,0.40,254.52,0,1,0
124724,0.00,0.40,254.51,0,1,0
124780,0.00,0.40,254.51,0,1,0
124836,0.00,0.40,254.52,0,1,0
124892,0.00,0.40,254.55,0,0,0
124948,0.00,0.41,254.62,0,1,0
125004,0.00,0.41,254.71,0,1,0
125059,0.00,0.43,254.84,0,1,0
125115,0.00,0.44,255.01,0,0,0
125171,0.00,0.46,255.22,0,0,0
125227,0.00,0.48,255.47,0,0,0
125283,0.00,0.51,255.77,0,0,0
125339,0.00,0.54,256.12,0,0,0
125395,0.00,0.57,256.50,0,1,0
125450,0.00,0.61,256.93,0,0,0
125506,0.00,0.65,257.38,0,1,0
125562,0.00,0.69,257.85,0,1,0
125618,0.00,0.73,258.34,0,1,0
125674,0.00,0.78,258.82,0,1,0
125730,0.00,0.82,259.30,0,1,0
125786,0.00,0.86,259.75,0,0,0
125841,0.00,0.89,260.17,0,0,0
125897,0.00,0.93,260.56,0,1,0
125953,0.00,0.96,260.92,0,0,0
126009,0.00,0.99,261.24,0,0,0
126065,0.00,1.01,261.52,0,0,0
126121,0.00,1.03,261.76,0,1,0
126177,0.00,1.05,261.95,0,1,0
126232,0.00,1.06,262.10,0,0,0
126288,0.00,1.07,262.21,0,1,0
126344,0.00,1.08,262.27,0,0,0
126400,0.00,1.08,262.29,0,1,0
126456,0.00,1.08,262.27,0,1,0
126512,0.00,1.07,262.20,0,1,0
126567,0.00,1.06,262.07,0,1,0
126623,0.00,1.05,261.90,0,0,0
126679,0.00,1.03,261.68,0,1,0
126735,0.00,1.00,261.42,0,0,0
126791,0.00,0.98,261.13,0,1,0
126847,0.00,0.95,260.82,0,0,0
126903,0.00,0.92,260.49,0,1,0
126959,0.00,0.89,260.15,0,1,0
127014,0.00,0.86,259.78,0,0,0
127070,0.00,0.83,259.41,0,1,0
127126,0.00,0.79,259.02,0,0,0
127182,0.00,0.76,258.63,0,1,0
127238,0.00,0.72,258.25,0,0,0
127294,0.00,0.69,257.87,0,1,0
