trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,2.86,10.34,10.34,2.86,1,1,0,1,1,0
1,2.86,10.34,10.34,2.86,1,1,0,1,2,0
2,4.53,10.34,4.53,10.34,3,3,0,1,3,0
3,4.53,10.34,10.34,4.53,1,1,0,1,4,0
4,7.18,10.34,10.34,7.18,1,1,0,1,5,0
5,7.18,10.34,10.34,7.18,1,1,0,1,6,0
6,11.38,10.34,10.34,11.38,3,3,1,3,7,0
7,7.18,10.34,7.18,10.34,3,3,1,1,8,0
8,7.18,10.34,7.18,10.34,3,3,1,1,9,0
9,9.04,10.34,9.04,10.34,3,3,1,1,10,0
10,9.04,10.34,10.34,9.04,1,1,1,1,11,0
11,11.38,10.34,10.34,11.38,3,3,2,3,12,0
12,9.04,10.34,10.34,9.04,1,1,2,1,13,0
13,9.04,10.34,9.04,10.34,3,1,3,3,13,1
14,9.04,10.34,9.04,10.34,3,3,3,1,14,1
15,9.04,10.34,9.04,10.34,3,3,3,1,15,1
