trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,1.06,10.34,10.34,1.06,1,1,0,1,1,0
1,1.06,10.34,1.06,10.34,3,3,0,1,2,0
2,1.68,10.34,10.34,1.68,1,1,0,1,3,0
3,1.68,10.34,1.68,10.34,3,3,0,1,4,0
4,2.66,10.34,2.66,10.34,3,3,0,1,5,0
5,2.66,10.34,2.66,10.34,3,3,0,1,6,0
6,4.22,10.34,10.34,4.22,1,1,0,1,7,0
7,4.22,10.34,4.22,10.34,3,3,0,1,8,0
8,6.69,10.34,10.34,6.69,1,1,0,1,9,0
9,6.69,10.34,6.69,10.34,3,3,0,1,10,0
10,10.6,10.34,10.6,10.34,1,1,1,3,11,0
11,6.69,10.34,6.69,10.34,3,3,1,1,12,0
12,6.69,10.34,6.69,10.34,3,3,1,1,13,0
13,8.42,10.34,8.42,10.34,3,3,1,1,14,0
14,8.42,10.34,8.42,10.34,3,3,1,1,15,0
15,10.6,10.34,10.6,10.34,1,1,2,3,16,0
