trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,15.42,10.34,15.42,10.34,1,1,0,1,1,0
1,15.42,10.34,15.42,10.34,1,1,0,1,2,0
2,11.43,10.34,11.43,10.34,1,3,1,3,2,1
3,15.42,10.34,15.42,10.34,1,1,1,1,3,1
4,15.42,10.34,15.42,10.34,1,1,1,1,4,1
5,13.54,10.34,13.54,10.34,1,1,1,1,5,1
6,13.54,10.34,10.34,13.54,3,3,1,1,6,1
7,11.89,10.34,10.34,11.89,3,3,1,1,7,1
8,11.89,10.34,11.89,10.34,1,1,1,1,8,1
9,10.44,10.34,10.34,10.44,3,2,1,2,8,2
10,10.44,10.34,10.44,10.34,1,1,1,1,9,2
11,10.44,10.34,10.44,10.34,1,3,2,3,9,3
12,10.44,10.34,10.44,10.34,1,1,2,1,10,3
13,10.44,10.34,10.44,10.34,1,1,2,1,11,3
14,9.82,10.34,9.82,10.34,3,3,3,3,12,3
15,10.44,10.34,10.34,10.44,3,2,3,2,12,4
