trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,15.43,10.34,15.43,10.34,1,1,0,1,1,0
1,15.43,10.34,10.34,15.43,3,3,0,1,2,0
2,11.43,10.34,11.43,10.34,1,2,0,2,2,1
3,11.43,10.34,10.34,11.43,3,3,0,1,3,1
4,11.43,10.34,10.34,11.43,3,3,0,1,4,1
5,8.47,10.34,10.34,8.47,1,1,1,3,5,1
6,11.43,10.34,10.34,11.43,3,1,2,3,5,2
7,8.47,10.34,10.34,8.47,1,1,3,3,6,2
8,11.43,10.34,10.34,11.43,3,3,3,1,7,2
9,11.43,10.34,11.43,10.34,1,1,3,1,8,2
10,11.1,10.34,11.1,10.34,1,1,3,1,9,2
11,11.1,10.34,10.34,11.1,3,3,3,1,10,2
12,10.78,10.34,10.78,10.34,1,1,3,1,11,2
13,10.78,10.34,10.34,10.78,3,3,3,1,12,2
14,10.47,10.34,10.47,10.34,1,1,3,1,13,2
15,10.47,10.34,10.34,10.47,3,1,4,3,13,3
