trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,14.77,10.34,10.34,14.77,3,3,0,1,1,0
1,14.77,10.34,14.77,10.34,1,1,0,1,2,0
2,10.95,10.34,10.34,10.95,3,3,0,1,3,0
3,10.95,10.34,10.95,10.34,1,1,0,1,4,0
4,8.11,10.34,10.34,8.11,1,1,1,3,5,0
5,10.95,10.34,10.34,10.95,3,2,1,2,5,1
6,7.12,10.34,7.12,10.34,3,3,2,3,6,1
7,10.95,10.34,10.95,10.34,1,1,2,1,7,1
8,10.95,10.34,10.95,10.34,1,1,2,1,8,1
9,10.3,10.34,10.34,10.3,1,3,2,1,8,2
10,10.3,10.34,10.3,10.34,3,2,2,2,8,3
11,9.69,10.34,10.34,9.69,1,3,2,1,8,4
12,9.69,10.34,9.69,10.34,3,3,3,3,9,4
13,9.69,10.34,9.69,10.34,3,3,4,3,10,4
14,9.69,10.34,9.69,10.34,3,3,5,3,11,4
15,9.69,10.34,9.69,10.34,3,3,6,3,12,4
