t1,t2,command,measured,zero
47395516,47395516,56,251,0
47401655,47401655,56,251,0
47408468,47408468,56,251,0
47414606,47414606,56,251,0
47420740,47420741,56,251,0
47427909,47427910,56,251,0
47434048,47434049,56,251,0
47440187,47440187,56,253,0
47446329,47446329,56,253,0
47453218,47453218,56,252,0
47459359,47459360,56,254,0
47465502,47465503,56,255,0
47472708,47472709,56,255,0
47478846,47478846,56,253,0
47484986,47484987,56,254,0
47491125,47491126,56,254,0
47498036,47498037,56,253,0
47504176,47504177,56,252,0
47510315,47510316,56,254,0
47517523,47517523,56,254,0
47523657,47523658,56,255,0
47529797,47529798,56,253,0
47535940,47535941,56,253,0
47542786,47542787,56,252,0
47548923,47548923,56,252,0
47555067,47555067,56,252,0
47562330,47562330,56,252,0
47568467,47568468,56,252,0
47574605,47574606,56,252,0
47580742,47580743,56,252,0
47587608,47587608,56,252,0
47593744,47593744,56,252,0
47599882,47599883,56,252,0
47607039,47607040,56,252,0
47613179,47613179,56,252,0
47619317,47619318,56,252,0
47625455,47625456,56,252,0
47632361,47632362,56,252,0
47638495,47638495,56,252,0
47644630,47644630,56,252,0
47651880,47651881,56,252,0
47658020,47658020,56,252,0
47664156,47664156,56,252,0
47670295,47670296,56,252,0
47677126,47677126,56,252,0
47683266,47683266,56,254,0
47689406,47689406,56,253,0
47696566,47696566,56,253,0
47702702,47702702,56,252,0
47708836,47708837,56,254,0
47714978,47714979,56,254,0
47721873,47721874,56,255,0
47728013,47728013,56,255,0
47734153,47734153,56,255,0
47741342,47741342,56,255,0
47747481,47747481,56,255,0
47753618,47753618,56,255,0
47759757,47759757,56,255,0
47766558,47766559,56,255,0
47772697,47772697,56,255,0
47778832,47778832,56,253,0
47786036,47786037,56,253,0
47792174,47792175,56,252,0
47798308,47798309,56,252,0
47804446,47804446,56,252,0
47811327,47811328,56,252,0
47817465,47817466,56,252,0
47823599,47823599,56,252,0
47830767,47830768,56,252,0
47836906,47836906,56,252,0
47843042,47843042,56,252,0
47849179,47849180,56,252,0
47856029,47856029,56,252,0
47862166,47862167,56,252,0
47868306,47868306,56,252,0
47875481,47875482,56,252,0
47881620,47881621,56,252,0
47887760,47887760,56,252,0
47893900,47893901,56,252,0
47900844,47900845,56,252,0
47906981,47906982,56,252,0
47913124,47913124,56,254,0
47920322,47920323,56,254,0
47926461,47926462,56,253,0
47932603,47932603,56,252,0
47938739,47938739,56,252,0
47945553,47945554,56,252,0
47951688,47951689,56,252,0
47957829,47957829,56,250,0
47965021,47965021,56,250,0
47971158,47971158,56,249,0
47977296,47977297,56,248,0
47983434,47983434,56,248,0
47990336,47990337,56,250,0
47996477,47996477,56,251,0
48002614,48002614,56,249,0
48009793,48009794,56,249,0
48015937,48015938,56,250,0
48022075,48022075,56,251,0
48028211,48028211,56,251,0
48035089,48035089,56,249,0
48041228,48041229,56,250,0
48047368,48047368,56,249,0
48054698,48054698,56,249,0
48060836,48060836,56,248,0
48066973,48066974,56,248,0
48073113,48073114,56,248,0
48079929,48079929,56,248,0
48086068,48086069,56,248,0
48092206,48092206,56,248,0
48099373,48099374,56,248,0
48105512,48105513,56,248,0
48111647,48111648,56,248,0
48117786,48117787,56,248,0
48124697,48124697,56,246,0
48130833,48130833,56,247,0
48136970,48136971,56,247,0
48144178,48144179,56,247,0
48150317,48150317,56,249,0
48156455,48156456,56,250,0
48162590,48162590,56,250,0
48169476,48169476,56,251,0
48175615,48175615,56,253,0
48181754,48181755,56,254,0
48189076,48189077,56,254,0
48195218,48195219,56,253,0
48201356,48201357,56,254,0
48207494,48207494,56,254,0
48214372,48214373,56,256,0
48220511,48220512,56,256,0
48226646,48226647,56,256,0
48233807,48233808,56,256,0
48239945,48239946,56,256,0
48246084,48246084,56,257,0
48252223,48252223,56,257,0
48259120,48259121,56,256,0
48265261,48265262,56,256,0
48271400,48271400,56,256,0
48278562,48278562,56,256,0
48284700,48284701,56,257,0
48290838,48290839,56,257,0
48296979,48296979,56,257,0
48303814,48303815,56,257,0
48309954,48309955,56,256,0
48316097,48316098,56,256,0
48323282,48323283,56,256,0
48329421,48329422,56,256,0
48335567,48335567,56,256,0
48341706,48341706,56,256,0
48348542,48348542,56,256,0
48354682,48354682,56,256,0
48360820,48360821,56,256,0
48367962,48367963,56,256,0
48374102,48374102,56,254,0
48380238,48380238,56,255,0
48386376,48386376,56,255,0
48393266,48393266,56,255,0
48399404,48399404,56,255,0
48405542,48405542,56,255,0
48412847,48412848,56,255,0
48418983,48418983,56,255,0
48425122,48425122,56,255,0
48431262,48431263,56,255,0
48438099,48438099,56,255,0
48444236,48444236,56,255,0
48450373,48450374,56,253,0
48457703,48457703,56,253,0
48463841,48463841,56,254,0
48469981,48469981,56,253,0
48476126,48476126,56,253,0
48482971,48482971,56,252,0
48489108,48489108,56,254,0
48495254,48495254,56,255,0
48502570,48502571,56,255,0
48508704,48508704,56,255,0
48514847,48514847,56,255,0
48520985,48520985,56,255,0
48527846,48527846,56,253,0
48533983,48533984,56,254,0
48540122,48540123,56,255,0
48547274,48547274,56,255,0
48553415,48553416,56,255,0
48559553,48559554,56,256,0
48565689,48565690,56,256,0
48572546,48572546,56,257,0
48578679,48578680,56,257,0
48584820,48584821,56,257,0
48592113,48592113,56,257,0
48598248,48598249,56,257,0
48604389,48604389,56,259,0
48610528,48610529,56,259,0
48617363,48617364,56,258,0
48623501,48623502,56,259,0
48629638,48629639,56,260,0
48636943,48636943,56,260,0
48643082,48643083,56,262,0
48649222,48649222,56,263,0
48655366,48655366,56,263,0
48662246,48662247,56,263,0
48668388,48668388,56,263,0
48674533,48674534,56,263,0
48681691,48681692,56,263,0
48687831,48687831,56,265,0
48693972,48693973,56,266,0
48700110,48700111,56,266,0
48707014,48707014,56,266,0
48713154,48713155,56,267,0
48719293,48719293,56,269,0
48726536,48726537,56,269,0
48732676,48732677,56,270,0
48738816,48738816,56,272,0
48744958,48744959,56,272,0
48751842,48751842,56,273,0
48757984,48757985,56,272,0
48764122,48764123,56,275,0
48771285,48771286,56,275,0
48777427,48777427,56,276,0
48783561,48783561,56,277,0
48789696,48789697,56,277,0
48796504,48796504,56,279,0
48802641,48802641,56,280,0
48808776,48808777,56,281,0
