td,time,"flex sensor"
16.00, 299434016.00, 0.09
16.00, 299450592.00, 0.09
16.00, 299467200.00, 0.09
16.00, 299483776.00, 0.09
16.00, 299500384.00, 0.09
16.00, 299516992.00, 0.09
16.00, 299533568.00, 0.09
16.00, 299550176.00, 0.71
16.00, 299566752.00, 1.73
16.00, 299583360.00, 1.18
16.00, 299599936.00, -0.07
16.00, 299616544.00, -0.07
16.00, 299633120.00, -0.07
16.00, 299649728.00, -0.07
16.00, 299666304.00, -0.07
16.00, 299682880.00, -0.07
16.00, 299699520.00, -0.07
16.00, 299716096.00, -0.07
16.00, 299732704.00, -0.07
16.00, 299749280.00, -0.07
16.00, 299765888.00, -0.07
16.00, 299782464.00, -0.07
16.00, 299799072.00, -0.07
16.00, 299815648.00, -0.07
16.00, 299832256.00, -0.07
16.00, 299848832.00, -0.07
16.00, 299865440.00, -0.07
16.00, 299882016.00, -0.07
16.00, 299898624.00, -0.07
16.00, 299915200.00, -0.07
16.00, 299931808.00, -0.07
16.00, 299948416.00, -0.07
16.00, 299964992.00, -0.07
16.00, 299981600.00, -0.07
16.00, 299998176.00, -0.07
16.00, 300014784.00, -0.07
16.00, 300031360.00, -0.07
16.00, 300047968.00, -0.07
16.00, 300064544.00, -0.07
16.00, 300081152.00, -0.07
16.00, 300097728.00, -0.07
16.00, 300114336.00, -0.07
16.00, 300130912.00, -0.07
16.00, 300147520.00, -0.07
16.00, 300164128.00, -0.07
16.00, 300180704.00, -0.07
16.00, 300197280.00, -0.07
16.00, 300213888.00, -0.07
16.00, 300230464.00, -0.07
16.00, 300247072.00, -0.07
16.00, 300263648.00, -0.07
16.00, 300280256.00, -0.07
16.00, 300296832.00, -0.07
16.00, 300313440.00, -0.07
16.00, 300330016.00, -0.07
16.00, 300346624.00, -0.07
16.00, 300363200.00, -0.07
16.00, 300379808.00, -0.07
16.00, 300396384.00, -0.07
16.00, 300412992.00, -0.07
16.00, 300429600.00, -0.07
16.00, 300446176.00, -0.07
16.00, 300462784.00, -0.07
16.00, 300479360.00, -0.07
16.00, 300495968.00, -0.07
16.00, 300512512.00, -0.07
16.00, 300529152.00, -0.07
16.00, 300545728.00, -0.07
16.00, 300562336.00, -0.07
16.00, 300578912.00, -0.07
16.00, 300595520.00, -0.07
16.00, 300612096.00, -0.07
16.00, 300628704.00, -0.07
16.00, 300645280.00, -0.07
16.00, 300661888.00, -0.07
16.00, 300678464.00, -0.07
16.00, 300695072.00, -0.07
16.00, 300711648.00, -0.07
16.00, 300728256.00, -0.07
16.00, 300744832.00, -0.07
16.00, 300761440.00, -0.07
16.00, 300778016.00, -0.07
16.00, 300794624.00, -0.07
16.00, 300811200.00, -0.07
16.00, 300827808.00, -0.07
16.00, 300844384.00, -0.07
16.00, 300860992.00, -0.07
16.00, 300877568.00, -0.07
16.00, 300894176.00, -0.07
16.00, 300910784.00, -0.07
16.00, 300927360.00, -0.07
16.00, 300943968.00, -0.07
16.00, 300960544.00, -0.07
16.00, 300977152.00, -0.07
16.00, 300993728.00, -0.07
16.00, 301010336.00, -0.07
16.00, 301026912.00, -0.07
16.00, 301043520.00, -0.07
16.00, 301060096.00, -0.07
16.00, 301076704.00, -0.07
16.00, 301093280.00, -0.07
16.00, 301109888.00, -0.07
16.00, 301126496.00, -0.07
16.00, 301143072.00, -0.07
16.00, 301159648.00, -0.07
16.00, 301176256.00, -0.07
16.00, 301192864.00, -0.07
16.00, 301209440.00, -0.07
16.00, 301226048.00, -0.07
16.00, 301242624.00, -0.07
16.00, 301259232.00, -0.07
16.00, 301275808.00, -0.07
16.00, 301292416.00, -0.07
16.00, 301308992.00, -0.07
16.00, 301325600.00, -0.07
16.00, 301342144.00, -0.07
16.00, 301358784.00, -0.07
16.00, 301375360.00, -0.07
16.00, 301391968.00, -0.07
16.00, 301408544.00, -0.07
16.00, 301425152.00, -0.07
16.00, 301441728.00, -0.07
16.00, 301458336.00, -0.07
16.00, 301474912.00, -0.07
16.00, 301491520.00, -0.07
16.00, 301508096.00, -0.07
16.00, 301524704.00, -0.07
16.00, 301541280.00, -0.07
16.00, 301557888.00, -0.07
16.00, 301574464.00, -0.07
16.00, 301591072.00, -0.07
16.00, 301607648.00, -0.07
16.00, 301624256.00, -0.07
16.00, 301640832.00, -0.07
16.00, 301657440.00, -0.07
16.00, 301674048.00, -0.07
16.00, 301690624.00, -0.07
16.00, 301707232.00, -0.07
16.00, 301723808.00, -0.07
16.00, 301740416.00, -0.07
16.00, 301756992.00, -0.07
16.00, 301773600.00, -0.07
16.00, 301790176.00, -0.07
16.00, 301806784.00, -0.07
16.00, 301823360.00, -0.07
16.00, 301839968.00, -0.07
16.00, 301856544.00, -0.07
16.00, 301873152.00, -0.07
16.00, 301889728.00, -0.07
16.00, 301906336.00, -0.07
16.00, 301922912.00, -0.07
16.00, 301939520.00, -0.07
16.00, 301956096.00, -0.07
16.00, 301972704.00, -0.07
16.00, 301989280.00, -0.07
16.00, 302005888.00, -0.07
16.00, 302022464.00, -0.07
16.00, 302039072.00, -0.07
16.00, 302055648.00, -0.07
16.00, 302072256.00, -0.07
16.00, 302088864.00, -0.07
16.00, 302105536.00, -0.07
16.00, 302122144.00, -0.07
16.00, 302138752.00, -0.07
16.00, 302155360.00, -0.07
16.00, 302171968.00, -0.07
16.00, 302188608.00, -0.07
16.00, 302205216.00, -0.07
16.00, 302221824.00, -0.07
16.00, 302238432.00, -0.07
16.00, 302255072.00, -0.07
16.00, 302271680.00, -0.07
16.00, 302288288.00, -0.07
16.00, 302304896.00, -0.07
16.00, 302321504.00, -0.07
16.00, 302338112.00, -0.07
16.00, 302354688.00, -0.07
16.00, 302371296.00, -0.07
16.00, 302387904.00, -0.07
16.00, 302404512.00, -0.07
16.00, 302421120.00, -0.07
16.00, 302437728.00, -0.07
16.00, 302454336.00, -0.07
16.00, 302470944.00, -0.07
16.00, 302487552.00, -0.07
16.00, 302504160.00, -0.07
16.00, 302520768.00, -0.07
16.00, 302537376.00, -0.07
16.00, 302553984.00, -0.07
16.00, 302570560.00, -0.07
16.00, 302587168.00, -0.07
16.00, 302603776.00, -0.07
16.00, 302620384.00, -0.07
16.00, 302636992.00, -0.07
16.00, 302653600.00, -0.07
16.00, 302670208.00, -0.07
16.00, 302686816.00, -0.07
16.00, 302703424.00, -0.07
16.00, 302720032.00, -0.07
16.00, 302736640.00, -0.07
16.00, 302753248.00, -0.07
16.00, 302769856.00, -0.07
16.00, 302786464.00, -0.07
16.00, 302803072.00, -0.07
16.00, 302819680.00, -0.07
16.00, 302836288.00, -0.07
16.00, 302852896.00, -0.07
16.00, 302869472.00, -0.07
16.00, 302886112.00, -0.07
16.00, 302902720.00, -0.07
16.00, 302919328.00, -0.07
16.00, 302935936.00, -0.07
16.00, 302952544.00, -0.07
16.00, 302969152.00, -0.07
16.00, 302985760.00, -0.07
16.00, 303002368.00, -0.07
16.00, 303018976.00, -0.07
16.00, 303035584.00, -0.07
16.00, 303052160.00, -0.07
16.00, 303068768.00, -0.07
16.00, 303085344.00, -0.07
16.00, 303101952.00, -0.07
16.00, 303118528.00, -0.07
16.00, 303135136.00, -0.07
16.00, 303151712.00, -0.07
16.00, 303168320.00, -0.07
16.00, 303184896.00, -0.07
16.00, 303201504.00, -0.07
16.00, 303218080.00, -0.07
16.00, 303234688.00, -0.07
16.00, 303251264.00, -0.07
16.00, 303267872.00, -0.07
16.00, 303284448.00, -0.07
16.00, 303301056.00, -0.72
16.00, 303317664.00, -0.72
16.00, 303334272.00, -0.72
16.00, 303350880.00, -0.72
16.00, 303367488.00, -0.72
16.00, 303384096.00, -0.72
16.00, 303400704.00, -0.10
16.00, 303417312.00, -0.10
16.00, 303433920.00, -0.10
16.00, 303450528.00, -0.10
16.00, 303467136.00, -0.10
16.00, 303483712.00, -0.10
16.00, 303500320.00, -0.10
16.00, 303516928.00, -0.10
16.00, 303533536.00, -0.10
16.00, 303550144.00, -0.10
16.00, 303566752.00, -0.10
16.00, 303583360.00, -0.10
16.00, 303599968.00, -0.10
16.00, 303616576.00, -0.10
16.00, 303633184.00, -0.10
16.00, 303649760.00, -0.10
16.00, 303666368.00, -0.10
16.00, 303682976.00, -0.10
16.00, 303699584.00, -0.10
16.00, 303716192.00, -0.10
16.00, 303732800.00, -0.10
16.00, 303749408.00, -0.10
16.00, 303766016.00, -0.10
16.00, 303782624.00, -0.10
16.00, 303799232.00, -0.10
16.00, 303815840.00, -0.10
16.00, 303832448.00, -0.10
16.00, 303849056.00, -0.10
16.00, 303865664.00, -0.10
16.00, 303882240.00, -0.10
16.00, 303898848.00, -0.10
16.00, 303915456.00, -0.10
16.00, 303932064.00, -0.10
16.00, 303948672.00, -0.10
16.00, 303965280.00, -0.10
16.00, 303981888.00, -0.10
16.00, 303998496.00, -0.10
16.00, 304015104.00, -0.10
16.00, 304031712.00, -0.10
16.00, 304048320.00, -0.10
16.00, 304064896.00, -0.10
16.00, 304081504.00, -0.10
16.00, 304098112.00, -0.10
16.00, 304114720.00, -0.10
16.00, 304131328.00, -0.10
16.00, 304147936.00, -0.10
16.00, 304164544.00, -0.10
16.00, 304181152.00, -0.10
16.00, 304197760.00, -0.10
16.00, 304214368.00, -0.10
16.00, 304230976.00, -0.10
16.00, 304247584.00, -0.10
16.00, 304264192.00, -0.10
16.00, 304280800.00, -0.10
16.00, 304297408.00, -0.10
16.00, 304313984.00, -0.10
16.00, 304330592.00, -0.10
16.00, 304347200.00, -0.10
16.00, 304363808.00, -0.10
16.00, 304380416.00, -0.10
16.00, 304397024.00, -0.10
16.00, 304413632.00, -0.10
16.00, 304430240.00, -0.10
16.00, 304446848.00, -0.10
16.00, 304463456.00, -0.10
16.00, 304480064.00, -0.10
16.00, 304496672.00, -0.10
16.00, 304513280.00, -0.10
16.00, 304529888.00, -0.10
16.00, 304546464.00, -0.10
16.00, 304563072.00, -0.10
16.00, 304579680.00, -0.10
16.00, 304596320.00, -0.10
16.00, 304612928.00, -0.10
16.00, 304629536.00, -0.10
16.00, 304646112.00, -0.10
16.00, 304662720.00, -0.10
16.00, 304679328.00, -0.10
16.00, 304695936.00, -0.10
16.00, 304712544.00, -0.10
16.00, 304729152.00, -0.10
16.00, 304745760.00, -0.10
16.00, 304762368.00, -0.10
16.00, 304778976.00, -0.10
16.00, 304795584.00, -0.10
16.00, 304812160.00, -0.10
16.00, 304828768.00, -0.10
16.00, 304845376.00, -0.10
16.00, 304861984.00, -0.10
16.00, 304878592.00, -0.10
16.00, 304895200.00, -0.10
16.00, 304911808.00, -0.10
16.00, 304928416.00, -0.10
16.00, 304945024.00, -0.10
16.00, 304961632.00, -0.10
16.00, 304978240.00, -0.10
16.00, 304994848.00, -0.10
16.00, 305011456.00, -0.10
16.00, 305028064.00, -0.10
16.00, 305044640.00, -0.10
16.00, 305061280.00, -0.10
16.00, 305077888.00, -0.10
16.00, 305094496.00, -0.10
16.00, 305111104.00, -0.10
16.00, 305127712.00, -0.10
16.00, 305144320.00, -0.10
16.00, 305160896.00, -0.10
16.00, 305177536.00, -0.10
16.00, 305194112.00, -0.10
16.00, 305210720.00, -0.10
16.00, 305227328.00, -0.10
16.00, 305243936.00, -0.10
16.00, 305260544.00, -0.10
16.00, 305277120.00, -0.10
16.00, 305293760.00, -0.10
16.00, 305310368.00, -0.10
16.00, 305326976.00, -0.10
16.00, 305343584.00, -0.10
16.00, 305360192.00, -0.10
16.00, 305376768.00, -0.10
16.00, 305393376.00, -0.10
16.00, 305409984.00, -0.10
16.00, 305426592.00, -0.10
16.00, 305443200.00, -0.10
16.00, 305459808.00, -0.10
16.00, 305476416.00, -0.10
16.00, 305493024.00, -0.10
16.00, 305509632.00, -0.10
16.00, 305526240.00, -0.10
16.00, 305542848.00, -0.10
16.00, 305559456.00, -0.10
16.00, 305576064.00, -0.10
16.00, 305592672.00, -0.10
16.00, 305609280.00, -0.10
16.00, 305625888.00, -0.10
16.00, 305642496.00, -0.10
16.00, 305659104.00, -0.10
16.00, 305675712.00, -0.10
16.00, 305692288.00, -0.10
16.00, 305708928.00, -0.10
16.00, 305725504.00, -0.10
16.00, 305742112.00, -0.10
16.00, 305758720.00, -0.10
16.00, 305775328.00, -0.10
16.00, 305791936.00, -0.10
16.00, 305808544.00, -0.10
16.00, 305825152.00, -0.10
16.00, 305841760.00, -0.10
16.00, 305858368.00, -0.10
16.00, 305874976.00, -0.10
16.00, 305891584.00, -0.10
16.00, 305908192.00, -0.10
16.00, 305924768.00, -0.10
16.00, 305941408.00, -0.10
16.00, 305957984.00, -0.10
16.00, 305974592.00, -0.10
16.00, 305991200.00, -0.10
16.00, 306007808.00, -0.10
16.00, 306024416.00, -0.10
16.00, 306041024.00, -0.10
16.00, 306057632.00, -0.10
16.00, 306074240.00, -0.10
16.00, 306090848.00, -0.10
16.00, 306107456.00, -0.10
16.00, 306124064.00, -0.10
16.00, 306140672.00, -0.10
16.00, 306157248.00, -0.10
16.00, 306173856.00, -0.10
16.00, 306190464.00, -0.10
16.00, 306207040.00, -0.10
16.00, 306223648.00, -0.10
16.00, 306240256.00, -0.10
16.00, 306256832.00, -0.10
16.00, 306273440.00, -0.10
16.00, 306290016.00, -0.10
16.00, 306306624.00, -0.10
16.00, 306323200.00, 0.66
16.00, 306339808.00, 1.82
16.00, 306356416.00, 1.24
16.00, 306372992.00, -0.05
16.00, 306389600.00, -0.05
16.00, 306406176.00, -0.05
16.00, 306422784.00, -0.05
16.00, 306439392.00, -0.05
16.00, 306455968.00, -0.05
16.00, 306472576.00, -0.05
16.00, 306489152.00, -0.05
16.00, 306505760.00, -0.05
16.00, 306522368.00, -0.05
16.00, 306538944.00, -0.05
16.00, 306555552.00, -0.05
16.00, 306572128.00, -0.05
16.00, 306588736.00, -0.05
16.00, 306605344.00, -0.05
16.00, 306621920.00, -0.05
16.00, 306638528.00, -0.05
16.00, 306655104.00, -0.05
16.00, 306671712.00, -0.05
16.00, 306688288.00, -0.05
16.00, 306704896.00, -0.05
16.00, 306721472.00, -0.05
16.00, 306738080.00, -0.05
16.00, 306754656.00, -0.05
16.00, 306771264.00, -0.05
16.00, 306787840.00, -0.05
16.00, 306804448.00, -0.05
16.00, 306821024.00, -0.05
16.00, 306837632.00, -0.05
16.00, 306854208.00, -0.05
16.00, 306870784.00, -0.05
16.00, 306887392.00, -0.05
16.00, 306904000.00, -0.05
16.00, 306920576.00, -0.05
16.00, 306937184.00, -0.05
16.00, 306953792.00, -0.05
16.00, 306970368.00, -0.05
16.00, 306986976.00, -0.05
16.00, 307003552.00, -0.05
16.00, 307020160.00, -0.05
16.00, 307036736.00, -0.05
16.00, 307053344.00, -0.05
16.00, 307069920.00, -0.05
16.00, 307086528.00, -0.05
16.00, 307103104.00, -0.05
16.00, 307119744.00, -0.05
16.00, 307136352.00, -0.05
16.00, 307152960.00, -0.05
16.00, 307169568.00, -0.05
16.00, 307186176.00, -0.05
16.00, 307202752.00, -0.05
16.00, 307219360.00, -0.05
16.00, 307235968.00, -0.05
16.00, 307252576.00, -0.05
16.00, 307269184.00, -0.05
16.00, 307285792.00, -0.05
16.00, 307302400.00, -0.05
16.00, 307319008.00, -0.05
16.00, 307335616.00, -0.05
16.00, 307352224.00, -0.05
16.00, 307368832.00, -0.05
16.00, 307385440.00, -0.05
16.00, 307402048.00, -0.05
16.00, 307418656.00, -0.05
16.00, 307435264.00, -0.05
16.00, 307451872.00, -0.05
16.00, 307468480.00, -0.05
16.00, 307485088.00, -0.05
16.00, 307501696.00, -0.05
16.00, 307518304.00, -0.05
16.00, 307534912.00, -0.05
16.00, 307551520.00, -0.05
16.00, 307568128.00, -0.05
16.00, 307584736.00, -0.05
16.00, 307601344.00, -0.05
16.00, 307617952.00, -0.05
16.00, 307634560.00, -0.05
16.00, 307651168.00, -0.05
16.00, 307667776.00, -0.05
16.00, 307684384.00, -0.05
16.00, 307700992.00, -0.05
16.00, 307717600.00, -0.05
16.00, 307734208.00, 0.71
16.00, 307750784.00, 1.80
16.00, 307767424.00, 1.25
16.00, 307784000.00, 0.09
16.00, 307800608.00, 0.09
16.00, 307817216.00, 0.09
16.00, 307833824.00, 0.09
16.00, 307850432.00, 0.09
16.00, 307867040.00, 0.09
16.00, 307883648.00, 0.09
16.00, 307900256.00, 0.09
16.00, 307916864.00, 0.09
16.00, 307933472.00, 0.09
16.00, 307950080.00, 0.09
16.00, 307966656.00, 0.09
16.00, 307983264.00, 0.09
16.00, 307999872.00, 0.09
16.00, 308016480.00, 0.09
16.00, 308033088.00, 0.09
16.00, 308049696.00, 0.09
16.00, 308066304.00, 0.09
16.00, 308082912.00, 0.09
16.00, 308099520.00, 0.09
16.00, 308116096.00, 0.09
16.00, 308132704.00, 0.09
16.00, 308149312.00, 0.09
16.00, 308165952.00, 0.09
16.00, 308182560.00, 0.09
16.00, 308199200.00, 0.09
16.00, 308215776.00, 0.09
16.00, 308232416.00, 0.09
16.00, 308249056.00, 0.09
16.00, 308265664.00, 0.09
16.00, 308282304.00, 0.09
16.00, 308298912.00, 0.09
16.00, 308315552.00, 0.09
16.00, 308332160.00, 0.09
16.00, 308348800.00, 0.09
16.00, 308365408.00, 0.09
16.00, 308382048.00, 0.09
16.00, 308398656.00, 0.09
16.00, 308415264.00, 0.09
16.00, 308431872.00, 0.09
16.00, 308448480.00, 0.09
16.00, 308465120.00, 0.09
16.00, 308481728.00, 0.09
16.00, 308498368.00, 0.09
16.00, 308515008.00, 0.09
16.00, 308531616.00, 0.09
16.00, 308548256.00, 0.09
16.00, 308564864.00, 0.09
16.00, 308581504.00, 0.09
16.00, 308598144.00, 0.09
16.00, 308614752.00, 0.09
16.00, 308631392.00, 0.09
16.00, 308648000.00, 0.09
16.00, 308664640.00, 0.62
16.00, 308681248.00, 1.78
16.00, 308697888.00, 1.24
16.00, 308714496.00, -0.03
16.00, 308731136.00, -0.03
16.00, 308747744.00, -0.03
16.00, 308764384.00, -0.03
16.00, 308780992.00, -0.03
16.00, 308797600.00, -0.03
16.00, 308814208.00, -0.03
16.00, 308830816.00, -0.03
16.00, 308847424.00, -0.03
16.00, 308864032.00, -0.03
16.00, 308880640.00, -0.03
16.00, 308897248.00, -0.03
16.00, 308913856.00, -0.03
16.00, 308930496.00, -0.03
16.00, 308947072.00, -0.03
16.00, 308963712.00, -0.03
16.00, 308980320.00, -0.03
16.00, 308996960.00, -0.03
16.00, 309013568.00, -0.03
16.00, 309030208.00, -0.03
16.00, 309046816.00, -0.03
16.00, 309063424.00, -0.03
16.00, 309080032.00, -0.03
16.00, 309096640.00, -0.03
16.00, 309113248.00, -0.03
16.00, 309129824.00, -0.03
16.00, 309146432.00, -0.03
16.00, 309163040.00, -0.03
16.00, 309179648.00, -0.03
16.00, 309196256.00, -0.03
16.00, 309212896.00, -0.03
16.00, 309229504.00, -0.03
16.00, 309246112.00, -0.03
16.00, 309262688.00, -0.03
16.00, 309279328.00, -0.03
16.00, 309295936.00, -0.03
16.00, 309312512.00, -0.03
16.00, 309329120.00, -0.03
16.00, 309345728.00, -0.03
16.00, 309362336.00, -0.03
16.00, 309378944.00, -0.03
16.00, 309395552.00, -0.03
16.00, 309412160.00, -0.03
16.00, 309428736.00, -0.03
16.00, 309445344.00, -0.03
16.00, 309461952.00, -0.03
16.00, 309478560.00, -0.03
16.00, 309495136.00, -0.03
16.00, 309511776.00, -0.03
16.00, 309528384.00, -0.03
16.00, 309544992.00, -0.03
16.00, 309561600.00, -0.03
16.00, 309578208.00, -0.03
16.00, 309594816.00, -0.03
16.00, 309611424.00, -0.03
16.00, 309628032.00, -0.03
16.00, 309644640.00, -0.03
16.00, 309661248.00, -0.03
16.00, 309677824.00, -0.03
16.00, 309694432.00, -0.03
16.00, 309711040.00, -0.03
16.00, 309727648.00, -0.03
16.00, 309744256.00, -0.03
16.00, 309760864.00, -0.03
16.00, 309777472.00, -0.03
16.00, 309794080.00, -0.03
16.00, 309810688.00, -0.03
16.00, 309827296.00, -0.03
16.00, 309843904.00, -0.03
16.00, 309860544.00, -0.03
16.00, 309877152.00, -0.03
16.00, 309893792.00, -0.03
16.00, 309910400.00, -0.03
16.00, 309927008.00, -0.03
16.00, 309943616.00, -0.03
16.00, 309960256.00, -0.03
16.00, 309976864.00, -0.03
16.00, 309993472.00, -0.03
16.00, 310010112.00, -0.03
16.00, 310026720.00, -0.03
16.00, 310043328.00, -0.03
16.00, 310059936.00, -0.03
16.00, 310076544.00, -0.03
16.00, 310093152.00, -0.03
16.00, 310109760.00, -0.03
16.00, 310126368.00, -0.03
16.00, 310142976.00, -0.03
16.00, 310159584.00, -0.03
16.00, 310176192.00, -0.03
16.00, 310192768.00, -0.03
16.00, 310209376.00, -0.03
16.00, 310225984.00, -0.03
16.00, 310242592.00, -0.03
16.00, 310259232.00, -0.03
16.00, 310275808.00, -0.03
16.00, 310292416.00, -0.03
16.00, 310309024.00, -0.03
16.00, 310325632.00, -0.03
16.00, 310342240.00, -0.03
16.00, 310358848.00, -0.03
16.00, 310375424.00, -0.03
16.00, 310392064.00, -0.03
16.00, 310408672.00, -0.03
16.00, 310425248.00, -0.03
16.00, 310441856.00, -0.03
16.00, 310458464.00, -0.03
16.00, 310475072.00, -0.03
16.00, 310491680.00, -0.03
16.00, 310508288.00, -0.03
16.00, 310524896.00, -0.03
16.00, 310541504.00, -0.03
16.00, 310558112.00, -0.03
16.00, 310574720.00, -0.03
16.00, 310591360.00, -0.03
16.00, 310607936.00, -0.03
16.00, 310624576.00, -0.03
16.00, 310641216.00, -0.03
16.00, 310657824.00, -0.03
16.00, 310674464.00, -0.03
16.00, 310691072.00, -0.03
16.00, 310707712.00, -0.03
16.00, 310724320.00, -0.03
16.00, 310740960.00, -0.03
16.00, 310757600.00, -0.03
16.00, 310774208.00, -0.03
16.00, 310790848.00, -0.03
16.00, 310807456.00, -0.03
16.00, 310824096.00, -0.03
16.00, 310840704.00, -0.03
16.00, 310857344.00, -0.03
16.00, 310873952.00, -0.03
16.00, 310890592.00, -0.03
16.00, 310907200.00, -0.03
16.00, 310923840.00, -0.03
16.00, 310940448.00, -0.03
16.00, 310957088.00, -0.03
16.00, 310973696.00, -0.03
16.00, 310990336.00, -0.03
16.00, 311006944.00, -0.03
16.00, 311023584.00, -0.03
16.00, 311040224.00, -0.03
16.00, 311056832.00, -0.03
16.00, 311073440.00, -0.03
16.00, 311090080.00, -0.03
16.00, 311106720.00, -0.03
16.00, 311123328.00, -0.03
16.00, 311139968.00, -0.03
16.00, 311156576.00, -0.03
16.00, 311173216.00, -0.03
16.00, 311189856.00, -0.03
16.00, 311206464.00, -0.03
16.00, 311223104.00, -0.03
16.00, 311239712.00, -0.03
16.00, 311256352.00, -0.03
16.00, 311272960.00, -0.03
16.00, 311289600.00, -0.03
16.00, 311306208.00, -0.03
16.00, 311322848.00, -0.03
16.00, 311339488.00, -0.03
16.00, 311356096.00, -0.03
16.00, 311372736.00, -0.03
16.00, 311389344.00, -0.03
16.00, 311405984.00, -0.03
16.00, 311422592.00, -0.03
16.00, 311439232.00, -0.03
16.00, 311455872.00, -0.03
16.00, 311472480.00, -0.03
16.00, 311489120.00, -0.03
16.00, 311505728.00, -0.03
16.00, 311522368.00, -0.03
16.00, 311538976.00, -0.03
16.00, 311555616.00, -0.03
16.00, 311572224.00, -0.03
16.00, 311588864.00, -0.03
16.00, 311605504.00, -0.03
16.00, 311622112.00, -0.03
16.00, 311638752.00, -0.03
16.00, 311655360.00, -0.03
16.00, 311672000.00, -0.03
16.00, 311688608.00, -0.03
16.00, 311705248.00, -0.03
16.00, 311721856.00, -0.03
16.00, 311738496.00, -0.03
16.00, 311755136.00, -0.03
16.00, 311771744.00, -0.03
16.00, 311788384.00, -0.03
16.00, 311804992.00, -0.03
16.00, 311821632.00, -0.03
16.00, 311838240.00, -0.03
16.00, 311854880.00, -0.03
16.00, 311871488.00, -0.03
16.00, 311888128.00, -0.03
16.00, 311904768.00, -0.03
16.00, 311921376.00, -0.03
16.00, 311938016.00, -0.03
16.00, 311954624.00, -0.03
16.00, 311971232.00, -0.03
16.00, 311987840.00, -0.03
16.00, 312004448.00, -0.03
16.00, 312021088.00, -0.03
16.00, 312037696.00, -0.03
16.00, 312054304.00, -0.03
16.00, 312070912.00, -0.03
16.00, 312087520.00, -0.03
16.00, 312104160.00, -0.03
16.00, 312120768.00, -0.03
16.00, 312137376.00, -0.03
16.00, 312154016.00, -0.03
16.00, 312170624.00, -0.03
16.00, 312187232.00, -0.03
16.00, 312203840.00, -0.03
16.00, 312220480.00, -0.03
16.00, 312237088.00, -0.03
16.00, 312253696.00, -0.03
16.00, 312270304.00, -0.03
16.00, 312286912.00, -0.03
16.00, 312303552.00, -0.03
16.00, 312320160.00, -0.03
16.00, 312336768.00, -0.03
16.00, 312353408.00, -0.03
16.00, 312370016.00, -0.03
16.00, 312386624.00, -0.03
16.00, 312403264.00, -0.03
16.00, 312419872.00, -0.03
16.00, 312436480.00, -0.03
16.00, 312453088.00, -0.03
16.00, 312469696.00, -0.03
16.00, 312486336.00, -0.03
16.00, 312502944.00, -0.03
16.00, 312519552.00, -0.03
16.00, 312536192.00, -0.03
16.00, 312552800.00, -0.03
16.00, 312569440.00, -0.03
16.00, 312586016.00, -0.03
16.00, 312602656.00, -0.03
16.00, 312619264.00, -0.03
16.00, 312635904.00, -0.03
16.00, 312652480.00, -0.03
16.00, 312669120.00, -0.03
16.00, 312685728.00, -0.03
16.00, 312702336.00, -0.03
16.00, 312718976.00, -0.03
16.00, 312735584.00, -0.03
16.00, 312752192.00, -0.03
16.00, 312768768.00, -0.03
16.00, 312785408.00, -0.03
16.00, 312802016.00, -0.03
16.00, 312818656.00, -0.03
16.00, 312835264.00, -0.03
16.00, 312851904.00, -0.03
16.00, 312868544.00, -0.03
16.00, 312885152.00, -0.03
16.00, 312901792.00, -0.03
16.00, 312918400.00, -0.03
16.00, 312935040.00, -0.03
16.00, 312951680.00, -0.03
16.00, 312968288.00, -0.03
16.00, 312984928.00, -0.03
16.00, 313001568.00, -0.03
16.00, 313018176.00, -0.03
16.00, 313034816.00, -0.03
16.00, 313051424.00, -0.03
16.00, 313068064.00, -0.03
16.00, 313084672.00, -0.03
16.00, 313101312.00, -0.03
16.00, 313117920.00, -0.03
16.00, 313134560.00, -0.03
16.00, 313151168.00, -0.03
16.00, 313167776.00, -0.03
16.00, 313184416.00, -0.03
16.00, 313201056.00, -0.03
16.00, 313217664.00, -0.03
16.00, 313234304.00, -0.03
16.00, 313250912.00, -0.03
16.00, 313267552.00, -0.03
16.00, 313284192.00, -0.03
16.00, 313300800.00, -0.03
16.00, 313317440.00, -0.03
16.00, 313334048.00, -0.03
16.00, 313350688.00, -0.03
16.00, 313367328.00, -0.03
16.00, 313383936.00, -0.03
16.00, 313400544.00, -0.03
16.00, 313417184.00, -0.03
16.00, 313433824.00, -0.03
16.00, 313450432.00, -0.03
16.00, 313467072.00, -0.03
16.00, 313483712.00, -0.03
16.00, 313500320.00, -0.03
16.00, 313516960.00, -0.03
16.00, 313533600.00, -0.03
16.00, 313550208.00, -0.03
16.00, 313566848.00, -0.03
16.00, 313583488.00, -0.03
16.00, 313600128.00, -0.03
16.00, 313616736.00, 0.49
16.00, 313633376.00, 1.66
16.00, 313650016.00, 1.13
16.00, 313666624.00, -0.08
16.00, 313683264.00, -0.08
16.00, 313699904.00, -0.08
16.00, 313716512.00, -0.08
16.00, 313733152.00, -0.08
16.00, 313749792.00, -0.08
16.00, 313766400.00, -0.08
16.00, 313783040.00, -0.08
16.00, 313799680.00, -0.08
16.00, 313816288.00, -0.08
16.00, 313832928.00, -0.08
16.00, 313849568.00, -0.08
16.00, 313866176.00, -0.08
16.00, 313882816.00, -0.08
16.00, 313899456.00, -0.08
16.00, 313916064.00, -0.08
16.00, 313932704.00, -0.08
