td,time,"flex sensor"
6.00, 60161520.00, -0.89
6.00, 60168000.00, -0.89
6.00, 60174488.00, -0.89
6.00, 60180968.00, -0.89
6.00, 60187448.00, -0.89
6.00, 60194748.00, -0.89
6.00, 60201232.00, -0.89
6.00, 60207712.00, -0.89
6.00, 60214192.00, -0.89
6.00, 60220676.00, -0.89
6.00, 60227160.00, -0.89
6.00, 60233640.00, -0.89
6.00, 60240136.00, -0.27
6.00, 60246616.00, 1.18
6.00, 60253416.00, 1.18
6.00, 60259896.00, 0.51
6.00, 60266376.00, -0.18
6.00, 60272860.00, -0.18
6.00, 60279344.00, -0.70
6.00, 60286184.00, -0.70
6.00, 60292664.00, -0.70
6.00, 60299152.00, -0.70
6.00, 60305632.00, -0.70
6.00, 60312112.00, -1.38
6.00, 60319436.00, -1.38
6.00, 60325916.00, -1.38
6.00, 60332400.00, -0.12
6.00, 60338880.00, -0.12
6.00, 60345360.00, -0.12
6.00, 60352684.00, -0.12
6.00, 60359164.00, -0.12
6.00, 60365644.00, -0.73
6.00, 60372108.00, -0.73
6.00, 60378592.00, -0.73
6.00, 60385072.00, -0.73
6.00, 60391552.00, -3.19
6.00, 60398032.00, -6.68
6.00, 60404516.00, -5.14
6.00, 60411320.00, -1.48
6.00, 60417800.00, -0.43
6.00, 60424280.00, -0.43
6.00, 60430764.00, -1.22
6.00, 60437244.00, -0.60
6.00, 60444104.00, 0.78
6.00, 60450584.00, 0.78
6.00, 60457068.00, 0.78
6.00, 60463548.00, -0.25
6.00, 60470032.00, -0.25
6.00, 60477352.00, -0.25
6.00, 60483836.00, -0.25
6.00, 60490312.00, -0.25
6.00, 60496796.00, -0.25
6.00, 60503256.00, -0.25
6.00, 60509740.00, -0.25
6.00, 60516220.00, -0.25
6.00, 60522704.00, -0.98
6.00, 60529184.00, -0.98
6.00, 60535992.00, -0.98
6.00, 60542476.00, -0.98
6.00, 60548956.00, -0.98
6.00, 60555440.00, -0.98
6.00, 60561920.00, -0.98
6.00, 60568768.00, -0.98
6.00, 60575248.00, 0.18
6.00, 60581732.00, 0.18
6.00, 60588212.00, 0.18
6.00, 60594684.00, 1.21
6.00, 60601164.00, 1.21
6.00, 60607648.00, -0.46
6.00, 60614128.00, -1.18
6.00, 60620608.00, -1.18
6.00, 60627416.00, -1.18
6.00, 60633900.00, -1.18
6.00, 60640380.00, -0.17
6.00, 60646860.00, -0.17
6.00, 60653340.00, -0.17
6.00, 60660176.00, -0.76
6.00, 60666660.00, -0.76
6.00, 60673144.00, -0.76
6.00, 60679624.00, -1.62
6.00, 60686104.00, -2.30
6.00, 60692588.00, -2.30
6.00, 60699068.00, -1.02
6.00, 60705552.00, -0.42
6.00, 60712032.00, 0.41
6.00, 60718832.00, 0.41
6.00, 60725312.00, 0.41
6.00, 60731792.00, -0.26
6.00, 60738276.00, -0.26
6.00, 60744756.00, -0.26
6.00, 60751604.00, -0.26
6.00, 60758084.00, -0.26
6.00, 60764568.00, -0.83
6.00, 60771056.00, -1.85
6.00, 60777536.00, -2.75
6.00, 60784840.00, -2.11
6.00, 60791320.00, -2.11
6.00, 60797800.00, -3.13
6.00, 60804284.00, -3.13
6.00, 60810764.00, -1.39
6.00, 60818084.00, -1.39
6.00, 60824568.00, -1.39
6.00, 60831048.00, -1.39
6.00, 60837528.00, -1.39
6.00, 60844012.00, -1.39
6.00, 60851332.00, -1.39
6.00, 60857816.00, -1.39
6.00, 60864296.00, -1.39
6.00, 60870776.00, -1.39
6.00, 60877272.00, -0.68
6.00, 60884580.00, 0.35
6.00, 60891060.00, 0.35
6.00, 60897544.00, 0.35
6.00, 60904024.00, 1.22
6.00, 60910508.00, 1.22
6.00, 60917844.00, 0.70
6.00, 60924324.00, 0.70
6.00, 60930808.00, 1.26
6.00, 60937288.00, 0.26
6.00, 60943764.00, -0.56
6.00, 60951060.00, -0.56
6.00, 60957544.00, -0.56
6.00, 60964016.00, -0.56
6.00, 60970500.00, -0.56
6.00, 60976980.00, -0.56
6.00, 60984264.00, -0.56
6.00, 60990744.00, -0.56
6.00, 60997224.00, -0.56
6.00, 61003720.00, -1.47
6.00, 61010200.00, -2.54
6.00, 61017488.00, -2.54
6.00, 61023964.00, -1.89
6.00, 61030444.00, -2.70
6.00, 61036924.00, -2.17
6.00, 61043404.00, -1.01
6.00, 61050696.00, -1.01
6.00, 61057176.00, -1.01
6.00, 61063660.00, -1.01
6.00, 61070140.00, -1.01
6.00, 61076624.00, -1.01
6.00, 61083904.00, -1.01
6.00, 61090384.00, -1.01
6.00, 61096868.00, -1.01
6.00, 61103348.00, -1.01
6.00, 61109832.00, -1.01
6.00, 61117116.00, 0.63
6.00, 61123596.00, 0.63
6.00, 61130080.00, 0.63
6.00, 61136560.00, 0.63
6.00, 61143040.00, 0.63
6.00, 61150320.00, 0.63
6.00, 61156804.00, 0.63
6.00, 61163288.00, 0.63
6.00, 61169768.00, 0.63
6.00, 61176240.00, 0.63
6.00, 61183504.00, 0.63
6.00, 61189988.00, -0.27
6.00, 61196472.00, -0.27
6.00, 61202952.00, -0.27
6.00, 61209432.00, -0.27
6.00, 61216704.00, 1.17
6.00, 61223184.00, 1.17
6.00, 61229668.00, -0.59
6.00, 61236152.00, -4.29
6.00, 61242632.00, -8.40
6.00, 61249920.00, -6.11
6.00, 61256404.00, -4.82
6.00, 61262888.00, -8.23
6.00, 61269368.00, -6.34
6.00, 61275848.00, -1.55
6.00, 61283112.00, -0.11
6.00, 61289592.00, -0.11
6.00, 61296076.00, -0.92
6.00, 61302556.00, -0.92
6.00, 61309036.00, -0.92
6.00, 61316320.00, -0.92
6.00, 61322800.00, -0.92
6.00, 61329284.00, -0.92
6.00, 61335768.00, -0.92
6.00, 61342248.00, -0.92
6.00, 61349532.00, -0.20
6.00, 61356012.00, -0.20
6.00, 61362496.00, -0.20
6.00, 61368976.00, -0.20
6.00, 61375456.00, -0.20
6.00, 61382716.00, -0.20
6.00, 61389200.00, -0.20
6.00, 61395680.00, -0.20
6.00, 61402160.00, -0.20
6.00, 61408624.00, -0.20
6.00, 61415928.00, -0.20
6.00, 61422408.00, -0.20
6.00, 61428872.00, -0.20
6.00, 61435352.00, -0.20
6.00, 61441836.00, -0.93
6.00, 61449120.00, -0.93
6.00, 61455600.00, -0.93
6.00, 61462080.00, -0.93
6.00, 61468564.00, -0.93
6.00, 61475044.00, -2.08
6.00, 61482352.00, -2.08
6.00, 61488832.00, -2.08
6.00, 61495312.00, -2.08
6.00, 61501792.00, -2.08
6.00, 61508276.00, -1.19
6.00, 61515588.00, -1.19
6.00, 61522068.00, -1.19
6.00, 61528552.00, -1.19
6.00, 61535032.00, -1.19
6.00, 61541512.00, -0.41
6.00, 61548792.00, -0.41
6.00, 61555272.00, -0.41
6.00, 61561756.00, -0.41
6.00, 61568236.00, -0.41
6.00, 61574720.00, -0.41
6.00, 61581984.00, -0.41
6.00, 61588464.00, -0.41
6.00, 61594948.00, -0.41
6.00, 61601428.00, -0.41
6.00, 61607912.00, -0.41
6.00, 61615196.00, -0.41
6.00, 61621676.00, -0.41
6.00, 61628160.00, -0.41
6.00, 61634640.00, -0.41
6.00, 61641104.00, -0.41
6.00, 61648400.00, -0.41
6.00, 61654884.00, -0.41
6.00, 61661348.00, -0.41
6.00, 61667828.00, -0.41
6.00, 61674312.00, -0.41
6.00, 61681596.00, -0.41
6.00, 61688076.00, -0.41
6.00, 61694560.00, -0.41
6.00, 61701040.00, -0.41
6.00, 61707520.00, -1.29
6.00, 61714816.00, -1.29
6.00, 61721296.00, -1.29
6.00, 61727776.00, -1.29
6.00, 61734260.00, -1.29
6.00, 61740740.00, -1.29
6.00, 61748024.00, -0.74
6.00, 61754508.00, -0.74
6.00, 61760988.00, -0.74
6.00, 61767472.00, -0.74
6.00, 61773952.00, 0.79
6.00, 61781232.00, 0.79
6.00, 61787720.00, 0.79
6.00, 61794204.00, 0.79
6.00, 61800684.00, 0.79
6.00, 61807164.00, 0.26
6.00, 61814424.00, 0.26
6.00, 61820904.00, 0.26
6.00, 61827388.00, -0.32
6.00, 61833872.00, -0.32
6.00, 61840352.00, -0.32
6.00, 61847636.00, -0.32
6.00, 61854120.00, -0.32
6.00, 61860600.00, -0.32
6.00, 61867080.00, -0.32
6.00, 61873556.00, -1.35
6.00, 61880848.00, -2.04
6.00, 61887328.00, -2.04
6.00, 61893808.00, -2.04
6.00, 61900288.00, -2.04
6.00, 61906768.00, -1.36
6.00, 61914040.00, -1.36
6.00, 61920520.00, -1.36
6.00, 61927004.00, -1.36
6.00, 61933488.00, -1.36
6.00, 61939968.00, -1.36
6.00, 61947272.00, -1.36
6.00, 61953752.00, -1.36
6.00, 61960236.00, -1.36
6.00, 61966716.00, -1.36
6.00, 61973200.00, -1.36
6.00, 61980480.00, -1.36
6.00, 61986960.00, -1.36
6.00, 61993444.00, -1.36
6.00, 61999928.00, -0.16
6.00, 62006408.00, 1.43
6.00, 62013668.00, 1.43
6.00, 62020152.00, 0.86
6.00, 62026632.00, 0.86
6.00, 62033112.00, 1.43
6.00, 62039596.00, 0.40
6.00, 62046860.00, -0.26
6.00, 62053340.00, -0.26
6.00, 62059820.00, -0.26
6.00, 62066292.00, -0.26
6.00, 62072772.00, -0.26
6.00, 62080080.00, -0.26
6.00, 62086552.00, -0.26
6.00, 62093036.00, -0.26
6.00, 62099516.00, -0.26
6.00, 62106000.00, -2.41
6.00, 62113276.00, -4.34
6.00, 62119760.00, -3.31
6.00, 62126240.00, -2.67
6.00, 62132720.00, -4.06
6.00, 62139204.00, -2.99
6.00, 62146484.00, -1.45
6.00, 62152964.00, -1.45
6.00, 62159448.00, -1.45
6.00, 62165928.00, -1.45
6.00, 62172408.00, -0.81
6.00, 62179712.00, -0.81
6.00, 62186196.00, -0.81
6.00, 62192676.00, -0.81
6.00, 62199160.00, -0.81
6.00, 62205640.00, -0.81
6.00, 62212916.00, -0.81
6.00, 62219400.00, -0.81
6.00, 62225880.00, -0.81
6.00, 62232364.00, -0.81
6.00, 62238844.00, 0.10
6.00, 62246132.00, 0.10
6.00, 62252616.00, 0.10
6.00, 62259096.00, 0.65
6.00, 62265576.00, 0.65
6.00, 62272060.00, 0.12
6.00, 62279344.00, 0.12
6.00, 62285824.00, 0.12
6.00, 62292304.00, -0.64
6.00, 62298768.00, -0.64
6.00, 62305248.00, -0.64
6.00, 62312576.00, -0.64
6.00, 62319044.00, -0.64
6.00, 62325528.00, -0.64
6.00, 62332008.00, -0.64
6.00, 62338488.00, -4.01
6.00, 62345792.00, -8.27
6.00, 62352276.00, -6.10
6.00, 62358760.00, -2.34
6.00, 62365240.00, -2.34
6.00, 62371720.00, -2.34
6.00, 62378988.00, -2.34
6.00, 62385472.00, -3.05
6.00, 62391952.00, -2.50
6.00, 62398436.00, -1.09
6.00, 62404916.00, -1.09
6.00, 62412196.00, -1.09
6.00, 62418680.00, -1.09
6.00, 62425160.00, -1.09
6.00, 62431644.00, -1.09
6.00, 62438128.00, -1.09
6.00, 62445432.00, -1.09
6.00, 62451912.00, -1.09
6.00, 62458392.00, -1.09
6.00, 62464876.00, -1.09
6.00, 62471356.00, -0.31
6.00, 62477836.00, -0.31
6.00, 62484320.00, -0.31
6.00, 62490784.00, -0.31
6.00, 62497264.00, -0.31
6.00, 62504064.00, -0.31
6.00, 62510544.00, -2.56
6.00, 62517028.00, -4.68
6.00, 62523508.00, -3.49
6.00, 62529992.00, -1.13
6.00, 62536816.00, -0.52
6.00, 62543296.00, -0.52
6.00, 62549780.00, -0.52
6.00, 62556260.00, -0.52
6.00, 62562744.00, 0.93
6.00, 62570016.00, 0.93
6.00, 62576500.00, 0.93
6.00, 62582980.00, 0.93
6.00, 62589460.00, 0.93
6.00, 62595944.00, 0.24
6.00, 62603208.00, -0.31
6.00, 62609688.00, -0.31
6.00, 62616172.00, -0.31
6.00, 62622652.00, -0.31
6.00, 62629132.00, -0.31
6.00, 62636400.00, -0.31
6.00, 62642880.00, -0.31
6.00, 62649364.00, -0.31
6.00, 62655844.00, -0.31
6.00, 62662320.00, -1.87
6.00, 62669616.00, -3.12
6.00, 62676096.00, -2.35
6.00, 62682580.00, -1.19
6.00, 62689060.00, -1.19
6.00, 62695544.00, -1.19
6.00, 62702828.00, -1.19
6.00, 62709308.00, -1.89
6.00, 62715788.00, -1.89
6.00, 62722272.00, -1.09
6.00, 62728752.00, -1.09
6.00, 62736056.00, -1.09
6.00, 62742536.00, -1.09
6.00, 62749020.00, -1.09
6.00, 62755504.00, -1.09
6.00, 62761984.00, -1.09
6.00, 62769288.00, -1.09
6.00, 62775768.00, -1.09
6.00, 62782252.00, -1.09
6.00, 62788732.00, -0.40
6.00, 62795216.00, 1.15
6.00, 62802524.00, 1.15
6.00, 62809008.00, 1.15
6.00, 62815488.00, 1.15
6.00, 62821968.00, 1.15
6.00, 62828448.00, 0.40
6.00, 62835772.00, -0.46
6.00, 62842252.00, -0.46
6.00, 62848736.00, -0.46
6.00, 62855208.00, -0.46
6.00, 62861692.00, -0.46
6.00, 62868172.00, -0.46
6.00, 62874648.00, -1.82
6.00, 62881128.00, -3.03
6.00, 62887608.00, -2.40
6.00, 62894408.00, -1.33
6.00, 62900892.00, -1.33
6.00, 62907376.00, -1.33
6.00, 62913856.00, -1.33
6.00, 62920340.00, -0.38
6.00, 62927188.00, 0.78
6.00, 62933672.00, 0.78
6.00, 62940152.00, 0.14
6.00, 62946636.00, -0.40
6.00, 62953116.00, -0.40
6.00, 62960428.00, -0.40
6.00, 62966912.00, -0.40
6.00, 62973392.00, -0.40
6.00, 62979872.00, -0.40
6.00, 62986336.00, -0.40
6.00, 62992820.00, -0.40
6.00, 62999300.00, -0.40
6.00, 63005784.00, -1.68
6.00, 63012264.00, -2.97
6.00, 63019064.00, -2.40
6.00, 63025544.00, -1.07
6.00, 63032028.00, -1.07
6.00, 63038508.00, -1.07
6.00, 63044992.00, -1.07
6.00, 63051840.00, -0.52
6.00, 63058320.00, 0.74
6.00, 63064804.00, 0.74
6.00, 63071284.00, 0.05
6.00, 63077768.00, -0.45
6.00, 63085072.00, -0.45
6.00, 63091556.00, -0.45
6.00, 63098040.00, -0.45
6.00, 63104520.00, -0.45
6.00, 63111000.00, -0.45
6.00, 63118324.00, -0.45
6.00, 63124804.00, -0.45
6.00, 63131288.00, -0.45
6.00, 63137756.00, -0.45
6.00, 63144240.00, -1.20
6.00, 63150720.00, -1.20
6.00, 63157200.00, -1.20
6.00, 63163684.00, -1.20
6.00, 63170164.00, -1.20
6.00, 63176976.00, -1.20
6.00, 63183456.00, -1.20
6.00, 63189936.00, -0.43
6.00, 63196420.00, -0.43
6.00, 63202900.00, -0.43
6.00, 63209760.00, -0.43
6.00, 63216240.00, -0.43
6.00, 63222720.00, -0.43
6.00, 63229184.00, -0.43
6.00, 63235664.00, -0.43
6.00, 63242148.00, -0.43
6.00, 63248632.00, -3.31
6.00, 63255112.00, -6.50
6.00, 63261592.00, -4.87
6.00, 63268404.00, -1.33
6.00, 63274888.00, -0.32
6.00, 63281368.00, -0.32
6.00, 63287848.00, -1.03
6.00, 63294332.00, -1.03
6.00, 63301184.00, 0.62
6.00, 63307664.00, 0.62
6.00, 63314144.00, 0.62
6.00, 63320628.00, -0.46
6.00, 63327108.00, -0.46
6.00, 63334432.00, -0.46
6.00, 63340912.00, -0.46
6.00, 63347392.00, -0.46
6.00, 63353876.00, -0.46
6.00, 63360340.00, -0.46
6.00, 63366820.00, -0.46
6.00, 63373304.00, -0.46
6.00, 63379784.00, -1.04
6.00, 63386264.00, -1.04
6.00, 63393076.00, -1.04
6.00, 63399556.00, -1.04
6.00, 63406036.00, -1.04
6.00, 63412520.00, -1.04
6.00, 63419000.00, -1.04
6.00, 63425848.00, -0.27
6.00, 63432328.00, 1.11
6.00, 63438812.00, 1.11
6.00, 63445292.00, 1.11
6.00, 63451760.00, 1.11
6.00, 63458240.00, 1.11
6.00, 63464724.00, -0.35
6.00, 63471204.00, -2.94
6.00, 63477688.00, -5.70
6.00, 63484500.00, -4.21
6.00, 63490980.00, -1.24
6.00, 63497460.00, -0.62
6.00, 63503944.00, -0.62
6.00, 63510424.00, -0.62
6.00, 63517272.00, -0.62
6.00, 63523752.00, -0.62
6.00, 63530236.00, -0.62
6.00, 63536716.00, -0.62
6.00, 63543196.00, -0.62
6.00, 63550520.00, 0.05
6.00, 63557000.00, 0.05
6.00, 63563484.00, 0.05
6.00, 63569964.00, 0.05
6.00, 63576448.00, 0.05
6.00, 63583764.00, 0.05
6.00, 63590244.00, 0.05
6.00, 63596728.00, 0.05
6.00, 63603192.00, -0.61
6.00, 63609672.00, -0.61
6.00, 63616152.00, -0.61
6.00, 63622632.00, -1.47
6.00, 63629112.00, -2.17
6.00, 63635596.00, -2.17
6.00, 63642400.00, -1.02
6.00, 63648884.00, -1.02
6.00, 63655364.00, -1.02
6.00, 63661844.00, -1.02
6.00, 63668328.00, -1.02
6.00, 63675176.00, -0.10
6.00, 63681660.00, -0.10
6.00, 63688144.00, -0.10
6.00, 63694616.00, -0.10
6.00, 63701096.00, -0.10
6.00, 63707580.00, -0.62
6.00, 63714052.00, -1.70
6.00, 63720536.00, -2.92
6.00, 63727016.00, -2.36
6.00, 63733840.00, -1.46
6.00, 63740320.00, -1.46
6.00, 63746804.00, -1.46
6.00, 63753284.00, -1.46
6.00, 63759776.00, -0.43
6.00, 63766624.00, 0.62
6.00, 63773108.00, 0.62
6.00, 63779588.00, 0.62
6.00, 63786072.00, -0.26
6.00, 63792552.00, -0.26
6.00, 63799856.00, -0.26
6.00, 63806340.00, -0.26
6.00, 63812820.00, -0.26
6.00, 63819304.00, -0.26
6.00, 63825768.00, -0.85
6.00, 63832248.00, -0.85
6.00, 63838728.00, -0.85
6.00, 63845212.00, -1.97
6.00, 63851692.00, -3.42
6.00, 63858504.00, -2.72
6.00, 63864984.00, -1.24
6.00, 63871468.00, -1.24
6.00, 63877952.00, -1.24
6.00, 63884432.00, -1.24
6.00, 63891284.00, -0.44
6.00, 63897768.00, 1.13
6.00, 63904248.00, 1.13
6.00, 63910728.00, 0.41
6.00, 63917212.00, -0.39
6.00, 63924532.00, -0.39
6.00, 63931016.00, -0.39
6.00, 63937496.00, -0.39
6.00, 63943976.00, -0.39
6.00, 63950456.00, -0.39
6.00, 63957764.00, -0.39
6.00, 63964244.00, -0.39
6.00, 63970724.00, -0.39
6.00, 63977208.00, -1.14
6.00, 63983696.00, -1.14
6.00, 63991008.00, -1.14
6.00, 63997468.00, -1.14
6.00, 64003952.00, -0.11
6.00, 64010432.00, -0.11
6.00, 64016912.00, -0.71
6.00, 64024236.00, -0.71
6.00, 64030720.00, -0.71
6.00, 64037200.00, -1.23
6.00, 64043680.00, -1.23
6.00, 64050164.00, -1.23
6.00, 64057472.00, -1.23
6.00, 64063952.00, -1.23
6.00, 64070436.00, -1.23
6.00, 64076920.00, -1.23
6.00, 64083416.00, -0.34
6.00, 64090712.00, 0.79
6.00, 64097196.00, 0.79
6.00, 64103676.00, 0.79
6.00, 64110160.00, 0.79
6.00, 64116640.00, 1.44
6.00, 64123956.00, 0.67
6.00, 64130436.00, 0.67
6.00, 64136916.00, 0.67
6.00, 64143400.00, 0.01
6.00, 64149880.00, 0.01
6.00, 64157184.00, 0.01
6.00, 64163668.00, 0.01
6.00, 64170148.00, 0.01
6.00, 64176628.00, 0.01
6.00, 64183108.00, -0.69
6.00, 64189592.00, -1.23
6.00, 64196076.00, -1.23
6.00, 64202556.00, -1.23
6.00, 64209040.00, -1.23
6.00, 64215840.00, -1.23
6.00, 64222320.00, -1.23
6.00, 64228804.00, -1.23
6.00, 64235284.00, -1.23
6.00, 64241764.00, -0.38
6.00, 64248620.00, -0.38
6.00, 64255100.00, -0.38
6.00, 64261584.00, 0.53
6.00, 64268064.00, 0.53
6.00, 64274544.00, 0.53
6.00, 64281864.00, -0.24
6.00, 64288344.00, -0.24
6.00, 64294824.00, -0.24
6.00, 64301296.00, -0.24
6.00, 64307776.00, -0.24
6.00, 64315100.00, -0.24
6.00, 64321572.00, -0.24
6.00, 64328056.00, -0.24
6.00, 64334536.00, -0.24
6.00, 64341016.00, -2.29
6.00, 64348344.00, -4.37
6.00, 64354824.00, -3.30
6.00, 64361300.00, -1.85
6.00, 64367784.00, -1.85
6.00, 64374264.00, -1.85
6.00, 64380744.00, -0.98
6.00, 64387224.00, -0.98
6.00, 64393708.00, -0.98
6.00, 64400188.00, -0.98
6.00, 64406992.00, -0.47
6.00, 64413476.00, 0.78
6.00, 64419956.00, 0.78
6.00, 64426440.00, 0.21
6.00, 64432920.00, -0.35
6.00, 64439776.00, -0.35
6.00, 64446256.00, -0.35
6.00, 64452720.00, -0.35
6.00, 64459200.00, -0.35
6.00, 64465684.00, -0.35
6.00, 64472164.00, -1.45
6.00, 64478648.00, -2.19
6.00, 64485128.00, -2.19
6.00, 64491612.00, -0.85
6.00, 64498420.00, -0.85
6.00, 64504904.00, -0.85
6.00, 64511384.00, -0.85
6.00, 64517868.00, -0.85
6.00, 64524352.00, -0.26
6.00, 64531200.00, -0.26
6.00, 64537680.00, -0.26
6.00, 64544164.00, -0.26
6.00, 64550644.00, -0.26
6.00, 64557128.00, -0.26
6.00, 64564440.00, -0.26
6.00, 64570924.00, -0.26
6.00, 64577404.00, -0.26
6.00, 64583880.00, -1.16
6.00, 64590360.00, -1.84
6.00, 64596844.00, -1.84
6.00, 64603324.00, -0.83
6.00, 64609808.00, -0.83
6.00, 64616288.00, -0.83
6.00, 64623096.00, -0.83
6.00, 64629576.00, -0.29
6.00, 64636064.00, 1.26
6.00, 64642544.00, 1.26
6.00, 64649024.00, 0.57
6.00, 64655880.00, -0.23
6.00, 64662360.00, -0.23
6.00, 64668844.00, -0.78
6.00, 64675304.00, -0.78
6.00, 64681788.00, -0.78
6.00, 64688268.00, -0.78
6.00, 64694752.00, -2.11
6.00, 64701232.00, -3.57
6.00, 64707712.00, -2.67
6.00, 64714532.00, -0.95
6.00, 64721016.00, -0.95
6.00, 64727496.00, -0.95
6.00, 64733976.00, -0.95
6.00, 64740456.00, -0.95
6.00, 64747312.00, -0.08
6.00, 64753796.00, -0.08
6.00, 64760276.00, -0.08
6.00, 64766760.00, -0.08
6.00, 64773240.00, -0.08
6.00, 64780552.00, -0.60
6.00, 64787032.00, -0.60
6.00, 64793516.00, -0.60
6.00, 64799996.00, -0.60
6.00, 64806468.00, -0.60
6.00, 64813792.00, -1.12
6.00, 64820276.00, -1.12
6.00, 64826752.00, -1.12
6.00, 64833232.00, -1.12
6.00, 64839716.00, -1.12
6.00, 64847016.00, -1.12
6.00, 64853496.00, -0.39
6.00, 64859980.00, -0.39
6.00, 64866464.00, -0.92
6.00, 64872944.00, -0.92
6.00, 64879424.00, -0.92
6.00, 64885908.00, -0.92
6.00, 64892396.00, -0.29
6.00, 64898876.00, 1.17
6.00, 64905676.00, 1.17
6.00, 64912156.00, 0.46
6.00, 64918640.00, -0.27
6.00, 64925120.00, -0.27
6.00, 64931600.00, 0.38
6.00, 64938436.00, 1.43
6.00, 64944920.00, 1.43
6.00, 64951400.00, -0.40
6.00, 64957880.00, -4.66
6.00, 64964360.00, -9.71
6.00, 64970844.00, -7.26
6.00, 64977324.00, -1.68
6.00, 64983808.00, 0.05
6.00, 64990288.00, -0.46
6.00, 64997096.00, -0.98
6.00, 65003576.00, -0.34
6.00, 65010060.00, 1.24
6.00, 65016540.00, 1.24
6.00, 65023024.00, 0.38
6.00, 65029876.00, -0.48
6.00, 65036356.00, -0.48
6.00, 65042836.00, -0.48
6.00, 65049300.00, -0.48
6.00, 65055784.00, -0.48
6.00, 65062264.00, -0.48
6.00, 65068748.00, -0.48
6.00, 65075228.00, -1.29
6.00, 65081708.00, -1.29
6.00, 65088520.00, -1.29
6.00, 65095000.00, -0.78
6.00, 65101480.00, -0.78
6.00, 65107964.00, -0.78
6.00, 65114444.00, -0.78
6.00, 65121296.00, -0.26
6.00, 65127776.00, -0.26
6.00, 65134256.00, -0.26
6.00, 65140724.00, -0.26
6.00, 65147208.00, -0.26
6.00, 65154528.00, -0.26
6.00, 65160996.00, -0.26
6.00, 65167476.00, -0.26
6.00, 65173960.00, -0.26
6.00, 65180440.00, -1.93
6.00, 65187760.00, -3.33
6.00, 65194244.00, -2.44
6.00, 65200724.00, -2.44
6.00, 65207208.00, -3.99
6.00, 65213692.00, -3.22
6.00, 65221016.00, -1.88
6.00, 65227496.00, -1.88
6.00, 65233976.00, -1.88
6.00, 65240460.00, -1.07
6.00, 65246940.00, -1.07
6.00, 65254256.00, -1.07
6.00, 65260736.00, -1.07
6.00, 65267216.00, -1.07
6.00, 65273704.00, -1.07
6.00, 65280184.00, -1.07
6.00, 65287480.00, -1.07
6.00, 65293960.00, -1.07
6.00, 65300440.00, -1.07
6.00, 65306924.00, -0.51
6.00, 65313404.00, 0.87
6.00, 65320712.00, 0.87
6.00, 65327208.00, 0.87
6.00, 65333696.00, 0.09
6.00, 65340176.00, 0.09
6.00, 65346656.00, 0.09
6.00, 65353960.00, 0.09
6.00, 65360440.00, 0.09
6.00, 65366920.00, -0.68
6.00, 65373388.00, -0.68
6.00, 65379868.00, -0.68
6.00, 65386352.00, -0.68
6.00, 65392832.00, -1.84
6.00, 65399312.00, -3.23
6.00, 65405792.00, -2.49
6.00, 65412604.00, -1.08
6.00, 65419084.00, -1.08
6.00, 65425568.00, -1.08
6.00, 65432048.00, -1.08
6.00, 65438532.00, -0.41
6.00, 65445384.00, 1.29
6.00, 65451868.00, 1.81
6.00, 65458348.00, 0.58
6.00, 65464832.00, -0.16
6.00, 65471312.00, -0.16
6.00, 65478624.00, -0.16
6.00, 65485104.00, -0.16
6.00, 65491584.00, -0.16
6.00, 65498064.00, -0.16
6.00, 65504528.00, -0.16
6.00, 65511008.00, -0.16
6.00, 65517488.00, -0.16
6.00, 65523972.00, -1.15
6.00, 65530452.00, -1.15
6.00, 65537256.00, -1.15
6.00, 65543740.00, -1.15
6.00, 65550224.00, -1.15
6.00, 65556704.00, -1.15
6.00, 65563184.00, -1.15
6.00, 65570040.00, -0.31
6.00, 65576520.00, 1.18
6.00, 65583004.00, 1.18
6.00, 65589484.00, 0.51
6.00, 65595976.00, -0.29
6.00, 65603276.00, -0.29
6.00, 65609756.00, -0.29
6.00, 65616232.00, -0.29
6.00, 65622712.00, -0.29
6.00, 65629192.00, -0.29
6.00, 65636520.00, -0.29
6.00, 65643000.00, -0.29
6.00, 65649480.00, -0.29
6.00, 65655956.00, -1.73
6.00, 65662436.00, -3.10
6.00, 65668920.00, -2.43
6.00, 65675400.00, -1.00
6.00, 65681880.00, -1.00
6.00, 65688360.00, -1.00
6.00, 65695156.00, -1.00
6.00, 65701636.00, -1.00
6.00, 65708120.00, 0.75
6.00, 65714600.00, 0.75
6.00, 65721080.00, 0.75
6.00, 65727920.00, -0.12
6.00, 65734404.00, -0.12
6.00, 65740884.00, -0.12
6.00, 65747348.00, -0.71
6.00, 65753832.00, -0.71
6.00, 65760312.00, -0.71
6.00, 65766792.00, -1.23
6.00, 65773272.00, -2.02
6.00, 65779756.00, -2.02
6.00, 65786560.00, -1.00
6.00, 65793044.00, -1.00
6.00, 65799524.00, -1.00
6.00, 65806008.00, -1.00
6.00, 65812488.00, -1.00
6.00, 65819328.00, -0.25
6.00, 65825812.00, -0.25
6.00, 65832292.00, -0.25
6.00, 65838764.00, -0.25
6.00, 65845248.00, -0.25
6.00, 65851728.00, -0.25
6.00, 65858208.00, -1.68
6.00, 65864688.00, -2.61
6.00, 65871172.00, -2.61
6.00, 65877968.00, -1.30
6.00, 65884448.00, -1.30
6.00, 65890928.00, -1.30
6.00, 65897412.00, -1.30
6.00, 65903896.00, -0.19
6.00, 65910736.00, 1.26
6.00, 65917220.00, 1.26
