t1,t2,command,measured,zero
391144643,391144643,96,244,0
391151827,391151828,96,244,0
391157980,391157981,96,244,0
391164135,391164136,96,244,0
391170301,391170302,96,244,0
391177148,391177148,96,244,0
391183298,391183298,96,244,0
391189452,391189453,96,246,0
391196735,391196736,96,246,0
391202889,391202890,96,245,0
391209043,391209043,96,244,0
391215230,391215231,96,244,0
391222075,391222076,96,244,0
391228232,391228232,96,246,0
391234395,391234396,96,247,0
391241719,391241719,96,247,0
391247872,391247873,96,247,0
391254033,391254033,96,245,0
391260191,391260191,96,245,0
391267098,391267098,96,244,0
391273260,391273261,96,244,0
391279421,391279422,96,244,0
391286629,391286629,96,244,0
391292785,391292785,96,244,0
391298943,391298944,96,244,0
391305095,391305096,96,244,0
391312091,391312091,96,244,0
391318243,391318244,96,244,0
391324402,391324402,96,244,0
391331659,391331659,96,244,0
391337811,391337811,96,244,0
391343969,391343969,96,244,0
391350121,391350122,96,244,0
391356953,391356953,96,244,0
391363105,391363106,96,244,0
391369262,391369262,96,244,0
391376538,391376538,96,244,0
391382689,391382689,96,244,0
391388844,391388844,96,242,0
391395002,391395003,96,242,0
391401880,391401880,96,243,0
391408034,391408035,96,243,0
391414198,391414198,96,243,0
391421386,391421386,96,243,0
391427541,391427541,96,243,0
391433699,391433700,96,241,0
391439858,391439858,96,241,0
391446783,391446783,96,242,0
391452942,391452942,96,243,0
391459102,391459102,96,243,0
391466295,391466296,96,243,0
391472455,391472456,96,243,0
391478612,391478613,96,243,0
391484772,391484773,96,243,0
391491752,391491753,96,243,0
391497910,391497911,96,245,0
391504068,391504068,96,246,0
391511354,391511355,96,246,0
391517511,391517511,96,247,0
391523664,391523665,96,245,0
391529821,391529822,96,245,0
391536701,391536702,96,244,0
391542857,391542857,96,244,0
391549013,391549014,96,242,0
391556270,391556271,96,242,0
391562426,391562427,96,243,0
391568579,391568579,96,245,0
391574739,391574740,96,245,0
391581625,391581626,96,246,0
391587780,391587781,96,245,0
391593936,391593936,96,244,0
391601231,391601232,96,244,0
391607388,391607389,96,242,0
391613541,391613542,96,243,0
391619704,391619704,96,243,0
391626568,391626568,96,243,0
391632728,391632729,96,243,0
391638886,391638887,96,243,0
391646230,391646231,96,243,0
391652385,391652386,96,241,0
391658536,391658537,96,240,0
391664697,391664697,96,240,0
391671554,391671555,96,242,0
391677714,391677714,96,243,0
391683870,391683870,96,243,0
391691086,391691086,96,243,0
391697246,391697247,96,243,0
391703404,391703405,96,243,0
391709559,391709560,96,243,0
391716487,391716487,96,245,0
391722643,391722643,96,246,0
391728799,391728799,96,245,0
391736144,391736145,96,245,0
391742300,391742301,96,244,0
391748453,391748453,96,244,0
391754611,391754612,96,244,0
391761436,391761437,96,246,0
391767588,391767588,96,247,0
391773745,391773746,96,247,0
391781051,391781051,96,247,0
391787207,391787207,96,245,0
391793361,391793362,96,246,0
391799521,391799521,96,246,0
391806420,391806421,96,247,0
391812574,391812575,96,247,0
391818731,391818732,96,245,0
391826037,391826037,96,245,0
391832197,391832198,96,244,0
391838354,391838355,96,244,0
391844514,391844514,96,244,0
391851493,391851494,96,244,0
391857649,391857649,96,244,0
391863809,391863809,96,244,0
391871025,391871025,96,244,0
391877184,391877185,96,246,0
391883340,391883341,96,245,0
391889501,391889501,96,245,0
391896481,391896482,96,244,0
391902639,391902640,96,244,0
391908796,391908796,96,244,0
391916053,391916054,96,244,0
391922210,391922211,96,244,0
391928364,391928364,96,246,0
391934525,391934526,96,246,0
391941367,391941368,96,245,0
391947520,391947520,96,244,0
391953673,391953674,96,244,0
391960844,391960845,96,244,0
391967001,391967001,96,244,0
391973156,391973156,96,246,0
391979313,391979313,96,246,0
391986260,391986261,96,245,0
391992415,391992415,96,246,0
391998565,391998566,96,247,0
392005741,392005742,96,247,0
392011900,392011901,96,247,0
392018056,392018056,96,247,0
392024211,392024212,96,247,0
392031145,392031146,96,247,0
392037300,392037300,96,245,0
392043458,392043458,96,246,0
392050781,392050782,96,246,0
392056942,392056943,96,247,0
392063097,392063098,96,245,0
392069253,392069254,96,245,0
392076088,392076088,96,244,0
392082244,392082244,96,244,0
392088397,392088397,96,244,0
392095605,392095605,96,244,0
392101757,392101758,96,244,0
392107912,392107912,96,244,0
392114075,392114075,96,244,0
392121055,392121056,96,244,0
392127214,392127214,96,244,0
392133371,392133371,96,244,0
392140658,392140658,96,244,0
392146813,392146814,96,244,0
392152968,392152969,96,244,0
392159122,392159123,96,244,0
392166088,392166089,96,244,0
392172244,392172244,96,244,0
392178399,392178399,96,244,0
392185574,392185575,96,244,0
392191731,392191732,96,244,0
392197883,392197884,96,244,0
392204042,392204043,96,244,0
392210933,392210934,96,244,0
392217090,392217090,96,244,0
392223239,392223240,96,244,0
392230501,392230501,96,244,0
392236657,392236657,96,242,0
392242813,392242813,96,243,0
392248968,392248968,96,243,0
392255932,392255932,96,243,0
392262091,392262091,96,243,0
392268247,392268247,96,243,0
392275443,392275443,96,243,0
392281597,392281597,96,243,0
392287754,392287755,96,243,0
392293914,392293914,96,243,0
392300832,392300833,96,243,0
392306992,392306993,96,243,0
392313149,392313150,96,243,0
392320357,392320357,96,243,0
392326517,392326518,96,243,0
392332676,392332677,96,243,0
392338836,392338837,96,243,0
392345716,392345717,96,243,0
392351872,392351873,96,243,0
392358024,392358025,96,241,0
392365279,392365279,96,241,0
392371433,392371434,96,242,0
392377591,392377592,96,243,0
392383744,392383744,96,243,0
392390712,392390713,96,243,0
392396869,392396870,96,243,0
392403025,392403026,96,243,0
392410232,392410233,96,243,0
392416387,392416388,96,243,0
392422543,392422544,96,243,0
392428701,392428702,96,243,0
392435592,392435592,96,243,0
392441747,392441748,96,243,0
392447902,392447903,96,243,0
392455156,392455156,96,243,0
392461313,392461314,96,245,0
392467468,392467469,96,244,0
392473622,392473623,96,244,0
392480592,392480592,96,244,0
392486746,392486746,96,244,0
392492903,392492904,96,246,0
392500201,392500201,96,246,0
392506355,392506355,96,245,0
392512515,392512515,96,244,0
392518673,392518673,96,244,0
392525571,392525572,96,244,0
392531731,392531731,96,244,0
392537884,392537885,96,244,0
392545113,392545113,96,244,0
392551266,392551267,96,244,0
392557425,392557425,96,244,0
392563578,392563579,96,244,0
392570414,392570414,96,244,0
392576566,392576567,96,244,0
392582725,392582726,96,244,0
392589936,392589936,96,244,0
392596099,392596100,96,244,0
392602252,392602253,96,246,0
392608407,392608407,96,246,0
392615286,392615287,96,247,0
392621445,392621445,96,245,0
392627598,392627598,96,244,0
392634813,392634814,96,244,0
392640974,392640974,96,244,0
392647125,392647126,96,242,0
392653280,392653281,96,242,0
392660223,392660224,96,243,0
392666378,392666378,96,241,0
392672532,392672533,96,242,0
392679804,392679805,96,242,0
392685960,392685961,96,243,0
392692115,392692116,96,243,0
392698273,392698273,96,243,0
392705221,392705221,96,243,0
392711381,392711382,96,243,0
392717541,392717542,96,243,0
392724860,392724861,96,243,0
392731019,392731019,96,243,0
392737173,392737174,96,243,0
392743325,392743326,96,243,0
392750231,392750232,96,245,0
392756389,392756389,96,244,0
392762540,392762540,96,244,0
392769884,392769884,96,244,0
392776045,392776046,96,242,0
392782199,392782200,96,241,0
392788355,392788356,96,241,0
392795238,392795238,96,242,0
392801392,392801393,96,241,0
392807550,392807551,96,242,0
392814882,392814883,96,242,0
392821038,392821039,96,243,0
392827195,392827196,96,243,0
392833352,392833353,96,243,0
392840260,392840261,96,243,0
392846419,392846419,96,243,0
392852577,392852577,96,243,0
392859751,392859751,96,243,0
392865907,392865907,96,241,0
392872065,392872066,96,244,0
392878222,392878222,96,244,0
392885067,392885068,96,246,0
392891228,392891228,96,245,0
392897386,392897386,96,244,0
392904683,392904683,96,244,0
392910841,392910842,96,244,0
392916997,392916998,96,244,0
392923152,392923152,96,244,0
392930115,392930116,96,244,0
392936273,392936273,96,244,0
392942427,392942427,96,244,0
392949691,392949691,96,244,0
392955850,392955851,97,244,0
392962008,392962008,97,244,0
392968161,392968162,97,244,0
392975018,392975018,97,244,0
392981172,392981172,97,244,0
392987327,392987327,97,244,0
392994538,392994538,97,244,0
393000694,393000695,97,244,0
393006850,393006850,97,244,0
393013006,393013007,97,244,0
393019950,393019950,97,244,0
393026107,393026107,97,244,0
393032264,393032264,97,244,0
393039438,393039439,97,244,0
393045593,393045593,97,244,0
393051750,393051751,97,244,0
393057906,393057906,97,244,0
393064736,393064737,97,244,0
393070896,393070896,97,244,0
393077056,393077056,97,244,0
393084318,393084319,97,244,0
393090476,393090476,97,244,0
393096630,393096631,97,244,0
393102784,393102784,97,244,0
393109610,393109611,97,244,0
393115766,393115767,97,244,0
393121920,393121921,97,242,0
393129132,393129132,97,242,0
