trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,16.93,8.79,16.93,8.79,1,1,0,1,1,0
1,12.55,8.79,12.55,8.79,1,1,0,1,2,0
2,9.3,8.79,9.3,8.79,1,1,0,1,3,0
3,6.89,8.79,6.89,8.79,3,3,1,3,4,0
4,9.3,8.79,9.3,8.79,1,1,1,1,5,0
5,8.17,8.79,8.79,8.17,1,1,2,3,6,0
6,9.3,8.79,8.79,9.3,3,3,2,1,7,0
7,8.75,8.79,8.79,8.75,1,1,3,3,8,0
8,9.3,8.79,9.3,8.79,1,3,4,3,8,1
9,9.3,8.79,9.3,8.79,1,1,4,1,9,1
10,9.17,8.79,8.79,9.17,3,3,4,1,10,1
11,9.04,8.79,8.79,9.04,3,3,4,1,11,1
12,8.91,8.79,8.91,8.79,1,3,5,3,11,2
13,9.04,8.79,8.79,9.04,3,3,5,1,12,2
