trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,15.13,8.79,15.13,8.79,1,1,0,1,1,0
1,11.21,8.79,11.21,8.79,1,1,0,1,2,0
2,8.31,8.79,8.31,8.79,3,3,1,3,3,0
3,11.21,8.79,8.79,11.21,3,3,1,1,4,0
4,9.84,8.79,8.79,9.84,3,3,1,1,5,0
5,8.64,8.79,8.64,8.79,3,3,2,3,6,0
6,9.84,8.79,8.79,9.84,3,3,2,1,7,0
7,9.26,8.79,9.26,8.79,1,1,2,1,8,0
8,8.71,8.79,8.79,8.71,1,3,2,1,8,1
9,8.19,8.79,8.79,8.19,1,1,3,3,9,1
10,8.71,8.79,8.71,8.79,3,1,3,1,9,2
11,8.46,8.79,8.46,8.79,3,3,4,3,10,2
12,8.71,8.79,8.71,8.79,3,1,4,1,10,3
13,8.58,8.79,8.58,8.79,3,3,5,3,11,3
14,8.71,8.79,8.71,8.79,3,1,5,1,11,4
