trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,14.37,8.79,8.79,14.37,3,3,0,1,1,0
1,10.65,8.79,10.65,8.79,1,1,0,1,2,0
2,7.89,8.79,8.79,7.89,1,1,1,3,3,0
3,10.65,8.79,10.65,8.79,1,1,1,1,4,0
4,9.35,8.79,8.79,9.35,3,3,1,1,5,0
5,8.21,8.79,8.79,8.21,1,1,2,3,6,0
6,9.35,8.79,9.35,8.79,1,3,3,3,6,1
7,9.35,8.79,8.79,9.35,3,1,4,3,6,2
8,9.35,8.79,8.79,9.35,3,3,4,1,7,2
9,9.21,8.79,9.21,8.79,1,1,4,1,8,2
10,9.08,8.79,9.08,8.79,1,1,4,1,9,2
11,8.95,8.79,8.79,8.95,3,3,4,1,10,2
12,8.82,8.79,8.79,8.82,3,3,4,1,11,2
13,8.69,8.79,8.79,8.69,1,3,4,1,11,3
