trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,5.65,8.79,8.79,5.65,1,1,0,1,1,0
1,8.95,8.79,8.95,8.79,1,3,0,1,1,1
2,14.18,8.79,14.18,8.79,1,1,1,3,2,1
3,8.95,8.79,8.79,8.95,3,3,2,3,3,1
4,8.95,8.79,8.79,8.95,3,3,3,3,4,1
5,8.95,8.79,8.95,8.79,1,1,4,3,5,1
6,8.95,8.79,8.79,8.95,3,3,5,3,6,1
7,8.95,8.79,8.79,8.95,3,3,6,3,7,1
8,8.95,8.79,8.79,8.95,3,1,6,1,7,2
9,9.01,8.79,9.01,8.79,1,3,6,1,7,3
10,9.08,8.79,8.79,9.08,3,3,7,3,8,3
11,9.01,8.79,8.79,9.01,3,3,8,3,9,3
12,9.08,8.79,9.08,8.79,1,3,8,1,9,4
