trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,17.47,9.83,17.47,9.83,1,1,0,1,1,0
1,17.47,9.83,17.47,9.83,1,1,0,1,2,0
2,12.95,9.83,9.83,12.95,3,3,0,1,3,0
3,12.95,9.83,9.83,12.95,3,3,0,1,4,0
4,9.6,9.83,9.6,9.83,3,1,0,1,4,1
5,9.6,9.83,9.83,9.6,1,3,0,1,4,2
6,9.6,9.83,9.6,9.83,3,3,1,3,5,2
7,9.6,9.83,9.83,9.6,1,3,1,1,5,3
8,9.6,9.83,9.83,9.6,1,3,1,1,5,4
9,9.6,9.83,9.6,9.83,3,1,1,1,5,5
10,9.6,9.83,9.83,9.6,1,1,2,3,6,5
11,9.6,9.83,9.6,9.83,3,1,2,1,6,6
12,9.6,9.83,9.83,9.6,1,1,3,3,7,6
13,9.6,9.83,9.83,9.6,1,1,4,3,8,6
