trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,0.82,5.23,0.82,5.23,3,3,0,1,1,0
1,0.82,5.23,5.23,0.82,1,1,0,1,2,0
2,1.3,5.23,1.3,5.23,3,3,0,1,3,0
3,1.3,5.23,5.23,1.3,1,1,0,1,4,0
4,2.06,5.23,5.23,2.06,1,1,0,1,5,0
5,2.06,5.23,5.23,2.06,1,1,0,1,6,0
6,3.26,5.23,5.23,3.26,1,3,1,3,6,1
7,2.06,5.23,5.23,2.06,1,1,1,1,7,1
8,2.06,5.23,5.23,2.06,1,1,1,1,8,1
9,2.59,5.23,5.23,2.59,1,1,1,1,9,1
10,2.59,5.23,2.59,5.23,3,3,1,1,10,1
11,3.26,5.23,5.23,3.26,1,1,1,1,11,1
12,3.26,5.23,3.26,5.23,3,3,1,1,12,1
13,4.1,5.23,5.23,4.1,1,1,1,1,13,1
14,4.1,5.23,5.23,4.1,1,2,1,2,13,2
15,5.16,5.23,5.16,5.23,3,1,2,3,13,3
16,4.1,5.23,5.23,4.1,1,1,2,1,14,3
17,4.1,5.23,4.1,5.23,3,3,2,1,15,3
18,4.6,5.23,4.6,5.23,3,3,2,1,16,3
19,4.6,5.23,4.6,5.23,3,1,3,3,16,4
20,4.6,5.23,5.23,4.6,1,1,3,1,17,4
21,4.6,5.23,4.6,5.23,3,3,3,1,18,4
22,4.87,5.23,5.23,4.87,1,3,4,3,18,5
