trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,17.15,5.23,5.23,17.15,3,3,0,1,1,0
1,17.15,5.23,17.15,5.23,1,1,0,1,2,0
2,12.71,5.23,12.71,5.23,1,1,0,1,3,0
3,12.71,5.23,12.71,5.23,1,1,0,1,4,0
4,9.42,5.23,9.42,5.23,1,1,0,1,5,0
5,9.42,5.23,5.23,9.42,3,3,0,1,6,0
6,6.98,5.23,6.98,5.23,1,1,0,1,7,0
7,6.98,5.23,5.23,6.98,3,3,0,1,8,0
8,5.17,5.23,5.17,5.23,3,3,1,3,9,0
9,6.98,5.23,6.98,5.23,1,1,1,1,10,0
10,6.98,5.23,6.98,5.23,1,1,1,1,11,0
11,6.13,5.23,5.23,6.13,3,3,1,1,12,0
12,6.13,5.23,5.23,6.13,3,3,1,1,13,0
13,5.38,5.23,5.38,5.23,1,3,2,3,13,1
14,6.13,5.23,5.23,6.13,3,3,2,1,14,1
15,6.13,5.23,6.13,5.23,1,1,2,1,15,1
16,5.77,5.23,5.23,5.77,3,3,2,1,16,1
17,5.77,5.23,5.77,5.23,1,1,2,1,17,1
18,5.43,5.23,5.43,5.23,1,3,3,3,17,2
19,5.77,5.23,5.77,5.23,1,2,3,2,17,3
20,5.27,5.23,5.27,5.23,1,3,4,3,17,4
