trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,17.11,5.23,5.23,17.11,3,3,0,1,1,0
1,17.11,5.23,5.23,17.11,3,3,0,1,2,0
2,12.68,5.23,5.23,12.68,3,3,0,1,3,0
3,12.68,5.23,12.68,5.23,1,1,0,1,4,0
4,9.4,5.23,9.4,5.23,1,1,0,1,5,0
5,9.4,5.23,5.23,9.4,3,3,0,1,6,0
6,6.97,5.23,6.97,5.23,1,1,0,1,7,0
7,6.97,5.23,6.97,5.23,1,1,0,1,8,0
8,5.17,5.23,5.23,5.17,1,2,0,2,8,1
9,5.17,5.23,5.17,5.23,3,1,0,1,8,2
10,5.17,5.23,5.23,5.17,1,2,0,2,8,3
11,3.83,5.23,5.23,3.83,1,1,1,3,9,3
12,5.17,5.23,5.23,5.17,1,2,1,2,9,4
13,3.36,5.23,5.23,3.36,1,1,2,3,10,4
14,5.17,5.23,5.17,5.23,3,3,3,3,11,4
15,3.36,5.23,3.36,5.23,3,3,4,3,12,4
16,5.17,5.23,5.23,5.17,1,2,4,2,12,5
17,3.31,5.23,3.31,5.23,3,3,5,3,13,5
18,5.17,5.23,5.17,5.23,3,3,6,3,14,5
19,3.31,5.23,5.23,3.31,1,1,7,3,15,5
20,5.17,5.23,5.17,5.23,3,2,7,2,15,6
21,3.3,5.23,3.3,5.23,3,3,8,3,16,6
22,5.17,5.23,5.17,5.23,3,1,8,1,16,7
23,5.17,5.23,5.17,5.23,3,1,8,1,16,8
24,5.17,5.23,5.23,5.17,1,1,9,3,17,8
25,5.17,5.23,5.17,5.23,3,3,10,3,18,8
26,5.17,5.23,5.23,5.17,1,1,11,3,19,8
27,5.17,5.23,5.17,5.23,3,2,11,2,19,9
28,5.17,5.23,5.23,5.17,1,1,12,3,20,9
29,5.17,5.23,5.23,5.17,1,2,12,2,20,10
30,5.17,5.23,5.23,5.17,1,3,12,1,20,11
31,5.17,5.23,5.17,5.23,3,2,12,2,20,12
