trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,14.04,5.23,14.04,5.23,1,1,0,1,1,0
1,14.04,5.23,5.23,14.04,3,3,0,1,2,0
2,10.4,5.23,5.23,10.4,3,3,0,1,3,0
3,10.4,5.23,5.23,10.4,3,3,0,1,4,0
4,7.71,5.23,7.71,5.23,1,1,0,1,5,0
5,7.71,5.23,5.23,7.71,3,3,0,1,6,0
6,5.71,5.23,5.71,5.23,1,2,0,2,6,1
7,5.71,5.23,5.23,5.71,3,1,1,3,6,2
8,5.71,5.23,5.23,5.71,3,3,1,1,7,2
9,5.71,5.23,5.71,5.23,1,1,1,1,8,2
10,5.01,5.23,5.01,5.23,3,3,2,3,9,2
11,5.71,5.23,5.71,5.23,1,1,2,1,10,2
12,5.71,5.23,5.23,5.71,3,3,2,1,11,2
13,5.37,5.23,5.37,5.23,1,3,3,3,11,3
14,5.71,5.23,5.71,5.23,1,1,3,1,12,3
15,5.71,5.23,5.71,5.23,1,2,3,2,12,4
