trialCount,Test,Reference,A,B,answerKey,userAnswer,reversals,graphIcon,nRight,nWrong
0,18.05,9.83,18.05,9.83,1,1,0,1,1,0
1,18.05,9.83,18.05,9.83,1,1,0,1,2,0
2,13.38,9.83,9.83,13.38,3,3,0,1,3,0
3,13.38,9.83,9.83,13.38,3,3,0,1,4,0
4,9.92,9.83,9.83,9.92,3,2,0,2,4,1
5,9.92,9.83,9.83,9.92,3,1,1,3,4,2
6,9.92,9.83,9.83,9.92,3,3,1,1,5,2
7,9.92,9.83,9.83,9.92,3,1,2,3,5,3
8,9.92,9.83,9.83,9.92,3,3,2,1,6,3
9,9.92,9.83,9.83,9.92,3,1,3,3,6,4
10,9.92,9.83,9.92,9.83,1,1,3,1,7,4
11,9.92,9.83,9.83,9.92,3,3,3,1,8,4
12,9.63,9.83,9.63,9.83,3,1,3,1,8,5
13,9.63,9.83,9.83,9.63,1,1,4,3,9,5
