time,flex sensor,"actuator position, command","actuator position, measured",force,"actuator position, command1","actuator position, measured1",force1,TrialCounter
177325,180.00,65,807,263,0,13,-1,0
177477,180.00,65,807,263,0,13,-1,0
177628,180.00,65,807,263,0,13,-1,0
177780,180.00,65,807,264,0,13,-1,0
177931,180.00,65,808,263,0,13,-1,0
178083,180.00,65,807,263,0,13,-1,0
178234,180.00,65,806,261,0,13,-1,0
178386,180.00,65,807,261,0,13,-1,0
178537,180.00,65,807,261,0,13,-1,0
178688,180.00,65,806,263,0,13,-1,0
178840,180.00,65,807,261,0,13,-1,0
178991,180.00,65,807,263,0,13,-1,0
179143,180.00,65,807,263,0,13,-1,0
179294,180.00,65,807,266,0,13,-1,0
179446,180.00,65,807,269,0,13,-1,0
179597,180.00,65,806,267,0,13,-1,0
179749,180.00,65,808,264,0,13,-1,0
179900,180.00,65,807,264,0,13,-1,0
180052,180.00,65,807,266,0,13,-1,0
180203,180.00,65,808,266,0,13,-1,0
180355,180.00,65,807,265,0,13,-1,0
180506,180.00,65,807,266,0,13,-1,0
180658,180.00,65,808,266,0,13,-1,0
180809,180.00,65,807,266,0,13,-1,0
180960,180.00,65,808,264,0,13,-1,0
181112,180.00,65,807,264,0,13,-1,0
181263,180.00,65,807,264,0,13,-1,0
181415,180.00,65,807,264,0,13,-1,0
181566,180.00,65,807,264,0,13,-1,0
181718,180.00,65,808,264,0,13,-1,0
181869,180.00,65,807,264,0,13,-1,0
182021,180.00,65,807,264,0,13,-1,0
182172,180.00,65,807,264,0,13,-1,0
182324,180.00,65,808,264,0,13,-1,0
182475,180.00,65,807,264,0,13,-1,0
182627,180.00,65,807,264,0,13,-1,0
182778,180.00,65,807,264,0,13,-1,0
182930,180.00,65,807,263,0,13,-1,0
183081,180.00,65,807,261,0,13,-1,0
183232,180.00,65,807,263,0,13,-1,0
183384,180.00,65,807,261,0,13,-1,0
183535,180.00,65,808,263,0,13,-1,0
183687,180.00,65,807,263,0,13,-1,0
183838,180.00,65,807,263,0,13,-1,0
183990,180.00,65,808,263,0,13,-1,0
184141,180.00,65,807,263,0,13,-1,0
184293,180.00,65,807,263,0,13,-1,0
184444,180.00,65,807,263,0,13,-1,0
184596,180.00,65,808,263,0,13,-1,0
184747,180.00,65,807,263,0,13,-1,0
184899,180.00,65,807,263,0,14,-1,0
185050,180.00,65,807,263,0,13,-1,0
185202,180.00,65,807,263,0,13,-1,0
185353,180.00,65,807,266,0,13,-1,0
185505,180.00,65,807,266,0,13,-1,0
185656,180.00,65,807,265,0,13,-1,0
185807,180.00,65,807,265,0,13,-1,0
185959,180.00,65,807,264,0,13,-1,0
186110,180.00,65,806,266,0,13,-1,0
186262,180.00,65,808,266,0,13,-1,0
186413,180.00,65,807,266,0,13,-1,0
186565,180.00,65,808,266,0,13,-1,0
186716,180.00,65,807,266,0,13,-1,0
186868,180.00,65,807,266,0,13,-1,0
187019,180.00,65,808,266,0,14,-1,0
187171,180.00,65,808,266,0,13,-1,0
187322,180.00,65,808,266,0,13,-1,0
187474,180.00,65,807,266,0,13,-1,0
187625,180.00,65,807,266,0,13,-1,0
187777,180.00,65,807,266,0,13,-1,0
187928,180.00,65,807,264,0,13,-1,0
188080,180.00,65,807,266,0,13,-1,0
188231,180.00,65,808,266,0,13,-1,0
188383,180.00,65,807,264,0,13,-1,0
188534,180.00,65,807,265,0,13,-1,0
188685,180.00,65,808,264,0,13,-1,0
188837,180.00,65,807,265,0,13,-1,0
188988,180.00,65,807,266,0,15,-1,0
189140,180.00,65,807,265,0,13,-1,0
189291,180.00,65,807,266,0,13,-1,0
189443,180.00,65,807,264,0,13,-1,0
189594,180.00,65,808,264,0,13,-1,0
189746,180.00,65,808,266,0,13,-1,0
189897,180.00,65,808,266,0,13,-1,0
190049,180.00,65,807,266,0,13,-1,0
190200,180.00,65,807,266,0,13,-1,0
190352,180.00,65,807,266,0,13,-1,0
190503,180.00,65,808,264,0,13,-1,0
190655,180.00,65,808,266,0,13,-1,0
190806,180.00,65,808,266,0,13,-1,0
190957,180.00,65,807,266,0,13,-1,0
191109,180.00,65,807,265,0,13,-1,0
191260,180.00,65,808,266,0,13,-1,0
191412,180.00,65,807,266,0,13,-1,0
191563,180.00,65,807,266,0,13,-1,0
191715,180.00,65,807,265,0,12,-1,0
191866,180.00,65,808,264,0,13,-1,0
192018,180.00,65,807,264,0,13,-1,0
192169,180.00,65,807,264,0,13,-1,0
192321,180.00,65,807,264,0,13,-1,0
192472,180.00,65,807,264,0,12,-1,0
192624,180.00,65,807,266,0,13,-1,0
192775,180.00,65,807,264,0,13,-1,0
192927,180.00,65,808,264,0,13,-1,0
193078,180.00,65,807,264,0,13,-1,0
193230,180.00,65,807,266,0,13,-1,0
193381,180.00,65,807,264,0,13,-1,0
193532,180.00,65,807,264,0,13,-1,0
193684,180.00,65,808,265,0,13,-1,0
193835,180.00,65,807,264,0,13,-1,0
193987,180.00,65,809,264,0,13,-1,0
194138,180.00,65,807,264,0,13,-1,0
194290,180.00,65,808,266,0,13,-1,0
194441,180.00,65,808,264,0,13,-1,0
194593,180.00,65,808,266,0,13,-1,1
194744,180.00,65,807,266,0,13,-1,1
194896,180.00,65,808,266,0,13,-1,1
195047,180.00,65,807,264,0,13,-1,1
195199,180.00,65,807,264,0,13,-1,1
195350,180.00,65,807,264,0,13,-1,1
195502,180.00,65,807,264,0,13,-1,1
195653,180.00,65,807,264,0,13,-1,1
195805,180.00,65,808,265,0,13,-1,1
195956,180.00,65,808,264,0,13,-1,1
196107,180.00,65,808,264,0,13,-1,1
196259,180.00,65,808,264,0,13,-1,1
196410,180.00,65,807,264,0,13,-1,1
196562,180.00,65,807,264,0,13,-1,1
196713,180.00,65,807,264,0,13,-1,1
196865,180.00,65,807,266,0,13,-1,1
197016,180.00,65,807,264,0,13,-1,1
197168,180.00,65,807,264,0,13,-1,1
197319,180.00,65,808,264,0,13,-1,1
197471,180.00,65,808,264,0,13,-1,1
197622,180.00,65,808,266,0,13,-1,1
197774,180.00,65,808,264,0,13,-1,1
197925,180.00,65,807,264,0,13,-1,1
198077,180.00,65,806,264,0,13,-1,1
198228,180.00,65,807,266,0,13,-1,1
198380,180.00,65,807,264,0,13,-1,1
198531,180.00,65,807,264,0,13,-1,1
198683,180.00,65,807,264,0,13,-1,1
198834,180.00,65,807,264,0,13,-1,1
198985,180.00,65,808,266,0,14,-1,1
199137,180.00,65,807,264,0,13,-1,1
199288,180.00,65,807,264,0,13,-1,1
199440,180.00,65,808,264,0,13,-1,1
199591,180.00,65,807,264,0,13,-1,1
199743,180.00,65,807,264,0,13,-1,1
199894,180.00,65,807,264,0,13,-1,1
200046,180.00,65,808,264,0,13,-1,1
200197,180.00,65,808,264,0,13,-1,1
200349,180.00,65,808,264,0,13,-1,1
200500,180.00,65,808,264,0,13,-1,1
200652,180.00,65,807,264,0,13,-1,1
200803,180.00,65,807,264,0,13,-1,1
200955,180.00,65,807,264,0,13,-1,1
201106,180.00,65,808,264,0,13,-1,1
201258,180.00,65,808,264,0,13,-1,1
201409,180.00,65,807,264,0,13,-1,1
201560,180.00,65,807,264,0,13,-1,1
201712,180.00,65,807,265,0,14,-1,1
201863,180.00,65,808,264,0,13,-1,1
202015,180.00,65,807,264,0,13,-1,1
202166,180.00,65,807,264,0,13,-1,1
202318,180.00,65,807,264,0,13,-1,1
202469,180.00,65,807,264,0,13,-1,1
202621,180.00,65,807,264,0,13,-1,1
202772,180.00,65,807,264,0,12,-1,1
202924,180.00,65,808,264,0,13,-1,1
203075,180.00,65,808,265,0,13,-1,1
203227,180.00,65,808,264,0,13,-1,1
203378,180.00,65,807,264,0,13,-1,1
203530,180.00,65,807,263,0,13,-1,1
203681,180.00,65,807,264,0,13,-1,1
203833,180.00,65,807,264,0,13,-1,1
203984,180.00,65,808,264,0,13,-1,1
204135,180.00,65,807,264,0,13,-1,1
